category,index,japanese,korean_display,application_status,missing_glyphs,special_check,encoded_bytes,encoded_hex,pointer_offset,string_offset
equipment_description,19,すばやさが30<N:X:20>上昇します,민첩 30% 상승,guide_safe_override,,percent_code_0x06,13,DF BE DF EC 9C 14 11 06 9C E0 56 E0 FF,0x80AE0,0x80730
equipment_description,20,<N:ｌ:5>ジャン<N:フ:11>へが<N:リ:12>ベル1になります,점프 LV +1,guide_safe_override,,none,9,DE D2 DF 9F 9C 6C 9C 0C 12,0x80AE4,0x8073E
equipment_description,21,反撃しやすくなります,반격 상승,guide_safe_override,,none,9,E0 8A E0 40 9C E0 56 E0 FF,0x80AE8,0x80748
equipment_description,22,<N:ｌ:5>受け取るへが<N:リ:12>ベル1になります,받기 LV +1,guide_safe_override,,none,9,E0 10 E0 AC 9C 6C 9C 0C 12,0x80AEC,0x80752
equipment_description,23,<N:ｌ:5>受け取るへが<N:ｌ:5>投げ返すへになります,받기가 되던지기로 변화,guide_safe_override,,none,22,E0 10 E0 AC E0 C0 9C E0 2F DF 69 E0 A2 E0 AC E0 D6 9C DE 3C DE FE,0x80AF0,0x8075C
equipment_description,24,半分の<N:∪:20><N:Ｐ:10>で能力を使用できます,소비 마력 절반,guide_safe_override,,none,14,E0 D9 E0 53 9C E0 9E E0 8C 9C E0 E6 E0 8A,0x80AF4,0x80773
equipment_description,25,攻撃力が30<N:X:20>上昇します,공격력 30% 상승,guide_safe_override,,percent_code_0x06,15,E0 C6 E0 40 E0 8C 9C 14 11 06 9C E0 56 E0 FF,0x80AF8,0x80782
equipment_description,26,反撃ダメージが大きくなります（<N:｣:11>ー<N:力:5>）,이가 반격 피해 증가,guide_safe_override,,none,19,E0 BD E0 C0 9C E0 8A E0 40 9C DF 82 E0 88 9C E0 D1 E0 C0,0x80AFC,0x80792
equipment_description,27,効果はわかつていません,작용 불명,guide_safe_override,,none,9,E0 92 E0 67 9C E0 0A E0 4E,0x80B00,0x807A6
equipment_description,28,行動する度まわりの<N:午:15>ャラを回復します（ククル）,쿠쿠루 행동 시 주변 아군 회복,guide_safe_override,,none,29,E0 7A E0 7A E0 44 9C E0 8B E0 94 9C E0 61 9C E0 CF DE 3C 9C E0 9C E0 C5 9C DE C7 DF 33,0x80B04,0x807B0
equipment_description,29,敵がア<N:｣:11>テムを落としやすくなります,물건 입수율 상승,guide_safe_override,,none,16,E0 4F E0 41 9C E0 C9 DF B7 DF 6D 9C E0 56 E0 FF,0x80B08,0x807CE
equipment_description,30,敵を倒すとほ<N:げ:26>ア<N:｣:11>テムが出ます,좋은 물건 입수,guide_safe_override,,none,14,E0 CE E0 BF 9C E0 4F E0 41 9C E0 C9 DF B7,0x80B0C,0x807DF
equipment_description,31,効果はわかつていません,작용 불명,guide_safe_override,,none,9,E0 92 E0 67 9C E0 0A E0 4E,0x80B10,0x807A6
equipment_description,32,<N:ｌ:5>石化へを回避します,돌 상태 방지,guide_safe_override,,none,12,E0 D5 9C E0 56 DF 08 9C E0 0F E0 A2,0x80B14,0x807EE
equipment_description,33,効果はわかつていません （アーク）,아크 전용 작용 불명,guide_safe_override,,none,19,E0 9C E0 9D 9C E0 CC E0 67 9C E0 92 E0 67 9C E0 0A E0 4E,0x80B18,0x807FB
equipment_description,34,魔力が<N:ｃ:12>0<N:X:20>上昇します,마력 50% 상승,guide_safe_override,,percent_code_0x06,13,E0 9E E0 8C 9C 16 11 06 9C E0 56 E0 FF,0x80B1C,0x8080F
equipment_description,35,魔力が30<N:X:20>上昇します,마력 30% 상승,guide_safe_override,,percent_code_0x06,13,E0 9E E0 8C 9C 14 11 06 9C E0 56 E0 FF,0x80B20,0x8081D
equipment_description,36,<N:ｌ:5>向き直りの笛への効果が<N:∪:20><N:∧:11><N:Ｐ:10>全体（ポニ）,방향잡이 피리가 전체에 적용,guide_safe_override,,none,27,E0 0F DE F8 DF F4 E0 BD 9C DF 82 E0 98 E0 C0 9C E0 CC E0 90 E0 9F 9C DF F2 E0 67,0x80B24,0x8082B
equipment_description,37,<N:ｌ:5><N:毒:1>へを回避します,해로운 기운 방지,guide_safe_override,,none,16,E0 88 E0 D6 DF FA 9C E0 AC DF FA 9C E0 0F E0 A2,0x80B28,0x80847
equipment_description,38,防御力が<N:ｃ:12>0<N:X:20>上昇します,방어력 50% 상승,guide_safe_override,,percent_code_0x06,15,E0 0F E0 A0 E0 8C 9C 16 11 06 9C E0 56 E0 FF,0x80B2C,0x80858
equipment_description,39,防御力が30<N:X:20>上昇します,방어력 30% 상승,guide_safe_override,,percent_code_0x06,15,E0 0F E0 A0 E0 8C 9C 14 11 06 9C E0 56 E0 FF,0x80B30,0x80868
equipment_description,40,防御しやすくなります,방어율 상승,guide_safe_override,,none,11,E0 0F E0 A0 DF 6D 9C E0 56 E0 FF,0x80B34,0x80878
equipment_description,41,攻撃力が<N:７:11>0<N:X:20>上昇します（<N:ニ:13>ーゲン）,마법사 공격력 70% 상승,guide_safe_override,,percent_code_0x06,22,E0 9E E0 B3 E0 A5 9C E0 C6 E0 40 E0 8C 9C 18 11 06 9C E0 56 E0 FF,0x80B38,0x80884
equipment_description,42,<N:ｌ:5>心<N:眼:3>法への<N:乾:16>囲が広くなります（<N:｣:11>ー<N:力:5>）,심안법 범위 확대,guide_safe_override,,none,16,DF 25 E0 E9 E0 B3 9C DE E4 E0 69 9C DE C8 E0 36,0x80B3C,0x8089B
equipment_description,43,召喚<N:午:15>ャラの経験値が自分に入ります（チョン<N:力:5>ラ）,마물 경험치가 촌가라에게,guide_safe_override,,none,24,E0 9E E0 4F 9C E0 89 E0 E8 E0 B0 E0 C0 9C DF 83 E0 C0 E0 A6 E0 9F E0 14,0x80B40,0x808AC
equipment_description,44,<N:ｌ:5>沈黙へを回避します,마법 봉인 상태 방지,guide_safe_override,,none,19,E0 9E E0 B3 9C DF 93 E0 6A 9C E0 56 DF 08 9C E0 0F E0 A2,0x80B44,0x808C5
equipment_description,45,攻撃を避けやすくなります,회피율 상승,guide_safe_override,,none,11,DE C7 DF 82 DF 6D 9C E0 56 E0 FF,0x80B48,0x808D9
equipment_description,46,攻撃力が10<N:X:20>上昇します,공격력 10% 상승,guide_safe_override,,percent_code_0x06,15,E0 C6 E0 40 E0 8C 9C 12 11 06 9C E0 56 E0 FF,0x80B4C,0x808E5
equipment_description,47,<N:与:3>えるダメージの当たりはすれが大きくなります,공격 피해 편차 증가,guide_safe_override,,none,19,E0 C6 E0 40 9C DF 82 E0 88 9C E0 E4 E0 96 9C E0 D1 E0 C0,0x80B50,0x808F5
equipment_description,48,復活魔法で<N:Π:10><N:Ｐ:10>最大で復活します（ククル）,쿠쿠루 부활 시 최대 체력 회복,guide_safe_override,,none,29,E0 7A E0 7A E0 44 9C E0 0B E0 80 9C E0 61 9C DF A4 E0 36 9C E0 90 E0 8C 9C DE C7 DF 33,0x80B54,0x80909
equipment_description,49,当たりはすれが大きくなります,피해 편차 증가,guide_safe_override,,none,14,DF 82 E0 88 9C E0 E4 E0 96 9C E0 D1 E0 C0,0x80B58,0x80927
equipment_description,50,防御力が10<N:X:20>上昇します,방어력 10% 상승,guide_safe_override,,percent_code_0x06,15,E0 0F E0 A0 E0 8C 9C 12 11 06 9C E0 56 E0 FF,0x80B5C,0x80936
equipment_description,51,効果はわかつていません,작용 불명,guide_safe_override,,none,9,E0 92 E0 67 9C E0 0A E0 4E,0x80B60,0x807A6
equipment_description,52,効果はわかつていません,작용 불명,guide_safe_override,,none,9,E0 92 E0 67 9C E0 0A E0 4E,0x80B64,0x807A6
equipment_description,53,効果はわかつていません,작용 불명,guide_safe_override,,none,9,E0 92 E0 67 9C E0 0A E0 4E,0x80B68,0x807A6
equipment_description,54,効果はわかつていません,작용 불명,guide_safe_override,,none,9,E0 92 E0 67 9C E0 0A E0 4E,0x80B6C,0x807A6
equipment_description,55,行動するたびに<N:Π:10><N:Ｐ:10>が回復します,매 행동 체력 회복,guide_safe_override,,none,17,DF 38 9C E0 8B E0 94 9C E0 90 E0 8C 9C DE C7 DF 33,0x80B70,0x80946
equipment_description,56,攻撃が<N:非:1>常に当たりやすくなります（トッシュ）,토슈 명중 크게 상승,guide_safe_override,,none,19,E0 7E DE DD 9C E0 4E DF A9 9C E0 9D E0 14 9C E0 56 E0 FF,0x80B74,0x80958
equipment_description,57,全ステータスしょう害を回避します,모든 이상 상태 방지,guide_safe_override,,none,19,E0 11 DF D4 9C E0 BD E0 56 9C E0 56 DF 08 9C E0 0F E0 A2,0x80B78,0x8096C
equipment_description,58,魔力が30<N:X:20>上昇します （ポニ）,포코 마력 30% 상승,guide_safe_override,,percent_code_0x06,18,DF 02 DF A3 9C E0 9E E0 8C 9C 14 11 06 9C E0 56 E0 FF,0x80B7C,0x80980
equipment_description,59,<N:ｌ:5>マ<N:ヒ:5>へを回避します,마비 상태 방지,guide_safe_override,,none,14,E0 9E E0 53 9C E0 56 DF 08 9C E0 0F E0 A2,0x80B80,0x80993
equipment_description,60,桜花雷爆斬でマ<N:ヒ:5>させることができます（トッシュ）,토슈 비기에 마비 부여,guide_safe_override,,none,21,E0 7E DE DD 9C E0 53 E0 AC E0 9F 9C E0 9E E0 53 9C E0 0B E0 DC,0x80B84,0x809A2
equipment_description,61,攻撃が特定の敵に強くなります,일부 적에게 강함,guide_safe_override,,none,16,E0 6B E0 0B 9C DF F2 E0 9F E0 14 9C E0 F2 E0 85,0x80B88,0x806C2
equipment_description,62,行動するごとに<N:∪:20><N:Ｐ:10>が回復します（アーク）,아크 매 행동 마력 회복,guide_safe_override,,none,22,E0 9C E0 9D 9C DF 38 9C E0 8B E0 94 9C E0 9E E0 8C 9C DE C7 DF 33,0x80B8C,0x809B8
equipment_description,63,？？？？？,?????,guide_safe_override,,none,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80B90,0x805F3
consumable_name,0,ねばねば,거미줄,guide_safe_override,,none,6,DF 87 E0 50 DF AA,0x80C9C,0x809CF
consumable_name,1,やる気<N:г:23>リー,기운 음식,guide_safe_override,,none,9,E0 AC DF FA 9C DF F8 DF B5,0x80CA0,0x809D6
consumable_name,2,みなぎる果実,넘치는 열매,translated_existing_bank,,none,11,E0 97 E0 B0 E0 C2 9C E0 B2 DF 38,0x80CA4,0x809E0
consumable_name,3,回復果物,회복 열매,translated_existing_bank,,none,9,DE C7 DF 33 9C E0 B2 DF 38,0x80CA8,0x809EC
consumable_name,4,しびれるりんご,마비 사과,translated_existing_bank,,none,9,E0 9E E0 53 9C E0 A5 E0 C7,0x80CAC,0x809F6
consumable_name,5,石,돌,translated_existing_bank,,none,2,E0 D5,0x80CB0,0x80A00
consumable_name,6,<N:リ:12>ニの草,레코의 풀,translated_existing_bank,,none,9,DF D2 DF A3 E0 9B 9C DF 8A,0x80CB4,0x80A03
consumable_name,7,薬草,약초,translated_existing_bank,,none,4,DF B1 DF EB,0x80CB8,0x80A0D
consumable_name,8,<N:毒:1>薬,위험한 풀,guide_safe_override,,none,9,E0 69 E0 E8 E0 84 9C DF 8A,0x80CBC,0x80A12
consumable_name,9,ルウの薬,루우의 약,translated_existing_bank,,none,9,E0 44 E0 68 E0 9B 9C DF B1,0x80CC0,0x80A1C
consumable_name,10,すばやさの薬,민첩의 약,translated_existing_bank,,none,9,DF BE DF EC E0 9B 9C DF B1,0x80CC4,0x80A26
consumable_name,11,小さい爆弾,작은 폭발 구슬,guide_safe_override,,none,14,E0 92 E0 BF 9C DE CB E0 FA 9C E0 24 DF B6,0x80CC8,0x80A30
consumable_name,12,大きい爆弾,큰 폭발 구슬,guide_safe_override,,none,12,DF 0A 9C DE CB E0 FA 9C E0 24 DF B6,0x80CCC,0x80A3F
consumable_name,13,万能薬,만병약,guide_safe_override,,none,6,E0 49 E0 0E DF B1,0x80CD0,0x80A4C
consumable_name,14,聖水,성수,translated_existing_bank,,none,4,E0 5A DF B7,0x80CD4,0x80A53
consumable_name,15,復活の薬,부활약,translated_existing_bank,,none,6,E0 0B E0 80 DF B1,0x80CD8,0x80A58
consumable_name,16,攻撃瓶,공격 항아리,translated_existing_bank,,none,11,E0 C6 E0 40 9C E0 87 E0 9C E0 98,0x80CDC,0x80A5F
consumable_name,17,<N:眠:5>り玉,수면 구슬,translated_existing_bank,,none,9,DF B7 E0 4C 9C E0 24 DF B6,0x80CE0,0x80A6B
consumable_name,18,弱りの玉,약화 구슬,translated_existing_bank,,none,9,DF B1 DE FE 9C E0 24 DF B6,0x80CE4,0x80A75
consumable_name,19,ちからの実,힘의 열매,translated_existing_bank,,none,9,E0 8E E0 9B 9C E0 B2 DF 38,0x80CE8,0x80A7F
consumable_name,20,パロの実,파로의 열매,translated_existing_bank,,none,11,DF A0 E0 D6 E0 9B 9C E0 B2 DF 38,0x80CEC,0x80B94
consumable_name,21,いのちの木の実,생명의 열매,translated_existing_bank,,none,11,E0 04 E0 4E E0 9B 9C E0 B2 DF 38,0x80CF0,0x80BA0
consumable_name,22,魔力の葉,마력의 풀,guide_safe_override,,none,9,E0 9E E0 8C E0 9B 9C DF 8A,0x80CF4,0x80A89
consumable_name,23,魔力の泉,마력의 물,guide_safe_override,,none,9,E0 9E E0 8C E0 9B 9C E0 4F,0x80CF8,0x80BAC
consumable_name,24,目つぶしの草,눈가림 풀,translated_existing_bank,,none,9,DF 6A E0 C0 DF 3A 9C DF 8A,0x80CFC,0x80BB6
