file,offset,capacity,mode,text
31/S3022.DAT,0x47F72,47,rebuild_e2,"병사: 야군 장군님이 로마리아에서 부임한 뒤로 마물이 마을을 습격하지 않게 됐지."
31/S3022.DAT,0x47FD4,56,rebuild_e2,"병사: 역시 우리 대장군님이셔! 하지만 장군님이 마물과 싸우는 건 한 번도 못 봤군..."
31/S3022.DAT,0x48044,40,rebuild_e2,"병사: 비켜라, 비켜! 여긴 아이들이 돌아다닐 곳이 아니다."
31/S3022.DAT,0x480A4,32,rebuild_e2,"병사: 아무래도 첩자가 숨어든 모양이야. 조심해야겠어..."
31/S3022.DAT,0x4811A,34,rebuild_e2,"노인: 전쟁이 끝났나 했더니, 이번에는 마물이라니..."
31/S3022.DAT,0x4816E,33,rebuild_e2,"노인: 대체 언제쯤 마음 편히 살 수 있을까..."
31/S3022.DAT,0x481CC,27,rebuild_e2,"아이: 할아버지, 저도 그 사람과 이야기하게 해 줘요."
31/S3022.DAT,0x4821A,27,rebuild_e2,"노인: 모르는 사람에게 가까이 가면 안 된다."
31/S3022.DAT,0x4826A,11,rebuild_e2,"아이: 위험하지 않다니까."
31/S3022.DAT,0x482B4,38,rebuild_e2,"남자: 마물과 싸우려고 만든 임시군일 텐데..."
31/S3022.DAT,0x4830C,52,rebuild_e2,"남자: 나라를 빼앗긴 것 같은 기분이 드는군... 나만 그렇게 느끼는 건가?"
31/S3022.DAT,0x48378,22,rebuild_e2,"남자: 제가 여기 있다는 건 비밀로 해 주십시오."
31/S3022.DAT,0x4855A,43,rebuild_e2,"병사: 준비되시면 말씀해 주십시오. 출구에서 기다리겠습니다."
31/S3022.DAT,0x485D6,10,rebuild_e2,"쿠쿠루: 정말 화가 나!"
31/S3022.DAT,0x48614,34,rebuild_e2,"쿠쿠루: 처음부터 우리가 마물과 싸울 수 없다고 생각한 모양이야."
31/S3022.DAT,0x4866A,8,rebuild_e2,"포코: 그래서 어떻게 할 거야?"
31/S3022.DAT,0x486A6,46,rebuild_e2,"아크: 우리가 직접 마물을 쓰러뜨려 보여 주는 수밖에 없어. 그래야 장군도 우릴 아이로 보지 못할 거야."
31/S3022.DAT,0x48708,29,rebuild_e2,"포코: 어떤 마물인지도 모르는데... 괜찮을까?"
31/S3022.DAT,0x4875A,26,rebuild_e2,"아크: 그렇게 큰소리쳤으니 해내는 수밖에 없어. 가자, 쿠쿠루."
31/S3022.DAT,0x487AE,4,rebuild_e2,"쿠쿠루: 그래."
31/S3022.DAT,0x48882,23,rebuild_e2,"병사: 준비되시면 말씀해 주십시오."
31/S3022.DAT,0x488E4,16,rebuild_e2,"병사: 그럼 출발하겠습니다."
31/S3022.DAT,0x489C4,26,rebuild_e2,"쿠쿠루: 넌 안 와도 돼. 여기서 자고 있어."
31/S3022.DAT,0x48A12,9,rebuild_e2,"쿠쿠루: 자, 가자."
31/S3022.DAT,0x48A50,12,rebuild_e2,"쿠쿠루: 이렇게 해도 괜찮을까?"
31/S3022.DAT,0x48A90,31,rebuild_e2,"쿠쿠루: 우리 힘으로 마물을 쓰러뜨려야 의미가 있잖아?"
31/S3022.DAT,0x48AE4,13,rebuild_e2,"아크: 그래. 가자."
31/S3031.DAT,0x47A4C,24,rebuild_e2,"병사: 스메리아에서 온 사신을 모셔 왔습니다."
31/S3031.DAT,0x47AB0,40,rebuild_e2,"야군: 이런 아이들을 상대하라니, 나도 우습게 보였군."
31/S3031.DAT,0x47B9C,14,rebuild_e2,"아크: 스메리아에서 온 아크입니다."
31/S3031.DAT,0x47BDC,49,rebuild_e2,"야군: 나는 밀마나군 본부의 야군 장군이다. 토요케 숲으로 가고 싶다고 했나?"
31/S3031.DAT,0x47C40,38,rebuild_e2,"야군: 하지만 그곳은 아이들이 갈 곳이 아니다. 너무 위험해."
31/S3031.DAT,0x47C98,50,rebuild_e2,"야군: 일부러 여기까지 온 수고는 알겠지만, 돌아가 주어야겠군."
31/S3031.DAT,0x47D12,19,rebuild_e2,"쿠쿠루: 잠시만요, 말씀이 너무 심하잖아요."
31/S3031.DAT,0x47D5A,30,rebuild_e2,"쿠쿠루: 아이라고 무시하지 마세요. 저희는 스메리아 국왕의 명을 받고 왔다고요."
31/S3031.DAT,0x47DAC,24,rebuild_e2,"쿠쿠루: 그렇다면 사신으로서 제대로 예우해 주셔야 하는 것 아닌가요?"
31/S3031.DAT,0x47E08,25,rebuild_e2,"야군: 이거 실례했군, 아가씨."
31/S3031.DAT,0x47E54,55,rebuild_e2,"야군: 다만 정령의 나라에서 신비한 힘을 지닌 전사들이 온다고 들었거든."
31/S3031.DAT,0x47EBE,41,rebuild_e2,"야군: 게다가 지금 숲은 마물로 가득해 매우 위험한 곳이라네."
31/S3031.DAT,0x47F1A,45,rebuild_e2,"야군: 사신이 목숨이라도 잃는다면 스메리아 국왕께 면목이 없지."
31/S3031.DAT,0x47F8C,15,rebuild_e2,"야군: 하하하하!"
31/S3031.DAT,0x47FDE,39,rebuild_e2,"아크: 방금 말한 신비한 힘을 지닌 전사가 바로 우리입니다. 나이는 상관없잖습니까?"
31/S3031.DAT,0x4803A,41,rebuild_e2,"쿠쿠루: 맞아요. 당신처럼 배 나온 장군보다 훨씬 잘 싸울걸요!"
31/S3031.DAT,0x480B0,40,rebuild_e2,"야군: 좋다. 그렇다면 너희 힘을 보여 주도록."
31/S3031.DAT,0x4810A,30,rebuild_e2,"야군: 요즘 이 주변에도 마물이 나타나고 있다."
31/S3031.DAT,0x4815A,42,rebuild_e2,"야군: 그 힘으로 마물을 쓰러뜨려 보도록 해라."
31/S3031.DAT,0x481B6,45,rebuild_e2,"야군: 이 주변의 마물도 쓰러뜨리지 못한다면 숲에는 갈 수 없을 테니."
31/S3031.DAT,0x48246,42,rebuild_e2,"야군: 이들이 전장을 보고 싶다는군. 네가 동행해 안내하도록."
31/S3031.DAT,0x482A2,37,rebuild_e2,"야군: 만에 하나라도 일이 생기면 큰일이다. 각별히 보호하도록."
31/S3031.DAT,0x48308,49,rebuild_e2,"야군: 루와간 숲과 센바라 늪, 두 곳으로 안내하게 하겠다."
31/S3031.DAT,0x4836C,30,rebuild_e2,"야군: 우선 그곳의 마물들과 싸워 보도록."
31/S3031.DAT,0x483BC,33,rebuild_e2,"야군: 그럼 훌륭한 전과를 기대하겠다."
31/S3031.DAT,0x4841E,13,rebuild_e2,"야군: 이분들을 모셔라."
31/S3031.DAT,0x4845E,8,rebuild_e2,"병사: 예!"
