table_key,index,status,korean_target,missing_glyphs,encoded_bytes,encoded_hex,pointer_offset,string_offset
equipment_name,24,translated_existing_bank,여신의 기도,,11,E0 DC E0 C3 E0 9B 9C E0 AC E0 A7,0x80504,0x80309
equipment_name,25,translated_existing_bank,파워 리스트,,11,DF A0 DF AE 9C E0 98 E0 39 E0 82,0x80508,0x80315
equipment_name,26,translated_existing_bank,데일의 이빨,,11,E0 31 E0 6B E0 9B 9C E0 BD DF 2F,0x8050C,0x80321
equipment_name,27,preserved_v25_missing_glyph,환수의 이빨,환,7,DD F2 DE 6E 1C DE B0,0x80510,0x8032D
equipment_name,28,preserved_v25_missing_glyph,바닷바람의 선율,닷,9,1E 3B 20 A7 1C DD 86 DD 35,0x80514,0x80335
equipment_name,29,preserved_v25_missing_glyph,조개껍데기,개껍,4,DF 50 2A 33,0x80518,0x8033F
equipment_name,30,preserved_v25_missing_glyph,유니콘의 뿔,뿔콘,8,8E DE 7C DE 6E 1C DE 7C,0x8051C,0x80344
equipment_name,31,preserved_v25_missing_glyph,비극의 안경,극,8,DD BA DE 15 1C 51 2A 4C,0x80520,0x8034D
equipment_name,32,translated_existing_bank,거울,,4,DF 87 DF F9,0x80524,0x80356
equipment_name,33,translated_existing_bank,고대의 반지,,11,E0 7F E0 36 E0 9B 9C E0 8A E0 A2,0x80528,0x8035B
equipment_name,34,preserved_v25_missing_glyph,환상의 반지,환,7,DD F2 1C DD 04 99 43,0x8052C,0x80367
equipment_name,35,translated_existing_bank,마도의 반지,,11,E0 9E E0 A7 E0 9B 9C E0 8A E0 A2,0x80530,0x8036F
equipment_name,36,translated_existing_bank,장난감 반지,,11,E0 E1 E0 3D E0 01 9C E0 8A E0 A2,0x80534,0x8037B
equipment_name,37,preserved_v25_missing_glyph,독막이 반지,독,9,DD CF 3D 49 1C DD 04 99 43,0x80538,0x80387
equipment_name,38,preserved_v25_missing_glyph,환상의 방패,패환,5,DD F2 1C DE DB,0x8053C,0x80391
equipment_name,39,preserved_v25_missing_glyph,전사의 수호,호,6,63 68 1C DD 1E 39,0x80540,0x80397
equipment_name,40,preserved_v25_missing_glyph,장로의 방패,패,5,D4 A8 1C DE DB,0x80544,0x8039E
equipment_name,41,preserved_v25_missing_glyph,강력한 지팡이,팡,6,DD 19 61 1D DF 32,0x80548,0x803A4
equipment_name,42,translated_existing_bank,지옥의 스누프,,13,E0 A2 DF 19 E0 9B 9C E0 39 E0 34 DF 9F,0x8054C,0x803AB
equipment_name,43,translated_existing_bank,왕의 상,,7,E0 65 E0 9B 9C E0 56,0x80550,0x803B9
equipment_name,44,translated_existing_bank,매의 상,,7,DF 38 E0 9B 9C E0 56,0x80554,0x803C1
equipment_name,45,preserved_v25_missing_glyph,가짜 상,짜,6,27 2A 1B 1C DE 64,0x80558,0x803C9
equipment_name,46,translated_existing_bank,단검,,4,E0 37 DE F3,0x8055C,0x803D0
equipment_name,47,preserved_v25_missing_glyph,환상의 검,환,5,DD F2 1C DD 8D,0x80560,0x803D5
equipment_name,48,translated_existing_bank,리라의 머리장식,,15,E0 98 E0 A6 E0 9B 9C DF 7C E0 98 E0 E1 DF B5,0x80564,0x803DB
equipment_name,49,preserved_v25_missing_glyph,요동치는 보석,석,7,DE 54 32 22 DD C9 94,0x80568,0x803EB
equipment_name,50,preserved_v25_missing_glyph,아머 스톤,톤,8,42 31 64 31 47 5C 31 34,0x8056C,0x803F3
equipment_name,51,preserved_v25_missing_glyph,로맨싱 스톤,맨싱톤,10,A2 64 34 60 34 80 47 5C 31 34,0x80570,0x803FC
equipment_name,52,preserved_v25_missing_glyph,로맨싱 스톤,맨싱톤,10,A2 64 34 60 34 80 47 5C 31 34,0x80574,0x803FC
equipment_name,53,preserved_v25_missing_glyph,로맨싱 스톤,맨싱톤,10,A2 64 34 60 34 80 47 5C 31 34,0x80578,0x803FC
equipment_name,54,preserved_v25_missing_glyph,로맨싱 스톤,맨싱톤,10,A2 64 34 60 34 80 47 5C 31 34,0x8057C,0x803FC
equipment_name,55,translated_existing_bank,태양의 거울,,11,DF 08 DD CF E0 9B 9C DF 87 DF F9,0x80580,0x80407
equipment_name,56,preserved_v25_missing_glyph,압화 책,압책,6,3B 1E DE 1B 1C 92,0x80584,0x80413
equipment_name,57,preserved_v25_missing_glyph,클라우스의 책,책클,9,4E 57 DD 39 DD 03 47 1C 92,0x80588,0x8041A
equipment_name,58,translated_existing_bank,음악집,,6,DF F8 DF 1F E0 D2,0x8058C,0x80424
equipment_name,59,translated_existing_bank,라크의 문장,,11,E0 A6 E0 9D E0 9B 9C DF 7B E0 E1,0x80590,0x8042B
equipment_name,60,translated_existing_bank,유카리의 문장,,13,E0 AD DF E9 E0 98 E0 9B 9C DF 7B E0 E1,0x80594,0x80437
equipment_name,61,translated_existing_bank,포니의 문장,,11,DF 02 E0 35 E0 9B 9C DF 7B E0 E1,0x80598,0x80445
equipment_name,62,preserved_v25_missing_glyph,용자의 증표,표,6,DD 47 7E 1C DE 0C,0x8059C,0x80451
equipment_name,63,translated_existing_bank,?????,,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x805A0,0x80458
equipment_description,0,preserved_v25_missing_glyph,화염 공격 피해 감소,염,14,BF DE ED 1C D0 B1 23 DD 19 3E 1D 39 27 2B,0x80A94,0x80463
equipment_description,1,preserved_v25_missing_glyph,냉기 공격 피해 감소,냉,14,B8 DE ED 1C D0 B1 23 DD 19 3E 1D 39 27 2B,0x80A98,0x80472
equipment_description,2,translated_existing_bank,헤모지 방지,,11,DF 9D E0 11 E0 A2 9C E0 0F E0 A2,0x80A9C,0x80481
equipment_description,3,preserved_v25_missing_glyph,회복 효과 증가,효,21,A4 B2 1C DD FA DD 90 1C 9E DD 2C DD 46 2A 50 44 3E 1D 39 27 2B,0x80AA0,0x8048D
equipment_description,4,preserved_v25_missing_glyph,획득 경험치 2배,획,20,63 93 30 86 22 DD DE DE 75 DD D2 2A 13 DF 17 23 1D 39 27 2B,0x80AA4,0x805A4
equipment_description,5,preserved_v25_missing_glyph,마력 10% 상승,%,13,DD 1B 61 2A 12 11 06 B9 DD 59 1E 27 2B,0x80AA8,0x805B9
equipment_description,6,translated_existing_bank,수면 방지,,9,DF B7 E0 4C 9C E0 0F E0 A2,0x80AAC,0x805C7
equipment_description,7,preserved_v25_missing_glyph,촌가라 방어력 30% 상승,%,23,DD A6 DD AD 61 2A 14 11 06 B9 DD 59 1E 27 2B 09 6C 69 34 DD 02 57 0A,0x80AB0,0x805D1
equipment_description,8,preserved_v25_missing_glyph,던지기 레벨 1,벨,17,5B DE 04 9C 22 5A 2A 6F DD B4 53 12 23 1D 39 27 2B,0x80AB4,0x805E9
equipment_description,9,preserved_v25_missing_glyph,공격력 50% 상승,%,13,D0 B1 61 2A 16 11 06 B9 DD 59 1E 27 2B,0x80AB8,0x805FB
equipment_description,10,preserved_v25_missing_glyph,암흑 방지,암흑,13,5B DE B3 DE B2 5A 2F 9E DD 96 1E 27 2B,0x80ABC,0x80609
equipment_description,11,preserved_v25_missing_glyph,명중률 상승,률,19,D0 B1 2A DE 5A DE 68 23 DD 42 1F 39 40 2B 3E 1D 39 27 2B,0x80AC0,0x80617
equipment_description,12,preserved_v25_missing_glyph,던지기가 강력 투척으로 변화,척,20,5B DE 04 9C 22 5A 2A 5B CA 2D DE 04 9C 22 5A 23 1D 39 27 2B,0x80AC4,0x8062B
equipment_description,13,preserved_v25_missing_glyph,특정 적에게 추가 피해,추특,17,D0 B1 2A DE 96 DD 97 1C BD 23 DD 19 3E 1D 39 27 2B,0x80AC8,0x80640
equipment_description,14,translated_existing_bank,공격이 반드시 명중,,18,E0 C6 E0 40 E0 BD 9C E0 8A DF 41 E0 61 9C E0 4E DF A9,0x80ACC,0x80652
equipment_description,15,preserved_v25_missing_glyph,레벨업 시 최대 체력 증가량 상승,벨업,26,6F DD B4 53 42 82 DD 55 CF 23 DD FA DD 90 1C DF 31 99 2A 50 44 3E 1D 39 27 2B,0x80AD0,0x80665
equipment_description,16,preserved_v25_missing_glyph,고겐 마력 30% 상승,%겐,22,DD 1B 61 2A 14 11 06 B9 DD 59 1E 27 2B 01 09 DD 3C 31 DD 4D 34 0A,0x80AD4,0x80680
equipment_description,17,preserved_v25_missing_glyph,명중률 상승,률,14,D0 B1 2A DD 42 1F 39 40 2B 3E 1D 39 27 2B,0x80AD8,0x80697
equipment_description,18,preserved_v25_missing_glyph,민첩 10% 상승,%,14,2B 58 40 3A 2A 12 11 06 B9 DD 59 1E 27 2B,0x80ADC,0x806A6
equipment_description,19,preserved_v25_missing_glyph,민첩 30% 상승,%,14,2B 58 40 3A 2A 14 11 06 B9 DD 59 1E 27 2B,0x80AE0,0x806B5
equipment_description,20,preserved_v25_missing_glyph,점프 레벨 1,벨,18,5B 7F D6 34 DD 55 5A 2A 6F DD B4 53 12 23 1D 39 27 2B,0x80AE4,0x806C4
equipment_description,21,preserved_v25_missing_glyph,반격률 상승,률,11,DE 02 B1 1E 40 2B 3E 1D 39 27 2B,0x80AE8,0x806D7
equipment_description,22,preserved_v25_missing_glyph,받기 레벨 1,벨,19,5B DD 68 49 DD 29 22 5A 2A 6F DD B4 53 12 23 1D 39 27 2B,0x80AEC,0x806E3
equipment_description,23,translated_existing_bank,받기가 되던지기로 변화,,22,E0 10 E0 AC E0 C0 9C E0 2F DF 69 E0 A2 E0 AC E0 D6 9C DE 3C DE FE,0x80AF0,0x806F7
equipment_description,24,preserved_v25_missing_glyph,능력 MP 소비 절반,MP능,21,DF 16 B2 1C DE 4F DD 90 30 DD 80 61 2F DD 33 DD 3E 30 44 27 2B,0x80AF4,0x8070E
equipment_description,25,preserved_v25_missing_glyph,공격력 30% 상승,%,13,D0 B1 61 2A 14 11 06 B9 DD 59 1E 27 2B,0x80AF8,0x80724
equipment_description,26,translated_existing_bank,이가 반격 피해 증가,,19,E0 BD E0 C0 9C E0 8A E0 40 9C DF 82 E0 88 9C E0 D1 E0 C0,0x80AFC,0x80732
equipment_description,27,preserved_v25_missing_glyph,효과 불명,효,13,DD C1 DD 1F 28 43 20 29 21 1B 27 59 2D,0x80B00,0x80746
equipment_description,28,translated_existing_bank,쿠쿠루 행동 시 주변 아군 회복,,29,E0 7A E0 7A E0 44 9C E0 8B E0 94 9C E0 61 9C E0 CF DE 3C 9C E0 9C E0 C5 9C DE C7 DF 33,0x80B04,0x80754
equipment_description,29,preserved_v25_missing_glyph,아이템 드롭률 상승,률,18,BD 2A 42 65 DB D8 2F DD A4 36 1E 40 2B 3E 1D 39 27 2B,0x80B08,0x80772
equipment_description,30,preserved_v25_missing_glyph,적 처치 시 희귀 아이템 획득,귀획,17,BD 2F DD 83 2B 36 DD 05 D2 42 65 DB D8 2A 56 27 2B,0x80B0C,0x80785
equipment_description,31,preserved_v25_missing_glyph,효과 불명,효,13,DD C1 DD 1F 28 43 20 29 21 1B 27 59 2D,0x80B10,0x80746
equipment_description,32,preserved_v25_missing_glyph,석화 방지,석,12,5B 94 DD 7C 5A 2F 9E DD 96 1E 27 2B,0x80B14,0x80797
equipment_description,33,preserved_v25_missing_glyph,아크 전용 효과 불명,효,19,DD C1 DD 1F 28 43 20 29 21 1B 27 59 2D 01 09 42 31 4E 0A,0x80B18,0x807A4
equipment_description,34,preserved_v25_missing_glyph,마력 50% 상승,%,13,DD 1B 61 2A 16 11 06 B9 DD 59 1E 27 2B,0x80B1C,0x807B8
equipment_description,35,preserved_v25_missing_glyph,마력 30% 상승,%,13,DD 1B 61 2A 14 11 06 B9 DD 59 1E 27 2B,0x80B20,0x807C6
equipment_description,36,preserved_v25_missing_glyph,포코의 방향 전환 효과가 전체화,환효,31,5B DD 01 44 DD 85 39 1C DE 2F 5A 1C DD C1 DD 1F 2A DE 4F DE 83 DD 90 DD 08 DD 2D 09 D7 D1 0A,0x80B24,0x807D4
equipment_description,37,preserved_v25_missing_glyph,독 방지,독,11,5B DD CF 5A 2F 9E DD 96 1E 27 2B,0x80B28,0x807F4
equipment_description,38,preserved_v25_missing_glyph,방어력 50% 상승,%,15,DD A6 DD AD 61 2A 16 11 06 B9 DD 59 1E 27 2B,0x80B2C,0x80800
equipment_description,39,preserved_v25_missing_glyph,방어력 30% 상승,%,15,DD A6 DD AD 61 2A 14 11 06 B9 DD 59 1E 27 2B,0x80B30,0x80810
equipment_description,40,translated_existing_bank,방어율 상승,,11,E0 0F E0 A0 DF 6D 9C E0 56 E0 FF,0x80B34,0x80820
equipment_description,41,preserved_v25_missing_glyph,고겐 공격력 70% 상승,%겐,21,D0 B1 61 2A 18 11 06 B9 DD 59 1E 27 2B 09 DD 3C 31 DD 4D 34 0A,0x80B38,0x8082C
equipment_description,42,translated_existing_bank,이가 심안법 범위 확장,,21,E0 BD E0 C0 9C DF 25 E0 E9 E0 B3 9C DE E4 E0 69 9C DE C8 E0 E1,0x80B3C,0x80842
equipment_description,43,preserved_v25_missing_glyph,촌가라가 소환수 경험치 획득,환획,31,DD 78 DD 7B DD 4E D6 57 1C DD DE DE 75 DD D2 2A A4 B2 23 86 39 27 2B 09 6C 69 34 DD 02 57 0A,0x80B40,0x80858
equipment_description,44,preserved_v25_missing_glyph,침묵 방지,묵,13,5B DF 1E DE 8B 5A 2F 9E DD 96 1E 27 2B,0x80B44,0x80878
equipment_description,45,translated_existing_bank,회피율 상승,,11,DE C7 DF 82 DF 6D 9C E0 56 E0 FF,0x80B48,0x80886
equipment_description,46,preserved_v25_missing_glyph,공격력 10% 상승,%,13,D0 B1 61 2A 12 11 06 B9 DD 59 1E 27 2B,0x80B4C,0x80892
equipment_description,47,translated_existing_bank,피해 편차 증가,,14,DF 82 E0 88 9C E0 E4 E0 96 9C E0 D1 E0 C0,0x80B50,0x808A0
equipment_description,48,translated_existing_bank,쿠쿠루 부활 시 최대 체력 회복,,29,E0 7A E0 7A E0 44 9C E0 0B E0 80 9C E0 61 9C DF A4 E0 36 9C E0 90 E0 8C 9C DE C7 DF 33,0x80B54,0x808AF
equipment_description,49,translated_existing_bank,피해 편차 증가,,14,DF 82 E0 88 9C E0 E4 E0 96 9C E0 D1 E0 C0,0x80B58,0x808A0
equipment_description,50,preserved_v25_missing_glyph,방어력 10% 상승,%,15,DD A6 DD AD 61 2A 12 11 06 B9 DD 59 1E 27 2B,0x80B5C,0x808CD
equipment_description,51,preserved_v25_missing_glyph,효과 불명,효,13,DD C1 DD 1F 28 43 20 29 21 1B 27 59 2D,0x80B60,0x80746
equipment_description,52,preserved_v25_missing_glyph,효과 불명,효,13,DD C1 DD 1F 28 43 20 29 21 1B 27 59 2D,0x80B64,0x80746
equipment_description,53,preserved_v25_missing_glyph,효과 불명,효,13,DD C1 DD 1F 28 43 20 29 21 1B 27 59 2D,0x80B68,0x80746
equipment_description,54,preserved_v25_missing_glyph,효과 불명,효,13,DD C1 DD 1F 28 43 20 29 21 1B 27 59 2D,0x80B6C,0x80746
equipment_description,55,translated_existing_bank,매 행동 체력 회복,,17,DF 38 9C E0 8B E0 94 9C E0 90 E0 8C 9C DE C7 DF 33,0x80B70,0x808DD
equipment_description,56,preserved_v25_missing_glyph,토슈 공격 명중률 상승,률,25,D0 B1 2A DE 5A DE 68 23 DD 42 1F 39 40 2B 3E 1D 39 27 2B 09 5C 82 60 AB 0A,0x80B74,0x808EF
equipment_description,57,translated_existing_bank,모든 상태 이상 방지,,19,E0 11 DF D4 9C E0 56 DF 08 9C E0 BD E0 56 9C E0 0F E0 A2,0x80B78,0x80909
equipment_description,58,preserved_v25_missing_glyph,포코 마력 30% 상승,%,18,DD 1B 61 2A 14 11 06 B9 DD 59 1E 27 2B 01 09 D7 D1 0A,0x80B7C,0x8091D
equipment_description,59,translated_existing_bank,마비 방지,,9,E0 9E E0 53 9C E0 0F E0 A2,0x80B80,0x80930
equipment_description,60,preserved_v25_missing_glyph,토슈 앵화뇌폭참에 마비 부여,뇌앵참,30,DE 3C DE 1B DD A5 DD 41 DD 5C 30 64 DD B5 3A 59 22 2E 36 2A 30 44 27 2B 09 5C 82 60 AB 0A,0x80B84,0x8093A
equipment_description,61,preserved_v25_missing_glyph,특정 적에게 추가 피해,추특,17,D0 B1 2A DE 96 DD 97 1C BD 23 DD 19 3E 1D 39 27 2B,0x80B88,0x80640
equipment_description,62,preserved_v25_missing_glyph,아크 매 행동 MP 회복,MP,23,74 DC 2B 22 79 36 23 DE 4F DD 90 2A 9E DD 2C 1E 27 2B 09 42 31 4E 0A,0x80B8C,0x80959
equipment_description,63,translated_existing_bank,?????,,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80B90,0x80458
consumable_name,0,preserved_v25_missing_glyph,끈끈이,끈,6,DF 96 DE FE E0 AA,0x80C9C,0x80971
consumable_name,1,preserved_v25_missing_glyph,의욕 젤리,욕젤,6,E0 AC E0 8C E0 AA,0x80CA0,0x80978
consumable_name,2,translated_existing_bank,넘치는 열매,,11,E0 97 E0 B0 E0 C2 9C E0 B2 DF 38,0x80CA4,0x8097F
consumable_name,3,translated_existing_bank,회복 열매,,9,DE C7 DF 33 9C E0 B2 DF 38,0x80CA8,0x8098B
consumable_name,4,translated_existing_bank,마비 사과,,9,E0 9E E0 53 9C E0 A5 E0 C7,0x80CAC,0x80995
consumable_name,5,translated_existing_bank,돌,,2,E0 D5,0x80CB0,0x8099F
consumable_name,6,translated_existing_bank,레코의 풀,,9,DF D2 DF A3 E0 9B 9C DF 8A,0x80CB4,0x809A2
consumable_name,7,translated_existing_bank,약초,,4,DF B1 DF EB,0x80CB8,0x809AC
consumable_name,8,preserved_v25_missing_glyph,독초,독,6,E0 69 E0 E8 DF 8A,0x80CBC,0x809B1
consumable_name,9,translated_existing_bank,루우의 약,,9,E0 44 E0 68 E0 9B 9C DF B1,0x80CC0,0x809B8
consumable_name,10,translated_existing_bank,민첩의 약,,9,DF BE DF EC E0 9B 9C DF B1,0x80CC4,0x809C2
consumable_name,11,preserved_v25_missing_glyph,작은 폭탄,탄,6,E0 D9 DE CB DF B1,0x80CC8,0x809CC
consumable_name,12,preserved_v25_missing_glyph,큰 폭탄,탄,6,DF 0A DE CB DF B1,0x80CCC,0x809D3
consumable_name,13,preserved_v25_missing_glyph,만능약,능,6,E0 49 E0 0E DF B1,0x80CD0,0x809DA
consumable_name,14,translated_existing_bank,성수,,4,E0 5A DF B7,0x80CD4,0x809E1
consumable_name,15,translated_existing_bank,부활약,,6,E0 0B E0 80 DF B1,0x80CD8,0x809E6
consumable_name,16,translated_existing_bank,공격 항아리,,11,E0 C6 E0 40 9C E0 87 E0 9C E0 98,0x80CDC,0x809ED
consumable_name,17,translated_existing_bank,수면 구슬,,9,DF B7 E0 4C 9C E0 24 DF B6,0x80CE0,0x809F9
consumable_name,18,translated_existing_bank,약화 구슬,,9,DF B1 DE FE 9C E0 24 DF B6,0x80CE4,0x80A03
consumable_name,19,translated_existing_bank,힘의 열매,,9,E0 8E E0 9B 9C E0 B2 DF 38,0x80CE8,0x80A0D
consumable_name,20,translated_existing_bank,파로의 열매,,11,DF A0 E0 D6 E0 9B 9C E0 B2 DF 38,0x80CEC,0x80A17
consumable_name,21,translated_existing_bank,생명의 열매,,11,E0 04 E0 4E E0 9B 9C E0 B2 DF 38,0x80CF0,0x80A23
consumable_name,22,preserved_v25_missing_glyph,마력의 잎,잎,6,E0 9E E0 8C DF EB,0x80CF4,0x80A2F
consumable_name,23,preserved_v25_missing_glyph,마력의 샘,샘,6,E0 9E E0 8C DF B7,0x80CF8,0x80A36
consumable_name,24,translated_existing_bank,눈가림 풀,,9,DF 6A E0 C0 DF 3A 9C DF 8A,0x80CFC,0x80A3D
consumable_name,25,preserved_v25_missing_glyph,쓴 잎,잎,4,DE DC DF 8A,0x80D00,0x80A47
consumable_name,26,preserved_v25_missing_glyph,석화 해제침,석,8,E0 D5 E0 88 E0 AA DF 5A,0x80D04,0x80A4C
consumable_name,27,preserved_v25_missing_glyph,침묵 해제침,묵,6,DF 93 E0 6A DF 5A,0x80D08,0x80A55
consumable_name,28,preserved_v25_missing_glyph,소환 항아리,환,6,E0 0B DE E6 E0 0E,0x80D0C,0x80A5C
consumable_name,29,translated_existing_bank,?????,,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80D10,0x80458
consumable_name,30,translated_existing_bank,?????,,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80D14,0x80458
consumable_name,31,translated_existing_bank,?????,,10,E0 47 E0 47 E0 47 E0 47 E0 47,0x80D18,0x80458
consumable_description,0,translated_existing_bank,민첩 일시 감소,,14,DF BE DF EC 9C E0 6B E0 61 9C E0 01 E0 D9,0x80F14,0x80A63
consumable_description,1,translated_existing_bank,헤모지 회복,,11,DF 9D E0 11 E0 A2 9C DE C7 DF 33,0x80F18,0x80A72
consumable_description,2,preserved_v25_missing_glyph,레벨 1 상승,벨,11,E0 37 E0 9A 9C 12 9C E0 56 E0 FF,0x80F1C,0x80A7E
consumable_description,3,translated_existing_bank,체력 60 회복,,12,E0 90 E0 8C 9C 17 11 9C DE C7 DF 33,0x80F20,0x80B94
consumable_description,4,translated_existing_bank,마비 부여,,9,E0 9E E0 53 9C E0 0B E0 DC,0x80F24,0x80A8A
consumable_description,5,translated_existing_bank,던져서 피해,,11,DF 69 DF 14 E0 57 9C DF 82 E0 88,0x80F28,0x80BA1
consumable_description,6,translated_existing_bank,방어력 상승,,11,E0 0F E0 A0 E0 8C 9C E0 56 E0 FF,0x80F2C,0x80BAD
consumable_description,7,translated_existing_bank,체력 20 회복,,12,E0 90 E0 8C 9C 13 11 9C DE C7 DF 33,0x80F30,0x80BB9
consumable_description,8,preserved_v25_missing_glyph,독 부여,독,14,E0 A2 E0 5C 9C DF 82 E0 88 9C E0 0B E0 DC,0x80F34,0x80BC6
consumable_description,9,translated_existing_bank,마비 회복,,9,E0 9E E0 53 9C DE C7 DF 33,0x80F38,0x80BD5
consumable_description,10,translated_existing_bank,민첩 일시 상승,,14,DF BE DF EC 9C E0 6B E0 61 9C E0 56 E0 FF,0x80F3C,0x80BDF
consumable_description,11,translated_existing_bank,폭발 피해,,9,DE CB E0 FA 9C DF 82 E0 88,0x80F40,0x80BEE
consumable_description,12,translated_existing_bank,큰 폭발 피해,,12,DF 0A 9C DE CB E0 FA 9C DF 82 E0 88,0x80F44,0x80BF8
consumable_description,13,translated_existing_bank,대부분의 상태 이상 회복,,23,E0 36 E0 0B E0 91 E0 9B 9C E0 56 DF 08 9C E0 BD E0 56 9C DE C7 DF 33,0x80F48,0x80C05
consumable_description,14,preserved_v25_missing_glyph,독 회복,독,14,E0 A2 E0 5C 9C DF 82 E0 88 9C E0 88 E0 AA,0x80F4C,0x80C1D
consumable_description,15,translated_existing_bank,쓰러진 대상 부활,,16,E0 02 E0 25 DF 10 9C E0 36 E0 56 9C E0 0B E0 80,0x80F50,0x80C2C
consumable_description,16,translated_existing_bank,공격력 일시 상승,,16,E0 C6 E0 40 E0 8C 9C E0 6B E0 61 9C E0 56 E0 FF,0x80F54,0x80C3D
consumable_description,17,translated_existing_bank,수면 부여,,9,DF B7 E0 4C 9C E0 0B E0 DC,0x80F58,0x80C4E
consumable_description,18,translated_existing_bank,공격 방어 일시 감소,,19,E0 C6 E0 40 9C E0 0F E0 A0 9C E0 6B E0 61 9C E0 01 E0 D9,0x80F5C,0x80C58
consumable_description,19,translated_existing_bank,공격력 상승,,11,E0 C6 E0 40 E0 8C 9C E0 56 E0 FF,0x80F60,0x80C6C
consumable_description,20,translated_existing_bank,민첩 상승,,9,DF BE DF EC 9C E0 56 E0 FF,0x80F64,0x80C78
consumable_description,21,translated_existing_bank,최대 체력 2 상승,,16,DF A4 E0 36 9C E0 90 E0 8C 9C 13 9C E0 56 E0 FF,0x80F68,0x80C82
consumable_description,22,translated_existing_bank,마력 상승,,9,E0 9E E0 8C 9C E0 56 E0 FF,0x80F6C,0x80D1C
consumable_description,23,translated_existing_bank,최대 마력 2 상승,,16,DF A4 E0 36 9C E0 9E E0 8C 9C 13 9C E0 56 E0 FF,0x80F70,0x80D26
consumable_description,24,preserved_v25_missing_glyph,명중률 감소,률,9,E0 4E DF A9 9C E0 01 E0 D9,0x80F74,0x80D37
consumable_description,25,translated_existing_bank,방어력 일시 상승,,16,E0 0F E0 A0 E0 8C 9C E0 6B E0 61 9C E0 56 E0 FF,0x80F78,0x80D41
consumable_description,26,preserved_v25_missing_glyph,석화 회복,석,12,E0 D5 9C E0 56 DF 08 9C DE C7 DF 33,0x80F7C,0x80D52
consumable_description,27,preserved_v25_missing_glyph,침묵 회복,묵,14,DF 93 E0 6A 9C E0 56 DF 08 9C DE C7 DF 33,0x80F80,0x80D5F
