file,offset,capacity,mode,dynamic_e2,marker_types,text,payload_length,overflow,source
31/S3014.DAT,0x4658E,28,vertical_inline,0,E503|E503|E503,|출발|그만|정보,22,0, / 出発する / 出発しない / いろいろ教えて！
31/S3014.DAT,0x4691A,28,vertical_inline,0,E503|E503|E503,|출발|그만|정보,22,0, / 出発する / 出発しない / いろいろ教えて！
31/S3014.DAT,0x46C48,32,vertical_inline,0,E503|E503|E503,|출발|그만|정보 2,24,0, / 出発する / 出発しない / いろいろ教えて！ その2
31/S3014.DAT,0x46CF0,31,vertical_inline,0,E503|E503|E503,|출발|그만|유용한 정보,29,0, / 出発する / 出発しない / 耳よりな話を聞きたい！
31/S3014.DAT,0x46F3C,48,vertical_inline,0,E503|E503|E503,|아이템 정보|방향과 반격|그만,36,0, / アテム・アクセサリーの効果 / 戦闘の方向と反撃 / やつっり、いいや
31/S3014.DAT,0x4736E,37,vertical_inline,0,E503|E503|E503,|전투 요령 2|유용한 정보|그만,36,0, / バトルの心得 その2 / 耳よりな話 / やつっり、いいや
31/S3014.DAT,0x473DA,54,vertical_inline,0,E503|E503|E503|E503,|몬스터 상성|경험치|성장 조언|그만,44,0, / モンスターとの相しょう / 経験値について / 成長のアトバス / やつっり、いいや
31/S3014.DAT,0x47996,58,vertical_inline,0,E503|E503|E503|E503,|아라라토스 유적|밀마나의 이후|라마다 수행|그만,57,0, / アララトスの遺跡ダンジョン / ミルマーナのその後 / ラマダ寺での修行 / やつっり、いいや
31/S3014.DAT,0x47F3C,51,vertical_inline,0,E503|E503|E503|E503,|돌 고리|연결 위치|정령수 정보|다음,45,0, / ストーンサークル / リンの位置設定 / 召喚獣について / 次のージ
31/S3014.DAT,0x47FB8,42,vertical_inline,0,E503|E503|E503|E503,|포코 악기|투기장|불꽃|그만,37,0, / ポニの楽器 / 闘技場 / ートウール / やつっりいいや
31/S3014.DAT,0x4802A,47,vertical_inline,0,E503|E503|E503|E503,|돌 고리|연결 위치|정령수|다음,40,0, / ストーンサークル / リンの位置設定 / 召喚獣 / 次のージ
31/S3014.DAT,0x480A2,41,vertical_inline,0,E503|E503|E503|E503,|포코 악기|투기장|불꽃|다음,37,0, / ポニの楽器 / 闘技場 / ートウール / 次のージ
31/S3014.DAT,0x48114,56,vertical_inline,0,E503|E503|E503|E503,|라마다 수행|로망의 돌|장신구 비단|그만,49,0, / ラマダ寺の修行 / ロマンシンストーン / アクセサリーきぬのおびへ / やつっりいいや
31/S3022.DAT,0x48822,33,vertical_inline,0,E503|E503,출발할까요?|출발|그만,28,0,兵士 出発なさいますか？ / 出発する / やつっりやめる
31/S3023.DAT,0x4870A,18,vertical_inline,0,E503|E503,|나간다|그만,16,0, / 外に出る / やつっりやめる
31/S3024.DAT,0x47802,19,vertical_inline,0,E503|E503,|나간다|그만,16,0, / 外に出る / やつっりやめるか
31/S3024.DAT,0x47F68,25,vertical_inline,0,E503|E503|E503,|아크|쿠쿠루|토슈,24,0,攻撃 / アーク / ククル / トッシュ
31/S3024.DAT,0x47FD2,31,vertical_inline,0,E503|E503|E503,|망자|갑옷|아르마,24,0,防御 / がいこつ / よつっらい / あるまじろ
31/S3024.DAT,0x48052,42,vertical_inline,0,E503|E503|E503,|강공격|일반|약공격,26,0,どうする？ / さいきょうこうげき / ふつうこうげき / よわいこうげき
4/S4033.DAT,0x47CDC,38,vertical_inline,0,E503|E503,그레이시누 정령문?|읽기|그만,35,0,次の精霊はシーヌにへ よみますか？ / よむ / よまない
4/S4033.DAT,0x485C8,19,vertical_inline,0,E503|E503,|당연|처음,14,0, / とうぜんだよ / はじめて聞いた
4/S4034.DAT,0x47D30,36,vertical_inline,0,E503|E503,카델 정령문?|읽기|그만,29,0,次の精霊はカーデルにへ よみますか？ / よむ / よまない
4/S4035.DAT,0x47D30,37,vertical_inline,0,E503|E503,아리바 정령문?|읽기|그만,31,0,次の精霊はアリバーシャにへ よみますか？ / よむ / よまない
4/S4036.DAT,0x47CDC,36,vertical_inline,0,E503|E503,스메리아 정령문?|읽기|그만,33,0,最後の精霊はスメリアにへ よみますか？ / よむ / よまない
5/S5012.DAT,0x4800C,15,vertical_inline,0,E503|E503,|출발|그만,14,0, / 出発する / 出発しない
5/S5013.DAT,0x47580,28,vertical_inline,0,E503|E503|E503,|출발|그만|정보,22,0, / 出発する / 出発しない / いろいろ教えて！
5/S5013.DAT,0x478FE,28,vertical_inline,0,E503|E503|E503,|출발|그만|정보,22,0, / 出発する / 出発しない / いろいろ教えて！
5/S5013.DAT,0x47C16,32,vertical_inline,0,E503|E503|E503,|출발|그만|정보 2,24,0, / 出発する / 出発しない / いろいろ教えて！ その2
5/S5013.DAT,0x47CBE,31,vertical_inline,0,E503|E503|E503,|출발|그만|유용한 정보,29,0, / 出発する / 出発しない / 耳よりな話を聞きたい！
5/S5013.DAT,0x47F08,48,vertical_inline,0,E503|E503|E503,|아이템 정보|방향과 반격|그만,36,0, / アテム・アクセサリーの効果 / 戦闘の方向と反撃 / やつっり、いいや
5/S5013.DAT,0x48336,37,vertical_inline,0,E503|E503|E503,|전투 요령 2|유용한 정보|그만,36,0, / バトルの心得 その2 / 耳よりな話 / やつっり、いいや
5/S5013.DAT,0x483A2,54,vertical_inline,0,E503|E503|E503|E503,|몬스터 상성|경험치|성장 조언|그만,44,0, / モンスターとの相しょう / 経験値について / 成長のアトバス / やつっり、いいや
5/S5013.DAT,0x4895E,58,vertical_inline,0,E503|E503|E503|E503,|아라라토스 유적|밀마나의 이후|라마다 수행|그만,57,0, / アララトスの遺跡ダンジョン / ミルマーナのその後 / ラマダ寺での修行 / やつっり、いいや
5/S5013.DAT,0x48F04,51,vertical_inline,0,E503|E503|E503|E503,|돌 고리|연결 위치|정령수 정보|다음,45,0, / ストーンサークル / リンの位置設定 / 召喚獣について / 次のージ
5/S5013.DAT,0x48F80,42,vertical_inline,0,E503|E503|E503|E503,|포코 악기|투기장|불꽃|그만,37,0, / ポニの楽器 / 闘技場 / ートウール / やつっりいいや
5/S5013.DAT,0x48FF2,47,vertical_inline,0,E503|E503|E503|E503,|돌 고리|연결 위치|정령수|다음,40,0, / ストーンサークル / リンの位置設定 / 召喚獣 / 次のージ
5/S5013.DAT,0x4906A,41,vertical_inline,0,E503|E503|E503|E503,|포코 악기|투기장|불꽃|다음,37,0, / ポニの楽器 / 闘技場 / ートウール / 次のージ
5/S5013.DAT,0x490DC,56,vertical_inline,0,E503|E503|E503|E503,|라마다 수행|로망의 돌|장신구 비단|그만,49,0, / ラマダ寺の修行 / ロマンシンストーン / アクセサリーきぬのおびへ / やつっりいいや
6/S6013.DAT,0x48030,15,vertical_inline,0,E503|E503,|출발|그만,14,0, / 出発する / 出発しない
6/S6014.DAT,0x47638,15,vertical_inline,0,E503|E503,|출발|그만,14,0, / 出発する / 出発しない
6/S6014.DAT,0x4794A,32,vertical_inline,0,E503|E503|E503,|출발|그만|정보 2,24,0, / 出発する / 出発しない / いろいろ教えて！ その2
6/S6014.DAT,0x479F2,31,vertical_inline,0,E503|E503|E503,|출발|그만|유용한 정보,29,0, / 出発する / 出発しない / 耳よりな話を聞きたい！
6/S6014.DAT,0x47EEA,15,vertical_inline,0,E503|E503,|출발|그만,14,0, / 出発する / 出発しない
6/S6014.DAT,0x482E2,37,vertical_inline,0,E503|E503|E503,|전투 요령 2|유용한 정보|그만,36,0, / バトルの心得 その2 / 耳よりな話 / やつっり、いいや
6/S6014.DAT,0x4834E,54,vertical_inline,0,E503|E503|E503|E503,|몬스터 상성|경험치|성장 조언|그만,44,0, / モンスターとの相しょう / 経験値について / 成長のアトバス / やつっり、いいや
6/S6014.DAT,0x4890A,58,vertical_inline,0,E503|E503|E503|E503,|아라라토스 유적|밀마나의 이후|라마다 수행|그만,57,0, / アララトスの遺跡ダンジョン / ミルマーナのその後 / ラマダ寺での修行 / やつっり、いいや
6/S6014.DAT,0x48EB0,51,vertical_inline,0,E503|E503|E503|E503,|돌 고리|연결 위치|정령수 정보|다음,45,0, / ストーンサークル / リンの位置設定 / 召喚獣について / 次のージ
6/S6014.DAT,0x48F2C,42,vertical_inline,0,E503|E503|E503|E503,|포코 악기|투기장|불꽃|그만,37,0, / ポニの楽器 / 闘技場 / ートウール / やつっりいいや
6/S6014.DAT,0x48F9E,47,vertical_inline,0,E503|E503|E503|E503,|돌 고리|연결 위치|정령수|다음,40,0, / ストーンサークル / リンの位置設定 / 召喚獣 / 次のージ
6/S6014.DAT,0x49016,41,vertical_inline,0,E503|E503|E503|E503,|포코 악기|투기장|불꽃|다음,37,0, / ポニの楽器 / 闘技場 / ートウール / 次のージ
6/S6014.DAT,0x49088,56,vertical_inline,0,E503|E503|E503|E503,|라마다 수행|로망의 돌|장신구 비단|그만,49,0, / ラマダ寺の修行 / ロマンシンストーン / アクセサリーきぬのおびへ / やつっりいいや
6/S6054.DAT,0x45002,35,vertical_inline,0,E503|E503|E503|E503,|초핀|초비|초스케|초카라,34,0, / チョピン / チョン / チョース / チョンラ
6/S6054.DAT,0x450F6,34,vertical_inline,0,E503|E503|E503|E503,|밀마|스메|아라라|카델,32,0, / ミルマーナ / スメリア / アララトス / カーデル
6/S6054.DAT,0x451F4,32,vertical_inline,0,E503|E503|E503|E503,|아크|쿠쿠루|다다|헤모,32,0, / アーク / ククル / タトルロ / へモジー
6/S6054.DAT,0x452F2,31,vertical_inline,0,E503|E503|E503|E503,|오카|야모|야오|시타,30,0, / オカモト / ヤマモト / ヤマオ / ヤマシタ
6/S6054.DAT,0x453E6,28,vertical_inline,0,E503|E503|E503|E503,|예|아마|확실|고민,28,0, / でる / でるかも / でるのでは / なやむ
6/S6054.DAT,0x454DC,29,vertical_inline,0,E503|E503|E503|E503,|10|200|20|고민,25,0, / 10人 / 200人 / 20人 / なやむ
6/S6054.DAT,0x455E0,31,vertical_inline,0,E503|E503|E503|E503,|있음|없음|제작|여행,30,0, / ある / ない / 作りたかつた / 行きたかつた
6/S6054.DAT,0x456DA,24,vertical_inline,0,E503|E503|E503|E503,|저|그|어|비밀,24,0, / あれ / それ / どれ / ないしょ
6/S6054.DAT,0x457D4,26,vertical_inline,0,E503|E503|E503|E503,|20|21|22|23,22,0, / 20人 / 21人 / 22人 / 23人
6/S6054.DAT,0x458CE,41,vertical_inline,0,E503|E503|E503|E503,|대단함|고장|찌그러진|달라붙음,40,0, / すごいアテム / こわれたアテム / つぶれたアテム / ねばねば
6/S6054.DAT,0x459CA,38,vertical_inline,0,E503|E503|E503|E503,|황금|갈|빨강|누구?,30,0, / きいろ / わけあつてちゃいろ / 本当はあか / それはだれ？
7/S7011.DAT,0x48036,15,vertical_inline,0,E503|E503,|출발|그만,14,0, / 出発する / 出発しない
7/S7012.DAT,0x47A74,32,vertical_inline,0,E503|E503|E503,|출발|그만|정보 2,24,0, / 出発する / 出発しない / いろいろ教えて！ その2
7/S7012.DAT,0x47B1C,31,vertical_inline,0,E503|E503|E503,|출발|그만|유용한 정보,29,0, / 出発する / 出発しない / 耳よりな話を聞きたい！
7/S7012.DAT,0x47DDA,37,vertical_inline,0,E503|E503|E503,|전투 요령 2|유용한 정보|그만,36,0, / バトルの心得 その2 / 耳よりな話 / やつっり、いいや
7/S7012.DAT,0x47E46,54,vertical_inline,0,E503|E503|E503|E503,|몬스터 상성|경험치|성장 조언|그만,44,0, / モンスターとの相しょう / 経験値について / 成長のアトバス / やつっり、いいや
7/S7012.DAT,0x48402,58,vertical_inline,0,E503|E503|E503|E503,|아라라토스 유적|밀마나의 이후|라마다 수행|그만,57,0, / アララトスの遺跡ダンジョン / ミルマーナのその後 / ラマダ寺での修行 / やつっり、いいや
7/S7012.DAT,0x489A8,51,vertical_inline,0,E503|E503|E503|E503,|돌 고리|연결 위치|정령수 정보|다음,45,0, / ストーンサークル / リンの位置設定 / 召喚獣について / 次のージ
7/S7012.DAT,0x48A24,42,vertical_inline,0,E503|E503|E503|E503,|포코 악기|투기장|불꽃|그만,37,0, / ポニの楽器 / 闘技場 / ートウール / やつっりいいや
7/S7012.DAT,0x48A96,47,vertical_inline,0,E503|E503|E503|E503,|돌 고리|연결 위치|정령수|다음,40,0, / ストーンサークル / リンの位置設定 / 召喚獣 / 次のージ
7/S7012.DAT,0x48B0E,41,vertical_inline,0,E503|E503|E503|E503,|포코 악기|투기장|불꽃|다음,37,0, / ポニの楽器 / 闘技場 / ートウール / 次のージ
7/S7012.DAT,0x48B80,56,vertical_inline,0,E503|E503|E503|E503,|라마다 수행|로망의 돌|장신구 비단|그만,49,0, / ラマダ寺の修行 / ロマンシンストーン / アクセサリーきぬのおびへ / やつっりいいや
7/S7021.DAT,0x47D58,30,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいしようか？ / こうたいする / こうたいしない
7/S7021.DAT,0x47E66,30,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいしようか？ / こうたいする / こうたいしない
7/S7021.DAT,0x47F74,30,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいしようか？ / こうたいする / こうたいしない
7/S7021.DAT,0x48082,30,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいしようか？ / こうたいする / こうたいしない
7/S7021.DAT,0x48190,30,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいしようか？ / こうたいする / こうたいしない
7/S7021.DAT,0x4829E,30,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいしようか？ / こうたいする / こうたいしない
7/S7021.DAT,0x483AC,30,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいしようか？ / こうたいする / こうたいしない
7/S7021.DAT,0x48D26,34,vertical_inline,0,E503|E503,출전할까요?|출전|그만,28,0,大会委員 参加なさいますか？ / 参加する / 参加しない
7/S7021.DAT,0x48EA4,33,vertical_inline,0,E503|E503|E503|E503,|아크|쿠쿠루|토슈|다음,32,0, / アーク / ククル / トッシュ / 次のージ
7/S7021.DAT,0x48F16,27,vertical_inline,1,E503|E503,맞나?|예|아니오,24,0,さんですね / はい / まちがえました
7/S7021.DAT,0x48F82,27,vertical_inline,1,E503|E503,맞나?|예|아니오,24,0,！さんですね / はい / まちがえました
7/S7021.DAT,0x48FEE,26,vertical_inline,1,E503|E503,맞나?|예|아니오,24,0,さんですね / おう / まちがえたぜ
7/S7021.DAT,0x4908E,35,vertical_inline,0,E503|E503|E503|E503,|포코|마법사|이가|다음,32,0, / ポニ / ーゲン / ー / 次のージ
7/S7021.DAT,0x49102,26,vertical_inline,1,E503|E503,맞나?|예|아니오,24,0,さんですね / うん / やつっりやだ
7/S7021.DAT,0x4916C,25,vertical_inline,1,E503|E503,맞나?|예|아니오,24,0,さんですね / やる / やめるわい
7/S7021.DAT,0x491D0,14,vertical_inline,1,E503,맞나?|예,14,0,さんですね / うむ
7/S7021.DAT,0x4921C,39,vertical_inline,0,E503|E503|E503|E503,|초카라|다음|그만|나간다,34,0, / チョンラ / 次のージ / やつっりやめる / 外に出る
7/S7021.DAT,0x4929E,26,vertical_inline,1,E503|E503,맞나?|예|아니오,24,0,’さんですね / わしかい / いやじゃ
7/S7022.DAT,0x47FCE,30,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいしようか？ / こうたいする / こうたいしない
7/S7022.DAT,0x480DC,28,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいする？ / こうたいする / こうたいしない
7/S7022.DAT,0x481E8,26,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,おれかい？ / こうたいする / こうたいしない
7/S7022.DAT,0x482F2,26,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,くかな？ / こうたいする / こうたいしない
7/S7022.DAT,0x483FC,26,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,わしかね？ / こうたいする / こうたいしない
7/S7022.DAT,0x48506,26,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,かわるか？ / こうたいする / こうたいしない
7/S7022.DAT,0x48610,31,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいしようかね？ / こうたいする / こうたいしない
7/S7022.DAT,0x489B6,36,vertical_inline,0,E503|E503,1회전 준비?|예|아직입니다,32,0,大会委員 1回戦の準備はいいですか？ / はい / まだです
7/S7022.DAT,0x49196,34,vertical_inline,0,E503|E503,처음부터?|다시|계속,26,0,エントリーをやりなおしますか / やりなおす / つづける
7/S7023.DAT,0x47D58,30,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいしようか？ / こうたいする / こうたいしない
7/S7023.DAT,0x47E66,28,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいする？ / こうたいする / こうたいしない
7/S7023.DAT,0x47F72,30,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,かわつてやろうか？ / こうたいする / こうたいしない
7/S7023.DAT,0x48080,28,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,くとかわる？ / こうたいする / こうたいしない
7/S7023.DAT,0x4818C,25,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,わしか？ / こうたいする / こうたいしない
7/S7023.DAT,0x48296,26,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,かわるか？ / こうたいする / こうたいしない
7/S7023.DAT,0x483A0,30,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいするかい？ / こうたいする / こうたいしない
7/S7023.DAT,0x48A4E,36,vertical_inline,0,E503|E503,2회전 준비?|예|아직입니다,32,0,大会委員 2回戦の準備はいいですか？ / はい / まだです
7/S7023.DAT,0x491C6,34,vertical_inline,0,E503|E503,처음부터?|다시|계속,26,0,エントリーをやりなおしますか / やりなおす / つづける
7/S7023.DAT,0x4922C,40,vertical_inline,0,E503|E503,1회전부터?|예|아니오,27,0,1回戦からやりなおしになります。よろしいですか？ / はい / とんでもない
7/S7024.DAT,0x47D58,30,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいしようか？ / こうたいする / こうたいしない
7/S7024.DAT,0x47E66,28,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいする？ / こうたいする / こうたいしない
7/S7024.DAT,0x47F72,26,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,おれかい？ / こうたいする / こうたいしない
7/S7024.DAT,0x4807C,26,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,くだね？ / こうたいする / こうたいしない
7/S7024.DAT,0x48186,31,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいしようかの？ / こうたいする / こうたいしない
7/S7024.DAT,0x48296,26,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,かわるか？ / こうたいする / こうたいしない
7/S7024.DAT,0x483A0,31,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいしようかね？ / こうたいする / こうたいしない
7/S7024.DAT,0x48AAE,37,vertical_inline,0,E503|E503,준결승 준비?|예|아직입니다,33,0,大会委員 準決勝の準備はいいですか？ / はい / まだです
7/S7024.DAT,0x4922A,34,vertical_inline,0,E503|E503,처음부터?|다시|계속,26,0,エントリーをやりなおしますか / やりなおす / つづける
7/S7024.DAT,0x49290,40,vertical_inline,0,E503|E503,1회전부터?|예|아니오,27,0,1回戦からやりなおしになります。よろしいですか？ / はい / とんでもない
7/S7025.DAT,0x47FDC,30,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいしようか？ / こうたいする / こうたいしない
7/S7025.DAT,0x480EA,27,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,かわろうか？ / こうたいする / こうたいしない
7/S7025.DAT,0x481F6,29,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,おれのばんだな？ / こうたいする / こうたいしない
7/S7025.DAT,0x48304,24,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,く？ / こうたいする / こうたいしない
7/S7025.DAT,0x4840C,31,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,わしかな、やつっり？ / こうたいする / こうたいしない
7/S7025.DAT,0x4851C,23,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,む？ / こうたいする / こうたいしない
7/S7025.DAT,0x48624,31,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたい？こうたい？ / こうたいする / こうたいしない
7/S7025.DAT,0x48AC2,35,vertical_inline,0,E503|E503,결승 준비?|예|아직입니다,31,0,大会委員 決勝の準備はいいですか？ / はい / まだです
7/S7025.DAT,0x4923A,34,vertical_inline,0,E503|E503,처음부터?|다시|계속,26,0,エントリーをやりなおしますか / やりなおす / つづける
7/S7025.DAT,0x492A0,40,vertical_inline,0,E503|E503,1회전부터?|예|아니오,27,0,1回戦からやりなおしになります。よろしいですか？ / はい / とんでもない
7/S7026.DAT,0x48006,27,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいか？ / こうたいする / こうたいしない
7/S7026.DAT,0x48112,27,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,かわろうか？ / こうたいする / こうたいしない
7/S7026.DAT,0x4821E,31,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,おれだぜ、やつっり / こうたいする / こうたいしない
7/S7026.DAT,0x4832E,30,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいしようよ / こうたいする / こうたいしない
7/S7026.DAT,0x4843C,28,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいかの？ / こうたいする / こうたいしない
7/S7026.DAT,0x48548,24,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,うむ？ / こうたいする / こうたいしない
7/S7026.DAT,0x48650,31,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいしようかね？ / こうたいする / こうたいしない
7/S7026.DAT,0x48D28,41,vertical_inline,0,E503|E503,오브전 준비?|예|아직입니다,33,0,大会委員 オーフ争奪戦の準備はいいですか？ / はい / まだです
7/S7026.DAT,0x494A6,34,vertical_inline,0,E503|E503,처음부터?|다시|계속,26,0,エントリーをやりなおしますか / やりなおす / つづける
7/S7026.DAT,0x4950C,40,vertical_inline,0,E503|E503,1회전부터?|예|아니오,27,0,1回戦からやりなおしになります。よろしいですか？ / はい / とんでもない
7/S7028.DAT,0x46D58,30,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいしようか？ / こうたいする / こうたいしない
7/S7028.DAT,0x46E66,28,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいする？ / こうたいする / こうたいしない
7/S7028.DAT,0x46F72,27,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいか？ / こうたいする / こうたいしない
7/S7028.DAT,0x4707E,31,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたい？こうたい？ / こうたいする / こうたいしない
7/S7028.DAT,0x4718E,31,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,こうたいしようかの？ / こうたいする / こうたいしない
7/S7028.DAT,0x4729E,23,vertical_inline,0,E503|E503,변경?|변경|유지,22,0,む？ / こうたいする / こうたいしない
