state,y,x_min,x_max,glyph_count,text,physical_indices,source_codes_hex
HASH-DA8E4FAC9960CBEF_4,104,214,238,3,<1037>飲 ,1037 818 1055,E0 35 | DF 59 | E0 47
HASH-DA8E4FAC9960CBEF_4,105,198,252,6,번 그라운드,1352 155 1264 1302 1417 1298,E1 71 | 9C | E1 19 | E1 3F | E1 B2 | E1 3B
HASH-DA8E4FAC9960CBEF_4,109,88,196,11,용암으로 적에게 피해,1415 1757 1424 1312 155 1492 1403 1250 155 1636 1642,E1 B0 | E3 08 | E1 B9 | E1 49 | 9C | E1 FD | E1 A4 | E1 0B | 9C | E2 8E | E2 94
HASH-DA8E4FAC9960CBEF_4,120,152,206,6, <1037>  <1037> ,1079 1037 1177 1079 1037 1177,E0 5F | E0 35 | E0 C1 | E0 5F | E0 35 | E0 C1
HASH-DA8E4FAC9960CBEF_4,129,190,226,4,  <1037> ,1130 1118 1037 1177,E0 92 | E0 86 | E0 35 | E0 C1
HASH-DA8E4FAC9960CBEF_4,137,101,122,3, <553><363>,0 553 363,01 | DE 4F | DD 90
HASH-DA8E4FAC9960CBEF_4,166,46,238,19,<900> <857>  <746> <990> <1028>      <982> <956>,900 1067 857 155 1140 746 155 990 1140 1028 1175 155 1208 1176 155 1186 982 1137 956,DF AB | E0 53 | DF 80 | 9C | E0 9C | DF 11 | 9C | E0 06 | E0 9C | E0 2C | E0 BF | 9C | E0 E0 | E0 C0 | 9C | E0 CA | DF FD | E0 99 | DF E3
HASH-DA8E4FAC9960CBEF_4,214,18,120,11,！<865>      挺  ,1 865 1147 155 1072 1166 1180 1075 674 1086 1090,02 | DF 88 | E0 A3 | 9C | E0 58 | E0 B6 | E0 C4 | E0 5B | DE C8 | E0 66 | E0 6A
HASH-DA8E4FAC9960CBEF_5,65,176,176,1,브,1366,E1 7F
HASH-DA8E4FAC9960CBEF_5,98,46,238,12, <979>困    陽  <1001> ,1149 979 794 155 1236 1124 1041 736 939 1082 1001 1044,E0 A5 | DF FA | DF 41 | 9C | E0 FC | E0 8C | E0 39 | DF 07 | DF D2 | E0 62 | E0 11 | E0 3C
HASH-DA8E4FAC9960CBEF_5,104,214,238,3,<1037>飲 ,1037 818 1055,E0 35 | DF 59 | E0 47
HASH-DA8E4FAC9960CBEF_5,105,198,252,6,번 그라운드,1352 155 1264 1302 1417 1298,E1 71 | 9C | E1 19 | E1 3F | E1 B2 | E1 3B
HASH-DA8E4FAC9960CBEF_5,109,88,196,11,용암으로 적에게 피해,1415 1757 1424 1312 155 1492 1403 1250 155 1636 1642,E1 B0 | E3 08 | E1 B9 | E1 49 | 9C | E1 FD | E1 A4 | E1 0B | 9C | E2 8E | E2 94
HASH-DA8E4FAC9960CBEF_5,114,46,238,10,<1038>      <1122>  ,1038 1051 1072 155 1185 1124 1091 1122 1149 1087,E0 36 | E0 43 | E0 58 | 9C | E0 C9 | E0 8C | E0 6B | E0 8A | E0 A5 | E0 67
HASH-DA8E4FAC9960CBEF_5,120,152,206,6, <1037>  <1037> ,1079 1037 1177 1079 1037 1177,E0 5F | E0 35 | E0 C1 | E0 5F | E0 35 | E0 C1
HASH-DA8E4FAC9960CBEF_5,129,190,226,4,  <1037> ,1130 1118 1037 1177,E0 92 | E0 86 | E0 35 | E0 C1
HASH-DA8E4FAC9960CBEF_5,130,46,214,13,     挺       ,1197 1140 1176 1156 155 674 1090 1149 1087 155 1217 155 1117,E0 D5 | E0 9C | E0 C0 | E0 AC | 9C | DE C8 | E0 6A | E0 A5 | E0 67 | 9C | E0 E9 | 9C | E0 85
HASH-DA8E4FAC9960CBEF_5,146,46,382,24, 倍    出 <956><956>ひ셔장촌<24>뒤っ聖<24>뒤ト様<24>뒤,1151 752 1174 155 1131 1156 85 1239 956 956 124 1749 207 203 24 127 116 204 24 127 148 202 24 127,E0 A7 | DF 17 | E0 BE | 9C | E0 93 | E0 AC | 56 | E1 00 | DF E3 | DF E3 | 7D | E3 00 | D0 | CC | 19 | 80 | 75 | CD | 19 | 80 | 95 | CB | 19 | 80
HASH-DA8E4FAC9960CBEF_5,214,18,120,11,！<865>      挺  ,1 865 1147 155 1072 1166 1180 1075 674 1086 1090,02 | DF 88 | E0 A3 | 9C | E0 58 | E0 B6 | E0 C4 | E0 5B | DE C8 | E0 66 | E0 6A
HASH-DA8E4FAC9960CBEF_6,65,176,176,1,브,1366,E1 7F
HASH-DA8E4FAC9960CBEF_6,98,46,238,12, <979>困    陽  <1001> ,1149 979 794 155 1236 1124 1041 736 939 1082 1001 1044,E0 A5 | DF FA | DF 41 | 9C | E0 FC | E0 8C | E0 39 | DF 07 | DF D2 | E0 62 | E0 11 | E0 3C
HASH-DA8E4FAC9960CBEF_6,104,214,238,3,<1037>飲 ,1037 818 1055,E0 35 | DF 59 | E0 47
HASH-DA8E4FAC9960CBEF_6,105,198,252,6,번 그라운드,1352 155 1264 1302 1417 1298,E1 71 | 9C | E1 19 | E1 3F | E1 B2 | E1 3B
HASH-DA8E4FAC9960CBEF_6,109,88,196,11,용암으로 적에게 피해,1415 1757 1424 1312 155 1492 1403 1250 155 1636 1642,E1 B0 | E3 08 | E1 B9 | E1 49 | 9C | E1 FD | E1 A4 | E1 0B | 9C | E2 8E | E2 94
HASH-DA8E4FAC9960CBEF_6,114,46,238,10,<1038>      <1122>  ,1038 1051 1072 155 1185 1124 1091 1122 1149 1087,E0 36 | E0 43 | E0 58 | 9C | E0 C9 | E0 8C | E0 6B | E0 8A | E0 A5 | E0 67
HASH-DA8E4FAC9960CBEF_6,120,152,206,6, <1037>  <1037> ,1079 1037 1177 1079 1037 1177,E0 5F | E0 35 | E0 C1 | E0 5F | E0 35 | E0 C1
HASH-DA8E4FAC9960CBEF_6,129,190,226,4,  <1037> ,1130 1118 1037 1177,E0 92 | E0 86 | E0 35 | E0 C1
HASH-DA8E4FAC9960CBEF_6,130,46,214,13,     挺       ,1197 1140 1176 1156 155 674 1090 1149 1087 155 1217 155 1117,E0 D5 | E0 9C | E0 C0 | E0 AC | 9C | DE C8 | E0 6A | E0 A5 | E0 67 | 9C | E0 E9 | 9C | E0 85
HASH-DA8E4FAC9960CBEF_6,146,46,382,24, 倍    出 <956><956>ひ셔장촌<24>뒤っ聖<24>뒤ト様<24>뒤,1151 752 1174 155 1131 1156 85 1239 956 956 124 1749 207 203 24 127 116 204 24 127 148 202 24 127,E0 A7 | DF 17 | E0 BE | 9C | E0 93 | E0 AC | 56 | E1 00 | DF E3 | DF E3 | 7D | E3 00 | D0 | CC | 19 | 80 | 75 | CD | 19 | 80 | 95 | CB | 19 | 80
HASH-DA8E4FAC9960CBEF_6,214,18,120,11,！<865>      挺  ,1 865 1147 155 1072 1166 1180 1075 674 1086 1090,02 | DF 88 | E0 A3 | 9C | E0 58 | E0 B6 | E0 C4 | E0 5B | DE C8 | E0 66 | E0 6A
