member,offset,before,after,purpose
PSX.EXE,0x755A4,00,05,cursor_active_owner_gate
PSX.EXE,0x755A6,00,2B,cursor_active_owner_gate
PSX.EXE,0x755A7,00,15,cursor_active_owner_gate
PSX.EXE,0x755AC,00,03,cursor_active_owner_gate
PSX.EXE,0x755AE,00,40,cursor_active_owner_gate
PSX.EXE,0x755AF,00,15,cursor_active_owner_gate
PSX.EXE,0x755B0,00,E8,cursor_active_owner_gate
PSX.EXE,0x755B1,00,FF,cursor_active_owner_gate
PSX.EXE,0x755B2,00,A4,cursor_active_owner_gate
PSX.EXE,0x755B3,00,AF,cursor_active_owner_gate
PSX.EXE,0x755B4,00,22,cursor_active_owner_gate
PSX.EXE,0x755B5,00,FD,cursor_active_owner_gate
PSX.EXE,0x755B6,00,07,cursor_active_owner_gate
PSX.EXE,0x755B7,00,08,cursor_active_owner_gate
PSX.EXE,0x755BC,00,87,cursor_active_owner_gate
PSX.EXE,0x755BD,00,DB,cursor_active_owner_gate
PSX.EXE,0x755BE,00,05,cursor_active_owner_gate
PSX.EXE,0x755BF,00,08,cursor_active_owner_gate
PSX.EXE,0x81E44,BE,28,region_name_orkas_pointer
PSX.EXE,0x81E45,BA,D1,region_name_orkas_pointer
PSX.EXE,0x821B4,BE,28,location_name_orkas_pointer
PSX.EXE,0x821B5,BA,D1,location_name_orkas_pointer
PSX.EXE,0x82804,07,14,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82805,00,41,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82806,00,02,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82807,11,34,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82808,82,06,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82809,00,10,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x8280A,02,62,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x8280B,34,00,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x8280C,14,24,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x8280D,41,40,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x8280E,08,02,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x8280F,34,01,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82810,06,02,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82811,40,00,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82812,68,00,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82813,00,11,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82814,01,82,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82816,08,02,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82817,31,34,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82818,02,E4,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x8281A,00,02,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x8281B,11,34,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x8281C,00,B4,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x8281D,00,AD,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x8281E,00,05,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x8281F,00,08,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82820,E4,29,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82823,34,A2,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82824,B4,1F,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82825,AD,80,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82826,05,08,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82827,08,3C,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82828,29,18,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82829,00,0E,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x8282A,02,08,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x8282B,A2,25,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x8282C,1F,04,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x8282D,80,00,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x8282E,08,C8,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x8282F,3C,14,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82830,18,D6,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82831,0E,00,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82833,25,34,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82836,28,48,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82837,16,14,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x8283C,01,FF,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x8283D,00,FF,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82844,EB,2E,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82845,01,00,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82846,05,A2,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82847,34,A4,e7_equivalent_and_w16_exact_y_helper
PSX.EXE,0x82928,00,46,orkas_shared_string
PSX.EXE,0x82929,00,70,orkas_shared_string
PSX.EXE,0x8292A,00,DD,orkas_shared_string
PSX.EXE,0x8292B,00,38,orkas_shared_string
PSX.EXE,0x8292C,00,30,orkas_shared_string
PSX.EXE,0x8292D,00,A1,orkas_shared_string
PSX.EXE,0x8292E,00,DD,orkas_shared_string
PSX.EXE,0x8292F,00,30,orkas_shared_string
PSX.EXE,0x82930,00,5A,orkas_shared_string
PSX.EXE,0x8F0D0,1F,B8,cursor_upload_then_drawot_epilogue
PSX.EXE,0x8F0D1,80,01,cursor_upload_then_drawot_epilogue
PSX.EXE,0x8F0D2,11,A4,cursor_upload_then_drawot_epilogue
PSX.EXE,0x8F0D3,3C,8F,cursor_upload_then_drawot_epilogue
PSX.EXE,0x8F0D5,52,01,cursor_upload_then_drawot_epilogue
PSX.EXE,0x8F0D6,31,B4,cursor_upload_then_drawot_epilogue
PSX.EXE,0x8F0D7,26,8F,cursor_upload_then_drawot_epilogue
PSX.EXE,0x8F0D8,CC,87,cursor_upload_then_drawot_epilogue
PSX.EXE,0x8F0D9,01,DB,cursor_upload_then_drawot_epilogue
PSX.EXE,0x8F0DA,BF,05,cursor_upload_then_drawot_epilogue
PSX.EXE,0x8F0DB,8F,0C,cursor_upload_then_drawot_epilogue
PSX.EXE,0x8F0DC,BC,C0,cursor_upload_then_drawot_epilogue
PSX.EXE,0x8F0DE,B4,B3,cursor_upload_then_drawot_epilogue
PSX.EXE,0x8F0E0,C0,CC,cursor_upload_then_drawot_epilogue
PSX.EXE,0x8F0E2,B3,BF,cursor_upload_then_drawot_epilogue
