table_key,index,pointer_offset,string_offset,encoded_bytes,encoded_hex,korean
equipment_name,17,0x804E8,0x802EA,13,E2 0D E1 66 E2 02 9C E1 78 E1 6E E1 52,장로의 머리띠
equipment_name,18,0x804EC,0x802F8,13,E2 21 E2 68 E2 02 9C E1 8D E1 39 E1 28,질풍의 반다나
equipment_name,19,0x804F0,0x80306,11,E2 6D E2 03 E2 5F 9C E1 9F E2 35,하이퍼 부츠
equipment_name,20,0x804F4,0x80312,9,E2 07 E1 C7 9C E1 C9 E1 8F,임시 신발
equipment_name,21,0x804F8,0x8031C,6,E2 5B E2 25 9C 12,팔찌 1
equipment_name,22,0x804FC,0x80323,6,E2 5B E2 25 9C 13,팔찌 2
equipment_name,23,0x80500,0x8032A,11,E1 24 E1 C1 E2 02 9C E2 5B E2 25,기술의 팔찌
equipment_name,24,0x80504,0x80336,11,E1 E4 E1 C9 E2 02 9C E1 24 E1 44,여신의 기도
equipment_name,25,0x80508,0x80342,11,E2 5A E1 F5 9C E1 6E E1 C4 E2 56,파워 리스트
equipment_name,26,0x8050C,0x8034E,11,E1 41 E2 06 E2 02 9C E2 03 E1 AA,데일의 이빨
equipment_name,27,0x80510,0x8035A,11,E2 7B E1 BF E2 02 9C E2 03 E1 AA,환수의 이빨
equipment_name,28,0x80514,0x80366,15,E1 8B E1 3B E1 8B E1 55 E2 02 9C E1 B7 E1 FB,바닷바람의 선율
equipment_name,29,0x80518,0x80376,10,E2 17 E1 0B E1 25 E1 41 E1 24,조개껍데기
equipment_name,30,0x8051C,0x80381,11,E1 FA E1 38 E2 3F E2 02 9C E1 AB,유니콘의 뿔
equipment_name,31,0x80520,0x8038D,11,E1 A7 E1 22 E2 02 9C E1 D2 E1 13,비극의 안경
equipment_name,32,0x80524,0x80399,4,E1 0D E1 F4,거울
equipment_name,33,0x80528,0x8039E,11,E1 15 E1 3D E2 02 9C E1 8D E2 1E,고대의 반지
equipment_name,34,0x8052C,0x803AA,11,E2 7B E1 AF E2 02 9C E1 8D E2 1E,환상의 반지
equipment_name,35,0x80530,0x803B6,11,E1 72 E1 44 E2 02 9C E1 8D E2 1E,마도의 반지
equipment_name,36,0x80534,0x803C2,11,E2 0D E1 29 E1 08 9C E1 8D E2 1E,장난감 반지
equipment_name,37,0x80538,0x803CE,11,E1 45 E1 73 E2 03 9C E1 8D E2 1E,독막이 반지
equipment_name,38,0x8053C,0x803DA,11,E2 7B E1 AF E2 02 9C E1 90 E2 5D,환상의 방패
equipment_name,39,0x80540,0x803E6,11,E2 10 E1 AC E2 02 9C E1 BF E2 78,전사의 수호
equipment_name,40,0x80544,0x803F2,11,E2 0D E1 66 E2 02 9C E1 90 E2 5D,장로의 방패
equipment_name,41,0x80548,0x803FE,13,E1 0A E1 63 E2 6E 9C E2 1E E2 5C E2 03,강력한 지팡이
equipment_name,42,0x8054C,0x8040C,13,E2 1E E1 EA E2 02 9C E1 C4 E1 33 E2 69,지옥의 스누프
equipment_name,43,0x80550,0x8041A,7,E1 ED E2 02 9C E1 AF,왕의 상
equipment_name,44,0x80554,0x80422,7,E1 76 E2 02 9C E1 AF,매의 상
equipment_name,45,0x80558,0x8042A,7,E1 05 E2 24 9C E1 AF,가짜 상
equipment_name,46,0x8055C,0x80432,4,E1 3A E1 0F,단검
equipment_name,47,0x80560,0x80437,9,E2 7B E1 AF E2 02 9C E1 0F,환상의 검
equipment_name,48,0x80564,0x80441,15,E1 6E E1 53 E2 02 9C E1 78 E1 6E E2 0D E1 C8,리라의 머리장식
equipment_name,49,0x80568,0x80451,13,E1 EF E1 47 E2 37 E1 35 9C E1 9B E1 B6,요동치는 보석
equipment_name,50,0x8056C,0x8045F,9,E1 D0 E1 78 9C E1 C4 E2 52,아머 스톤
equipment_name,51,0x80570,0x80469,11,E1 66 E1 77 E1 CC 9C E1 C4 E2 52,로맨싱 스톤
equipment_name,52,0x80574,0x80469,11,E1 66 E1 77 E1 CC 9C E1 C4 E2 52,로맨싱 스톤
equipment_name,53,0x80578,0x80469,11,E1 66 E1 77 E1 CC 9C E1 C4 E2 52,로맨싱 스톤
equipment_name,54,0x8057C,0x80469,11,E1 66 E1 77 E1 CC 9C E1 C4 E2 52,로맨싱 스톤
equipment_name,55,0x80580,0x80475,11,E2 4B E1 DB E2 02 9C E1 0D E1 F4,태양의 거울
equipment_name,56,0x80584,0x80481,7,E1 D5 E2 79 9C E2 2A,압화 책
equipment_name,57,0x80588,0x80489,13,E2 44 E1 53 E1 F2 E1 C4 E2 02 9C E2 2A,클라우스의 책
equipment_name,58,0x8058C,0x80497,6,E2 01 E1 D1 E2 22,음악집
equipment_name,59,0x80590,0x805A4,11,E1 53 E2 42 E2 02 9C E1 86 E2 0D,라크의 문장
equipment_name,60,0x80594,0x805B0,13,E1 FA E2 39 E1 6E E2 02 9C E1 86 E2 0D,유카리의 문장
equipment_name,61,0x80598,0x805BE,11,E2 63 E1 38 E2 02 9C E1 86 E2 0D,포니의 문장
equipment_name,62,0x8059C,0x805CA,11,E1 F1 E2 0A E2 02 9C E2 1D E2 66,용자의 증표
equipment_name,63,0x805A0,0x805D6,10,E1 02 E1 02 E1 02 E1 02 E1 02,?????
equipment_description,0,0x80A94,0x805E1,19,E2 79 E1 E7 9C E1 19 E1 12 9C E2 6B E2 71 9C E1 08 E1 BD,화염 공격 피해 감소
equipment_description,1,0x80A98,0x805F5,19,E1 2D E1 24 9C E1 19 E1 12 9C E2 6B E2 71 9C E1 08 E1 BD,냉기 공격 피해 감소
equipment_description,2,0x80A9C,0x80609,11,E2 76 E1 81 E2 1E 9C E1 90 E2 1E,헤모지 방지
equipment_description,3,0x80AA0,0x80615,14,E2 7E E1 9C 9C E2 80 E1 1A 9C E2 1D E1 05,회복 효과 증가
equipment_description,4,0x80AA4,0x80624,15,E2 7F E1 4C 9C E1 13 E2 75 E2 37 9C 13 E1 91,획득 경험치 2배
equipment_description,5,0x80AA8,0x80634,14,E1 72 E1 63 9C 12 11 E1 01 9C E1 AF E1 C6,마력 10% 상승
equipment_description,6,0x80AAC,0x80643,9,E1 BF E1 7E 9C E1 90 E2 1E,수면 방지
equipment_description,7,0x80AB0,0x8064D,23,E2 31 E1 05 E1 53 9C E1 90 E1 DC E1 63 9C 14 11 E1 01 9C E1 AF E1 C6,촌가라 방어력 30% 상승
equipment_description,8,0x80AB4,0x80665,13,E1 40 E2 1E E1 24 9C E1 5D E1 98 9C 12,던지기 레벨 1
equipment_description,9,0x80AB8,0x80673,16,E1 19 E1 12 E1 63 9C 16 11 E1 01 9C E1 AF E1 C6,공격력 50% 상승
equipment_description,10,0x80ABC,0x80684,9,E1 D4 E2 82 9C E1 90 E2 1E,암흑 방지
equipment_description,11,0x80AC0,0x8068E,11,E1 80 E2 1B E1 6C 9C E1 AF E1 C6,명중률 상승
equipment_description,12,0x80AC4,0x8069A,27,E1 40 E2 1E E1 24 E1 05 9C E1 0A E1 63 9C E2 55 E2 2C E1 FC E1 66 9C E1 9A E2 79,던지기가 강력 투척으로 변화
equipment_description,13,0x80AC8,0x806B6,21,E2 57 E2 13 9C E2 0F E1 E1 E1 10 9C E2 33 E1 05 9C E2 6B E2 71,특정 적에게 추가 피해
equipment_description,14,0x80ACC,0x806CC,18,E1 19 E1 12 E2 03 9C E1 8D E1 4B E1 C7 9C E1 80 E2 1B,공격이 반드시 명중
equipment_description,15,0x80AD0,0x806DF,31,E1 5D E1 98 E1 DF 9C E1 C7 9C E2 32 E1 3D 9C E2 2F E1 63 9C E2 1D E1 05 E1 5A 9C E1 AF E1 C6,레벨업 시 최대 체력 증가량 상승
equipment_description,16,0x80AD4,0x806FF,19,E1 15 E1 11 9C E1 72 E1 63 9C 14 11 E1 01 9C E1 AF E1 C6,고겐 마력 30% 상승
equipment_description,17,0x80AD8,0x8068E,11,E1 80 E2 1B E1 6C 9C E1 AF E1 C6,명중률 상승
equipment_description,18,0x80ADC,0x80713,14,E1 89 E2 2E 9C 12 11 E1 01 9C E1 AF E1 C6,민첩 10% 상승
equipment_description,19,0x80AE0,0x80722,14,E1 89 E2 2E 9C 14 11 E1 01 9C E1 AF E1 C6,민첩 30% 상승
equipment_description,20,0x80AE4,0x80731,11,E2 12 E2 69 9C E1 5D E1 98 9C 12,점프 레벨 1
equipment_description,21,0x80AE8,0x8073D,11,E1 8D E1 12 E1 6C 9C E1 AF E1 C6,반격률 상승
equipment_description,22,0x80AEC,0x80749,11,E1 8E E1 24 9C E1 5D E1 98 9C 12,받기 레벨 1
equipment_description,23,0x80AF0,0x80755,22,E1 8E E1 24 E1 05 9C E1 48 E1 40 E2 1E E1 24 E1 66 9C E1 9A E2 79,받기가 되던지기로 변화
equipment_description,24,0x80AF4,0x8076C,19,E1 37 E1 63 9C E1 03 E1 04 9C E1 BD E1 A7 9C E2 11 E1 8D,능력 MP 소비 절반
equipment_description,25,0x80AF8,0x80780,16,E1 19 E1 12 E1 63 9C 14 11 E1 01 9C E1 AF E1 C6,공격력 30% 상승
equipment_description,26,0x80AFC,0x80791,19,E2 03 E1 05 9C E1 8D E1 12 9C E2 6B E2 71 9C E2 1D E1 05,이가 반격 피해 증가
equipment_description,27,0x80B00,0x807A5,9,E2 80 E1 1A 9C E1 A2 E1 80,효과 불명
equipment_description,28,0x80B04,0x807AF,29,E2 40 E2 40 E1 69 9C E2 72 E1 47 9C E1 C7 9C E2 1A E1 9A 9C E1 D0 E1 1E 9C E2 7E E1 9C,쿠쿠루 행동 시 주변 아군 회복
equipment_description,29,0x80B08,0x807CD,18,E1 D0 E2 03 E2 50 9C E1 4B E1 67 E1 6C 9C E1 AF E1 C6,아이템 드롭률 상승
equipment_description,30,0x80B0C,0x807E0,27,E2 0F 9C E2 2B E2 37 9C E1 C7 9C E2 84 E1 20 9C E1 D0 E2 03 E2 50 9C E2 7F E1 4C,적 처치 시 희귀 아이템 획득
equipment_description,31,0x80B10,0x807A5,9,E2 80 E1 1A 9C E1 A2 E1 80,효과 불명
equipment_description,32,0x80B14,0x807FC,9,E1 B6 E2 79 9C E1 90 E2 1E,석화 방지
equipment_description,33,0x80B18,0x80806,19,E1 D0 E2 42 9C E2 10 E1 F1 9C E2 80 E1 1A 9C E1 A2 E1 80,아크 전용 효과 불명
equipment_description,34,0x80B1C,0x8081A,14,E1 72 E1 63 9C 16 11 E1 01 9C E1 AF E1 C6,마력 50% 상승
equipment_description,35,0x80B20,0x80829,14,E1 72 E1 63 9C 14 11 E1 01 9C E1 AF E1 C6,마력 30% 상승
equipment_description,36,0x80B24,0x80838,30,E2 63 E2 3E E2 02 9C E1 90 E2 73 9C E2 10 E2 7B 9C E2 80 E1 1A E1 05 9C E2 10 E2 2F E2 79,포코의 방향 전환 효과가 전체화
equipment_description,37,0x80B28,0x80857,7,E1 45 9C E1 90 E2 1E,독 방지
equipment_description,38,0x80B2C,0x8085F,16,E1 90 E1 DC E1 63 9C 16 11 E1 01 9C E1 AF E1 C6,방어력 50% 상승
equipment_description,39,0x80B30,0x80870,16,E1 90 E1 DC E1 63 9C 14 11 E1 01 9C E1 AF E1 C6,방어력 30% 상승
equipment_description,40,0x80B34,0x80881,11,E1 90 E1 DC E1 FB 9C E1 AF E1 C6,방어율 상승
equipment_description,41,0x80B38,0x8088D,21,E1 15 E1 11 9C E1 19 E1 12 E1 63 9C 18 11 E1 01 9C E1 AF E1 C6,고겐 공격력 70% 상승
equipment_description,42,0x80B3C,0x808A3,21,E2 03 E1 05 9C E1 CB E1 D2 E1 96 9C E1 95 E1 F8 9C E2 7A E2 0D,이가 심안법 범위 확장
equipment_description,43,0x80B40,0x808B9,27,E2 31 E1 05 E1 53 E1 05 9C E1 BD E2 7B E1 BF 9C E1 13 E2 75 E2 37 9C E2 7F E1 4C,촌가라가 소환수 경험치 획득
equipment_description,44,0x80B44,0x808D5,9,E2 38 E1 85 9C E1 90 E2 1E,침묵 방지
equipment_description,45,0x80B48,0x808DF,11,E2 7E E2 6B E1 FB 9C E1 AF E1 C6,회피율 상승
equipment_description,46,0x80B4C,0x808EB,16,E1 19 E1 12 E1 63 9C 12 11 E1 01 9C E1 AF E1 C6,공격력 10% 상승
equipment_description,47,0x80B50,0x808FC,14,E2 6B E2 71 9C E2 61 E2 27 9C E2 1D E1 05,피해 편차 증가
equipment_description,48,0x80B54,0x8090B,29,E2 40 E2 40 E1 69 9C E1 9F E2 7C 9C E1 C7 9C E2 32 E1 3D 9C E2 2F E1 63 9C E2 7E E1 9C,쿠쿠루 부활 시 최대 체력 회복
equipment_description,49,0x80B58,0x808FC,14,E2 6B E2 71 9C E2 61 E2 27 9C E2 1D E1 05,피해 편차 증가
equipment_description,50,0x80B5C,0x80929,16,E1 90 E1 DC E1 63 9C 12 11 E1 01 9C E1 AF E1 C6,방어력 10% 상승
equipment_description,51,0x80B60,0x807A5,9,E2 80 E1 1A 9C E1 A2 E1 80,효과 불명
equipment_description,52,0x80B64,0x807A5,9,E2 80 E1 1A 9C E1 A2 E1 80,효과 불명
equipment_description,53,0x80B68,0x807A5,9,E2 80 E1 1A 9C E1 A2 E1 80,효과 불명
equipment_description,54,0x80B6C,0x807A5,9,E2 80 E1 1A 9C E1 A2 E1 80,효과 불명
equipment_description,55,0x80B70,0x8093A,17,E1 76 9C E2 72 E1 47 9C E2 2F E1 63 9C E2 7E E1 9C,매 행동 체력 회복
equipment_description,56,0x80B74,0x8094C,21,E2 51 E1 C3 9C E1 19 E1 12 9C E1 80 E2 1B E1 6C 9C E1 AF E1 C6,토슈 공격 명중률 상승
equipment_description,57,0x80B78,0x80962,19,E1 81 E1 4D 9C E1 AF E2 4B 9C E2 03 E1 AF 9C E1 90 E2 1E,모든 상태 이상 방지
equipment_description,58,0x80B7C,0x80976,19,E2 63 E2 3E 9C E1 72 E1 63 9C 14 11 E1 01 9C E1 AF E1 C6,포코 마력 30% 상승
equipment_description,59,0x80B80,0x8098A,9,E1 72 E1 A7 9C E1 90 E2 1E,마비 방지
equipment_description,60,0x80B84,0x80994,27,E2 51 E1 C3 9C E1 D8 E2 79 E1 32 E2 64 E2 28 E1 E1 9C E1 72 E1 A7 9C E1 9F E1 E4,토슈 앵화뇌폭참에 마비 부여
equipment_description,61,0x80B88,0x806B6,21,E2 57 E2 13 9C E2 0F E1 E1 E1 10 9C E2 33 E1 05 9C E2 6B E2 71,특정 적에게 추가 피해
equipment_description,62,0x80B8C,0x809B0,22,E1 D0 E2 42 9C E1 76 9C E2 72 E1 47 9C E1 03 E1 04 9C E2 7E E1 9C,아크 매 행동 MP 회복
equipment_description,63,0x80B90,0x805D6,10,E1 02 E1 02 E1 02 E1 02 E1 02,?????
consumable_name,0,0x80C9C,0x809C7,6,E1 27 E1 27 E2 03,끈끈이
consumable_name,1,0x80CA0,0x809CE,9,E2 02 E1 F0 9C E2 15 E1 6E,의욕 젤리
consumable_name,2,0x80CA4,0x809D8,11,E1 2F E2 37 E1 35 9C E1 E6 E1 76,넘치는 열매
consumable_name,3,0x80CA8,0x809E4,9,E2 7E E1 9C 9C E1 E6 E1 76,회복 열매
consumable_name,4,0x80CAC,0x809EE,9,E1 72 E1 A7 9C E1 AC E1 1A,마비 사과
consumable_name,5,0x80CB0,0x8049E,2,E1 46,돌
consumable_name,6,0x80CB4,0x809F8,9,E1 5D E2 3E E2 02 9C E2 67,레코의 풀
consumable_name,7,0x80CB8,0x80A02,4,E1 DA E2 30,약초
consumable_name,8,0x80CBC,0x80A07,4,E1 45 E2 30,독초
consumable_name,9,0x80CC0,0x80A0C,9,E1 69 E1 F2 E2 02 9C E1 DA,루우의 약
consumable_name,10,0x80CC4,0x80A16,9,E1 89 E2 2E E2 02 9C E1 DA,민첩의 약
consumable_name,11,0x80CC8,0x80A20,9,E2 0B E1 FD 9C E2 64 E2 48,작은 폭탄
consumable_name,12,0x80CCC,0x80A2A,7,E2 43 9C E2 64 E2 48,큰 폭탄
consumable_name,13,0x80CD0,0x80A32,6,E1 74 E1 37 E1 DA,만능약
consumable_name,14,0x80CD4,0x80A39,4,E1 B9 E1 BF,성수
consumable_name,15,0x80CD8,0x80A3E,6,E1 9F E2 7C E1 DA,부활약
consumable_name,16,0x80CDC,0x80A45,11,E1 19 E1 12 9C E2 70 E1 D0 E1 6E,공격 항아리
consumable_name,17,0x80CE0,0x80A51,9,E1 BF E1 7E 9C E1 1D E1 C5,수면 구슬
consumable_name,18,0x80CE4,0x80A5B,9,E1 DA E2 79 9C E1 1D E1 C5,약화 구슬
consumable_name,19,0x80CE8,0x80A65,9,E2 87 E2 02 9C E1 E6 E1 76,힘의 열매
consumable_name,20,0x80CEC,0x80A6F,11,E2 5A E1 66 E2 02 9C E1 E6 E1 76,파로의 열매
consumable_name,21,0x80CF0,0x80A7B,11,E1 B2 E1 80 E2 02 9C E1 E6 E1 76,생명의 열매
consumable_name,22,0x80CF4,0x80A87,9,E1 72 E1 63 E2 02 9C E2 09,마력의 잎
consumable_name,23,0x80CF8,0x80B94,9,E1 72 E1 63 E2 02 9C E1 B1,마력의 샘
consumable_name,24,0x80CFC,0x80B9E,9,E1 34 E1 05 E1 70 9C E2 67,눈가림 풀
consumable_name,25,0x80D00,0x80BA8,5,E1 CF 9C E2 09,쓴 잎
consumable_name,26,0x80D04,0x80BAE,11,E1 B6 E2 79 9C E2 71 E2 14 E2 38,석화 해제침
consumable_name,27,0x80D08,0x80BBA,11,E2 38 E1 85 9C E2 71 E2 14 E2 38,침묵 해제침
consumable_name,28,0x80D0C,0x80BC6,11,E1 BD E2 7B 9C E2 70 E1 D0 E1 6E,소환 항아리
consumable_name,29,0x80D10,0x805D6,10,E1 02 E1 02 E1 02 E1 02 E1 02,?????
consumable_name,30,0x80D14,0x805D6,10,E1 02 E1 02 E1 02 E1 02 E1 02,?????
consumable_name,31,0x80D18,0x805D6,10,E1 02 E1 02 E1 02 E1 02 E1 02,?????
consumable_description,0,0x80F14,0x80BD2,14,E1 89 E2 2E 9C E2 06 E1 C7 9C E1 08 E1 BD,민첩 일시 감소
consumable_description,1,0x80F18,0x80BE1,11,E2 76 E1 81 E2 1E 9C E2 7E E1 9C,헤모지 회복
consumable_description,2,0x80F1C,0x80BED,11,E1 5D E1 98 9C 12 9C E1 AF E1 C6,레벨 1 상승
consumable_description,3,0x80F20,0x80BF9,12,E2 2F E1 63 9C 17 11 9C E2 7E E1 9C,체력 60 회복
consumable_description,4,0x80F24,0x80C06,9,E1 72 E1 A7 9C E1 9F E1 E4,마비 부여
consumable_description,5,0x80F28,0x80C10,11,E1 40 E2 16 E1 B5 9C E2 6B E2 71,던져서 피해
consumable_description,6,0x80F2C,0x80C1C,11,E1 90 E1 DC E1 63 9C E1 AF E1 C6,방어력 상승
consumable_description,7,0x80F30,0x80C28,12,E2 2F E1 63 9C 13 11 9C E2 7E E1 9C,체력 20 회복
consumable_description,8,0x80F34,0x80C35,7,E1 45 9C E1 9F E1 E4,독 부여
consumable_description,9,0x80F38,0x80C3D,9,E1 72 E1 A7 9C E2 7E E1 9C,마비 회복
consumable_description,10,0x80F3C,0x80C47,14,E1 89 E2 2E 9C E2 06 E1 C7 9C E1 AF E1 C6,민첩 일시 상승
consumable_description,11,0x80F40,0x80C56,9,E2 64 E1 8F 9C E2 6B E2 71,폭발 피해
consumable_description,12,0x80F44,0x80C60,12,E2 43 9C E2 64 E1 8F 9C E2 6B E2 71,큰 폭발 피해
consumable_description,13,0x80F48,0x80C6D,23,E1 3D E1 9F E1 A1 E2 02 9C E1 AF E2 4B 9C E2 03 E1 AF 9C E2 7E E1 9C,대부분의 상태 이상 회복
consumable_description,14,0x80F4C,0x80C85,7,E1 45 9C E2 7E E1 9C,독 회복
consumable_description,15,0x80F50,0x80D1C,16,E1 CE E1 5B E2 20 9C E1 3D E1 AF 9C E1 9F E2 7C,쓰러진 대상 부활
consumable_description,16,0x80F54,0x80D2D,16,E1 19 E1 12 E1 63 9C E2 06 E1 C7 9C E1 AF E1 C6,공격력 일시 상승
consumable_description,17,0x80F58,0x80C8D,9,E1 BF E1 7E 9C E1 9F E1 E4,수면 부여
consumable_description,18,0x80F5C,0x80D3E,19,E1 19 E1 12 9C E1 90 E1 DC 9C E2 06 E1 C7 9C E1 08 E1 BD,공격 방어 일시 감소
consumable_description,19,0x80F60,0x80D52,11,E1 19 E1 12 E1 63 9C E1 AF E1 C6,공격력 상승
consumable_description,20,0x80F64,0x80D5E,9,E1 89 E2 2E 9C E1 AF E1 C6,민첩 상승
consumable_description,21,0x80F68,0x80D68,16,E2 32 E1 3D 9C E2 2F E1 63 9C 13 9C E1 AF E1 C6,최대 체력 2 상승
consumable_description,22,0x80F6C,0x80D79,9,E1 72 E1 63 9C E1 AF E1 C6,마력 상승
consumable_description,23,0x80F70,0x80D83,16,E2 32 E1 3D 9C E1 72 E1 63 9C 13 9C E1 AF E1 C6,최대 마력 2 상승
consumable_description,24,0x80F74,0x80D94,11,E1 80 E2 1B E1 6C 9C E1 08 E1 BD,명중률 감소
consumable_description,25,0x80F78,0x80DA0,16,E1 90 E1 DC E1 63 9C E2 06 E1 C7 9C E1 AF E1 C6,방어력 일시 상승
consumable_description,26,0x80F7C,0x80DB1,9,E1 B6 E2 79 9C E2 7E E1 9C,석화 회복
consumable_description,27,0x80F80,0x80DBB,9,E2 38 E1 85 9C E2 7E E1 9C,침묵 회복
consumable_description,28,0x80F84,0x80DC5,20,E2 31 E1 05 E1 53 E2 02 9C E1 83 E1 C4 E2 4C 9C E1 BD E2 7B,촌가라의 몬스터 소환
consumable_description,29,0x80F88,0x805D6,10,E1 02 E1 02 E1 02 E1 02 E1 02,?????
consumable_description,30,0x80F8C,0x805D6,10,E1 02 E1 02 E1 02 E1 02 E1 02,?????
consumable_description,31,0x80F90,0x805D6,10,E1 02 E1 02 E1 02 E1 02 E1 02,?????
skill_name,0,0x811C0,0x804A1,0,,
skill_name,1,0x811C4,0x80DDA,11,E1 93 9C E1 21 E1 53 E1 F3 E1 4B,번 그라운드
skill_name,2,0x811C8,0x80DE6,9,E2 51 E2 49 9C E2 86 E1 71,토탈 힐링
skill_name,3,0x811CC,0x80DF0,11,E1 10 E2 06 9C E2 6A E1 57 E1 C7,게일 플래시
skill_name,4,0x811D0,0x80DFC,13,E1 C5 E1 66 E1 F2 9C E1 E1 E1 2E E1 88,슬로우 에너미
skill_name,5,0x811D4,0x80E0A,9,E1 7B E2 4E E1 E9 9C E2 65,메테오 폴
skill_name,6,0x811D8,0x80C97,4,E2 41 E1 DC,큐어
skill_name,7,0x811DC,0x80E14,8,E1 50 E2 63 E2 03 E2 1C,디포이즌
skill_name,8,0x811E0,0x80E1D,8,E1 AC E2 06 E1 5C E2 56,사일런트
skill_name,9,0x811E4,0x80E26,8,E1 6E E2 69 E1 5D E1 C7,리프레시
skill_name,10,0x811E8,0x80E2F,4,E2 2D E1 94,천벌
skill_name,11,0x811EC,0x80E34,8,E1 6E E2 0E E1 5E E1 BC,리저렉션
skill_name,12,0x811F0,0x80E3D,8,E1 50 E1 8B E2 03 E1 4B,디바이드
skill_name,13,0x811F4,0x80E46,10,E1 D8 E2 79 E1 32 E2 64 E2 28,앵화뇌폭참
skill_name,14,0x811F8,0x80E51,6,E2 1A E1 8C E1 0F,주박검
skill_name,15,0x811FC,0x80E58,6,E2 20 E1 19 E2 28,진공참
skill_name,16,0x81200,0x80E5F,6,E2 78 E1 E8 E2 28,호영참
skill_name,17,0x81204,0x80E66,9,E2 10 E2 55 E2 02 9C E1 A0,전투의 북
skill_name,18,0x81208,0x80E70,9,E2 7D E1 AC E2 0A 9C E1 A0,황사자 북
skill_name,19,0x8120C,0x80E7A,9,E1 24 E2 6F 9C E1 28 E2 5B,기합 나팔
skill_name,20,0x81210,0x80E84,9,E2 49 E2 20 9C E1 28 E2 5B,탈진 나팔
skill_name,21,0x81214,0x80E8E,11,E2 37 E1 FA E2 02 9C E2 6D E2 69,치유의 하프
skill_name,22,0x81218,0x80E9A,11,E1 4A E2 79 9C E1 97 E2 03 E1 C4,둔화 베이스
skill_name,23,0x8121C,0x80EA6,15,E1 F8 E2 47 E2 2D 9C E1 E9 E2 39 E1 6E E1 28,위타천 오카리나
skill_name,24,0x81220,0x80EB6,13,E1 90 E2 73 E2 10 E2 7B 9C E2 6B E1 6E,방향전환 피리
skill_name,25,0x81224,0x80EC4,10,E2 04 E1 C4 E2 6A E1 66 E2 10,익스플로전
skill_name,26,0x81228,0x80ECF,9,E1 4B E1 70 9C E1 31 E2 42,드림 노크
skill_name,27,0x8122C,0x80ED9,17,E1 39 E2 03 E1 D0 E1 83 E1 4B 9C E1 3E E1 C4 E2 56,다이아몬드 더스트
skill_name,28,0x81230,0x80EEB,11,E1 F9 E1 4B 9C E1 C5 E1 57 E1 BB,윈드 슬래셔
skill_name,29,0x81234,0x80EF7,7,E2 85 E2 56 9C E1 F7,히트 월
skill_name,30,0x81238,0x80EFF,9,E1 CD E1 3E 9C E1 C4 E2 53,썬더 스톰
skill_name,31,0x8123C,0x80F09,8,E2 4F E1 5D E2 63 E2 56,텔레포트
skill_name,32,0x81240,0x80F94,6,E1 CB E1 D2 E1 96,심안법
skill_name,33,0x81244,0x80F9B,8,E2 54 E1 72 E1 1C E2 48,퇴마광탄
skill_name,34,0x81248,0x80FA4,8,E1 B7 E2 68 E1 12 E2 34,선풍격축
skill_name,35,0x8124C,0x80FAD,6,E1 FA E1 B9 E2 64,유성폭
skill_name,36,0x81250,0x80FB4,10,E1 20 E1 C9 E1 6B E1 E8 E2 5A,귀신류영파
skill_name,37,0x81254,0x80FBF,8,E1 7F E2 0D E1 E6 E2 5A,멸장열파
skill_name,38,0x81258,0x80FC8,4,E2 3C E1 54,케락
skill_name,39,0x8125C,0x80FCD,6,E1 81 E2 69 E1 6E,모프리
skill_name,40,0x81260,0x80FD4,6,E2 81 E1 F2 E2 20,후우진
