file,marker_offset,payload_start,end_exclusive,capacity,marker,prefix_kind,confidence,original_hex,decoded_jp,glyphs,exact_glyphs,ambiguous_glyphs,unknown_glyphs
1/S1022.DAT,0x47A02,0x47A06,0x47A22,28,0x17,control_0000,high,66 68 23 36 39 1f 21 33 32 32 58 e6 01 dd 0e 3a 2d 23 38 dd df 1e 21 38 33 46 22 37,"兵士にとりたてられれば
母さんにも楽してもらえる。",24,24,0,0
1/S1022.DAT,0x47A60,0x47A62,0x47A90,46,0x19,none,high,42 31 4e 1c dd 0e 25 e6 01 df 61 df 61 dd 2d 2f 50 dd aa 23 4c 37 e4 3d e6 01 45 33 3e 1d 29 1f 33 e6 01 1b 45 30 38 d9 29 21 3b 1b 30 37,"アークの母 
・・体を大切にね。<CTRL:E4>よ
つらくなつたら
いつでも戻つておいで。",34,34,0,1
1/S1022.DAT,0x47AC8,0x47ACA,0x47AEE,36,0x19,none,high,42 31 4e 1c dd 0e 25 e6 01 df 61 df 61 df 61 42 31 4e e4 3d e6 01 2e 32 2f 38 29 21 1b 44 1d 3a 1b 37 e4 3d,"アークの母 
・・・アーク<CTRL:E4>よ
これをもつていきなさい。<CTRL:E4>よ",26,26,0,2
1/S1022.DAT,0x47B22,0x47B24,0x47B3A,22,0x19,none,high,5b 1e 29 de b5 26 1c af 34 67 7c 5a 2f 38 33 1b 27 1e 1f 37 e4 1f,<N:ｌ:5:5B>しつ<G:DEB5:655>うのバンダナへをもらいました。,19,17,0,2
1/S1022.DAT,0x47B6E,0x47B70,0x47B81,17,0x19,none,high,5b dd 2c de 49 1c dd 58 5a 2f 38 33 1b 27 1e 1f 37,<N:ｌ:5:5B>復活の薬へをもらいました。,14,13,0,1
1/S1022.DAT,0x47BB6,0x47BB8,0x47BC4,12,0x19,none,high,5b cd b8 5a 2f 38 33 1b 27 1e 1f 37,<N:ｌ:5:5B>聖水へをもらいました。,12,11,0,1
1/S1022.DAT,0x47C0A,0x47C0E,0x47C22,20,0x17,control_0000,high,3f 3f e4 1f e6 01 41 2d 1d 23 dd 11 dd 7f 2b 22 1d 29 21 37,"ああ
そんなに心配するなつて。",14,14,0,0
1/S1022.DAT,0x47C66,0x47C68,0x47C79,17,0x19,none,high,42 31 4e 1c dd 0e 25 e6 01 42 31 4e df 61 df 61 37,"アークの母 
アーク・・。",12,12,0,0
1/S1023.DAT,0x478BA,0x478BC,0x478D5,25,0x19,none,high,42 31 4e 1c dd 0e 25 e6 01 45 20 32 1f 33 1b 45 30 38 d9 29 21 3b 1b 30 37,"アークの母 
つかれたらいつでも戻つておいで。",22,22,0,0
1/S1023.DAT,0x4790A,0x4790C,0x4791A,14,0x19,none,high,5b dd 58 dd 65 5a 2f 38 33 1b 27 1e 1f 37,<N:ｌ:5:5B>薬草へをもらいました。,12,11,0,1
1/S1023.DAT,0x47950,0x47952,0x47981,47,0x19,none,high,42 31 4e 1c dd 0e 25 e6 01 b7 3a 2d 1c de ca 44 87 de 0f 2a 3f 22 49 54 3d b5 20 1b 3c e6 01 e5 03 dd 35 45 23 1b 1b 37 e6 01 e5 03 3d b5 37,"アークの母 
父さんの置き手紙があるけどよむかい？
<CTRL:E5>”ベつにいい。
<CTRL:E5>”よむ。",35,35,0,2
1/S1023.DAT,0x479BE,0x479C0,0x479D6,22,0x19,none,high,42 31 4e 1c dd 0e 25 e6 01 dd 6f dd e5 2b 22 2d 4a 48 1d 1b 3d 37,"アークの母 
無理するんじゃないよ。",17,17,0,0
1/S1023.DAT,0x47A3E,0x47A40,0x47A77,55,0x19,none,high,b7 1c 87 de 0f 25 e6 01 3b 27 46 1c dd b8 1c dd 31 49 23 1d 32 58 36 9f 1b e6 01 2e 32 2f dd be 1b 21 1b 22 37 e6 01 cc 2f 50 dd aa 23 24 63 1b dd 4f 1b 21 3e 32 37,"父の手紙 
おまえの旅の助けになればと思い
これを書いている。
命を大切に、戦いぬいてくれ。",43,43,0,0
1/S1023.DAT,0x47AAE,0x47AB0,0x47AE7,55,0x19,none,high,e5 03 dd 19 3e 1d 22 1f 51 23 28 e6 01 e5 03 dd ef 63 2f 1f 21 22 23 28 e6 01 e5 03 bd 20 33 67 78 31 7f 2f dd 68 49 1d 1b 1f 51 23 28 12 e5 03 dd 2a 1c dd f7 31 7f,"<CTRL:E5>”強くなるためには
<CTRL:E5>”作戦をたてるには
<CTRL:E5>”敵からダメージを受けないためには1<CTRL:E5>”次の<N:へ:4:DDF7>ージ",42,41,0,5
1/S1023.DAT,0x47B2E,0x47B30,0x47B58,40,0x19,none,high,e5 03 bd 20 33 67 78 31 7f 2f dd 68 49 1d 1b 1f 51 23 28 13 e5 03 26 27 3e 63 26 23 28 e6 01 e5 03 3d b5 1c 40 51 22 37,"<CTRL:E5>”敵からダメージを受けないためには2<CTRL:E5>”うまく戦うには
<CTRL:E5>”よむのやめる。",34,34,0,3
1/S1023.DAT,0x47B9E,0x47BA0,0x47BBB,27,0x19,none,high,54 2e 1c 5e 23 38 24 1b 45 74 29 21 38 5f 34 47 62 31 1c 1b 22 89 c2 2a 3f 22 37,どこの国にも、いつ行つてもモンスターのいる場所がある。,27,27,0,0
1/S1023.DAT,0x47BEC,0x47BEE,0x47C09,27,0x19,none,high,2e 2e 30 6e dd 20 38 63 46 58 24 e6 01 54 2d 54 2d dd 19 3e 1d 32 22 28 8c 35 37,"ここで何度も戦えば、
どんどん強くなれるはすだ。",23,23,0,0
1/S1023.DAT,0x47C3A,0x47C3C,0x47C79,61,0x19,none,high,2e 1c 89 c2 1c 5f 34 47 62 31 28 dd 4d 31 d8 2a dd bd 2d 30 38 dd 15 43 33 1d 1b 1c 30 24 de 62 46 1f 1b 6f dd b4 53 23 e6 01 dd ac 43 59 21 89 c2 2f de 0a dd 35 58 3d 1b 35 55 26 37,"この場所のモンスターはゲームが進んでも変わらないので、鍛えたい<N:リ:12:6F>ベルに
合わせて場所を選ベばよいだろう。",51,50,0,1
1/S1023.DAT,0x47CB6,0x47CB8,0x47CDC,36,0x19,none,high,dd 10 40 df 1a df 48 1d 54 30 28 24 9f 43 dd 4f 36 2e 55 20 33 e6 01 bd 2a 44 21 40 33 32 22 7a 2a 3f 22 37,"森や洞<N:窟:10:DF48>などでは、思わぬところから
敵がきてやられるこがある。",30,29,0,1
