member,offset,before,after,purpose
4/S4011.DAT,0x485AB,9C,A1,approved_v204_translation_restore
4/S4011.DAT,0x485AE,DE,DD,approved_v204_translation_restore
4/S4011.DAT,0x485AF,3C,01,approved_v204_translation_restore
4/S4011.DAT,0x485B0,CD,8B,approved_v204_translation_restore
4/S4011.DAT,0x485B1,74,2B,approved_v204_translation_restore
4/S4011.DAT,0x485B2,0F,21,approved_v204_translation_restore
4/S4011.DAT,0x485B3,9C,A1,approved_v204_translation_restore
4/S4011.DAT,0x485B4,9C,A1,approved_v204_translation_restore
4/S4011.DAT,0x485B5,9C,A1,approved_v204_translation_restore
4/S4011.DAT,0x485B6,9C,A1,approved_v204_translation_restore
4/S4021.DAT,0x45202,0B,A1,병사2_to_병사_2
4/S4021.DAT,0x45203,DD,0B,병사2_to_병사_2
4/S4021.DAT,0x45204,02,DD,병사2_to_병사_2
4/S4021.DAT,0x45205,A1,02,병사2_to_병사_2
4/S4021.DAT,0x45206,90,A1,병사2_to_병사_2
4/S4021.DAT,0x45207,DD,90,병사2_to_병사_2
4/S4021.DAT,0x45208,1A,DD,병사2_to_병사_2
4/S4021.DAT,0x45209,DD,1A,병사2_to_병사_2
4/S4021.DAT,0x4520A,59,DD,병사2_to_병사_2
4/S4021.DAT,0x4520B,A1,59,병사2_to_병사_2
4/S4021.DAT,0x4520C,1F,A1,병사2_to_병사_2
4/S4021.DAT,0x4520D,14,1F,병사2_to_병사_2
4/S4021.DAT,0x4520E,A1,14,병사2_to_병사_2
4/S4021.DAT,0x4520F,DD,A1,병사2_to_병사_2
4/S4021.DAT,0x45210,EA,DD,병사2_to_병사_2
4/S4021.DAT,0x45211,25,EA,병사2_to_병사_2
4/S4021.DAT,0x45212,A1,25,병사2_to_병사_2
4/S4021.DAT,0x45213,31,A1,병사2_to_병사_2
4/S4021.DAT,0x45214,1B,31,병사2_to_병사_2
4/S4021.DAT,0x45215,A1,1B,병사2_to_병사_2
4/S4021.DAT,0x45216,33,A1,병사2_to_병사_2
4/S4021.DAT,0x45217,DD,33,병사2_to_병사_2
4/S4021.DAT,0x45218,70,DD,병사2_to_병사_2
4/S4021.DAT,0x45219,DD,70,병사2_to_병사_2
4/S4021.DAT,0x4521A,01,DD,병사2_to_병사_2
4/S4021.DAT,0x4521B,A1,01,병사2_to_병사_2
4/S4021.DAT,0x4521C,DD,A1,병사2_to_병사_2
4/S4021.DAT,0x4521D,DC,DD,병사2_to_병사_2
4/S4021.DAT,0x4521E,14,DC,병사2_to_병사_2
4/S4021.DAT,0x4521F,21,14,병사2_to_병사_2
4/S4021.DAT,0x45220,00,21,병사2_to_병사_2
COMM.IMG,0x706A,00,66,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x706B,00,80,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x706C,00,08,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73D0,00,E0,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73D1,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73D2,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73D3,00,0E,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73D5,00,E0,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73D6,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73D8,00,50,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73D9,00,FD,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73DA,00,FF,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73DB,00,EF,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73DC,00,3E,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73DD,00,E3,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73DE,00,DF,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73DF,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73E0,00,70,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73E1,64,FF,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73E2,66,FF,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73E3,66,FF,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73E4,22,A8,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73E5,62,5A,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73E6,46,FF,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73E7,00,0A,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73E8,00,60,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73E9,00,F6,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73EA,00,FF,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73EB,00,FF,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73EC,00,9F,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73ED,00,F9,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73EE,00,6F,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73F2,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73F4,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73F5,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73F6,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x73F7,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7751,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7756,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7759,00,D5,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x775A,00,2A,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x775D,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x775E,00,DC,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x775F,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7761,10,F7,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7762,01,78,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7763,44,87,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7764,00,08,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7765,20,AA,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7766,46,F5,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7767,00,0A,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7769,00,60,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x776A,00,F6,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x776B,00,8F,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x776C,00,98,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x776D,00,09,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x776E,00,66,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7772,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7775,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7776,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7777,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AD1,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AD2,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AD3,00,0E,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AD6,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AD9,00,D5,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7ADA,00,FF,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7ADB,00,EF,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7ADC,00,2E,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7ADD,00,33,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7ADE,00,DE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7ADF,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AE1,31,F7,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AE2,33,78,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AE3,66,87,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AE4,22,08,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AE5,22,AA,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AE6,46,F5,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AE7,00,0A,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AE9,00,66,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AEA,00,98,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AEB,00,67,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AEC,00,50,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AED,00,CD,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AEE,00,66,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AF2,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AF5,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AF6,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7AF7,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E51,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E54,00,E0,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E55,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E56,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E59,00,D5,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E5A,00,2A,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E5B,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E5C,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E5D,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E5E,00,DC,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E5F,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E61,11,F7,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E62,11,78,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E63,44,87,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E64,00,C8,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E65,20,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E66,46,F7,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E67,44,1B,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E69,00,66,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E6A,00,98,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E6B,00,67,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E6C,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E6D,00,89,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E6E,00,66,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E6F,00,22,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E71,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E72,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E73,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E74,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E75,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E76,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x7E77,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81D1,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81D6,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81D9,00,D1,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81DA,00,6C,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81DB,00,66,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81DC,00,26,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81DD,00,33,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81DE,00,DE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81DF,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81E1,11,F7,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81E2,11,78,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81E3,44,87,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81E4,00,08,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81E5,20,AA,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81E6,46,F5,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81E7,00,0A,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81E9,00,76,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81EA,00,91,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81EB,00,FF,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81EC,00,D9,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81ED,00,5D,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81EE,00,67,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81F1,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81F3,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81F5,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81F6,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x81F7,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8551,00,E0,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8552,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8553,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8556,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8559,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x855A,00,99,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x855B,00,B9,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x855C,00,8A,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x855D,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x855E,00,DC,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x855F,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8560,00,70,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8561,10,FF,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8562,41,FF,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8563,04,FF,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8564,00,88,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8565,20,AA,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8566,44,F5,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8567,00,0A,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8569,00,60,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x856A,00,66,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x856B,00,16,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x856C,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x856E,00,66,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8570,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8571,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8573,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8574,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8575,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8576,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8577,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x88D6,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x88DA,00,40,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x88DB,00,24,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x88DC,00,02,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x88DD,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x88DE,00,DC,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x88DF,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x88E1,10,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x88E2,41,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x88E3,04,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x88E5,00,AA,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x88E6,44,F5,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x88E7,00,0A,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x88EB,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x88EC,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x88EE,00,66,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x88F5,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x88F6,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x88F7,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C56,00,0E,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C59,00,22,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C5A,00,62,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C5B,00,26,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C5C,00,22,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C5D,00,23,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C5E,00,FE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C5F,00,02,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C61,76,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C62,67,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C63,66,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C64,66,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C65,26,8A,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C66,26,A5,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C67,02,08,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C69,00,99,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C6A,00,99,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C6B,00,99,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C6C,00,99,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C6D,00,99,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C6E,00,9F,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C6F,00,09,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C75,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8C76,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8FD9,00,44,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8FDA,00,44,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8FDB,00,44,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8FDC,00,44,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8FDD,00,44,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8FDE,00,CC,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8FE5,00,88,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8FE6,00,80,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x8FE7,00,08,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9353,00,66,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9354,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9355,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9356,00,6E,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9359,00,20,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x935A,00,22,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x935B,00,33,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x935C,00,33,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x935D,00,33,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x935E,00,DF,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x935F,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9361,30,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9362,23,40,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9363,44,66,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9364,44,13,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9365,44,99,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9366,44,81,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9367,00,08,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9369,00,90,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x936A,00,D9,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x936B,00,FF,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x936C,00,BB,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x936D,00,BB,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x936E,00,2B,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9373,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9374,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x96D3,00,C4,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x96D4,00,08,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x96D6,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x96DA,00,22,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x96DD,00,20,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x96DE,00,DE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x96DF,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x96E1,10,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x96E2,23,00,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x96E3,00,74,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x96E4,00,03,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x96E5,00,88,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x96E6,44,91,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x96E7,00,08,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x96EB,00,44,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x96ED,00,90,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x96EE,00,2B,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x96F3,00,10,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x96F4,00,01,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A53,00,E6,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A54,00,2A,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A55,00,22,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A56,00,EE,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A5A,00,22,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A5B,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A5C,00,11,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A5D,00,31,relocate_text_planes_and_restore_native_damage_texture
COMM.IMG,0x9A5E,00,DF,relocate_text_planes_and_restore_native_damage_texture
