row,file,offset,length,changed,original_hex,current_hex,status
13,1/S1013.DAT,0x47a1c,14,True,e4 3d de 88 32 1f 3e 1d 1b df 61 df 61 37,e2 8f e6 01 0c 47 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
14,1/S1013.DAT,0x47a90,8,True,4e 4e 53 24 dd 91 b5 37,e2 90 1f 21 de fa 7b 21,OUTSIDE_TARGETED_OPCODE_PREDICATE
15,1/S1013.DAT,0x47b2e,45,True,42 31 4e 81 31 5f 34 25 e6 01 c8 dd 20 2e 41 24 5b cd dd 1a 5a 1c dd 0f dd 44 2f e6 01 dd 34 3e a9 1c 3d 26 35 1d e6 01 dd 47 7e 3d 02,e2 8a e6 01 45 0d 95 a1 0c 47 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
16,1/S1013.DAT,0x47b8e,55,True,42 31 4e 81 31 5f 34 25 e6 01 de 47 cb 2f ad 1c 87 30 dd 7a 2b 7a 23 3d 29 21 e6 01 ad 28 de 6c 51 21 14 11 11 11 da 1c de 35 1b 20 33 e6 01 dd 34 de 8f 3a 32 22 37,09 58 a1 81 64 dd 02 a1 7e dd 84 0d a1 47 a1 85 4e dd 04 a1 dd 94 1a 49 38 a1 de 7e dd e7 a1 dd a5 0f a1 dd 24 40 0e 25 a1 e9 06 14 dd 61 a1 50 a1 1f 01 21 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
17,1/S1013.DAT,0x47bf8,34,True,42 31 4e 81 31 5f 34 25 e6 01 5b cd dd 1a 5a 28 77 53 af 60 8f 1c de 31 23 e6 01 de ca 1b 21 3f 22 37,09 58 a1 81 64 dd 02 a1 dd 17 dd 9e 06 a1 34 70 dd 08 29 46 a1 dd 62 dd 78 0e a1 de 23 1a a1 1f 01 21,OUTSIDE_TARGETED_OPCODE_PREDICATE
18,1/S1013.DAT,0x47c4c,28,True,42 31 4e 81 31 5f 34 25 e6 01 de 47 cb 36 28 01 41 2e 30 9d dd eb 2f 45 49 3d 26 37,09 58 a1 81 64 dd 02 a1 15 dd 15 0e 25 a1 dd 47 de 7f 0d a1 47 28 21 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
19,1/S1021.DAT,0x4785c,26,True,42 65 db d8 2a 3f 39 27 2b 37 e6 01 5b dd 58 dd 65 5a 2f 6d 45 49 27 1e 1f 37,e2 c3 e6 01 45 0d 95 a1 0c 47 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
20,1/S1021.DAT,0x478ac,18,True,2e 2e 23 3f 29 1f 38 1c 28 38 26 7d 55 1b 27 1e 1f 37,e2 ca e6 01 45 0d 95 a1 0c 47 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
21,1/S1021.DAT,0x47914,23,True,42 65 db d8 2a 3f 39 27 2b 37 e6 01 5b 94 5a 2f 6d 45 49 27 1e 1f 37,e2 c0 e6 01 45 0d 95 a1 0c 47 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
22,1/S1021.DAT,0x47962,19,True,2e 2e 23 3f 29 1f 5b 94 5a 28 38 26 7d 55 1b 27 1e 1f 37,e2 c5 e6 01 45 0d 95 a1 0c 47 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
23,1/S1021.DAT,0x479aa,37,True,2e 32 2f ca 45 49 32 58 24 e6 01 dd d9 1e 3e 33 1b 1c bd 35 29 1f 33 e6 01 dd 83 59 22 20 38 1e 32 1d 1b 1d 37,e2 81 a1 a1 a1 a1 a1 a1 a1 e6 01 dd 09 26 a1 dd 85 20 de 0b dd ca a1 e6 01 50 a1 1f 54 14 21 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
24,1/S1021.DAT,0x47a26,11,True,42 31 4e 1c dd 0e 25 e6 01 3f 02,14 dd 5d 07 dd 02 a1 09 a9 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
25,1/S1021.DAT,0x47a82,30,True,42 65 db d8 2a 3f 39 27 2b 37 e6 01 5b dd 1b dd 51 1c bc 31 95 5a 2f 6d 45 49 27 1e 1f 37,e2 bb e6 01 45 0d 95 a1 0c 47 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
26,1/S1021.DAT,0x47ad6,42,True,42 31 4e 1c dd 0e 25 e6 01 41 32 2f 38 29 21 1b 29 21 38 24 e6 01 6e 38 1b 1b 2e 36 28 1d 1b 20 38 e6 01 1e 32 1d 1b 43 3d 37,14 dd 5d 07 dd 02 a1 15 dd 8e a1 0c dd 63 0c 33 a1 dd f3 dd 04 a1 dd 0d 26 a1 6b 26 a1 71 0d a1 de 98 81 21 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
27,1/S1021.DAT,0x47b34,24,True,41 2d 1d 2e 36 1d 1b 35 55 37 e4 29 e6 01 4a 48 24 38 29 21 1b 3e 3d 37,15 dd 4d dd 3f a1 78 0d a1 32 49 21 a1 15 dd 49 a1 0c dd 63 dd a6 41 21,OUTSIDE_TARGETED_OPCODE_PREDICATE
28,1/S1021.DAT,0x47b7e,38,True,42 31 4e 1c dd 0e 25 e6 01 59 29 20 3e 3f 9c 1f 2d 35 20 33 24 e6 01 4b 48 2d 36 41 26 99 1e 21 45 20 26 1c 3d 37,14 dd 5d 07 dd 02 a1 55 dd 8f dd 49 a1 dd 6f a1 32 07 3b a1 df 19 a1 56 dd 06 2b 25 a1 dd 85 de 58 21 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
29,1/S1021.DAT,0x47bd8,6,True,43 20 29 1f 3d 37,dd 1e dd 2d 14 21,OUTSIDE_TARGETED_OPCODE_PREDICATE
30,1/S1021.DAT,0x47c38,20,True,b7 1c 20 1f 6d 1c 3d 55 1b 36 dd 8d 2f 6d 45 49 27 1e 1f 37,e2 bc e6 01 45 0d 95 a1 0c 47 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
31,1/S1021.DAT,0x47cde,38,True,42 31 4e 1c dd 0e 25 e6 01 3b b7 3a 2d 1c 3d 55 1b 36 dd 8d 28 3b 3e 1c dd 25 de 1c 1c e6 01 28 2e 1c dd 64 3d 37,14 dd 5d 07 dd 02 a1 09 67 04 0f a1 de 0c de 99 dd 18 a1 dd a1 26 a1 94 dd 69 a1 dd 29 a1 8b 28 0e a1 1f 14 21 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
32,1/S1021.DAT,0x47d46,18,True,dd 0e 3a 2d 24 dd 11 dd 7f 1e 1d 1b 30 df 61 df 61 37,de 03 45 b3 a1 de 80 31 19 04 a1 45 21 21 21 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
33,1/S1021.DAT,0x47d8a,36,True,42 31 4e 1c dd 0e 25 e6 01 df 61 df 61 df 61 42 31 4e e4 3d e6 01 2e 32 2f 38 29 21 1b 44 1d 3a 1b 37 e4 3d,14 dd 5d 07 dd 02 a1 09 58 21 21 21 a1 dd 01 18 33 a1 0c dd 63 0c de 58 21 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
34,1/S1021.DAT,0x47de4,21,True,5b bc 65 dd c8 31 80 a2 31 c9 5a 2f 38 33 1b 27 1e 1f 37 e4 1f,e2 90 e6 01 45 0d 95 a1 0c 47 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
35,1/S1021.DAT,0x47e30,19,True,5b dd 2c de 49 1c dd 58 5a 2f 38 33 1b 27 1e 1f 37 e4 1f,6c dd e1 0f a1 dd 48 0d a1 dd 19 dd 2d 2d 07 01 21 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
36,1/S1021.DAT,0x47e7a,19,True,5b 9e dd 2c dd 1f dd 49 5a 2f 38 33 1b 27 1e 1f 37 e4 1f,7a dd 9f a1 dd 18 6b 0d a1 dd 19 dd 2d 2d 07 01 21 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
37,1/S1021.DAT,0x47ec8,14,True,5b cd b8 5a 2f 38 33 1b 27 1e 1f 37 e4 1f,dd 17 50 36 a1 dd 19 dd 2d 2d 07 01 21 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
38,1/S1021.DAT,0x47f0e,21,True,42 31 4e 1c dd 0e 25 e6 01 42 31 4e e4 15 2c e4 15 2c e4 15 2c,14 dd 5d 07 dd 02 a1 09 58 21 21 21 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
39,1/S1021.DAT,0x4807a,40,True,b7 3a 2d 1c 20 1f 6d 1c 3d 55 1b 36 dd 8d e4 1f e6 01 2e 1c dd 64 23 3f 22 1c 28 e6 01 b2 20 29 21 1b 22 2d 35 49 54 37,09 67 04 0f a1 de 0c de 99 dd 18 a1 dd a1 dd 01 a1 1a 24 a1 1f 06 a1 dd 16 a1 dd 1e 1c a1 1f 04 38 21 21 21 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
40,1/S1021.DAT,0x480d6,18,True,bc dd b6 2a 01 20 20 29 21 22 1d 2d 21 df 61 df 61 37,28 6d de c2 0c a1 de 04 dd bd a1 1f 01 07 21 21 21 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
41,1/S1021.DAT,0x48148,5,True,df 61 df 61 02,e2 97 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
42,1/S1021.DAT,0x48196,38,True,dd 0e 3a 2d e4 0b 24 e6 01 3f 1c dd 74 38 24 c8 de 25 6d 1f 1b 23 2b 79 1b e6 01 97 ca 44 35 29 1f 2d 35 3d 4c 3c,de 03 45 b3 a1 15 dd 61 a1 de aa 33 a1 46 dd 71 dd 8f dd 49 a1 de 0d 60 dd 05 0c a1 9d dd 0f 04 dd 03 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
43,1/S1021.DAT,0x481f0,45,True,ad 24 c8 de 25 01 9b 8a 74 49 58 e6 01 b7 3a 2d 2a dd 0e 3a 2d 36 ad 2f 3b 1b 21 e6 01 dd 28 46 1f 43 49 2a b2 20 22 a9 2a 2b 22 2d 35,e2 b4 e6 01 45 0d 95 a1 66 55 0c 47 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
44,1/S1021.DAT,0x48250,35,True,42 31 4e 1c dd 0e 25 e6 01 3f 1d 1f 1c 3b b7 3a 2d 28 4c 24 e6 01 e4 29 dd 22 2d 35 1c 3d df 61 df 61 37,14 dd 5d 07 dd 02 a1 7e a1 09 67 04 06 21 21 21 a1 dd 94 61 dd 35 01 21 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
45,1/S1021.DAT,0x482a8,45,True,b7 3a 2d 2a dd 22 2d 35 1d 2d 21 26 41 35 55 3c e4 3d 3f 1c dd 19 20 29 1f b7 3a 2d 2a e6 01 20 2d 1f 2d 23 dd 22 dd 4f 28 8c 1d 1b 37,e2 b7 e6 01 3d 28 a1 0c 47 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
46,1/S1021.DAT,0x48308,35,True,42 31 4e 1c dd 0e 25 e6 01 9b 23 28 44 29 36 e6 01 dd af 55 1e 1b 5f 34 47 62 31 2a 1b 21 df 61 df 61 37,14 dd 5d 07 dd 02 a1 dd 45 0e 06 a1 92 dd 34 a1 5f 25 86 a1 dd 75 6d dd 01 a1 1f 14 21 21 21 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
47,1/S1021.DAT,0x48360,50,True,38 1e 38 24 b7 3a 2d 2a e6 01 5f 34 47 62 31 23 dd 7a 3a 32 1f 1c 1d 33 e6 01 df 61 df 61 ad 2a b7 3a 2d 1c bd 09 20 1f 44 0a 2f dd bb 29 21 40 22 02,dd 75 6d dd 01 a1 09 67 04 36 a1 dd 94 de 16 01 3a a1 47 0c a1 7b 50 36 a1 de 81 54 14 a9 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
48,1/S1021.DAT,0x483c6,32,True,dd 0e 3a 2d df 61 df 61 e6 01 ad 24 a4 b2 a4 dd d7 1c ac 30 e6 01 de 19 20 51 1f 1b 2d 35 3d 37,de 03 45 21 21 21 a1 47 a1 de 0d 4e dd 04 a1 dd 7c de 2a a1 de 2b 35 19 1c a1 dd 4e 14 21 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
49,1/S1021.DAT,0x48420,17,True,42 31 4e 1c dd 0e 25 e6 01 42 31 4e df 61 df 61 37,14 dd 5d 07 dd 02 a1 09 58 21 21 21 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
50,1/S1021.DAT,0x48496,9,True,dd 0e 3a 2d df 61 df 61 37,de 03 45 21 21 21 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
51,1/S1021.DAT,0x48512,42,True,42 31 4e 1c dd 0e 25 e6 01 3f 1c 52 2a dd b8 23 30 21 12 11 da e6 01 3f 1c 52 1c 91 dd 61 dd 75 39 23 1d 29 21 1e 27 29 1f 37,e2 bd e6 01 45 0d 95 a1 0c 47 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
52,1/S1021.DAT,0x485e8,33,True,42 31 4e 1c dd 0e 25 e6 01 3f 1d 1f df 61 df 61 e4 15 e6 01 54 26 1e 21 38 74 29 21 1e 27 26 1c 37,14 dd 5d 07 dd 02 a1 1a 60 21 21 21 a1 31 1b a1 0c 49 38 a1 2b 2c dd 03 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
53,1/S1021.DAT,0x4863c,43,True,42 31 4e 1c b7 25 e6 01 b2 20 29 21 3e 32 24 d7 53 62 37 e6 01 2e 1c ce dd 12 1c dd 37 cc 23 e6 01 20 20 43 22 2e 36 1d 1c 35 37,e2 c1 e6 01 45 0d 95 a1 0c 47 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
54,1/S1021.DAT,0x4869a,44,True,42 31 4e 1c dd 0e 25 e6 01 1d 2d 30 3f 1d 1f 2a df 61 df 61 37 e4 3d e6 01 85 36 42 31 4e 28 54 26 2b 32 58 1b 1b 1c df 61 df 61 3c,e2 b9 e6 01 45 0d 95 a1 0c 47 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
55,1/S1021.DAT,0x486f8,36,True,42 31 4e 1c b7 25 e6 01 df 61 df 61 2b 27 1d 1b 37 e4 1f e6 01 35 2a 85 2a 40 33 1d 49 32 58 df 61 df 61 37,09 67 04 dd 02 a1 dd 2f 94 19 46 21 a1 19 04 38 a1 47 0c a1 09 07 3a 21 21 21 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
56,1/S1021.DAT,0x4874e,34,True,42 31 4e 1c dd 0e 25 e6 01 1b 40 30 2b 02 e6 01 85 28 79 3e 97 45 26 1c de 73 59 2a 3f 32 58 df 61 37,e2 c2 e6 01 45 0d 95 a1 0c 47 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
57,1/S1021.DAT,0x487a2,67,True,42 31 4e 1c b7 25 e6 01 12 11 da c3 1c c8 dd 74 24 dd 0f dd 44 09 97 26 1b 2d 0a 2a e6 01 dd 34 20 32 24 dd f0 99 9b 2a dd c0 32 22 df 61 df 61 37 e4 1f e6 01 41 1c cf 42 31 4e 28 9b 8a dd 01 20 26 37,e2 ba e6 01 45 0d 95 a1 0c 47 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
58,1/S1021.DAT,0x48818,16,True,42 31 4e 1c dd 0e 25 e6 01 9b 2a dd c0 32 22 3c,e2 c8 e6 01 45 0d 95 a1 0c 47 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
59,1/S1021.DAT,0x4885a,36,True,42 31 4e 1c b7 25 e6 01 dd 0f dd 44 09 97 26 1b 2d 0a 3a 32 21 1b 1f e6 01 5f 34 47 62 31 2a dd 8c 32 22 37,09 67 04 dd 02 a1 dd b6 35 dd dc dd 25 a1 dd 75 6d dd 01 a1 1e dd 7f dd 61 a1 32 2c 21 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
60,1/S1021.DAT,0x488b0,38,True,42 31 4e 1c dd 0e 25 e6 01 41 2d 1d c2 8a 01 3f 1c 96 2a df 61 df 61 37 e6 01 40 51 21 70 3a 1b 02 6e 38 20 38 02,e2 b8 e6 01 45 0d 95 a1 0c 47 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
61,1/S1021.DAT,0x48908,41,True,42 31 4e 1c b7 25 e6 01 d7 53 62 df 61 df 61 e6 01 41 1c dd 74 27 30 be 2a 96 2f e6 01 e4 15 42 31 4e 2f 1f 1c 2d 35 6a 02,09 67 04 dd 02 a1 dd 78 70 dd 7f 21 21 21 a1 15 dd 61 3b 04 a1 3d 2e a1 09 dd 01 a1 09 58 36 a1 6c de 05 19 46 a9 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
62,1/S1021.DAT,0x48a4e,21,True,b7 3a 2d 1c 20 1f 6d 2f e6 01 dd d7 23 de 2a 49 1d 3e 4b 48 37,e2 82 a1 a1 a1 a1 a1 a1 e6 01 56 dd 06 2b 49 54 14 21 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
63,1/S1021.DAT,0x48ac6,26,True,b7 3a 2d 1c 20 1f 6d 28 24 3b 3e 1c e6 01 28 2e 1c dd 64 23 3f 22 28 8c 35 37,e2 83 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 e6 01 8b 28 0e a1 1f 0d a1 32 49 21 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
64,1/S1021.DAT,0x48b14,41,True,b0 1e 20 49 22 36 44 38 24 e6 01 42 65 db d8 2f 3a 2a 2b 36 44 38 24 e6 01 de 44 dd f9 1b 21 20 33 e7 02 2f 3b 2b 2d 35 37,e2 b5 e6 01 3d 28 a1 0c 47 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
65,1/S1021.DAT,0x48c34,22,True,54 26 1e 21 38 24 a4 b2 1c 61 30 e6 01 40 29 21 6d 1f 1b 2d 35 37,e2 c7 e6 01 38 39 3b 2b 01 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
66,1/S1021.DAT,0x48c88,14,True,dd 0e 3a 2d 23 24 8e 91 1b 43 1d 44 48 37,e2 bf e6 01 0c 47 a1 a1 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
67,1/S1021.DAT,0x48cf8,41,True,b0 1e 20 49 22 36 44 38 24 e6 01 42 65 db d8 2f 3a 2a 2b 36 44 38 24 e6 01 de 44 dd f9 1b 21 20 33 e7 02 2f 3b 2b 2d 35 37,1b 0d a1 dd 8e 32 1e a1 a1 e6 01 6d dd 16 0d a1 dd 56 0d a1 77 06 a1 e6 01 0c 3b 03 a1 01 0c 0c a1 e7 02 e2 84 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
68,1/S1021.DAT,0x48da6,28,True,42 31 4e 1c dd 0e 25 e6 01 dd 14 60 ab 42 24 42 31 4e 2f dd 1e 29 21 df 61 df 61 37,14 dd 5d 07 dd 02 a1 2c dd 86 09 b3 a1 09 58 36 a1 04 dd cb a1 40 8c 2c 21 21 21 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
69,1/S1022.DAT,0x4789a,15,True,41 32 4a 48 dd 0e 3a 2d 24 74 3e 20 33 4c 37,15 dd 49 a1 de 03 45 b3 a1 01 dd 87 99 41 21,OUTSIDE_TARGETED_OPCODE_PREDICATE
70,1/S1022.DAT,0x478dc,16,True,42 31 4e 1c dd 0e 25 e6 01 df 61 df 61 df 61 37,14 dd 5d 07 dd 02 a1 21 21 21 a1 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
71,1/S1022.DAT,0x47940,24,True,42 31 4e 1c dd 0e 25 e6 01 3b 27 46 38 24 1b 29 21 1e 27 26 1c 20 1b 3c,14 dd 5d 07 dd 02 a1 89 33 a1 dd e8 1e 06 a1 32 07 dd 03 a1 a1 a1 a1 a1,OUTSIDE_TARGETED_OPCODE_PREDICATE
