id,group,index,historical_korean,pointer_offset,original_pointer,current_pointer,japanese,current_korean,unknown_codes,original_hex,current_hex,storage_class,empty_original,empty_current,review_status
ui_pointer:781C4,ui_system_v39,,어느 카드를 사용하시겠습니까?,0x781C4,0x8019294C,0x8019B51C,どちらのカートをつかいますか？,어느 카드를 사용하시겠습니까?,,54 4B 33 1C BC 31 95 2F 45 20 1B 27 2B 20 3C,14 4D A1 DD 38 17 36 A1 34 DD 1A 19 29 54 2D 07 3B D1,text,False,False,PENDING
ui_pointer:781C8,ui_system_v39,,메모리 카드를 초기화하시겠습니까?,0x781C8,0x8019295C,0x8019C5B2,メモリーカートをフ<N:｣:13>ーマットしますか？,메모리 카드를 초기화하시겠습니까?,,78 5F 6B 31 BC 31 95 2F A6 DE B4 31 64 82 5C 1E 27 2B 20 3C,DD 2C 55 2E A1 DD 38 17 36 A1 39 24 DD 83 19 29 54 2D 07 3B D1,text,False,False,PENDING
ui_pointer:781CC,ui_system_v39,,메모리 카드가 가득합니다. 계속하시겠습니까?,0x781CC,0x80192974,0x8019B394,メモリーカートがいつっいですがゲームをつづけますか？,메모리 카드가 가득합니다. 계속하시겠습니까?,,78 5F 6B 31 BC 31 95 2A 1B 29 75 1B 30 2B 2A DD 4D 31 D8 2F 45 DD F9 49 27 2B 20 3C,DD 2C 55 2E A1 DD 38 17 0C A1 0C DE A9 DD 1D 07 01 21 A1 DD 11 DD 5F 19 29 54 2D 07 3B D1,text,False,False,PENDING
ui_pointer:781D0,ui_system_v39,,쓰지 않는 데이터를 지우거나 다른 카드를 넣으세요,0x781D0,0x80192994,0x8019B3B3,いらないフ<N:=:12><N:｣:11>ルをけすか、ベつのカートをセットしてください,쓰지 않는 데이터를 지우거나 다른 카드를 넣으세요,,1B 33 1D 1B A6 DE 4E 65 53 2F 49 2B 20 24 DD 35 45 1C BC 31 95 2F DD 60 82 5C 1E 21 3E 35 3A 1B,DD 85 04 A1 78 06 A1 81 03 02 36 A1 04 3D 32 1E A1 01 DD BF A1 DD 38 17 36 A1 6F 4E 8C 2C,text,False,False,PENDING
ui_pointer:78220,ui_system_v39,,메모리 카드를 확인하고 있습니다,0x78220,0x801929D4,0x8019C5DD,メモリーカートをチ<N:±:6>ックしています,메모리 카드를 확인하고 있습니다,,78 5F 6B 31 BC 31 95 2F 6C DF 5D 82 4E 1E 21 1B 27 2B,DD 2C 55 2E A1 DD 38 17 36 A1 DE 2B 35 19 1C A1 1F 2D 07 01,text,False,False,PENDING
ui_pointer:78224,ui_system_v39,,메모리 카드를 초기화하고 있습니다,0x78224,0x801929E8,0x8019C59C,メモリーカートをフ<N:｣:13>ーマットしています,메모리 카드를 초기화하고 있습니다,,78 5F 6B 31 BC 31 95 2F A6 DE B4 31 64 82 5C 1E 21 1B 27 2B,DD 2C 55 2E A1 DD 38 17 36 A1 39 24 DD 83 19 1C A1 1F 2D 07 01,text,False,False,PENDING
ui_pointer:78228,ui_system_v39,,데이터를 저장하고 있습니다,0x78228,0x80192A00,0x8019B804,データをセーフしています,데이터를 저장하고 있습니다,,81 31 62 2F DD 60 31 C9 1E 21 1B 27 2B,81 03 02 36 A1 DD 24 56 19 1C A1 1F 2D 07 01,text,False,False,PENDING
ui_pointer:7822C,ui_system_v39,,데이터를 불러오고 있습니다,0x7822C,0x80192A10,0x8019B7F4,データをロートしています,데이터를 불러오고 있습니다,,81 31 62 2F A2 31 95 1E 21 1B 27 2B,81 03 02 36 A1 DD 13 20 46 1C A1 1F 2D 07 01,text,False,False,PENDING
equipment_name:0,equipment_name,0,불꽃의 수호,0x804A4,0x8019AA24,0x8019BAE2,炎の守り,불꽃의 수호,,BF 1C DD 1E 39,DD 13 DD 8C 0F A1 50 95,text,False,False,PENDING
equipment_name:1,equipment_name,1,얼음의 수호,0x804A8,0x8019AA2C,0x8019BE35,氷の守り,얼음의 수호,,DF 14 1C DD 1E 39,DE 93 8D 0F A1 50 95,text,False,False,PENDING
equipment_name:2,equipment_name,2,안티 헤모지,0x804AC,0x8019AA34,0x8019BAB5,アンチへモジー,안티 헤모지,,42 34 6C DD 3B 5F 7F 31,94 DF 51 A1 DD C3 55 04,text,False,False,PENDING
equipment_name:3,equipment_name,3,치유의 부적,0x804B0,0x8019AA40,0x8019BAF4,いやしのお守り,치유의 부적,,1B 40 1E 1C 3B DD 1E 39,DD 1F 8A 0F A1 6C DD 09,text,False,False,PENDING
equipment_name:4,equipment_name,4,비단 허리띠,0x804B4,0x8019AA4C,0x8019AC16,きぬのおび,비단 허리띠,,44 DD 4F 1C 3B 99,DD 06 DD 35 A1 DE 48 2E DE 7A,text,False,False,PENDING
equipment_name:5,equipment_name,5,마법 카드,0x804B8,0x8019AA54,0x8019BCD5,魔法のカート,마법 카드,,DD 1B DD 51 1C BC 31 95,45 DD 37 A1 DD 38 17,text,False,False,PENDING
equipment_name:6,equipment_name,6,수면 방지 카드,0x804BC,0x8019AA60,0x8019ABEA,スリー<N:フ:11><N:リ:12>スカート,수면 방지 카드,,47 6B 31 DD 55 6F 47 BC 31 95,50 3A A1 DD 29 04 A1 DD 38 17,text,False,False,PENDING
equipment_name:7,equipment_name,7,파워 암,0x804C0,0x8019AA6C,0x8019BDD5,パワーアーム,파워 암,,A3 DD A0 31 42 31 D8,DD 7B DD 68 A1 DF 6C,text,False,False,PENDING
equipment_name:8,equipment_name,8,카이저 글러브,0x804C4,0x8019AA74,0x8019AAE4,カ<N:｣:11><N:ザ:8>ー<N:ク:12>ローフ,카이저 글러브,,BC 65 DD C8 31 80 A2 31 C9,DD 38 03 DD 24 A1 DE 1A 20 DD C8,text,False,False,PENDING
equipment_name:9,equipment_name,9,환상의 장갑,0x804C8,0x8019AA80,0x8019BB57,幻のこて,환상의 장갑,,DD F2 1C 2E 21,DD 65 8B 0F A1 56 DE 0C,text,False,False,PENDING
equipment_name:10,equipment_name,10,선글라스,0x804CC,0x8019AA88,0x8019AE22,サン<N:ク:12>ラス,선글라스,,77 34 80 57 47,DD 53 DE 1A 8F 30,text,False,False,PENDING
equipment_name:11,equipment_name,11,명중의 두루마리,0x804D0,0x8019AA90,0x8019C81F,当て方の絵巻,명중의 두루마리,,DD 42 21 C4 1C DE F7 DE F6,DD 34 DD 73 0F A1 DD 21 DD 42 45 2E,text,False,False,PENDING
equipment_name:12,equipment_name,12,투척의 두루마리,0x804D4,0x8019AA9C,0x8019C839,ぶん投げの絵巻,투척의 두루마리,,CA 2D DE 04 9C 1C DE F7 DE F6,DD 39 DF 93 0F A1 DD 21 DD 42 45 2E,text,False,False,PENDING
equipment_name:13,equipment_name,13,신의 주먹,0x804D8,0x8019AAA8,0x8019BEEF,神のこぶし,신의 주먹,,DD 2F 1C 2E CA 1E,3E 0F A1 40 DE 66,text,False,False,PENDING
equipment_name:14,equipment_name,14,바이올렛 레이저,0x804DC,0x8019AAB0,0x8019C7F8,バ<N:｣:11>オ<N:リ:12>ット<N:リ:12>ーサー,바이올렛 레이저,,AF 65 8F 6F 82 5C 6F 31 77 31,DD 08 03 99 DF 2C A1 DD 66 03 DD 24,text,False,False,PENDING
equipment_name:15,equipment_name,15,목걸이,0x804E0,0x8019AABC,0x8019AF1A,<N:ネ:13>ック<N:リ:12>ス,목걸이,,DD C6 82 4E 6F 47,DD 33 DD 8E 03,text,False,False,PENDING
equipment_name:16,equipment_name,16,염주,0x804E4,0x8019AAC4,0x8019B087,じ<N:ぃ:20>す,염주,,4A DE 20 8C,DF 89 40,text,False,False,PENDING
equipment_name:17,equipment_name,17,장로의 머리띠,0x804E8,0x8019AACC,0x8019C072,長老のはちまき,장로의 머리띠,,D4 A8 1C 28 4B 27 44,56 D5 0F A1 DD 5D 2E DE 7A,text,False,False,PENDING
equipment_name:18,equipment_name,18,질풍의 반다나,0x804EC,0x8019AAD4,0x8019BFF4,しつ<N:ぷ:23>うのバンダナ,질풍의 반다나,,1E 29 DE B5 26 1C AF 34 67 7C,DD AA DE 2E 0F A1 DD 46 01 1E,text,False,False,PENDING
equipment_name:19,equipment_name,19,하이퍼 부츠,0x804F0,0x8019AAE0,0x8019C26E,<N:ハ:12><N:｣:11>パーフーツ,하이퍼 부츠,,DD A2 65 A3 31 C9 31 DF 01,19 03 DE 78 A1 6C DE CD,text,False,False,PENDING
equipment_name:20,equipment_name,20,임시 신발,0x804F4,0x8019AAEC,0x8019BDED,まにあわせのくつ,임시 신발,,27 23 3F 43 59 1C 3E 45,DD C2 29 A1 3E DD 0E,text,False,False,PENDING
equipment_name:21,equipment_name,21,팔찌 1,0x804F8,0x8019AAF8,0x8019AE37,フ<N:リ:12>ス<N:リ:12>ット,팔찌 1,,C9 6F 47 6F 82 5C,DD 6C DE 56 A1 4A,text,False,False,PENDING
equipment_name:22,equipment_name,22,팔찌 2,0x804FC,0x8019AB00,0x8019AE30,フ<N:リ:12>ス<N:リ:12>ット,팔찌 2,,C9 6F 47 6F 82 5C,DD 6C DE 56 A1 0B,text,False,False,PENDING
equipment_name:23,equipment_name,23,기술의 팔찌,0x80500,0x8019AB08,0x8019C036,技のフ<N:リ:12>ス<N:リ:12>ット,기술의 팔찌,,DD 4C 1C C9 6F 47 6F 82 5C,24 DD E5 0F A1 DD 6C DE 56,text,False,False,PENDING
equipment_name:24,equipment_name,24,여신의 기도,0x80504,0x8019AB14,0x8019BEB0,女神のいのり,여신의 기도,,DE 6B DD 2F 1C 1B 1C 39,1A 3E 0F A1 24 33,text,False,False,PENDING
equipment_name:25,equipment_name,25,파워 리스트,0x80508,0x8019AB20,0x8019C19E,パワーリスト,파워 리스트,,A3 DD A0 31 6B 47 5C,DD 7B DD 68 A1 2E 30 DD 5B,text,False,False,PENDING
equipment_name:26,equipment_name,26,데일의 이빨,0x8050C,0x8019AB28,0x8019BD35,デ<N:ｲ:6>ールの<N:牙:4>,데일의 이빨,,81 DD 03 31 53 1C DE B0,81 6B 0F A1 03 DE 20,text,False,False,PENDING
equipment_name:27,equipment_name,27,환수의 이빨,0x80510,0x8019AB34,0x8019BB4E,幻獣の<N:牙:4>,환수의 이빨,,DD F2 DE 6E 1C DE B0,DD 65 50 0F A1 03 DE 20,text,False,False,PENDING
equipment_name:28,equipment_name,28,바닷바람의 선율,0x80514,0x8019AB3C,0x8019B8B1,しおかぜの調ベ,바닷바람의 선율,,1E 3B 20 A7 1C DD 86 DD 35,DD 08 DF 1F DD 08 DD 22 0F A1 DD 53 DE A6,text,False,False,PENDING
equipment_name:29,equipment_name,29,조개껍데기,0x80518,0x8019AB48,0x8019BD75,<N:貝:2>がら,조개껍데기,,DF 50 2A 33,90 DD B4 DF 18 81 24,text,False,False,PENDING
equipment_name:30,equipment_name,30,유니콘의 뿔,0x8051C,0x8019AB50,0x8019C334,一角獣の角,유니콘의 뿔,,8E DE 7C DE 6E 1C DE 7C,8A 07 DE 96 0F A1 DE E1,text,False,False,PENDING
equipment_name:31,equipment_name,31,비극의 안경,0x80520,0x8019AB5C,0x8019BAC7,<N:悲:5>劇のめがね,비극의 안경,,DD BA DE 15 1C 51 2A 4C,DD 06 DF 17 0F A1 94 68,text,False,False,PENDING
equipment_name:32,equipment_name,32,거울,0x80524,0x8019AB68,0x8019B02B,鏡,거울,,DD AE,32 DD 92,text,False,False,PENDING
equipment_name:33,equipment_name,33,고대의 반지,0x80528,0x8019AB6C,0x8019BC4D,古代の<N:ｴ:24>びわ,고대의 반지,,DD 69 DD A8 1C DD 04 99 43,1C 37 0F A1 DD 46 04,text,False,False,PENDING
equipment_name:34,equipment_name,34,환상의 반지,0x8052C,0x8019AB78,0x8019BB60,幻の<N:ｴ:24>びわ,환상의 반지,,DD F2 1C DD 04 99 43,DD 65 8B 0F A1 DD 46 04,text,False,False,PENDING
equipment_name:35,equipment_name,35,마도의 반지,0x80530,0x8019AB80,0x8019BCA5,魔導の<N:ｴ:24>びわ,마도의 반지,,DD 1B DE 03 1C DD 04 99 43,45 33 0F A1 DD 46 04,text,False,False,PENDING
equipment_name:36,equipment_name,36,장난감 반지,0x80534,0x8019AB8C,0x8019C07C,おもちゃの<N:ｴ:24>びわ,장난감 반지,,3B 38 4B 48 1C DD 04 99 43,56 DD 6A DD 77 A1 DD 46 04,text,False,False,PENDING
equipment_name:37,equipment_name,37,독막이 반지,0x80538,0x8019AB98,0x8019C248,<N:毒:1>よけの<N:ｴ:24>びわ,독막이 반지,,DD CF 3D 49 1C DD 04 99 43,DF 22 DD AB 03 A1 DD 46 04,text,False,False,PENDING
equipment_name:38,equipment_name,38,환상의 방패,0x8053C,0x8019ABA4,0x8019C158,幻の盾,환상의 방패,,DD F2 1C DE DB,DD 65 8B 0F A1 DD 29 DE D7,text,False,False,PENDING
equipment_name:39,equipment_name,39,전사의 수호,0x80540,0x8019ABAC,0x8019ADAB,戦士の守り,전사의 수호,,63 68 1C DD 1E 39,4F 34 0F A1 50 95,text,False,False,PENDING
equipment_name:40,equipment_name,40,장로의 방패,0x80544,0x8019ABB4,0x8019C307,長老の盾,장로의 방패,,D4 A8 1C DE DB,56 D5 0F A1 DD 29 DE D7,text,False,False,PENDING
equipment_name:41,equipment_name,41,강력한 지팡이,0x80548,0x8019ABBC,0x8019AC4D,強力な<N:杖:1>,강력한 지팡이,,DD 19 61 1D DF 32,DD 28 DD 2B 53 A1 04 DF 52 03,text,False,False,PENDING
equipment_name:42,equipment_name,42,지옥의 스누프,0x8054C,0x8019ABC4,0x8019AB5B,じごくのスニー<N:フ:11>,지옥의 스누프,,4A 79 3E 1C 47 D1 31 DD 55,04 DE 39 0F A1 30 DD 55 DD 9D,text,False,False,PENDING
equipment_name:43,equipment_name,43,왕의 상,0x80550,0x8019ABD0,0x8019AF9B,王様の像,왕의 상,,5D CB 1C DE 64,6A 0F A1 8B,text,False,False,PENDING
equipment_name:44,equipment_name,44,매의 상,0x80554,0x8019ABD8,0x8019AF4A,たかの像,매의 상,,1F 20 1C DE 64,DD C9 0F A1 8B,text,False,False,PENDING
equipment_name:45,equipment_name,45,가짜 상,0x80558,0x8019ABE0,0x8019AE96,まがいの像,모조상,,27 2A 1B 1C DE 64,55 90 8B,text,False,False,PENDING
equipment_name:46,equipment_name,46,단검,0x8055C,0x8019ABE8,0x8019AFD7,たん剣,단검,,1F 2D DD 8D,DD 35 DD A1,text,False,False,PENDING
equipment_name:47,equipment_name,47,환상의 검,0x80560,0x8019ABF0,0x8019BDBD,幻の剣,환상의 검,,DD F2 1C DD 8D,DD 65 8B 0F A1 DD A1,text,False,False,PENDING
equipment_name:48,equipment_name,48,리라의 머리장식,0x80564,0x8019ABF8,0x8019ABC9,<N:リ:12><N:｣:11>ラのかみか<N:ざ:2>り,리라의 머리장식,,6F 65 57 1C 20 6D 20 DD 3D 39,2E 8F 0F A1 DD 5D 2E 56 DD B5,text,False,False,PENDING
equipment_name:49,equipment_name,49,요동치는 보석,0x80568,0x8019AC04,0x8019ABBE,乱れる宝石,요동치는 보석,,DE 54 32 22 DD C9 94,2C DD 32 DD 1F 06 A1 60 DD 8B,text,False,False,PENDING
equipment_name:50,equipment_name,50,아머 스톤,0x8056C,0x8019AC0C,0x8019BC25,アーマーストーン,아머 스톤,,42 31 64 31 47 5C 31 34,09 DD 5D A1 30 DD 9A,text,False,False,PENDING
equipment_name:51,equipment_name,51,로맨싱 스톤,0x80570,0x8019AC18,0x8019C0C2,ロマンシン<N:ク:12>ストーン,로맨싱 스톤,,A2 64 34 60 34 80 47 5C 31 34,D5 DE 08 DE 26 A1 30 DD 9A,text,False,False,PENDING
equipment_name:52,equipment_name,52,로맨싱 스톤,0x80574,0x8019AC24,0x8019C0C2,ロマンシン<N:ク:12>ストーン,로맨싱 스톤,,A2 64 34 60 34 80 47 5C 31 34,D5 DE 08 DE 26 A1 30 DD 9A,text,False,False,PENDING
equipment_name:53,equipment_name,53,로맨싱 스톤,0x80578,0x8019AC30,0x8019C0C2,ロマンシン<N:ク:12>ストーン,로맨싱 스톤,,A2 64 34 60 34 80 47 5C 31 34,D5 DE 08 DE 26 A1 30 DD 9A,text,False,False,PENDING
equipment_name:54,equipment_name,54,로맨싱 스톤,0x8057C,0x8019AC3C,0x8019C0C2,ロマンシン<N:ク:12>ストーン,로맨싱 스톤,,A2 64 34 60 34 80 47 5C 31 34,D5 DE 08 DE 26 A1 30 DD 9A,text,False,False,PENDING
equipment_name:55,equipment_name,55,태양의 거울,0x80580,0x8019AC48,0x8019C1DA,太陽の<N:げ:26>うし,태양의 거울,,DD A9 DF 07 1C D2 26 1E,DD D2 DD 82 0F A1 32 DD 92,text,False,False,PENDING
equipment_name:56,equipment_name,56,압화 책,0x80584,0x8019AC54,0x8019BE4D,おし花の本,압화 책,,3B 1E DE 1B 1C 92,DF 6D DD 83 A1 DE 43,text,False,False,PENDING
equipment_name:57,equipment_name,57,클라우스의 책,0x80588,0x8019AC5C,0x8019C1F8,クラウ<N:ｲ:6>スの本,클라우스의 책,,4E 57 DD 39 DD 03 47 1C 92,DE 01 8F 3D 30 0F A1 DE 43,text,False,False,PENDING
equipment_name:58,equipment_name,58,음악집,0x8058C,0x8019AC68,0x8019AEF6,音楽集,음악집,,DE F9 DD DF DD 5A,8D DD EB DD E2,text,False,False,PENDING
equipment_name:59,equipment_name,59,라크의 문장,0x80590,0x8019AC70,0x8019BD6D,ラークの紋章,라크의 문장,,57 31 4E 1C DE 56 DE 34,8F 58 0F A1 DD AF 56,text,False,False,PENDING
equipment_name:60,equipment_name,60,유카리의 문장,0x80594,0x8019AC7C,0x8019C0AE,<N:ｴ:24>かりの紋章,유카리의 문장,,DD 04 20 39 1C DE 56 DE 34,8A DD 38 2E 0F A1 DD AF 56,text,False,False,PENDING
equipment_name:61,equipment_name,61,포니의 문장,0x80598,0x8019AC88,0x8019BB72,フ<N:リ:12><N:｣:11>の紋章,포니의 문장,,A6 6F 65 1C DE 56 DE 34,DD 78 07 0F A1 DD AF 56,text,False,False,PENDING
equipment_name:62,equipment_name,62,용자의 증표,0x8059C,0x8019AC94,0x8019C0F4,勇者の証,용자의 증표,,DD 47 7E 1C DE 0C,DD 1A 28 0F A1 DE 09 DD 8A,text,False,False,PENDING
equipment_name:63,equipment_name,63,?????,0x805A0,0x8019AC9C,0x8019AF08,？？？？？,?????,,3C 3C 3C 3C 3C,D1 D1 D1 D1 D1,text,False,False,PENDING
equipment_description:0,equipment_description,0,화염 공격 피해 감소,0x80A94,0x8019ADA4,0x801FF5EC,炎系の攻撃に強くなります,불 계열 공격에 강함,,BF DE ED 1C D0 B1 23 DD 19 3E 1D 39 27 2B,DD 13 A1 DD 11 DD 89 A1 DD 10 DD 0A 0E A1 DD 28 DD CF,text,False,False,PENDING
equipment_description:1,equipment_description,1,냉기 공격 피해 감소,0x80A98,0x8019ADB4,0x801FF5FF,水系の攻撃に強くなります,물 계열 공격에 강함,,B8 DE ED 1C D0 B1 23 DD 19 3E 1D 39 27 2B,6D A1 DD 11 DD 89 A1 DD 10 DD 0A 0E A1 DD 28 DD CF,text,False,False,PENDING
equipment_description:2,equipment_description,2,헤모지 방지,0x80A9C,0x8019ADC4,0x8019BBA8,<N:ｌ:5>へモジーへを回避します,헤모지 방지,,5B DD 3B 5F 7F 31 5A 2F 9E DD 96 1E 27 2B,DD C3 55 04 A1 DD 29 04,text,False,False,PENDING
equipment_description:3,equipment_description,3,회복 효과 증가,0x80AA0,0x8019ADD4,0x801FF611,自分の<N:Π:10><N:Ｐ:10>の回復量が大きくなります,자신의 체력 회복량 증가,,A4 B2 1C DD FA DD 90 1C 9E DD 2C DD 46 2A 50 44 3E 1D 39 27 2B,28 3E 0F A1 DD 90 DD 2B A1 7A DD 9F D2 A1 DE 09 0C,text,False,False,PENDING
equipment_description:4,equipment_description,4,획득 경험치 2배,0x80AA4,0x8019ADEC,0x8019B947,戦闘で入る経験値が2倍になります,획득 경험치 2배,,63 93 30 86 22 DD DE DE 75 DD D2 2A 13 DF 17 23 1D 39 27 2B,DE 79 DE A9 A1 68 DD 54 DD 1F A1 0B DD 93,text,False,False,PENDING
equipment_description:5,equipment_description,5,마력 10% 상승,0x80AA8,0x8019AE04,0x8019AA54,魔力が10<N:X:20>上昇します,마력 10% 상승,,DD 1B 61 2A 12 11 06 B9 DD 59 1E 27 2B,45 DD 2B A1 4A 91 DD B8 A1 8B 69,text,False,False,PENDING
equipment_description:6,equipment_description,6,수면 방지,0x80AAC,0x8019AE14,0x8019ADB9,<N:ｌ:5><N:眠:5>りへを回避します,수면 방지,,5B DD B9 39 5A 2F 9E DD 96 1E 27 2B,50 3A A1 DD 29 04,text,False,False,PENDING
equipment_description:7,equipment_description,7,촌가라 방어력 30% 상승,0x80AB0,0x8019AE24,0x801FF623,防御力が30<N:X:20>上昇します（チョン<N:力:5>ラ）,촌가라의 방어력|30% 상승,,DD A6 DD AD 61 2A 14 11 06 B9 DD 59 1E 27 2B 09 6C 69 34 DD 02 57 0A,96 0C 8F 0F A1 DD 29 14 DD 2B E6 01 27 91 DD B8 A1 8B 69,text,False,False,PENDING
equipment_description:8,equipment_description,8,던지기 레벨 +1,0x80AB4,0x8019AE3C,0x8019AAA8,<N:ｌ:5>投げるへが<N:リ:12>ベル1になります,던지기 레벨 1,,5B DE 04 9C 22 5A 2A 6F DD B4 53 12 23 1D 39 27 2B,DD 25 04 24 A1 DD 66 DD EF A1 4A,text,False,False,PENDING
equipment_description:9,equipment_description,9,공격력 50% 상승,0x80AB8,0x8019AE50,0x8019B8ED,攻撃力が<N:ｃ:12>0<N:X:20>上昇します,공격력 50% 상승,,D0 B1 61 2A 16 11 06 B9 DD 59 1E 27 2B,DD 10 DD 0A DD 2B A1 9E 91 DD B8 A1 8B 69,text,False,False,PENDING
equipment_description:10,equipment_description,10,암흑 방지,0x80ABC,0x8019AE60,0x8019BC14,<N:ｌ:5>暗闇へを回避します,암흑 방지,,5B DE B3 DE B2 5A 2F 9E DD 96 1E 27 2B,DF 6C DF 59 A1 DD 29 04,text,False,False,PENDING
equipment_description:11,equipment_description,11,명중률 상승,0x80AC0,0x8019AE70,0x801FF637,攻撃が<N:非:1>常に当たりやすくなります,공격이 매우 잘 명중함,,D0 B1 2A DE 5A DE 68 23 DD 42 1F 39 40 2B 3E 1D 39 27 2B,DD 10 DD 0A 03 A1 DD C9 3D A1 DD 4F A1 DD 34 DD 73 DD CF,text,False,False,PENDING
equipment_description:12,equipment_description,12,던지기가 강력 투척으로 변화,0x80AC4,0x8019AE84,0x8019C586,<N:ｌ:5>投げるへが<N:ｌ:5>ぶん投げるへになります,던지기가 강력 투척으로 변화,,5B DE 04 9C 22 5A 2A 5B CA 2D DE 04 9C 22 5A 23 1D 39 27 2B,DD 25 04 24 0C A1 DD 28 DD 2B A1 DD 39 DF 93 4E D5 A1 80 DD 83,text,False,False,PENDING
equipment_description:13,equipment_description,13,특정 적에게 추가 피해,0x80AC8,0x8019AE9C,0x8019B6F1,攻撃が特定の敵に強くなります,특정 적에게 추가 피해,,D0 B1 2A DE 96 DD 97 1C BD 23 DD 19 3E 1D 39 27 2B,DE 3A 31 A1 DD 09 0E 41 A1 DF 95 0C A1 DD 3C 2B,text,False,False,PENDING
equipment_description:14,equipment_description,14,공격이 반드시 명중,0x80ACC,0x8019AEB0,0x8019B834,攻撃が必す当たるようになります,공격이 반드시 명중,,D0 B1 2A DD CC 8C DD 42 1F 22 3D 26 23 1D 39 27 2B,DD 10 DD 0A 03 A1 DD 46 17 29 A1 DD 34 DD 73,text,False,False,PENDING
equipment_description:15,equipment_description,15,레벨업 시 최대 체력 증가량 상승,0x80AD0,0x8019AEC4,0x8019B43F,<N:リ:12>ベルアッ<N:フ:11>時に<N:Π:10><N:Ｐ:10>の伸びが大きくなります,레벨업 시 최대 체력 증가량 상승,,6F DD B4 53 42 82 DD 55 CF 23 DD FA DD 90 1C DF 31 99 2A 50 44 3E 1D 39 27 2B,DD 66 DD EF DE 9E A1 29 A1 DE 27 37 A1 DD 90 DD 2B A1 DE 09 0C D2 A1 8B 69,text,False,False,PENDING
equipment_description:16,equipment_description,16,고겐 마력 30% 상승,0x80AD4,0x8019AEE0,0x8019B7B4,魔力が30<N:X:20>上昇します （<N:ニ:13>ーゲン）,고겐 마력 30% 상승,,DD 1B 61 2A 14 11 06 B9 DD 59 1E 27 2B 01 09 DD 3C 31 DD 4D 34 0A,1C DD A9 A1 45 DD 2B A1 27 91 DD B8 A1 8B 69,text,False,False,PENDING
