table_key,table_label,index,pointer_offset,string_offset,encoded_length,slot_size,free_bytes_in_slot,japanese
equipment_name,장비 이름,47,0x80560,0x803F0,5,8,2,幻の剣
equipment_name,장비 이름,48,0x80564,0x803F8,10,12,1,<N:リ:12><N:｣:11>ラのかみか<N:ざ:2>り
equipment_name,장비 이름,49,0x80568,0x80404,7,8,0,乱れる宝石
equipment_name,장비 이름,50,0x8056C,0x8040C,8,12,3,アーマーストーン
equipment_name,장비 이름,51,0x80570,0x80418,10,12,1,ロマンシン<N:ク:12>ストーン
equipment_name,장비 이름,52,0x80574,0x80424,10,12,1,ロマンシン<N:ク:12>ストーン
equipment_name,장비 이름,53,0x80578,0x80430,10,12,1,ロマンシン<N:ク:12>ストーン
equipment_name,장비 이름,54,0x8057C,0x8043C,10,12,1,ロマンシン<N:ク:12>ストーン
equipment_name,장비 이름,55,0x80580,0x80448,8,12,3,太陽の<N:げ:26>うし
equipment_name,장비 이름,56,0x80584,0x80454,6,8,1,おし花の本
equipment_name,장비 이름,57,0x80588,0x8045C,9,12,2,クラウ<N:ｲ:6>スの本
equipment_name,장비 이름,58,0x8058C,0x80468,6,8,1,音楽集
equipment_name,장비 이름,59,0x80590,0x80470,8,12,3,ラークの紋章
equipment_name,장비 이름,60,0x80594,0x8047C,9,12,2,<N:ｴ:24>かりの紋章
equipment_name,장비 이름,61,0x80598,0x80488,8,12,3,フ<N:リ:12><N:｣:11>の紋章
equipment_name,장비 이름,62,0x8059C,0x80494,6,8,1,勇者の証
equipment_name,장비 이름,63,0x805A0,0x8049C,5,8,2,？？？？？
equipment_description,장비 설명,0,0x80A94,0x805A4,14,16,1,炎系の攻撃に強くなります
equipment_description,장비 설명,1,0x80A98,0x805B4,14,16,1,水系の攻撃に強くなります
equipment_description,장비 설명,2,0x80A9C,0x805C4,14,16,1,<N:ｌ:5>へモジーへを回避します
equipment_description,장비 설명,3,0x80AA0,0x805D4,21,24,2,自分の<N:Π:10><N:Ｐ:10>の回復量が大きくなります
equipment_description,장비 설명,4,0x80AA4,0x805EC,20,24,3,戦闘で入る経験値が2倍になります
equipment_description,장비 설명,5,0x80AA8,0x80604,13,16,2,魔力が10<N:X:20>上昇します
equipment_description,장비 설명,6,0x80AAC,0x80614,12,16,3,<N:ｌ:5><N:眠:5>りへを回避します
equipment_description,장비 설명,7,0x80AB0,0x80624,23,24,0,防御力が30<N:X:20>上昇します（チョン<N:力:5>ラ）
equipment_description,장비 설명,8,0x80AB4,0x8063C,17,20,2,<N:ｌ:5>投げるへが<N:リ:12>ベル1になります
equipment_description,장비 설명,9,0x80AB8,0x80650,13,16,2,攻撃力が<N:ｃ:12>0<N:X:20>上昇します
equipment_description,장비 설명,10,0x80ABC,0x80660,13,16,2,<N:ｌ:5>暗闇へを回避します
equipment_description,장비 설명,11,0x80AC0,0x80670,19,20,0,攻撃が<N:非:1>常に当たりやすくなります
equipment_description,장비 설명,12,0x80AC4,0x80684,20,24,3,<N:ｌ:5>投げるへが<N:ｌ:5>ぶん投げるへになります
equipment_description,장비 설명,13,0x80AC8,0x8069C,17,20,2,攻撃が特定の敵に強くなります
equipment_description,장비 설명,14,0x80ACC,0x806B0,17,20,2,攻撃が必す当たるようになります
equipment_description,장비 설명,15,0x80AD0,0x806C4,26,28,1,<N:リ:12>ベルアッ<N:フ:11>時に<N:Π:10><N:Ｐ:10>の伸びが大きくなります
equipment_description,장비 설명,16,0x80AD4,0x806E0,22,24,1,魔力が30<N:X:20>上昇します （<N:ニ:13>ーゲン）
equipment_description,장비 설명,17,0x80AD8,0x806F8,14,16,1,攻撃が当たりやすくなります
equipment_description,장비 설명,18,0x80ADC,0x80708,14,16,1,すばやさが10<N:X:20>上昇します
equipment_description,장비 설명,19,0x80AE0,0x80718,14,16,1,すばやさが30<N:X:20>上昇します
equipment_description,장비 설명,20,0x80AE4,0x80728,18,20,1,<N:ｌ:5>ジャン<N:フ:11>へが<N:リ:12>ベル1になります
equipment_description,장비 설명,21,0x80AE8,0x8073C,11,12,0,反撃しやすくなります
equipment_description,장비 설명,22,0x80AEC,0x80748,19,20,0,<N:ｌ:5>受け取るへが<N:リ:12>ベル1になります
equipment_description,장비 설명,23,0x80AF0,0x8075C,22,24,1,<N:ｌ:5>受け取るへが<N:ｌ:5>投げ返すへになります
equipment_description,장비 설명,24,0x80AF4,0x80774,21,24,2,半分の<N:∪:20><N:Ｐ:10>で能力を使用できます
equipment_description,장비 설명,25,0x80AF8,0x8078C,13,16,2,攻撃力が30<N:X:20>上昇します
equipment_description,장비 설명,26,0x80AFC,0x8079C,21,24,2,反撃ダメージが大きくなります（<N:｣:11>ー<N:力:5>）
equipment_description,장비 설명,27,0x80B00,0x807B4,13,16,2,効果はわかつていません
equipment_description,장비 설명,28,0x80B04,0x807C4,26,28,1,行動する度まわりの<N:午:15>ャラを回復します（ククル）
equipment_description,장비 설명,29,0x80B08,0x807E0,18,20,1,敵がア<N:｣:11>テムを落としやすくなります
equipment_description,장비 설명,30,0x80B0C,0x807F4,17,20,2,敵を倒すとほ<N:げ:26>ア<N:｣:11>テムが出ます
equipment_description,장비 설명,31,0x80B10,0x80808,13,16,2,効果はわかつていません
equipment_description,장비 설명,32,0x80B14,0x80818,12,16,3,<N:ｌ:5>石化へを回避します
equipment_description,장비 설명,33,0x80B18,0x80828,19,20,0,効果はわかつていません （アーク）
equipment_description,장비 설명,34,0x80B1C,0x8083C,13,16,2,魔力が<N:ｃ:12>0<N:X:20>上昇します
equipment_description,장비 설명,35,0x80B20,0x8084C,13,16,2,魔力が30<N:X:20>上昇します
equipment_description,장비 설명,36,0x80B24,0x8085C,31,32,0,<N:ｌ:5>向き直りの笛への効果が<N:∪:20><N:∧:11><N:Ｐ:10>全体（ポニ）
equipment_description,장비 설명,37,0x80B28,0x8087C,11,12,0,<N:ｌ:5><N:毒:1>へを回避します
equipment_description,장비 설명,38,0x80B2C,0x80888,15,16,0,防御力が<N:ｃ:12>0<N:X:20>上昇します
equipment_description,장비 설명,39,0x80B30,0x80898,15,16,0,防御力が30<N:X:20>上昇します
equipment_description,장비 설명,40,0x80B34,0x808A8,12,16,3,防御しやすくなります
equipment_description,장비 설명,41,0x80B38,0x808B8,21,24,2,攻撃力が<N:７:11>0<N:X:20>上昇します（<N:ニ:13>ーゲン）
equipment_description,장비 설명,42,0x80B3C,0x808D0,27,28,0,<N:ｌ:5>心<N:眼:3>法への<N:乾:16>囲が広くなります（<N:｣:11>ー<N:力:5>）
equipment_description,장비 설명,43,0x80B40,0x808EC,31,32,0,召喚<N:午:15>ャラの経験値が自分に入ります（チョン<N:力:5>ラ）
equipment_description,장비 설명,44,0x80B44,0x8090C,13,16,2,<N:ｌ:5>沈黙へを回避します
equipment_description,장비 설명,45,0x80B48,0x8091C,13,16,2,攻撃を避けやすくなります
equipment_description,장비 설명,46,0x80B4C,0x8092C,13,16,2,攻撃力が10<N:X:20>上昇します
equipment_description,장비 설명,47,0x80B50,0x8093C,24,28,3,<N:与:3>えるダメージの当たりはすれが大きくなります
equipment_description,장비 설명,48,0x80B54,0x80958,29,32,2,復活魔法で<N:Π:10><N:Ｐ:10>最大で復活します（ククル）
equipment_description,장비 설명,49,0x80B58,0x80978,15,16,0,当たりはすれが大きくなります
equipment_description,장비 설명,50,0x80B5C,0x80988,15,16,0,防御力が10<N:X:20>上昇します
equipment_description,장비 설명,51,0x80B60,0x80998,13,16,2,効果はわかつていません
equipment_description,장비 설명,52,0x80B64,0x809A8,13,16,2,効果はわかつていません
equipment_description,장비 설명,53,0x80B68,0x809B8,13,16,2,効果はわかつていません
equipment_description,장비 설명,54,0x80B6C,0x809C8,13,16,2,効果はわかつていません
equipment_description,장비 설명,55,0x80B70,0x809D8,18,20,1,行動するたびに<N:Π:10><N:Ｐ:10>が回復します
equipment_description,장비 설명,56,0x80B74,0x809EC,25,28,2,攻撃が<N:非:1>常に当たりやすくなります（トッシュ）
equipment_description,장비 설명,57,0x80B78,0x80A08,19,20,0,全ステータスしょう害を回避します
equipment_description,장비 설명,58,0x80B7C,0x80A1C,18,20,1,魔力が30<N:X:20>上昇します （ポニ）
equipment_description,장비 설명,59,0x80B80,0x80A30,12,16,3,<N:ｌ:5>マ<N:ヒ:5>へを回避します
equipment_description,장비 설명,60,0x80B84,0x80A40,30,32,1,桜花雷爆斬でマ<N:ヒ:5>させることができます（トッシュ）
equipment_description,장비 설명,61,0x80B88,0x80A60,17,20,2,攻撃が特定の敵に強くなります
equipment_description,장비 설명,62,0x80B8C,0x80A74,23,24,0,行動するごとに<N:∪:20><N:Ｐ:10>が回復します（アーク）
equipment_description,장비 설명,63,0x80B90,0x80A8C,5,8,2,？？？？？
consumable_name,소비 아이템 이름,0,0x80C9C,0x80B94,4,8,3,ねばねば
consumable_name,소비 아이템 이름,1,0x80CA0,0x80B9C,7,8,0,やる気<N:г:23>リー
consumable_name,소비 아이템 이름,2,0x80CA4,0x80BA4,9,12,2,みなぎる果実
consumable_name,소비 아이템 이름,3,0x80CA8,0x80BB0,7,8,0,回復果物
consumable_name,소비 아이템 이름,4,0x80CAC,0x80BB8,7,8,0,しびれるりんご
consumable_name,소비 아이템 이름,5,0x80CB0,0x80BC0,1,4,2,石
consumable_name,소비 아이템 이름,6,0x80CB4,0x80BC4,5,8,2,<N:リ:12>ニの草
consumable_name,소비 아이템 이름,7,0x80CB8,0x80BCC,4,8,3,薬草
consumable_name,소비 아이템 이름,8,0x80CBC,0x80BD4,4,8,3,<N:毒:1>薬
consumable_name,소비 아이템 이름,9,0x80CC0,0x80BDC,5,8,2,ルウの薬
consumable_name,소비 아이템 이름,10,0x80CC4,0x80BE4,7,8,0,すばやさの薬
consumable_name,소비 아이템 이름,11,0x80CC8,0x80BEC,8,12,3,小さい爆弾
consumable_name,소비 아이템 이름,12,0x80CCC,0x80BF8,7,8,0,大きい爆弾
consumable_name,소비 아이템 이름,13,0x80CD0,0x80C00,6,8,1,万能薬
consumable_name,소비 아이템 이름,14,0x80CD4,0x80C08,2,4,1,聖水
consumable_name,소비 아이템 이름,15,0x80CD8,0x80C0C,7,8,0,復活の薬
consumable_name,소비 아이템 이름,16,0x80CDC,0x80C14,4,8,3,攻撃瓶
consumable_name,소비 아이템 이름,17,0x80CE0,0x80C1C,5,8,2,<N:眠:5>り玉
consumable_name,소비 아이템 이름,18,0x80CE4,0x80C24,6,8,1,弱りの玉
consumable_name,소비 아이템 이름,19,0x80CE8,0x80C2C,6,8,1,ちからの実
consumable_name,소비 아이템 이름,20,0x80CEC,0x80C34,5,8,2,パロの実
consumable_name,소비 아이템 이름,21,0x80CF0,0x80C3C,9,12,2,いのちの木の実
consumable_name,소비 아이템 이름,22,0x80CF4,0x80C48,6,8,1,魔力の葉
consumable_name,소비 아이템 이름,23,0x80CF8,0x80C50,6,8,1,魔力の泉
consumable_name,소비 아이템 이름,24,0x80CFC,0x80C58,7,8,0,目つぶしの草
consumable_name,소비 아이템 이름,25,0x80D00,0x80C60,5,8,2,苦い葉
consumable_name,소비 아이템 이름,26,0x80D04,0x80C68,7,8,0,石解け<N:ハ:12>リ
consumable_name,소비 아이템 이름,27,0x80D08,0x80C70,8,12,3,痛烈な<N:ハ:12>リ
consumable_name,소비 아이템 이름,28,0x80D0C,0x80C7C,7,8,0,召喚のつ<N:げ:26>
consumable_name,소비 아이템 이름,29,0x80D10,0x80C84,5,8,2,？？？？？
consumable_name,소비 아이템 이름,30,0x80D14,0x80C8C,5,8,2,？？？？？
consumable_name,소비 아이템 이름,31,0x80D18,0x80C94,5,8,2,？？？？？
consumable_description,소비 아이템 설명,0,0x80F14,0x80D1C,14,16,1,一時的にすばやさを下げます
consumable_description,소비 아이템 설명,1,0x80F18,0x80D2C,15,16,0,<N:ｌ:5>へモジーへを元に戻します
consumable_description,소비 아이템 설명,2,0x80F1C,0x80D3C,11,12,0,<N:リ:12>ベルアッ<N:フ:11>します
consumable_description,소비 아이템 설명,3,0x80F20,0x80D48,17,20,2,<N:Π:10><N:Ｐ:10>が<N:ｃ:9>0ポ<N:｣:11>ント回復します
consumable_description,소비 아이템 설명,4,0x80F24,0x80D5C,12,16,3,しびれて動けなくなります
consumable_description,소비 아이템 설명,5,0x80F28,0x80D6C,14,16,1,ぶつけてダメージを<N:与:3>えます
consumable_description,소비 아이템 설명,6,0x80F2C,0x80D7C,11,12,0,防御力が上がります
consumable_description,소비 아이템 설명,7,0x80F30,0x80D88,17,20,2,<N:Π:10><N:Ｐ:10>が20ポ<N:｣:11>ント回復します
consumable_description,소비 아이템 설명,8,0x80F34,0x80D9C,10,12,1,<N:毒:1>を<N:振:2>りまきます
consumable_description,소비 아이템 설명,9,0x80F38,0x80DA8,12,16,3,しびれを取りのぞきます
consumable_description,소비 아이템 설명,10,0x80F3C,0x80DB8,14,16,1,一時的にすばやさを上げます
consumable_description,소비 아이템 설명,11,0x80F40,0x80DC8,6,8,1,爆発します
consumable_description,소비 아이템 설명,12,0x80F44,0x80DD0,6,8,1,爆発します
consumable_description,소비 아이템 설명,13,0x80F48,0x80DD8,22,24,1,ほとんどのステータス傷害を回復します
consumable_description,소비 아이템 설명,14,0x80F4C,0x80DF0,11,12,0,<N:毒:1>を取りのぞきます
consumable_description,소비 아이템 설명,15,0x80F50,0x80DFC,21,24,2,戦闘不能<N:午:15>ャラクタを復活させます
consumable_description,소비 아이템 설명,16,0x80F54,0x80E14,13,16,2,一時的に攻撃力を上げます
consumable_description,소비 아이템 설명,17,0x80F58,0x80E24,6,8,1,<N:眠:5>らせます
consumable_description,소비 아이템 설명,18,0x80F5C,0x80E2C,19,20,0,一時的に攻撃力・防御力を下げます
consumable_description,소비 아이템 설명,19,0x80F60,0x80E40,9,12,2,攻撃力が上がります
consumable_description,소비 아이템 설명,20,0x80F64,0x80E4C,10,12,1,すばやさが上がります
consumable_description,소비 아이템 설명,21,0x80F68,0x80E58,21,24,2,<N:Π:10><N:Ｐ:10>の最大値が2ポ<N:｣:11>ント上がります
consumable_description,소비 아이템 설명,22,0x80F6C,0x80E70,9,12,2,魔力が上がります
consumable_description,소비 아이템 설명,23,0x80F70,0x80E7C,21,24,2,<N:∪:20><N:Ｐ:10>の最大値が2ポ<N:｣:11>ント上がります
consumable_description,소비 아이템 설명,24,0x80F74,0x80E94,17,20,2,<N:振:2>りまくと、目が見えなくなります
consumable_description,소비 아이템 설명,25,0x80F78,0x80EA8,15,16,0,一時的に防御力を上げます
consumable_description,소비 아이템 설명,26,0x80F7C,0x80EB8,12,16,3,石化から元に戻ります
consumable_description,소비 아이템 설명,27,0x80F80,0x80EC8,22,24,1,封じられた魔法が使えるようになります
consumable_description,소비 아이템 설명,28,0x80F84,0x80EE0,26,28,1,チョン<N:力:5>ラがモンスターを召喚するのに使います
consumable_description,소비 아이템 설명,29,0x80F88,0x80EFC,5,8,2,？？？？？
consumable_description,소비 아이템 설명,30,0x80F8C,0x80F04,5,8,2,？？？？？
consumable_description,소비 아이템 설명,31,0x80F90,0x80F0C,5,8,2,？？？？？
skill_name,기술 이름,0,0x811C0,0x80F94,0,4,3,
skill_name,기술 이름,1,0x811C4,0x80F98,8,12,3,バーン<N:ク:12>ラウント
skill_name,기술 이름,2,0x811C8,0x80FA4,10,12,1,トータル<N:ヒ:5>ーリン<N:ク:12>
skill_name,기술 이름,3,0x811CC,0x80FB0,9,12,2,ゲ<N:｣:11>ルフラッシュ
skill_name,기술 이름,4,0x811D0,0x80FBC,10,12,1,スロウエ<N:ネ:13>ミー
skill_name,기술 이름,5,0x811D4,0x80FC8,8,12,3,メテオフ<N:｣:13>ール
skill_name,기술 이름,6,0x811D8,0x80FD4,4,8,3,<N:午:15>ュア
skill_name,기술 이름,7,0x811DC,0x80FDC,6,8,1,デポ<N:｣:11><N:ス:15>ン
skill_name,기술 이름,8,0x811E0,0x80FE4,5,8,2,サ<N:｣:11><N:リ:12>ント
skill_name,기술 이름,9,0x811E4,0x80FEC,6,8,1,リフ<N:リ:12>ッシュ
skill_name,기술 이름,10,0x811E8,0x80FF4,6,8,1,天のさばき
skill_name,기술 이름,11,0x811EC,0x80FFC,8,12,3,リ<N:ザ:8><N:リ:12>クション
skill_name,기술 이름,12,0x811F0,0x81008,6,8,1,デ<N:ｲ:6>バ<N:｣:11>ト
skill_name,기술 이름,13,0x811F4,0x81010,10,12,1,桜花雷爆斬
skill_name,기술 이름,14,0x811F8,0x8101C,6,8,1,呪縛剣
skill_name,기술 이름,15,0x811FC,0x81024,6,8,1,<N:真:2><N:空:2>斬
skill_name,기술 이름,16,0x81200,0x8102C,6,8,1,<N:虎:5><N:影:1>斬
skill_name,기술 이름,17,0x81204,0x81034,8,12,3,戦の小太鼓
skill_name,기술 이름,18,0x81208,0x81040,9,12,2,荒獅子太鼓
skill_name,기술 이름,19,0x8120C,0x8104C,7,8,0,気合いラッパ
skill_name,기술 이름,20,0x81210,0x81054,7,8,0,へろへろラッパ
skill_name,기술 이름,21,0x81214,0x8105C,8,12,3,いやしのたてごと
skill_name,기술 이름,22,0x81218,0x81068,8,12,3,のろまのベース
skill_name,기술 이름,23,0x8121C,0x81074,10,12,1,い<N:駄:2>天のオカリナ
skill_name,기술 이름,24,0x81220,0x81080,9,12,2,向き直りの笛
skill_name,기술 이름,25,0x81224,0x8108C,11,12,0,エクス<N:フ:11>ロージョン
skill_name,기술 이름,26,0x81228,0x81098,8,12,3,トリーム<N:メ:6>ック
skill_name,기술 이름,27,0x8122C,0x810A4,9,12,2,ダ<N:｣:11>ヤモントダスト
skill_name,기술 이름,28,0x81230,0x810B0,10,12,1,ウ<N:｣:11>ントスラッシャー
skill_name,기술 이름,29,0x81234,0x810BC,9,12,2,<N:ヒ:5>ートウ<N:｣:13>ール
skill_name,기술 이름,30,0x81238,0x810C8,8,12,3,サンダーストーム
skill_name,기술 이름,31,0x8123C,0x810D4,5,8,2,テ<N:リ:12>ポート
skill_name,기술 이름,32,0x81240,0x810DC,6,8,1,心<N:眼:3>法
skill_name,기술 이름,33,0x81244,0x810E4,8,12,3,<N:退:3>魔光弾
skill_name,기술 이름,34,0x81248,0x810F0,6,8,1,旋風撃蹴
skill_name,기술 이름,35,0x8124C,0x810F8,6,8,1,流星爆
skill_name,기술 이름,36,0x81250,0x81100,10,12,1,鬼神流<N:影:1><N:波:1>
skill_name,기술 이름,37,0x81254,0x8110C,8,12,3,滅掌烈破
skill_name,기술 이름,38,0x81258,0x81118,5,8,2,<N:ゲ:16>ラック
skill_name,기술 이름,39,0x8125C,0x81120,4,8,3,モフリー
skill_name,기술 이름,40,0x81260,0x81128,4,8,3,フウジン
skill_name,기술 이름,41,0x81264,0x81130,4,8,3,ラ<N:｣:11>ジン
skill_name,기술 이름,42,0x81268,0x81138,5,8,2,へモジー
skill_name,기술 이름,43,0x8126C,0x81140,3,4,0,オトン
skill_name,기술 이름,44,0x81270,0x81144,5,8,2,調ベる
skill_name,기술 이름,45,0x81274,0x8114C,3,4,0,ちょこ
skill_name,기술 이름,46,0x81278,0x81150,3,4,0,回復
skill_name,기술 이름,47,0x8127C,0x81154,6,8,1,<N:ｴ:24>か造り
skill_name,기술 이름,48,0x81280,0x8115C,5,8,2,風雷破
skill_name,기술 이름,49,0x81284,0x81164,5,8,2,風雷破
skill_name,기술 이름,50,0x81288,0x8116C,6,8,1,乗り移り
skill_name,기술 이름,51,0x8128C,0x81174,10,12,1,バク<N:リ:12>ツ手裏剣
skill_name,기술 이름,52,0x81290,0x81180,3,4,0,自爆
skill_name,기술 이름,53,0x81294,0x81184,10,12,1,ジ<N:ニ:13>クへの階段
skill_name,기술 이름,54,0x81298,0x81190,4,8,3,4方向
skill_name,기술 이름,55,0x8129C,0x81198,5,8,2,炎雷崩
skill_name,기술 이름,56,0x812A0,0x811A0,8,12,3,ダスト・ルー<N:｣:11>ン
skill_name,기술 이름,57,0x812A4,0x811AC,8,12,3,ヨミのつばさ
skill_name,기술 이름,58,0x812A8,0x811B8,5,8,2,やる気なし
skill_description,기술 설명,0,0x81708,0x812AC,0,4,3,
skill_description,기술 설명,1,0x8170C,0x812B0,22,24,1,ようがんを発生させ敵にダメージを<N:与:3>えます
skill_description,기술 설명,2,0x81710,0x812C8,20,24,3,ステ<N:｣:11>タス傷害と体力を回復します
skill_description,기술 설명,3,0x81714,0x812E0,23,24,0,いくうかんからの攻撃で敵にダメージを<N:与:3>えます
skill_description,기술 설명,4,0x81718,0x812F8,12,16,3,敵の素早さを下げます
skill_description,기술 설명,5,0x8171C,0x81308,25,28,2,いんせきが落下しまわりの敵にダメージを<N:与:3>えます
skill_description,기술 설명,6,0x81720,0x81324,10,12,1,体力を回復します
skill_description,기술 설명,7,0x81724,0x81330,10,12,1,<N:毒:1>を消しさります
skill_description,기술 설명,8,0x81728,0x8133C,15,16,0,敵の魔法を封じ込めます
skill_description,기술 설명,9,0x8172C,0x8134C,16,20,3,ステ<N:｣:11>タス傷害を回復します
skill_description,기술 설명,10,0x81730,0x81360,29,32,2,天使が画面外に飛んでいき<N:リ:12>ー<N:ザ:8>ーで攻撃します
skill_description,기술 설명,11,0x81734,0x81380,21,24,2,戦闘不能になつた味方を呼び戻せます
skill_description,기술 설명,12,0x81738,0x81398,21,24,2,敵の体力をすいとり味方に分け<N:与:3>えます
skill_description,기술 설명,13,0x8173C,0x813B0,20,24,3,敵一体に必殺の剣で斬りつけます
skill_description,기술 설명,14,0x81740,0x813C8,9,12,2,敵をマ<N:ヒ:5>させます
skill_description,기술 설명,15,0x81744,0x813D4,15,16,0,2ます先の敵を斬りつけます
skill_description,기술 설명,16,0x81748,0x813E4,21,24,2,敵に向かつて走り込んで斬りつけます
skill_description,기술 설명,17,0x8174C,0x813FC,12,16,3,味方の攻撃力を上げます
skill_description,기술 설명,18,0x81750,0x8140C,15,16,0,<N:波:1>動<N:リ:12>ー<N:ザ:8>ー弾を撃ちます
skill_description,기술 설명,19,0x81754,0x8141C,15,16,0,<N:遠:1>くの敵を気合で攻撃します
skill_description,기술 설명,20,0x81758,0x8142C,18,20,1,一度にたくさんの爆弾を撃ちます
skill_description,기술 설명,21,0x8175C,0x81440,14,16,1,味方の体力を回復します
skill_description,기술 설명,22,0x81760,0x81450,11,12,0,敵のすばやさを下げます
skill_description,기술 설명,23,0x81764,0x8145C,13,16,2,味方のすばやさを上げます
skill_description,기술 설명,24,0x81768,0x8146C,23,24,0,全員がポニと同じ方向に向きを変えます
skill_description,기술 설명,25,0x8176C,0x81484,22,24,1,すごい炎で敵をつつみこみダメージを<N:与:3>えます
skill_description,기술 설명,26,0x81770,0x8149C,8,12,3,敵を<N:眠:5>らせます
skill_description,기술 설명,27,0x81774,0x814A8,24,28,3,すごいふぶきを起こして敵にダメージを<N:与:3>えます
skill_description,기술 설명,28,0x81778,0x814C4,22,24,1,すごい風を起こして敵にダメージを<N:与:3>えます
skill_description,기술 설명,29,0x8177C,0x814DC,14,16,1,炎のかたまりを作りだします
skill_description,기술 설명,30,0x81780,0x814EC,23,24,0,すごい雷を落として敵にダメージを<N:与:3>えます
skill_description,기술 설명,31,0x81784,0x81504,20,24,3,まわりの味方を連れてテ<N:リ:12>ポートします
skill_description,기술 설명,32,0x81788,0x8151C,14,16,1,敵<N:午:15>ャラクタをロックします
skill_description,기술 설명,33,0x8178C,0x8152C,30,32,1,心<N:眼:3>法でロックした敵に対して光弾を撃ち込みます
skill_description,기술 설명,34,0x81790,0x8154C,22,24,1,自分のまわりにいる敵<N:午:15>ャラクタを攻撃します
