state,y,x_min,x_max,glyph_count,text,physical_indices,source_codes_hex
HASH-112DD4E8341F03C8_1,194,88,220,9,르는구나.습니다.,1054 1178 1020 1137 1080 1079 1037 1177 1080,E0 46 | E0 C2 | E0 24 | E0 99 | E0 60 | E0 5F | E0 35 | E0 C1 | E0 60
HASH-112DD4E8341F03C8_1,214,18,258,20,롭도장撃킨최도リ사뒤を<443>덕ます<563><585>します,877 47 207 176 35 893 47 106 51 127 46 443 67 38 42 563 585 29 38 42,DF 94 | 30 | D0 | B1 | 24 | DF A4 | 30 | 6B | 34 | 80 | 2F | DD E0 | 44 | 27 | 2B | DE 59 | DE 6F | 1E | 27 | 2B
HASH-112DD4E8341F03C8_2,64,100,112,2,다.,1177 1080,E0 C1 | E0 60
HASH-112DD4E8341F03C8_2,82,20,44,3,アーク,65 48 77,42 | 31 | 4E
HASH-112DD4E8341F03C8_2,115,82,230,13,날최도<297>ャラを選ん도까さい,881 893 47 297 213 86 46 484 44 47 111 57 26,DF 98 | DF A4 | 30 | DD 4E | D6 | 57 | 2F | DE 0A | 2D | 30 | 70 | 3A | 1B
HASH-112DD4E8341F03C8_2,120,92,224,12,らん도くださいしています,50 44 47 61 52 57 26 29 32 26 38 42,33 | 2D | 30 | 3E | 35 | 3A | 1B | 1E | 21 | 1B | 27 | 2B
HASH-112DD4E8341F03C8_2,122,136,178,5,精霊결山家,76 78 27 154 313,4D | 4F | 1C | 9B | DD 5E
HASH-112DD4E8341F03C8_2,129,82,200,9, 도戦闘に入ります,0 47 98 146 34 133 56 38 42,01 | 30 | 63 | 93 | 23 | 86 | 39 | 27 | 2B
HASH-112DD4E8341F03C8_2,166,46,256,21,아크 데몬: 아니야! 이런 놈이 아니다,1140 1141 155 1033 784 857 155 1140 1037 1202 956 155 1173 1172 155 806 1173 155 1140 1037 1177,E0 9C | E0 9D | 9C | E0 31 | DF 37 | DF 80 | 9C | E0 9C | E0 35 | E0 DA | DF E3 | 9C | E0 BD | E0 BC | 9C | DF 4D | E0 BD | 9C | E0 9C | E0 35 | E0 C1
HASH-112DD4E8341F03C8_2,180,46,214,17,! 날 깨운 자는 어디 있지?.,956 155 881 155 817 979 155 1208 1178 155 1144 1145 155 1186 1146 1055 1080,DF E3 | 9C | DF 98 | 9C | DF 58 | DF FA | 9C | E0 E0 | E0 C2 | 9C | E0 A0 | E0 A1 | 9C | E0 CA | E0 A2 | E0 47 | E0 60
HASH-112DD4E8341F03C8_3,36,46,256,20,"대신: 토우빌의 아크여, 들어오너라.",1038 1179 857 155 1110 1088 1068 1139 155 1140 1141 1204 955 155 1043 1144 1082 1034 1150 1080,E0 36 | E0 C3 | DF 80 | 9C | E0 7E | E0 68 | E0 54 | E0 9B | 9C | E0 9C | E0 9D | E0 DC | DF E2 | 9C | E0 3B | E0 A0 | E0 62 | E0 32 | E0 A6 | E0 60
HASH-112DD4E8341F03C8_3,50,166,262,15, 힘을 얻어서  같널은  따,155 1126 1147 155 1161 1144 1071 155 155 1113 808 1175 155 155 793,9C | E0 8E | E0 A3 | 9C | E0 B1 | E0 A0 | E0 57 | 9C | 9C | E0 81 | DF 4F | E0 BF | 9C | 9C | DF 40
HASH-112DD4E8341F03C8_3,64,46,160,15,"날실이 나라타갈나게리.니,.",881 767 1173 155 1137 1150 1109 1050 1137 1004 1136 1080 1037 955 1080,DF 98 | DF 26 | E0 BD | 9C | E0 99 | E0 A6 | E0 7D | E0 42 | E0 99 | E0 14 | E0 98 | E0 60 | E0 35 | DF E2 | E0 60
HASH-112DD4E8341F03C8_3,65,110,194,8,때<100><419>ー뒤ローフ,187 100 419 48 127 161 48 200,BC | 65 | DD C8 | 31 | 80 | A2 | 31 | C9
HASH-112DD4E8341F03C8_3,78,82,112,4,는다  ,1178 1177 155 155,E0 C2 | E0 C1 | 9C | 9C
HASH-112DD4E8341F03C8_3,120,104,224,11,ん도くださいしています,44 47 61 52 57 26 29 32 26 38 42,2D | 30 | 3E | 35 | 3A | 1B | 1E | 21 | 1B | 27 | 2B
HASH-112DD4E8341F03C8_3,122,136,184,6,끊크결ア혼城,813 159 27 65 135 242,DF 54 | A0 | 1C | 42 | 88 | DD 17
HASH-112DD4E8341F03C8_3,129,176,200,3,ります,56 38 42,39 | 27 | 2B
HASH-112DD4E8341F03C8_3,166,46,262,22,국왕: 기대하마. 그들 앞.에서 네 힘을,1022 1085 857 155 1156 1038 1180 1142 1080 155 1025 1043 155 871 1080 1143 1071 155 946 155 1126 1147,E0 26 | E0 65 | DF 80 | 9C | E0 AC | E0 36 | E0 C4 | E0 9E | E0 60 | 9C | E0 29 | E0 3B | 9C | DF 8E | E0 60 | E0 9F | E0 57 | 9C | DF D9 | 9C | E0 8E | E0 A3
HASH-112DD4E8341F03C8_3,180,46,262,20, 증명해 보아라.있다.다.이야기입니다,155 1193 1062 1120 155 1131 1140 1150 1080 1186 1177 1080 1177 1080 1173 1202 1156 1185 1037 1177,9C | E0 D1 | E0 4E | E0 88 | 9C | E0 93 | E0 9C | E0 A6 | E0 60 | E0 CA | E0 C1 | E0 60 | E0 C1 | E0 60 | E0 BD | E0 DA | E0 AC | E0 C9 | E0 35 | E0 C1
HASH-112DD4E8341F03C8_3,194,46,46,1,.,1080,E0 60
HASH-112DD4E8341F03C8_3,214,18,258,19,날도지호終了킨도ステ<100>タスを<563><585>します,881 47 115 219 340 658 35 47 70 218 100 97 70 46 563 585 29 38 42,DF 98 | 30 | 74 | DC | DD 79 | DE B8 | 24 | 30 | 47 | DB | 65 | 62 | 47 | 2F | DE 59 | DE 6F | 1E | 27 | 2B
HASH-112DD4E8341F03C8_4,36,94,262,16,가상하네... 마물 토벌대는 ,143 1070 1180 946 1080 1080 1080 155 1142 1063 155 1110 915 1038 1178 155,90 | E0 56 | E0 C4 | DF D9 | E0 60 | E0 60 | E0 60 | 9C | E0 9E | E0 4F | 9C | E0 7E | DF BA | E0 36 | E0 C2 | 9C
HASH-112DD4E8341F03C8_4,50,94,262,23,대체 어디로 간 거지얻?어서  같널은  따,1038 1128 155 1144 1145 1198 155 1231 155 864 1146 1161 1055 1144 1071 155 155 1113 808 1175 155 155 793,E0 36 | E0 90 | 9C | E0 A0 | E0 A1 | E0 D6 | 9C | E0 F7 | 9C | DF 87 | E0 A2 | E0 B1 | E0 47 | E0 A0 | E0 57 | 9C | 9C | E0 81 | DF 4F | E0 BF | 9C | 9C | DF 40
HASH-112DD4E8341F03C8_4,64,46,160,15,"날실이 나라타갈나게리.니,.",881 767 1173 155 1137 1150 1109 1050 1137 1004 1136 1080 1037 955 1080,DF 98 | DF 26 | E0 BD | 9C | E0 99 | E0 A6 | E0 7D | E0 42 | E0 99 | E0 14 | E0 98 | E0 60 | E0 35 | DF E2 | E0 60
HASH-112DD4E8341F03C8_4,65,110,194,8,때<100><419>ー뒤ローフ,187 100 419 48 127 161 48 200,BC | 65 | DD C8 | 31 | 80 | A2 | 31 | C9
HASH-112DD4E8341F03C8_4,104,88,220,12,  セーフします계괄  ,0 0 315 48 200 29 38 42 31 59 0 0,01 | 01 | DD 60 | 31 | C9 | 1E | 27 | 2B | 20 | 3C | 01 | 01
HASH-112DD4E8341F03C8_4,120,104,224,11,ん도くださいしています,44 47 61 52 57 26 29 32 26 38 42,2D | 30 | 3E | 35 | 3A | 1B | 1E | 21 | 1B | 27 | 2B
HASH-112DD4E8341F03C8_4,122,120,192,13,진ニいル <380> 平い듭い城え,39 208 26 82 0 380 0 664 26 709 26 242 69,28 | D1 | 1B | 53 | 01 | DD A1 | 01 | DE BE | 1B | DE EB | 1B | DD 17 | 46
HASH-112DD4E8341F03C8_4,129,176,200,3,ります,56 38 42,39 | 27 | 2B
HASH-112DD4E8341F03C8_4,166,46,262,22,국왕: 기대하마. 그들 앞.에서 네 힘을,1022 1085 857 155 1156 1038 1180 1142 1080 155 1025 1043 155 871 1080 1143 1071 155 946 155 1126 1147,E0 26 | E0 65 | DF 80 | 9C | E0 AC | E0 36 | E0 C4 | E0 9E | E0 60 | 9C | E0 29 | E0 3B | 9C | DF 8E | E0 60 | E0 9F | E0 57 | 9C | DF D9 | 9C | E0 8E | E0 A3
HASH-112DD4E8341F03C8_4,180,46,262,20, 증명해 보아라.있다.다.이야기입니다,155 1193 1062 1120 155 1131 1140 1150 1080 1186 1177 1080 1177 1080 1173 1202 1156 1185 1037 1177,9C | E0 D1 | E0 4E | E0 88 | 9C | E0 93 | E0 9C | E0 A6 | E0 60 | E0 CA | E0 C1 | E0 60 | E0 C1 | E0 60 | E0 BD | E0 DA | E0 AC | E0 C9 | E0 35 | E0 C1
HASH-112DD4E8341F03C8_4,194,46,46,1,.,1080,E0 60
HASH-112DD4E8341F03C8_4,214,258,258,1,す,42,2B
HASH-112DD4E8341F03C8_resume,48,56,236,8,1갔 ミル끝ー이,17 825 36 277 82 99 48 123,12 | DF 60 | 25 | DD 3A | 53 | 64 | 31 | 7C
HASH-112DD4E8341F03C8_resume,64,56,224,7,2갔 ス다リア,18 825 36 70 119 106 65,13 | DF 60 | 25 | 47 | 78 | 6B | 42
HASH-112DD4E8341F03C8_resume,80,56,224,7,를갔 ス다リア,19 825 36 70 119 106 65,14 | DF 60 | 25 | 47 | 78 | 6B | 42
HASH-112DD4E8341F03C8_resume,96,56,104,5,진じめ계ら,39 73 80 31 50,28 | 4A | 51 | 20 | 33
HASH-112DD4E8341F03C8_resume,120,32,224,17,データをえらん도くださいしています,128 48 97 46 69 50 44 47 61 52 57 26 29 32 26 38 42,81 | 31 | 62 | 2F | 46 | 33 | 2D | 30 | 3E | 35 | 3A | 1B | 1E | 21 | 1B | 27 | 2B
HASH-13A17A7785A48DA_1,65,110,290,16, てュ<24>ひをュ<24>ひよュ<24>ひけュ<24>,0 32 170 24 124 46 170 24 124 60 170 24 124 72 170 24,01 | 21 | AB | 19 | 7D | 2F | AB | 19 | 7D | 3D | AB | 19 | 7D | 49 | AB | 19
HASH-13A17A7785A48DA_1,82,20,32,2,아크,1393 1580,E1 9A | E2 56
HASH-13A17A7785A48DA_1,96,68,92,3,음부터,977 995 961,DF F8 | E0 0B | DF E8
HASH-13A17A7785A48DA_1,115,82,172,9,인물을 선택하세요,1090 1063 1147 155 1072 1166 1180 1075 1086,E0 6A | E0 4F | E0 A3 | 9C | E0 58 | E0 B6 | E0 C4 | E0 5B | E0 66
HASH-13A17A7785A48DA_1,116,88,190,11,그를び슬디임山リ山<10>0,1264 1316 152 1384 1301 1484 154 106 154 10 16,E1 19 | E1 4D | 99 | E1 91 | E1 3E | E1 F5 | 9B | 6B | 9B | 0B | 11
HASH-13A17A7785A48DA_1,120,152,206,6,습니다습니다,1079 1037 1177 1079 1037 1177,E0 5F | E0 35 | E0 C1 | E0 5F | E0 35 | E0 C1
HASH-13A17A7785A48DA_1,122,138,174,5,  아니요,155 155 1140 1037 1086,9C | 9C | E0 9C | E0 35 | E0 66
HASH-13A17A7785A48DA_1,129,82,226,14,결정하면 전투를 시작합니다,863 1219 1180 1060 155 1188 1223 1155 155 1081 1130 1118 1037 1177,DF 86 | E0 EB | E0 C4 | E0 4C | 9C | E0 CC | E0 EF | E0 AB | 9C | E0 61 | E0 92 | E0 86 | E0 35 | E0 C1
HASH-13A17A7785A48DA_1,166,46,238,19,좀비: 아직 살아남은 자가 있었나!,900 1067 857 155 1140 746 155 990 1140 1028 1175 155 1208 1176 155 1186 982 1137 956,DF AB | E0 53 | DF 80 | 9C | E0 9C | DF 11 | 9C | E0 06 | E0 9C | E0 2C | E0 BF | 9C | E0 E0 | E0 C0 | 9C | E0 CA | DF FD | E0 99 | DF E3
HASH-13A17A7785A48DA_2,73,198,354,16,山 몬로び쓴분수び  山푼코규山,154 0 1336 1312 152 1392 1364 1380 152 0 0 154 730 892 856 154,9B | 01 | E1 61 | E1 49 | 99 | E1 99 | E1 7D | E1 8D | 99 | 01 | 01 | 9B | DF 01 | DF A3 | DF 7F | 9B
HASH-13A17A7785A48DA_2,96,68,92,3,음부터,977 995 961,DF F8 | E0 0B | DF E8
HASH-13A17A7785A48DA_2,116,88,190,11,그를び슬디임山リ山<10>0,1264 1316 152 1384 1301 1484 154 106 154 10 16,E1 19 | E1 4D | 99 | E1 91 | E1 3E | E1 F5 | 9B | 6B | 9B | 0B | 11
HASH-13A17A7785A48DA_2,120,152,206,6,습니다습니다,1079 1037 1177 1079 1037 1177,E0 5F | E0 35 | E0 C1 | E0 5F | E0 35 | E0 C1
HASH-13A17A7785A48DA_2,122,126,174,7,    아니요,155 155 155 155 1140 1037 1086,9C | 9C | 9C | 9C | E0 9C | E0 35 | E0 66
HASH-13A17A7785A48DA_2,129,190,226,4,작합니다,1130 1118 1037 1177,E0 92 | E0 86 | E0 35 | E0 C1
HASH-13A17A7785A48DA_2,166,46,238,19,좀비: 아직 살아남은 자가 있었나!,900 1067 857 155 1140 746 155 990 1140 1028 1175 155 1208 1176 155 1186 982 1137 956,DF AB | E0 53 | DF 80 | 9C | E0 9C | DF 11 | 9C | E0 06 | E0 9C | E0 2C | E0 BF | 9C | E0 E0 | E0 C0 | 9C | E0 CA | DF FD | E0 99 | DF E3
HASH-13A17A7785A48DA_2,214,18,138,12,롭결정 <849>돌아가기합니다,877 863 1219 155 849 1197 1140 1176 1156 1118 1037 1177,DF 94 | DF 86 | E0 EB | 9C | DF 78 | E0 D5 | E0 9C | E0 C0 | E0 AC | E0 86 | E0 35 | E0 C1
HASH-13A17A7785A48DA_3,73,198,354,16,山 몬로び쓴분수び  山푼코규山,154 0 1336 1312 152 1392 1364 1380 152 0 0 154 730 892 856 154,9B | 01 | E1 61 | E1 49 | 99 | E1 99 | E1 7D | E1 8D | 99 | 01 | 01 | 9B | DF 01 | DF A3 | DF 7F | 9B
HASH-13A17A7785A48DA_3,96,68,92,3,음부터,977 995 961,DF F8 | E0 0B | DF E8
HASH-13A17A7785A48DA_3,109,88,214,12,び て気<24>ひん気<24>ひ량気,152 0 32 168 24 124 44 168 24 124 63 168,99 | 01 | 21 | A9 | 19 | 7D | 2D | A9 | 19 | 7D | 40 | A9
HASH-13A17A7785A48DA_3,122,126,174,7,    아니요,155 155 155 155 1140 1037 1086,9C | 9C | 9C | 9C | E0 9C | E0 35 | E0 66
HASH-13A17A7785A48DA_3,123,88,220,12,<24>ひ에気<24>ひ어気<24>ひ<100>気,24 124 75 168 24 124 87 168 24 124 100 168,19 | 7D | 4C | A9 | 19 | 7D | 58 | A9 | 19 | 7D | 65 | A9
HASH-13A17A7785A48DA_3,129,190,226,4,작합니다,1130 1118 1037 1177,E0 92 | E0 86 | E0 35 | E0 C1
HASH-13A17A7785A48DA_3,137,88,172,11,<24>ひ み<553><363>気<24>ひ뒤気,24 124 0 108 553 363 168 24 124 127 168,19 | 7D | 01 | 6D | DE 4F | DD 90 | A9 | 19 | 7D | 80 | A9
HASH-13A17A7785A48DA_3,166,46,238,19,좀비: 아직 살아남은 자가 있었나!,900 1067 857 155 1140 746 155 990 1140 1028 1175 155 1208 1176 155 1186 982 1137 956,DF AB | E0 53 | DF 80 | 9C | E0 9C | DF 11 | 9C | E0 06 | E0 9C | E0 2C | E0 BF | 9C | E0 E0 | E0 C0 | 9C | E0 CA | DF FD | E0 99 | DF E3
HASH-13A17A7785A48DA_3,214,18,138,12,롭결정 <849>돌아가기합니다,877 863 1219 155 849 1197 1140 1176 1156 1118 1037 1177,DF 94 | DF 86 | E0 EB | 9C | DF 78 | E0 D5 | E0 9C | E0 C0 | E0 AC | E0 86 | E0 35 | E0 C1
HASH-13A17A7785A48DA_4,48,140,212,4, 밀마나,36 1065 1142 1137,25 | E0 51 | E0 9E | E0 99
HASH-13A17A7785A48DA_4,64,56,224,8,2<90>요 스메리아,18 90 1086 36 1041 1127 1136 1140,13 | 5B | E0 66 | 25 | E0 39 | E0 8F | E0 98 | E0 9C
HASH-13A17A7785A48DA_4,80,56,224,8,를<90>요 스메리아,19 90 1086 36 1041 1127 1136 1140,14 | 5B | E0 66 | 25 | E0 39 | E0 8F | E0 98 | E0 9C
HASH-13A17A7785A48DA_4,91,103,157,6,팔렌시아 성,1594 1308 1386 1393 155 1377,E2 64 | E1 45 | E1 93 | E1 9A | 9C | E1 8A
HASH-13A17A7785A48DA_4,96,56,92,4,처음부터,741 977 995 961,DF 0C | DF F8 | E0 0B | DF E8
HASH-13A17A7785A48DA_4,104,106,202,9,저장하시겠습니까?,1187 1209 1180 1081 1152 1079 1037 818 1055,E0 CB | E0 E1 | E0 C4 | E0 61 | E0 A8 | E0 5F | E0 35 | DF 59 | E0 47
HASH-13A17A7785A48DA_4,120,32,206,17,데이터를 불러오고 있습니다습니다,1033 1173 961 1155 155 994 1021 1082 1111 155 1186 1079 1037 1177 1079 1037 1177,E0 31 | E0 BD | DF E8 | E0 AB | 9C | E0 0A | E0 25 | E0 62 | E0 7F | 9C | E0 CA | E0 5F | E0 35 | E0 C1 | E0 5F | E0 35 | E0 C1
HASH-13A17A7785A48DA_4,122,102,174,10,예      아니요,755 155 155 155 155 155 155 1140 1037 1086,DF 1A | 9C | 9C | 9C | 9C | 9C | 9C | E0 9C | E0 35 | E0 66
HASH-13A17A7785A48DA_resume,48,140,212,4, 밀마나,36 1065 1142 1137,25 | E0 51 | E0 9E | E0 99
HASH-13A17A7785A48DA_resume,64,56,224,8,2<90>요 스메리아,18 90 1086 36 1041 1127 1136 1140,13 | 5B | E0 66 | 25 | E0 39 | E0 8F | E0 98 | E0 9C
HASH-13A17A7785A48DA_resume,80,56,224,8,를<90>요 스메리아,19 90 1086 36 1041 1127 1136 1140,14 | 5B | E0 66 | 25 | E0 39 | E0 8F | E0 98 | E0 9C
HASH-13A17A7785A48DA_resume,91,103,157,6,팔렌시아 성,1594 1308 1386 1393 155 1377,E2 64 | E1 45 | E1 93 | E1 9A | 9C | E1 8A
HASH-13A17A7785A48DA_resume,96,56,92,4,처음부터,741 977 995 961,DF 0C | DF F8 | E0 0B | DF E8
HASH-13A17A7785A48DA_resume,104,106,202,9,저장하시겠습니까?,1187 1209 1180 1081 1152 1079 1037 818 1055,E0 CB | E0 E1 | E0 C4 | E0 61 | E0 A8 | E0 5F | E0 35 | DF 59 | E0 47
HASH-13A17A7785A48DA_resume,120,32,206,17,데이터를 불러오고 있습니다습니다,1033 1173 961 1155 155 994 1021 1082 1111 155 1186 1079 1037 1177 1079 1037 1177,E0 31 | E0 BD | DF E8 | E0 AB | 9C | E0 0A | E0 25 | E0 62 | E0 7F | 9C | E0 CA | E0 5F | E0 35 | E0 C1 | E0 5F | E0 35 | E0 C1
HASH-13A17A7785A48DA_resume,122,102,174,10,예      아니요,755 155 155 155 155 155 155 1140 1037 1086,DF 1A | 9C | 9C | 9C | 9C | 9C | 9C | E0 9C | E0 35 | E0 66
HASH-158BD623E02FF087_1,48,140,236,6, ミル끝ー이,36 277 82 99 48 123,25 | DD 3A | 53 | 64 | 31 | 7C
HASH-158BD623E02FF087_1,64,56,224,7,2갔 ス다リア,18 825 36 70 119 106 65,13 | DF 60 | 25 | 47 | 78 | 6B | 42
HASH-158BD623E02FF087_1,80,56,224,7,를갔 ス다リア,19 825 36 70 119 106 65,14 | DF 60 | 25 | 47 | 78 | 6B | 42
HASH-158BD623E02FF087_1,91,103,157,6,탑모<1438><1447> 으,1585 1334 1438 1447 155 1424,E2 5B | E1 5F | E1 C7 | E1 D0 | 9C | E1 B9
HASH-158BD623E02FF087_1,96,56,104,5,진じめ계ら,39 73 80 31 50,28 | 4A | 51 | 20 | 33
HASH-158BD623E02FF087_1,104,88,220,12,  セーフします계괄  ,0 0 315 48 200 29 38 42 31 59 0 0,01 | 01 | DD 60 | 31 | C9 | 1E | 27 | 2B | 20 | 3C | 01 | 01
HASH-158BD623E02FF087_1,120,32,224,17,データをロートしていますしています,128 48 97 46 161 48 148 29 32 26 38 42 29 32 26 38 42,81 | 31 | 62 | 2F | A2 | 31 | 95 | 1E | 21 | 1B | 27 | 2B | 1E | 21 | 1B | 27 | 2B
HASH-158BD623E02FF087_1,122,120,192,7,진い  いいえ,39 26 0 0 26 26 69,28 | 1B | 01 | 01 | 1B | 1B | 46
HASH-158BD623E02FF087_2,36,94,256,16,대원들이 아무리 기다려도 돌아,1038 1238 1043 1173 155 1140 1215 1136 155 1156 1177 1005 1151 155 1197 1140,E0 36 | E0 FE | E0 3B | E0 BD | 9C | E0 9C | E0 E7 | E0 98 | 9C | E0 AC | E0 C1 | E0 15 | E0 A7 | 9C | E0 D5 | E0 9C
HASH-158BD623E02FF087_2,50,94,208,12,오지 않았어아.!거지?,1082 1146 155 907 721 1144 1140 1080 956 864 1146 1055,E0 62 | E0 A2 | 9C | DF B2 | DE F7 | E0 A0 | E0 9C | E0 60 | DF E3 | DF 87 | E0 A2 | E0 47
HASH-158BD623E02FF087_2,64,200,224,3,다リア,119 106 65,78 | 6B | 42
HASH-158BD623E02FF087_2,80,56,224,7,를갔 ス다リア,19 825 36 70 119 106 65,14 | DF 60 | 25 | 47 | 78 | 6B | 42
HASH-158BD623E02FF087_2,96,56,104,5,진じめ계ら,39 73 80 31 50,28 | 4A | 51 | 20 | 33
HASH-158BD623E02FF087_2,104,88,220,12,  セーフします계괄  ,0 0 315 48 200 29 38 42 31 59 0 0,01 | 01 | DD 60 | 31 | C9 | 1E | 27 | 2B | 20 | 3C | 01 | 01
HASH-158BD623E02FF087_2,120,68,224,14,をロートしていますしています,46 161 48 148 29 32 26 38 42 29 32 26 38 42,2F | A2 | 31 | 95 | 1E | 21 | 1B | 27 | 2B | 1E | 21 | 1B | 27 | 2B
HASH-158BD623E02FF087_2,122,120,192,10,진決い決 갯 いいえ,39 156 26 156 0 1664 0 26 26 69,28 | 9D | 1B | 9D | 01 | E2 AA | 01 | 1B | 1B | 46
HASH-158BD623E02FF087_3,82,20,32,2,<1447><1560>,1447 1560,E1 D0 | E2 42
HASH-158BD623E02FF087_3,96,80,104,3,め계ら,80 31 50,51 | 20 | 33
HASH-158BD623E02FF087_3,115,82,230,13,날최도<297>ャラを選ん도까さい,881 893 47 297 213 86 46 484 44 47 111 57 26,DF 98 | DF A4 | 30 | DD 4E | D6 | 57 | 2F | DE 0A | 2D | 30 | 70 | 3A | 1B
HASH-158BD623E02FF087_3,120,68,224,14,をロートしていますしています,46 161 48 148 29 32 26 38 42 29 32 26 38 42,2F | A2 | 31 | 95 | 1E | 21 | 1B | 27 | 2B | 1E | 21 | 1B | 27 | 2B
HASH-158BD623E02FF087_3,122,130,154,3,決決갯,156 156 1664,9D | 9D | E2 AA
HASH-158BD623E02FF087_3,129,82,200,9, 도戦闘に入ります,0 47 98 146 34 133 56 38 42,01 | 30 | 63 | 93 | 23 | 86 | 39 | 27 | 2B
HASH-158BD623E02FF087_3,166,46,238,19,좀비: 아직 살아남은 자가 있었나!,900 1067 857 155 1140 746 155 990 1140 1028 1175 155 1208 1176 155 1186 982 1137 956,DF AB | E0 53 | DF 80 | 9C | E0 9C | DF 11 | 9C | E0 06 | E0 9C | E0 2C | E0 BF | 9C | E0 E0 | E0 C0 | 9C | E0 CA | DF FD | E0 99 | DF E3
HASH-158BD623E02FF087_resume,82,20,32,2,<1447><1560>,1447 1560,E1 D0 | E2 42
HASH-158BD623E02FF087_resume,96,80,104,3,め계ら,80 31 50,51 | 20 | 33
HASH-158BD623E02FF087_resume,115,82,230,13,날최도<297>ャラを選ん도까さい,881 893 47 297 213 86 46 484 44 47 111 57 26,DF 98 | DF A4 | 30 | DD 4E | D6 | 57 | 2F | DE 0A | 2D | 30 | 70 | 3A | 1B
HASH-158BD623E02FF087_resume,120,68,224,14,をロートしていますしています,46 161 48 148 29 32 26 38 42 29 32 26 38 42,2F | A2 | 31 | 95 | 1E | 21 | 1B | 27 | 2B | 1E | 21 | 1B | 27 | 2B
HASH-158BD623E02FF087_resume,122,130,154,3,決決갯,156 156 1664,9D | 9D | E2 AA
HASH-158BD623E02FF087_resume,129,82,200,9, 도戦闘に入ります,0 47 98 146 34 133 56 38 42,01 | 30 | 63 | 93 | 23 | 86 | 39 | 27 | 2B
HASH-158BD623E02FF087_resume,166,46,238,19,좀비: 아직 살아남은 자가 있었나!,900 1067 857 155 1140 746 155 990 1140 1028 1175 155 1208 1176 155 1186 982 1137 956,DF AB | E0 53 | DF 80 | 9C | E0 9C | DF 11 | 9C | E0 06 | E0 9C | E0 2C | E0 BF | 9C | E0 E0 | E0 C0 | 9C | E0 CA | DF FD | E0 99 | DF E3
HASH-24CA477038789449_resume,30,18,126,10,<90>약초へを手に入れた,90 906 964 89 46 134 34 133 49 30,5B | DF B1 | DF EB | 5A | 2F | 87 | 23 | 86 | 32 | 1F
HASH-24CA477038789449_resume,61,151,217,7,카이저 글러브,962 1173 1187 155 716 1021 699,DF E9 | E0 BD | E0 CB | 9C | DE F2 | E0 25 | DE E1
HASH-24CA477038789449_resume,64,88,112,3,한다.,1116 1177 1080,E0 84 | E0 C1 | E0 60
HASH-24CA477038789449_resume,116,138,210,8,던지기 기 의1,834 1146 1156 155 107 155 11 17,DF 69 | E0 A2 | E0 AC | 9C | 6C | 9C | 0C | 12
