file,offset,japanese,encoded_bytes,raw_hex,classification
COMM.DAT,0x26E9A,<CTRL:FB>攻 ！兵るらに0思ろ4め出ろ話きで,19,FB D0 E0 1F 02 66 22 33 23 11 9F 55 15 51 56 55 B0 44 30,unverified_direct_candidate
COMM.DAT,0x27C14,ろ我<N:ﾉ:6> ろろ発備参て,10,55 BE 10 01 55 55 76 C5 A5 21,unverified_direct_candidate
COMM.DAT,0x28047,メ来0ダシれ<N:＆:4>下ゃち20ニ話,14,78 9A 11 67 60 32 07 70 48 4B 13 11 D1 B0,unverified_direct_candidate
COMM.DAT,0x28345,<N:ﾉ:6>炎動・後らに命,8,10 BF DC 2C C3 33 23 CC,unverified_direct_candidate
COMM.DAT,0x2856A,戦00ろっダ決,7,63 11 11 55 75 67 9D,unverified_direct_candidate
COMM.DAT,0x29075,兵兵出備父発ジサ下”,10,66 66 56 C5 B7 76 7F 77 70 03,unverified_direct_candidate
COMM.DAT,0x29913,<N:＄:1>ろ出モ発役テれきま,10,05 55 56 5F 76 B6 DB 32 44 27,unverified_direct_candidate
COMM.DAT,0x2A2DD,大 すサ兵出4か！ば兵入下！命<N:ﾉ:6>’か,18,50 01 8C 77 66 56 15 20 02 58 66 86 70 02 CC 10 08 20,unverified_direct_candidate
COMM.DAT,0x2A43B,で0大父出る4で”大るで 出敵ろ<N:ﾉ:6>,17,30 11 50 B7 56 22 15 30 03 50 22 30 01 56 BD 55 10,unverified_direct_candidate
COMM.DAT,0x2A975,時ろ発出出フ2見,8,CF 55 76 56 56 A6 13 A0,unverified_direct_candidate
COMM.DAT,0x2AC8C,パ地たー,4,A3 90 1F 31,unverified_direct_candidate
COMM.DAT,0x2BBC5,命で 聞の ,6,CC 30 01 88 1C 01,unverified_direct_candidate
COMM.DAT,0x2BDC0,”ょご <CTRL:EA>臣石皇のめ4後であマ,16,03 73 79 01 EA 8B 94 DE E7 1C 51 15 C3 30 3F 64,unverified_direct_candidate
COMM.DAT,0x2BEB9, 攻待きジ 老,8,E0 EE D0 98 44 7F 01 A8,unverified_direct_candidate
COMM.DAT,0x2BF5F,<N:７:11>、聞にメま聞にメま聞にメま聞に,16,18 24 88 23 78 27 88 23 78 27 88 23 78 27 88 23,unverified_direct_candidate
COMM.DAT,0x2DC72,”こ ”ど ”こ ）シ,11,03 2E 01 03 54 01 03 7A 01 0A 60,unverified_direct_candidate
COMM.DAT,0x2EF9B,3タか備ではよへけ命ろこタ言ピ3ジカジ<CTRL:FF>ジたナャ3炎<N:３:14>思い,29,14 62 20 C5 30 28 3D 8A 49 CC 55 2E 62 91 72 14 7F BC 7F FF 7F 1F 7C D6 14 BF 19 9F 1B,unverified_direct_candidate
COMM.DAT,0x2F01B,3タか備ではよへけ命ろこタ言ピ3ジカジ<CTRL:FF>ジたナャ3炎<N:３:14>思い,29,14 62 20 C5 30 28 3D 8A 49 CC 55 2E 62 91 72 14 7F BC 7F FF 7F 1F 7C D6 14 BF 19 9F 1B,unverified_direct_candidate
COMM.DAT,0x2F574,0れわ<N:ク:12>かに広きンアに1,13,11 32 43 80 20 23 DF 43 44 34 42 23 12,unverified_direct_candidate
COMM.DAT,0x2F636,話い <N:ﾉ:6>のウ発出者ょるーる れわン精<N:ﾉ:6>霊れ0撃撃あるり,27,B0 1B 01 10 1C 71 76 56 7E 73 22 31 22 01 32 43 34 4D 10 4F 32 11 B1 B1 3F 22 39,unverified_direct_candidate
COMM.DAT,0x2F759,め3あ聞気場聞 る精ど4,12,51 14 3F 88 A9 89 88 01 22 4D 54 15,unverified_direct_candidate
COMM.DAT,0x2F766,思00聞び聞1,7,9F 11 11 88 99 88 12,unverified_direct_candidate
COMM.DAT,0x2F8B0,ッしマラ発サ兵時,8,82 1E 64 57 76 77 66 CF,unverified_direct_candidate
COMM.DAT,0x2F958,パ聖か達者う言”山か聞を<N:＄:1>か士精’し,18,A3 CD 20 83 7E 26 91 03 9B 20 88 2F 05 20 68 4D 08 1E,unverified_direct_candidate
COMM.DAT,0x30089,撃ヤ人マた”,6,B1 BB 52 64 1F 03,unverified_direct_candidate
COMM.DAT,0x3045A,パ目たあ,4,A3 AC 1F 3F,unverified_direct_candidate
COMM.DAT,0x30FA0,パすた敵,4,A3 8C 1F BD,unverified_direct_candidate
COMM.DAT,0x31133,，れ れるきるわ謁,10,0D 32 25 32 22 44 22 43 DF 54,unverified_direct_candidate
COMM.DAT,0x3142E,話い聞われンわるに<N:７:11> よル何,14,B0 1B 88 43 32 34 43 22 23 18 01 3D 53 6E,unverified_direct_candidate
COMM.DAT,0x3166C,臣達待にて,5,8B 83 98 23 21,unverified_direct_candidate
COMM.DAT,0x31672,命れやデ,4,CC 32 40 81,unverified_direct_candidate
COMM.DAT,0x31694,ちか腐て場気来みン,10,4B 20 DF 12 21 89 A9 9A 6D 34,unverified_direct_candidate
