slot,scene,order,address,screen_x,screen_y,kind,tpage,u,v,width,height,clut,physical_index,labels,cache_slot,cache_owner,live_nonzero_nibbles,v170_nonzero_nibbles,v151_nonzero_nibbles,original_nonzero_nibbles,live_selected_pixels,v170_selected_pixels,v151_selected_pixels,original_selected_pixels,v170_shape,v151_shape,original_shape,live_equals_v170,v170_equals_v151,v170_equals_original,lost_from_v151,blank_live_font_plane
1,load menu: missing L,605,0x801EFDE8,98,120,SPRT,0x0005,168,12,12,12,0x7FC0,140,,,,88,88,72,92,36,36,36,59,터,터,,1,0,0,0,0
1,load menu: missing L,606,0x801EFD80,74,120,SPRT,0x0005,12,24,12,12,0x7FC0,172,,,,89,89,69,105,41,41,41,55,데,데,,1,0,0,0,0
1,load menu: missing L,607,0x801EFD4C,68,120,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
1,load menu: missing L,608,0x801EFD18,56,120,SPRT,0x0005,36,24,12,12,0x7FC3,183,,,,85,85,85,89,51,51,51,33,올,올,,1,1,0,0,0
1,load menu: missing L,609,0x801EFCE4,44,120,SPRT,0x0005,228,12,12,12,0x7FC2,162,,,,75,75,75,78,36,36,36,20,러,러,,1,1,0,0,0
2,dialogue: missing colon,650,0x801BF10C,190,50,SPRT,0x001F,28,224,12,12,0x7FC0,,,8,21,60,,,,34,,,,,,,,,,0,0
2,dialogue: missing colon,651,0x801BF0D8,178,50,SPRT,0x001F,16,224,12,12,0x7FC2,,,6,7,65,,,,32,,,,,,,,,,0,0
2,dialogue: missing colon,652,0x801BF070,160,50,SPRT,0x001F,16,224,12,12,0x7FC0,,,4,19,65,,,,23,,,,,,,,,,0,0
2,dialogue: missing colon,653,0x801BEFD4,130,50,SPRT,0x001F,4,224,12,12,0x7FC3,,,3,3,76,,,,37,,,,,,,,,,0,0
2,dialogue: missing colon,654,0x801BEF38,100,50,SPRT,0x001F,4,224,12,12,0x7FC2,,,2,14,76,,,,40,,,,,,,,,,0,0
2,dialogue: missing colon,655,0x801BEE68,58,50,SPRT,0x001F,64,224,12,12,0x7FC0,,,20,2,73,,,,33,,,,,,,,,,0,0
2,dialogue: missing colon,656,0x801BEE34,46,50,SPRT,0x001F,4,224,12,12,0x7FC1,,,1,58,76,,,,42,,,,,,,,,,0,0
2,dialogue: missing colon,657,0x801BED98,244,36,SPRT,0x001F,4,224,12,12,0x7FC0,,,0,160,76,,,,38,,,,,,,,,,0,0
2,dialogue: missing colon,658,0x801BED64,232,36,SPRT,0x001F,40,224,12,12,0x7FC2,,,14,39,85,,,,35,,,,,,,,,,0,0
2,dialogue: missing colon,659,0x801BEC2C,172,36,SPRT,0x001F,64,224,12,12,0x7FC3,,,23,25,73,,,,30,,,,,,,,,,0,0
2,dialogue: missing colon,660,0x801BEB28,118,36,SPRT,0x001F,40,224,12,12,0x7FC2,,,14,39,85,,,,35,,,,,,,,,,0,0
2,dialogue: missing colon,661,0x801BE9F0,58,36,SPRT,0x001F,64,224,12,12,0x7FC2,,,22,33,73,,,,39,,,,,,,,,,0,0
2,dialogue: missing colon,663,0x801BF140,202,50,SPRT,0x0005,36,0,12,12,0x7FC2,14,,,,19,19,19,19,2,2,2,2,,,,1,1,1,0,0
2,dialogue: missing colon,664,0x801BF0A4,172,50,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
2,dialogue: missing colon,665,0x801BF03C,154,50,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
2,dialogue: missing colon,666,0x801BF008,142,50,SPRT,0x0005,12,204,12,12,0x7FC2,1434,,,,78,78,32,32,46,46,7,7,갈,,,1,0,0,0,0
2,dialogue: missing colon,667,0x801BEFA0,118,50,SPRT,0x0005,108,12,12,12,0x7FC3,123,,,,91,91,91,90,53,53,53,21,들,들,,1,1,0,0,0
2,dialogue: missing colon,668,0x801BEF6C,112,50,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
2,dialogue: missing colon,669,0x801BEF04,88,50,SPRT,0x0005,24,108,12,12,0x7FC2,766,,,,81,81,66,99,50,50,35,45,람,심,,1,0,0,0,0
2,dialogue: missing colon,670,0x801BEED0,76,50,SPRT,0x0005,60,12,12,12,0x7FC1,105,,,,85,85,55,70,28,28,28,33,사,사,,1,0,0,0,0
2,dialogue: missing colon,671,0x801BEE9C,70,50,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
2,dialogue: missing colon,672,0x801BEE00,262,36,SPRT,0x0005,168,12,12,12,0x7FC2,142,,,,88,88,72,92,29,29,29,29,가,가,,1,0,0,0,0
2,dialogue: missing colon,673,0x801BEDCC,256,36,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
2,dialogue: missing colon,674,0x801BED30,220,36,SPRT,0x0005,168,96,12,12,0x7FC0,728,,,,89,89,90,68,41,41,41,31,화,화,,1,0,0,0,0
2,dialogue: missing colon,675,0x801BECFC,214,36,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
2,dialogue: missing colon,676,0x801BECC8,202,36,SPRT,0x0005,96,132,12,12,0x7FC2,958,,,,59,59,82,100,39,39,39,52,희,희,,1,0,0,0,0
2,dialogue: missing colon,677,0x801BEC94,190,36,SPRT,0x0005,144,24,12,12,0x7FC2,218,,,,81,81,81,103,30,30,30,25,너,너,,1,1,0,0,0
2,dialogue: missing colon,678,0x801BEC60,184,36,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
2,dialogue: missing colon,679,0x801BEBF8,160,36,SPRT,0x0005,168,12,12,12,0x7FC0,140,,,,88,88,72,92,36,36,36,59,터,터,,1,0,0,0,0
2,dialogue: missing colon,680,0x801BEBC4,148,36,SPRT,0x0005,24,24,12,12,0x7FC1,177,,,,91,91,91,104,35,35,35,30,부,부,,1,1,0,0,0
2,dialogue: missing colon,681,0x801BEB90,136,36,SPRT,0x0005,84,120,12,12,0x7FC3,871,,,,94,94,94,64,42,42,42,46,앞,앞,,1,1,0,0,0
2,dialogue: missing colon,682,0x801BEB5C,130,36,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
2,dialogue: missing colon,683,0x801BEAF4,112,36,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
2,dialogue: missing colon,684,0x801BEAC0,100,36,SPRT,0x0005,36,0,12,12,0x7FC0,12,,,,19,19,19,19,4,4,4,4,,,,1,1,1,0,0
2,dialogue: missing colon,685,0x801BEA8C,88,36,SPRT,0x0005,156,12,12,12,0x7FC0,136,,,,79,79,65,96,34,34,34,53,자,자,,1,0,0,0,0
2,dialogue: missing colon,686,0x801BEA58,82,36,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
2,dialogue: missing colon,687,0x801BEA24,70,36,SPRT,0x0005,48,120,12,12,0x7FC1,857,:,,,60,60,60,60,9,9,9,9,,,,1,1,1,0,0
2,dialogue: missing colon,688,0x801BE9BC,46,36,SPRT,0x0005,96,24,12,12,0x7FC0,200,,,,89,89,63,88,41,41,41,22,촌,촌,,1,0,0,0,0
3,dialogue: missing question mark,647,0x801F30A4,46,36,SPRT,0x0015,40,112,40,40,0x7E09,,,,,1600,1600,1600,1600,,,,,,,,1,1,1,0,0
3,dialogue: missing question mark,652,0x801BF10C,112,64,SPRT,0x001F,40,224,12,12,0x7FC0,,,12,16,85,,,,32,,,,,,,,,,0,0
3,dialogue: missing question mark,653,0x801BF070,256,50,SPRT,0x001F,28,224,12,12,0x7FC2,,,10,88,86,,,,53,,,,,,,,,,0,0
3,dialogue: missing question mark,654,0x801BF008,238,50,SPRT,0x001F,52,224,12,12,0x7FC0,,,16,17,78,,,,43,,,,,,,,,,0,0
3,dialogue: missing question mark,655,0x801BEFA0,220,50,SPRT,0x001F,40,224,12,12,0x7FC3,,,15,12,85,,,,37,,,,,,,,,,0,0
3,dialogue: missing question mark,656,0x801BEF6C,208,50,SPRT,0x001F,40,224,12,12,0x7FC1,,,13,70,85,,,,57,,,,,,,,,,0,0
3,dialogue: missing question mark,657,0x801BEE9C,166,50,SPRT,0x001F,16,224,12,12,0x7FC3,,,7,40,77,,,,40,,,,,,,,,,0,0
3,dialogue: missing question mark,658,0x801BEE34,142,50,SPRT,0x001F,52,224,12,12,0x7FC2,,,18,10,78,,,,39,,,,,,,,,,0,0
3,dialogue: missing question mark,659,0x801BED98,112,50,SPRT,0x001F,40,224,12,12,0x7FC0,,,12,16,85,,,,32,,,,,,,,,,0,0
3,dialogue: missing question mark,660,0x801BECFC,262,36,SPRT,0x001F,28,224,12,12,0x7FC2,,,10,88,86,,,,53,,,,,,,,,,0,0
3,dialogue: missing question mark,661,0x801BEB90,190,36,SPRT,0x001F,28,224,12,12,0x7FC1,,,9,1,86,,,,44,,,,,,,,,,0,0
3,dialogue: missing question mark,662,0x801BEB5C,178,36,SPRT,0x001F,28,224,12,12,0x7FC0,,,8,38,86,,,,50,,,,,,,,,,0,0
3,dialogue: missing question mark,663,0x801BEB28,166,36,SPRT,0x001F,28,224,12,12,0x7FC3,,,11,37,86,,,,41,,,,,,,,,,0,0
3,dialogue: missing question mark,664,0x801BEAC0,148,36,SPRT,0x001F,40,224,12,12,0x7FC2,,,14,39,85,,,,35,,,,,,,,,,0,0
3,dialogue: missing question mark,665,0x801BEA58,130,36,SPRT,0x001F,16,224,12,12,0x7FC3,,,7,40,77,,,,40,,,,,,,,,,0,0
3,dialogue: missing question mark,666,0x801BEA24,118,36,SPRT,0x001F,16,224,12,12,0x7FC2,,,6,20,77,,,,40,,,,,,,,,,0,0
3,dialogue: missing question mark,667,0x801BE9BC,94,36,SPRT,0x001F,16,224,12,12,0x7FC1,,,5,95,77,,,,35,,,,,,,,,,0,0
3,dialogue: missing question mark,669,0x801BF140,124,64,SPRT,0x0005,132,144,12,12,0x7FC3,1055,?,,,0,0,78,0,0,0,13,0,,,,1,0,1,1,1
3,dialogue: missing question mark,670,0x801BF0D8,100,64,SPRT,0x0005,12,24,12,12,0x7FC2,174,,,,89,89,69,105,29,29,29,20,거,거,,1,0,0,0,0
3,dialogue: missing question mark,671,0x801BF0A4,94,64,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
3,dialogue: missing question mark,672,0x801BF03C,250,50,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
3,dialogue: missing question mark,673,0x801BEFD4,232,50,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
3,dialogue: missing question mark,674,0x801BEF38,196,50,SPRT,0x0005,96,24,12,12,0x7FC2,202,,,,89,89,63,88,34,34,34,56,유,유,,1,0,0,0,0
3,dialogue: missing question mark,675,0x801BEF04,184,50,SPRT,0x0005,156,12,12,12,0x7FC0,136,,,,79,79,65,96,34,34,34,53,자,자,,1,0,0,0,0
3,dialogue: missing question mark,676,0x801BEED0,178,50,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
3,dialogue: missing question mark,677,0x801BEE68,154,50,SPRT,0x0005,180,12,12,12,0x7FC1,145,,,,76,76,76,98,51,51,51,35,말,말,,1,1,0,0,0
3,dialogue: missing question mark,678,0x801BEE00,136,50,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
3,dialogue: missing question mark,679,0x801BEDCC,124,50,SPRT,0x0005,132,144,12,12,0x7FC3,1055,?,,,0,0,78,0,0,0,13,0,,,,1,0,1,1,1
3,dialogue: missing question mark,680,0x801BED64,100,50,SPRT,0x0005,12,24,12,12,0x7FC2,174,,,,89,89,69,105,29,29,29,20,거,거,,1,0,0,0,0
3,dialogue: missing question mark,681,0x801BED30,94,50,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
3,dialogue: missing question mark,682,0x801BECC8,256,36,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
3,dialogue: missing question mark,683,0x801BEC94,244,36,SPRT,0x0005,180,12,12,12,0x7FC3,147,,,,76,76,76,98,37,37,37,40,내,내,,1,1,0,0,0
3,dialogue: missing question mark,684,0x801BEC60,232,36,SPRT,0x0005,156,12,12,12,0x7FC1,137,,,,79,79,65,96,37,37,37,11,보,보,,1,0,0,0,0
3,dialogue: missing question mark,685,0x801BEC2C,220,36,SPRT,0x0005,180,12,12,12,0x7FC3,147,,,,76,76,76,98,37,37,37,40,내,내,,1,1,0,0,0
3,dialogue: missing question mark,686,0x801BEBF8,214,36,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
3,dialogue: missing question mark,687,0x801BEBC4,202,36,SPRT,0x0005,12,12,12,12,0x7FC0,88,,,,51,51,51,56,28,28,28,33,서,서,,1,1,0,0,0
3,dialogue: missing question mark,688,0x801BEAF4,160,36,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
3,dialogue: missing question mark,689,0x801BEA8C,142,36,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
3,dialogue: missing question mark,690,0x801BE9F0,106,36,SPRT,0x0005,84,132,12,12,0x7FC1,953,,,,92,92,61,24,32,32,22,12,속,,,1,0,0,0,0
4,battle dialogue,663,0x801F30B8,46,36,SPRT,0x0015,160,112,40,40,0x7E0C,,,,,1600,1600,1600,1600,,,,,,,,1,1,1,0,0
4,battle dialogue,668,0x801BEE48,130,64,SPRT,0x001F,28,224,12,12,0x7FC1,,,9,14,74,,,,40,,,,,,,,,,0,0
4,battle dialogue,669,0x801BEE14,118,64,SPRT,0x001F,28,224,12,12,0x7FC0,,,8,4,74,,,,26,,,,,,,,,,0,0
4,battle dialogue,670,0x801BED44,130,50,SPRT,0x001F,16,224,12,12,0x7FC2,,,6,121,83,,,,45,,,,,,,,,,0,0
4,battle dialogue,671,0x801BEC0C,214,36,SPRT,0x001F,16,224,12,12,0x7FC3,,,7,38,83,,,,50,,,,,,,,,,0,0
4,battle dialogue,672,0x801BEBD8,202,36,SPRT,0x001F,16,224,12,12,0x7FC2,,,6,121,83,,,,45,,,,,,,,,,0,0
4,battle dialogue,673,0x801BEBA4,190,36,SPRT,0x001F,16,224,12,12,0x7FC1,,,5,67,83,,,,43,,,,,,,,,,0,0
4,battle dialogue,674,0x801BEAD4,148,36,SPRT,0x001F,16,224,12,12,0x7FC0,,,4,25,83,,,,30,,,,,,,,,,0,0
4,battle dialogue,675,0x801BEA38,118,36,SPRT,0x001F,4,224,12,12,0x7FC3,,,3,12,69,,,,37,,,,,,,,,,0,0
4,battle dialogue,677,0x801BEEE4,166,64,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
4,battle dialogue,678,0x801BEEB0,154,64,SPRT,0x0005,156,84,12,12,0x7FC2,642,,,,93,93,97,97,44,44,31,31,래,,,1,0,0,0,0
4,battle dialogue,679,0x801BEE7C,142,64,SPRT,0x0005,108,108,12,12,0x7FC3,795,,,,94,94,94,110,54,54,54,53,둘,둘,,1,1,0,0,0
4,battle dialogue,680,0x801BEDE0,106,64,SPRT,0x0005,0,0,12,12,0x7FC0,0,,,,39,39,39,39,0,0,0,0,,,,1,1,1,0,1
4,battle dialogue,681,0x801BEDAC,94,64,SPRT,0x0005,0,0,12,12,0x7FC0,0,,,,39,39,39,39,0,0,0,0,,,,1,1,1,0,1
4,battle dialogue,682,0x801BED78,142,50,SPRT,0x0005,192,12,12,12,0x7FC0,148,,,,84,84,84,78,37,37,37,19,아,아,,1,1,0,0,0
4,battle dialogue,683,0x801BED10,118,50,SPRT,0x0005,108,144,12,12,0x7FC3,1047,,,,0,0,78,0,0,0,43,0,,괜,,1,0,1,1,1
4,battle dialogue,684,0x801BECDC,106,50,SPRT,0x0005,0,0,12,12,0x7FC0,0,,,,39,39,39,39,0,0,0,0,,,,1,1,1,0,1
4,battle dialogue,685,0x801BECA8,94,50,SPRT,0x0005,0,0,12,12,0x7FC0,0,,,,39,39,39,39,0,0,0,0,,,,1,1,1,0,1
4,battle dialogue,686,0x801BEC74,238,36,SPRT,0x0005,132,144,12,12,0x7FC3,1055,?,,,0,0,78,0,0,0,13,0,,,,1,0,1,1,1
4,battle dialogue,687,0x801BEC40,226,36,SPRT,0x0005,72,12,12,12,0x7FC0,108,,,,75,75,60,87,37,37,37,33,까,까,,1,0,0,0,0
4,battle dialogue,688,0x801BEB70,184,36,SPRT,0x0005,204,12,12,12,0x7FC3,155,,,,79,79,74,88,0,0,0,29,,,,1,0,0,0,1
4,battle dialogue,689,0x801BEB3C,172,36,SPRT,0x0005,36,0,12,12,0x7FC0,12,,,,19,19,19,19,4,4,4,4,,,,1,1,1,0,0
4,battle dialogue,690,0x801BEB08,160,36,SPRT,0x0005,12,24,12,12,0x7FC0,172,,,,89,89,69,105,41,41,41,55,데,데,,1,0,0,0,0
4,battle dialogue,691,0x801BEAA0,136,36,SPRT,0x0005,72,24,12,12,0x7FC1,193,,,,86,86,86,97,37,37,37,48,되,되,,1,1,0,0,0
