file,marker_offset,body_start,payload_start,end_exclusive,double_zero,marker,length,payload_capacity,linebreaks,header29_offset,confidence,prefix_kind,preserved_prefix_hex,control_after_hex,preview_hex
1/S1013.DAT,0x47B8C,0x47B8E,0x47B8E,0x47BC5,0x47BC5,0x19,55,55,3,0x47B86,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,42 31 4e 81 31 5f 34 25 e6 01 de 47 cb 2f ad 1c 87 30 dd 7a 2b 7a 23 3d 29 21 e6 01 ad 28 de 6c 51 21 14 11 11 11 da 1c de 35 1b 20 33 e6 01 dd
1/S1013.DAT,0x47BF6,0x47BF8,0x47BF8,0x47C1A,0x47C1A,0x19,34,34,2,0x47BF0,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 31 4e 81 31 5f 34 25 e6 01 5b cd dd 1a 5a 28 77 53 af 60 8f 1c de 31 23 e6 01 de ca 1b 21 3f 22 37
1/S1013.DAT,0x47C4A,0x47C4C,0x47C4C,0x47C68,0x47C68,0x19,28,28,1,0x47C44,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 31 4e 81 31 5f 34 25 e6 01 de 47 cb 36 28 01 41 2e 30 9d dd eb 2f 45 49 3d 26 37
1/S1021.DAT,0x4785A,0x4785C,0x4785C,0x47876,0x47876,0x19,26,26,1,0x47854,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 65 db d8 2a 3f 39 27 2b 37 e6 01 5b dd 58 dd 65 5a 2f 6d 45 49 27 1e 1f 37
1/S1021.DAT,0x478AA,0x478AC,0x478AC,0x478BE,0x478BE,0x19,18,18,0,0x478A4,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,2e 2e 23 3f 29 1f 38 1c 28 38 26 7d 55 1b 27 1e 1f 37
1/S1021.DAT,0x47912,0x47914,0x47914,0x4792B,0x4792B,0x19,23,23,1,0x4790C,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,42 65 db d8 2a 3f 39 27 2b 37 e6 01 5b 94 5a 2f 6d 45 49 27 1e 1f 37
1/S1021.DAT,0x47960,0x47962,0x47962,0x47975,0x47975,0x19,19,19,0,0x4795A,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,2e 2e 23 3f 29 1f 5b 94 5a 28 38 26 7d 55 1b 27 1e 1f 37
1/S1021.DAT,0x47A24,0x47A26,0x47A26,0x47A31,0x47A31,0x19,11,11,1,0x47A1E,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,42 31 4e 1c dd 0e 25 e6 01 3f 02
1/S1021.DAT,0x47A80,0x47A82,0x47A82,0x47AA0,0x47AA0,0x19,30,30,1,0x47A7A,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 65 db d8 2a 3f 39 27 2b 37 e6 01 5b dd 1b dd 51 1c bc 31 95 5a 2f 6d 45 49 27 1e 1f 37
1/S1021.DAT,0x47AD4,0x47AD6,0x47AD6,0x47B00,0x47B00,0x19,42,42,3,0x47ACE,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 31 4e 1c dd 0e 25 e6 01 41 32 2f 38 29 21 1b 29 21 38 24 e6 01 6e 38 1b 1b 2e 36 28 1d 1b 20 38 e6 01 1e 32 1d 1b 43 3d 37
1/S1021.DAT,0x47B7C,0x47B7E,0x47B7E,0x47BA4,0x47BA4,0x19,38,38,2,0x47B76,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 31 4e 1c dd 0e 25 e6 01 59 29 20 3e 3f 9c 1f 2d 35 20 33 24 e6 01 4b 48 2d 36 41 26 99 1e 21 45 20 26 1c 3d 37
1/S1021.DAT,0x47C36,0x47C38,0x47C38,0x47C4C,0x47C4C,0x19,20,20,0,0x47C30,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 01 00 1b 00,b7 1c 20 1f 6d 1c 3d 55 1b 36 dd 8d 2f 6d 45 49 27 1e 1f 37
1/S1021.DAT,0x47CDC,0x47CDE,0x47CDE,0x47D04,0x47D04,0x19,38,38,2,0x47CD6,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 31 4e 1c dd 0e 25 e6 01 3b b7 3a 2d 1c 3d 55 1b 36 dd 8d 28 3b 3e 1c dd 25 de 1c 1c e6 01 28 2e 1c dd 64 3d 37
1/S1021.DAT,0x47D88,0x47D8A,0x47D8A,0x47DAE,0x47DAE,0x19,36,36,2,0x47D82,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 31 4e 1c dd 0e 25 e6 01 df 61 df 61 df 61 42 31 4e e4 3d e6 01 2e 32 2f 38 29 21 1b 44 1d 3a 1b 37 e4 3d
1/S1021.DAT,0x47DE2,0x47DE4,0x47DE4,0x47DF9,0x47DF9,0x19,21,21,0,0x47DDC,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,5b bc 65 dd c8 31 80 a2 31 c9 5a 2f 38 33 1b 27 1e 1f 37 e4 1f
1/S1021.DAT,0x47E2E,0x47E30,0x47E30,0x47E43,0x47E43,0x19,19,19,0,0x47E28,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,5b dd 2c de 49 1c dd 58 5a 2f 38 33 1b 27 1e 1f 37 e4 1f
1/S1021.DAT,0x47E78,0x47E7A,0x47E7A,0x47E8D,0x47E8D,0x19,19,19,0,0x47E72,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,5b 9e dd 2c dd 1f dd 49 5a 2f 38 33 1b 27 1e 1f 37 e4 1f
1/S1021.DAT,0x47EC6,0x47EC8,0x47EC8,0x47ED6,0x47ED6,0x19,14,14,0,0x47EC0,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,5b cd b8 5a 2f 38 33 1b 27 1e 1f 37 e4 1f
1/S1021.DAT,0x47F0C,0x47F0E,0x47F0E,0x47F23,0x47F23,0x19,21,21,1,0x47F06,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,42 31 4e 1c dd 0e 25 e6 01 42 31 4e e4 15 2c e4 15 2c e4 15 2c
1/S1021.DAT,0x4824E,0x48250,0x48250,0x48273,0x48273,0x19,35,35,2,0x48248,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,42 31 4e 1c dd 0e 25 e6 01 3f 1d 1f 1c 3b b7 3a 2d 28 4c 24 e6 01 e4 29 dd 22 2d 35 1c 3d df 61 df 61 37
1/S1021.DAT,0x48306,0x48308,0x48308,0x4832B,0x4832B,0x19,35,35,2,0x48300,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,42 31 4e 1c dd 0e 25 e6 01 9b 23 28 44 29 36 e6 01 dd af 55 1e 1b 5f 34 47 62 31 2a 1b 21 df 61 df 61 37
1/S1021.DAT,0x4841E,0x48420,0x48420,0x48431,0x48431,0x19,17,17,1,0x48418,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,42 31 4e 1c dd 0e 25 e6 01 42 31 4e df 61 df 61 37
1/S1021.DAT,0x48510,0x48512,0x48512,0x4853C,0x4853C,0x19,42,42,2,0x4850A,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 31 4e 1c dd 0e 25 e6 01 3f 1c 52 2a dd b8 23 30 21 12 11 da e6 01 3f 1c 52 1c 91 dd 61 dd 75 39 23 1d 29 21 1e 27 29 1f 37
1/S1021.DAT,0x485E6,0x485E8,0x485E8,0x48609,0x48609,0x19,33,33,2,0x485E0,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,42 31 4e 1c dd 0e 25 e6 01 3f 1d 1f df 61 df 61 e4 15 e6 01 54 26 1e 21 38 74 29 21 1e 27 26 1c 37
1/S1021.DAT,0x4863A,0x4863C,0x4863C,0x48667,0x48667,0x19,43,43,3,0x48634,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,42 31 4e 1c b7 25 e6 01 b2 20 29 21 3e 32 24 d7 53 62 37 e6 01 2e 1c ce dd 12 1c dd 37 cc 23 e6 01 20 20 43 22 2e 36 1d 1c 35 37
1/S1021.DAT,0x48698,0x4869A,0x4869A,0x486C6,0x486C6,0x19,44,44,2,0x48692,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 31 4e 1c dd 0e 25 e6 01 1d 2d 30 3f 1d 1f 2a df 61 df 61 37 e4 3d e6 01 85 36 42 31 4e 28 54 26 2b 32 58 1b 1b 1c df 61 df 61 3c
1/S1021.DAT,0x486F6,0x486F8,0x486F8,0x4871C,0x4871C,0x19,36,36,2,0x486F0,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 31 4e 1c b7 25 e6 01 df 61 df 61 2b 27 1d 1b 37 e4 1f e6 01 35 2a 85 2a 40 33 1d 49 32 58 df 61 df 61 37
1/S1021.DAT,0x4874C,0x4874E,0x4874E,0x48770,0x48770,0x19,34,34,2,0x48746,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 31 4e 1c dd 0e 25 e6 01 1b 40 30 2b 02 e6 01 85 28 79 3e 97 45 26 1c de 73 59 2a 3f 32 58 df 61 37
1/S1021.DAT,0x487A0,0x487A2,0x487A2,0x487E5,0x487E5,0x19,67,67,3,0x4879A,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,42 31 4e 1c b7 25 e6 01 12 11 da c3 1c c8 dd 74 24 dd 0f dd 44 09 97 26 1b 2d 0a 2a e6 01 dd 34 20 32 24 dd f0 99 9b 2a dd c0 32 22 df 61 df 61
1/S1021.DAT,0x48816,0x48818,0x48818,0x48828,0x48828,0x19,16,16,1,0x48810,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 31 4e 1c dd 0e 25 e6 01 9b 2a dd c0 32 22 3c
1/S1021.DAT,0x48858,0x4885A,0x4885A,0x4887E,0x4887E,0x19,36,36,2,0x48852,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 31 4e 1c b7 25 e6 01 dd 0f dd 44 09 97 26 1b 2d 0a 3a 32 21 1b 1f e6 01 5f 34 47 62 31 2a dd 8c 32 22 37
1/S1021.DAT,0x488AE,0x488B0,0x488B0,0x488D6,0x488D6,0x19,38,38,2,0x488A8,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 31 4e 1c dd 0e 25 e6 01 41 2d 1d c2 8a 01 3f 1c 96 2a df 61 df 61 37 e6 01 40 51 21 70 3a 1b 02 6e 38 20 38 02
1/S1021.DAT,0x48906,0x48908,0x48908,0x48931,0x48931,0x19,41,41,3,0x48900,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,42 31 4e 1c b7 25 e6 01 d7 53 62 df 61 df 61 e6 01 41 1c dd 74 27 30 be 2a 96 2f e6 01 e4 15 42 31 4e 2f 1f 1c 2d 35 6a 02
1/S1021.DAT,0x48DA4,0x48DA6,0x48DA6,0x48DC2,0x48DC2,0x19,28,28,1,,medium+,none,,00 00 21 00 00 00 01 00 78 00 15 00 00 00 21 00,42 31 4e 1c dd 0e 25 e6 01 dd 14 60 ab 42 24 42 31 4e 2f dd 1e 29 21 df 61 df 61 37
1/S1022.DAT,0x478DA,0x478DC,0x478DC,0x478EC,0x478EC,0x19,16,16,1,0x478D4,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 31 4e 1c dd 0e 25 e6 01 df 61 df 61 df 61 37
1/S1022.DAT,0x4793E,0x47940,0x47940,0x47958,0x47958,0x19,24,24,1,0x47938,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 31 4e 1c dd 0e 25 e6 01 3b 27 46 38 24 1b 29 21 1e 27 26 1c 20 1b 3c
1/S1022.DAT,0x47A60,0x47A62,0x47A62,0x47A90,0x47A90,0x19,46,46,3,0x47A5A,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 31 4e 1c dd 0e 25 e6 01 df 61 df 61 dd 2d 2f 50 dd aa 23 4c 37 e4 3d e6 01 45 33 3e 1d 29 1f 33 e6 01 1b 45 30 38 d9 29 21 3b 1b 30 37
1/S1022.DAT,0x47AC8,0x47ACA,0x47ACA,0x47AEE,0x47AEE,0x19,36,36,2,0x47AC2,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 31 4e 1c dd 0e 25 e6 01 df 61 df 61 df 61 42 31 4e e4 3d e6 01 2e 32 2f 38 29 21 1b 44 1d 3a 1b 37 e4 3d
1/S1022.DAT,0x47B22,0x47B24,0x47B24,0x47B3A,0x47B3A,0x19,22,22,0,0x47B1C,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,5b 1e 29 de b5 26 1c af 34 67 7c 5a 2f 38 33 1b 27 1e 1f 37 e4 1f
1/S1022.DAT,0x47B6E,0x47B70,0x47B70,0x47B81,0x47B81,0x19,17,17,0,0x47B68,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,5b dd 2c de 49 1c dd 58 5a 2f 38 33 1b 27 1e 1f 37
1/S1022.DAT,0x47BB6,0x47BB8,0x47BB8,0x47BC4,0x47BC4,0x19,12,12,0,0x47BB0,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,5b cd b8 5a 2f 38 33 1b 27 1e 1f 37
1/S1022.DAT,0x47C66,0x47C68,0x47C68,0x47C79,0x47C79,0x19,17,17,1,0x47C60,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,42 31 4e 1c dd 0e 25 e6 01 42 31 4e df 61 df 61 37
1/S1023.DAT,0x478BA,0x478BC,0x478BC,0x478D5,0x478D5,0x19,25,25,1,0x478B4,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,42 31 4e 1c dd 0e 25 e6 01 45 20 32 1f 33 1b 45 30 38 d9 29 21 3b 1b 30 37
1/S1023.DAT,0x4790A,0x4790C,0x4790C,0x4791A,0x4791A,0x19,14,14,0,0x47904,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,5b dd 58 dd 65 5a 2f 38 33 1b 27 1e 1f 37
1/S1023.DAT,0x47950,0x47952,0x47952,0x47981,0x47981,0x19,47,47,3,0x4794A,high,none,,00 00 00 21 00 06 00 04 00 05 00 02 00 00 00 02,42 31 4e 1c dd 0e 25 e6 01 b7 3a 2d 1c de ca 44 87 de 0f 2a 3f 22 49 54 3d b5 20 1b 3c e6 01 e5 03 dd 35 45 23 1b 1b 37 e6 01 e5 03 3d b5 37
1/S1023.DAT,0x479BE,0x479C0,0x479C0,0x479D6,0x479D6,0x19,22,22,1,0x479B8,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 31 4e 1c dd 0e 25 e6 01 dd 6f dd e5 2b 22 2d 4a 48 1d 1b 3d 37
1/S1023.DAT,0x47A3E,0x47A40,0x47A40,0x47A77,0x47A77,0x19,55,55,3,0x47A38,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,b7 1c 87 de 0f 25 e6 01 3b 27 46 1c dd b8 1c dd 31 49 23 1d 32 58 36 9f 1b e6 01 2e 32 2f dd be 1b 21 1b 22 37 e6 01 cc 2f 50 dd aa 23 24 63 1b
1/S1023.DAT,0x47B2E,0x47B30,0x47B30,0x47B58,0x47B58,0x19,40,40,1,0x47B28,high,none,,00 00 21 00 06 00 04 00 05 00 03 00 00 00 00 00,e5 03 bd 20 33 67 78 31 7f 2f dd 68 49 1d 1b 1f 51 23 28 13 e5 03 26 27 3e 63 26 23 28 e6 01 e5 03 3d b5 1c 40 51 22 37
1/S1023.DAT,0x47B9E,0x47BA0,0x47BA0,0x47BBB,0x47BBB,0x19,27,27,0,0x47B98,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,54 2e 1c 5e 23 38 24 1b 45 74 29 21 38 5f 34 47 62 31 1c 1b 22 89 c2 2a 3f 22 37
1/S1023.DAT,0x47BEC,0x47BEE,0x47BEE,0x47C09,0x47C09,0x19,27,27,1,0x47BE6,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,2e 2e 30 6e dd 20 38 63 46 58 24 e6 01 54 2d 54 2d dd 19 3e 1d 32 22 28 8c 35 37
1/S1023.DAT,0x47C3A,0x47C3C,0x47C3C,0x47C79,0x47C79,0x19,61,61,1,0x47C34,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,2e 1c 89 c2 1c 5f 34 47 62 31 28 dd 4d 31 d8 2a dd bd 2d 30 38 dd 15 43 33 1d 1b 1c 30 24 de 62 46 1f 1b 6f dd b4 53 23 e6 01 dd ac 43 59 21 89
1/S1023.DAT,0x47CB6,0x47CB8,0x47CB8,0x47CDC,0x47CDC,0x19,36,36,1,0x47CB0,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,dd 10 40 df 1a df 48 1d 54 30 28 24 9f 43 dd 4f 36 2e 55 20 33 e6 01 bd 2a 44 21 40 33 32 22 7a 2a 3f 22 37
1/S1023.DAT,0x47D0C,0x47D0E,0x47D0E,0x47D34,0x47D34,0x19,38,38,0,0x47D06,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,a4 b2 1c 62 31 34 1c cf 23 24 df 60 df 03 dd a1 62 34 2f dd 82 cf 23 3b 1e 21 a6 6b 31 bc 31 de 4d 53 23 1e 21 24
1/S1023.DAT,0x47D64,0x47D66,0x47D66,0x47D8B,0x47D8B,0x19,37,37,0,0x47D5E,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,2e 32 2f dd 33 29 21 24 5f 34 47 62 31 1c 89 c2 24 64 82 dd 55 2f 3d 3e a0 21 dd ef 63 2f dd 36 21 22 1c 35 37
1/S1023.DAT,0x47DC8,0x47DCA,0x47DCA,0x47DED,0x47DED,0x19,35,35,1,0x47DC2,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,bd 23 d0 b1 1e 1f 89 dd ac 23 24 de 02 b1 2f 3a 32 24 e6 01 67 78 31 7f 2f dd 68 49 22 2e 36 2a 3f 22 37
1/S1023.DAT,0x47E1E,0x47E20,0x47E20,0x47E46,0x47E46,0x19,38,38,2,0x47E18,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,2e 32 2f dd 96 49 22 1f 51 23 28 24 e6 01 bd 1c c3 55 20 3d 2e 23 e6 01 9e 39 dd 5d 2d 30 d0 b1 2b 22 2e 36 35 37
1/S1023.DAT,0x47E76,0x47E78,0x47E78,0x47EA8,0x47EA8,0x19,48,48,2,0x47E70,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,de f3 23 24 a4 b2 2a d0 b1 3a 32 22 cf 23 1d 22 dd 35 3e 24 e6 01 c7 de 8c 20 33 23 1d 22 3d 26 23 2b 22 36 e6 01 bd 23 de 02 b1 1e 40 2b 1b 37
1/S1023.DAT,0x47ED8,0x47EDA,0x47EDA,0x47EF3,0x47EF3,0x19,25,25,1,0x47ED2,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,63 1b 28 24 dd 88 3a 1d 7a 1c 45 6d 20 3a 4c 2a e6 01 50 dd aa 1d 1c 35 37
1/S1023.DAT,0x47F30,0x47F32,0x47F32,0x47F59,0x47F59,0x19,39,39,0,0x47F2A,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,dd 1b dd 51 d0 b1 36 42 65 db d8 2f de 04 9c 45 49 22 d0 b1 28 24 de d4 dd 9a 23 bd 1c de 02 b1 2f dd 68 49 1d 1b 37
1/S1023.DAT,0x47F8A,0x47F8C,0x47F8C,0x47FAD,0x47FAD,0x19,33,33,1,0x47F84,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,1f 35 1e 24 bd 23 67 78 31 7f 2f dd 3f 46 33 32 22 e6 01 42 65 db d8 28 20 dd 7d 33 32 21 1b 22 37
1/S1023.DAT,0x47FDE,0x47FE0,0x47FE0,0x47FF7,0x47FF7,0x19,23,23,0,0x47FD8,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,36 39 3f 46 8c 28 24 94 2f de 04 9c 45 49 22 1c 2a 1b 1b 35 55 26 37
1/S1023.DAT,0x48034,0x48036,0x48036,0x48069,0x48069,0x19,51,51,1,0x4802E,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,b2 32 45 2b 22 5f 34 47 62 31 28 24 e6 01 dd fa dd 90 2a df 16 b2 23 1d 22 2a 24 dd 83 1e 1f cf 23 38 33 46 22 dd de de 75 dd d2 28 dd 15 43 33
1/S1023.DAT,0x4809A,0x4809C,0x4809C,0x480AC,0x480AC,0x19,16,16,0,0x48094,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,2e 32 2f de 89 dd 3e 2b 22 36 1b 1b 35 55 26 37
1/S1023.DAT,0x48180,0x48182,0x48182,0x481AA,0x481AA,0x19,40,40,2,0x4817A,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 31 4e 1c dd 0e 25 e6 01 42 31 4e 24 3d 3e d3 3e 1c 3d e6 01 26 4b 23 28 38 26 dd 58 dd 65 28 1d 1b 1c df 61 df 61 37
1/S1023.DAT,0x481DA,0x481DC,0x481DC,0x481F5,0x481F5,0x19,25,25,1,0x481D4,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,42 31 4e 1c dd 0e 25 e6 01 a4 b2 1c 61 30 6e 36 20 1e 21 4b 73 26 35 1b 37
1/S1023.DAT,0x48304,0x48306,0x48306,0x48322,0x48322,0x19,28,28,1,0x482FE,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,42 31 4e 1c dd 0e 25 e6 01 dd 0e 3a 2d 24 3f 1d 1f 23 28 27 49 1f 43 df 61 df 61 37
1/S1023.DAT,0x48356,0x48358,0x48358,0x48368,0x48368,0x19,16,16,0,0x48350,high,none,,00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b 00,5b 4b 20 33 1c de 37 5a 2f 38 33 1b 27 1e 1f 37
1/S1023.DAT,0x4839C,0x4839E,0x4839E,0x483AD,0x483AD,0x19,15,15,0,0x48396,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,5b a3 a2 1c de 37 5a 2f 38 33 1b 27 1e 1f 37
1/S1023.DAT,0x483E2,0x483E4,0x483E4,0x483F7,0x483F7,0x19,19,19,0,0x483DC,high,none,,00 00 00 21 00 05 00 00 00 1b 00 01 00 00 00 1b,5b 1b 1c 4b 1c df 0a 1c de 37 5a 2f 38 33 1b 27 1e 1f 37
