source_file,bank,slot,disk_id,payload_length,skip,payload_sha256,users
21/S2041.DAT,A,4,85,44,38,FCE3D4607D29B40576C5C8582E899AB3A118F0E9503A858CB0704DB365A43B1F,21/S2041.DAT:0x48684
21/S2045.DAT,A,0,81,7,4,8DC044200FF1ABBD02682253195D5EA77C867CD1198B0231EC7A116D42AE07DB,21/S2045.DAT:0x4834A
21/S2045.DAT,A,3,84,20,14,46B4C385BE04C011228057AAAAFACCD3D5C729B2B675669667690DECEC129CE0,21/S2045.DAT:0x48926
21/S2045.DAT,A,6,87,18,11,3E12DE99275EF2E7E437D23FAE3D2E8F77DEE715A373125E6525295466B3EDF8,21/S2045.DAT:0x48B10
21/S2045.DAT,A,7,88,13,10,EDA1E5827E5E59F7BD91319FE9674C041D58100F03396723486D252159A88965,21/S2045.DAT:0x48BC0
21/S2045.DAT,A,14,8F,11,6,96C0E9C38FEB3BA3B741995E066289B9D060F2E5C8AB9A2033F2BC9F2136F550,21/S2045.DAT:0x48D6E
21/S2045.DAT,A,18,93,18,13,B22633613A298A08E1848BB33D45C227881498ABD294BFDB88937DBA7BDDC22B,21/S2045.DAT:0x48EC0
21/S2045.DAT,A,22,97,9,5,CC8AB466F579E29C460000C5A3024237D0088B3F4C70B37AE59AE59B0BCF9782,21/S2045.DAT:0x48F94|21/S2045.DAT:0x4907E
21/S2045.DAT,A,32,A1,49,41,D3E999807A191B3C7148FDF9A2185A8CE35DEBACF582AB07ADF47F2252602BAE,21/S2045.DAT:0x4916A
21/S2045.DAT,A,33,A2,45,33,82E613FB24ED5C52EFBA0BCA5582CD9FBE493E6BCBE2683A445863467E2B46D5,21/S2045.DAT:0x491CE
22/S2046.DAT,A,1,82,38,32,5950998EDAB6145F47492A19A99232D60006B3C53D2DAEAD50BC69FDC475D100,22/S2046.DAT:0x486DC
22/S2046.DAT,A,4,85,4,1,77F202EE62CAD1959F4FF729ECB5C2D705795DA6887B05F1497E06A2A5810DE5,22/S2046.DAT:0x48730|22/S2046.DAT:0x487C0
22/S2046.DAT,A,9,8A,10,4,B3FE084EE9A1C12CA80DD7D558C178397A24369FCE3517770C2A6B94ED639081,22/S2046.DAT:0x48730
22/S2046.DAT,A,12,8D,38,27,B0280B2651C83ABB447E1A3E2294F0797FE5DEE86ED3BFB7A6ADB5AA01B04623,22/S2046.DAT:0x487C0
22/S2046.DAT,A,26,9B,65,41,6CB4403F65384B14FA2862392E386CCBEE0BFD7C41CAFC5A7617B003ED2878A6,22/S2046.DAT:0x4881A
22/S2055.DAT,A,5,86,10,5,D653083C02116267CB14FBDE08300CD4B98210252E66311329AB8DAC8651EDC6,22/S2055.DAT:0x47C88
22/S2055.DAT,A,19,94,19,13,C7231C0506881B149AB164DF5BF7657314EFDBB941A4DDD5CB5953E9E04D5BCC,22/S2055.DAT:0x47C88
22/S2055.DAT,A,22,97,21,17,92BAEF9C058761B8D4D18AE455A4B6206728EBBCFE25AC70A8A8296EDB91DF15,22/S2055.DAT:0x47C88
31/S3011.DAT,A,0,81,4,1,77F202EE62CAD1959F4FF729ECB5C2D705795DA6887B05F1497E06A2A5810DE5,31/S3011.DAT:0x47FEE
31/S3011.DAT,A,1,82,44,35,5707A14AA5B8BFCC8968F4EF6D46F448AF9BD2F79704D6081D95149D4D738D56,31/S3011.DAT:0x47FEE
31/S3012.DAT,A,0,81,14,11,C2D9A98011C07CDEBABA81860B578B88AD3CE435D09F0B3BFA3497A9533147BB,31/S3012.DAT:0x4811E
31/S3012.DAT,A,1,82,16,11,F0C353E48ABB9BC9F748ECCE31128641F02400BF7C93CD3D7CA7F4AE717A4B88,31/S3012.DAT:0x4811E
31/S3012.DAT,A,2,83,44,38,FCE3D4607D29B40576C5C8582E899AB3A118F0E9503A858CB0704DB365A43B1F,31/S3012.DAT:0x4831C
31/S3013.DAT,A,1,82,5,2,D697A9FD190D4E0B6AC2FC871BFDBE0BD1D9EE62DD0E69F43D52E0503DDCFE15,31/S3013.DAT:0x483C6
31/S3013.DAT,A,14,8F,19,4,549A59ECAD1DC351CDA6502A26C7F4F9C0464BF723D741CB0E7BF0A78131D63D,31/S3013.DAT:0x483C6
31/S3014.DAT,A,0,81,35,15,84548A33612663DE1B7899EE3BD32581E1C547FF981C5D00AF88506C168A8656,31/S3014.DAT:0x47108
31/S3014.DAT,A,2,83,21,12,3E91508392322D55E09BD756F79A2B1363566C50C7370840102B147B67D0C105,31/S3014.DAT:0x47232
31/S3014.DAT,A,3,84,66,45,6B17CBA5D63D71F414AD672A940501ED4C04BCE9264C96641C498B5C25419835,31/S3014.DAT:0x472A2
31/S3014.DAT,A,5,86,16,8,062366BECCC3E67691691ADFD8D9BE076D6EA35FC72A24EE6E21DA185F8AF3C9,31/S3014.DAT:0x47324
31/S3014.DAT,A,6,87,7,4,8DC044200FF1ABBD02682253195D5EA77C867CD1198B0231EC7A116D42AE07DB,31/S3014.DAT:0x4736E
31/S3014.DAT,A,7,88,42,7,9073AB543238F32D35FC9DB254F66EC4D31D8AF49F9D52186E219BDA1568C616,31/S3014.DAT:0x4745A
31/S3014.DAT,A,14,8F,27,17,7976CF7968B9718546267FD30572DE92F195184DDCF47B3C976F80001D74DAE1,31/S3014.DAT:0x4752A
31/S3014.DAT,B,0,D1,25,11,88FD4E1EE99038A12B11DEDB85170B4AF363B0FAE583A3DAC4C1D8EF3F949FEE,31/S3014.DAT:0x4758C
31/S3014.DAT,B,1,D2,39,31,34A0898E62944A26767DA0A33D95196C1E0A33AB83F00424CA5F01FED2A2237B,31/S3014.DAT:0x4762E
31/S3014.DAT,B,2,D3,30,13,AA2689C0DD2F7653A64338BBC4F7E4E7BA1EFC554B9B9B21351A3F6476F68407,31/S3014.DAT:0x477D6
31/S3014.DAT,B,3,D4,42,39,10C8D69A0AC7879C5CB2311B4EFD58592E8412957BD1F4BEF5BDF1E495345B2C,31/S3014.DAT:0x4788A
31/S3014.DAT,B,4,D5,21,14,BBC81AD9965E8884AF4032FDF37E1F3FD431AEF9EB2C37A269A176686F0489CC,31/S3014.DAT:0x4794A
31/S3014.DAT,B,5,D6,10,3,7876ED5FC074641EA87E4AD017599C3F96A1A40BE1B1B74EADEECEA98E3E74A5,31/S3014.DAT:0x47A78
31/S3014.DAT,B,6,D7,14,4,C31CF9DCC12EBFD06D6FFE7928AFCFC05E5970FD9452055B0EC63083DA60EB39,31/S3014.DAT:0x47ADE
31/S3014.DAT,B,7,D8,19,12,7916C7B0BBDC2D350C7DB3C21FCC14CF626FE8BCBC1DECB5CB94DB9026CA6D2F,31/S3014.DAT:0x47CD6
31/S3014.DAT,B,8,D9,28,18,018780A9D296BFB3D6A736041A355365585905271D763B1B06752E9BDEEED713,31/S3014.DAT:0x47D42
31/S3014.DAT,B,9,DA,11,6,E1222D480A3C3273D72273707185C79ED5F646F73A754D21EC17EE6A473FBC65,31/S3014.DAT:0x47D92
31/S3014.DAT,B,10,DB,18,13,B22633613A298A08E1848BB33D45C227881498ABD294BFDB88937DBA7BDDC22B,31/S3014.DAT:0x47EE4
31/S3014.DAT,B,11,DC,9,5,CC8AB466F579E29C460000C5A3024237D0088B3F4C70B37AE59AE59B0BCF9782,31/S3014.DAT:0x47FB8|31/S3014.DAT:0x480A2
31/S3014.DAT,B,12,DD,49,41,D3E999807A191B3C7148FDF9A2185A8CE35DEBACF582AB07ADF47F2252602BAE,31/S3014.DAT:0x4818E
31/S3014.DAT,B,13,DE,41,33,A3635D3639789DCA767A04CBA261A5D54BA3A926CBE7CDC6114852615DF9976B,31/S3014.DAT:0x481F2
31/S3014.DAT,B,14,DF,44,33,D5CC367E64F5850183A9B524955C39E2FBC519D1A67DBC5E71C9204558432CA3,31/S3014.DAT:0x482B6
31/S3014.DAT,B,15,E0,17,8,4FC7C54DDA4DEE76D2BD566B12CDABFD6387CD23CECCC916BB8CB7A295BF2184,31/S3014.DAT:0x48320
31/S3022.DAT,A,0,81,4,1,77F202EE62CAD1959F4FF729ECB5C2D705795DA6887B05F1497E06A2A5810DE5,31/S3022.DAT:0x48822
31/S3022.DAT,A,1,82,10,7,BC2BC10067B879252ED2D6319B1465B1F2B17E8188A4E351CCEEA25B4E8B6CEB,31/S3022.DAT:0x48822
31/S3022.DAT,A,2,83,5,2,4541DC8AC2AA4FDD7F039652569BC21EA560CEDBFF4C633521E97518287BB643,31/S3022.DAT:0x48822
31/S3024.DAT,A,0,81,6,1,9E3AA1124DE28FC5294AE21C13651113A0E87F139B4DFBA77CCB894839B0C0D7,31/S3024.DAT:0x47F68
31/S3031.DAT,A,1,82,18,7,29CCF676DA222ADF27A5E2773CB0F64AD6E9E53999D517DAEFE354B2DF9154D3,31/S3031.DAT:0x47C40
31/S3032.DAT,A,1,82,15,5,76CE4BCF71CCEA19240926AF1C05096B1E2A131D0B9847C3E25E72CC100B93FD,31/S3032.DAT:0x47994
32/S3061.DAT,A,9,8A,9,4,E97F0DC371FC0D7A76EB75CC772D66635F30AA47CFDB4ED0DFE5783E0F7872D9,32/S3061.DAT:0x48344
32/S3062.DAT,A,2,83,9,4,E97F0DC371FC0D7A76EB75CC772D66635F30AA47CFDB4ED0DFE5783E0F7872D9,32/S3062.DAT:0x47E48
32/S3063.DAT,A,1,82,9,4,E97F0DC371FC0D7A76EB75CC772D66635F30AA47CFDB4ED0DFE5783E0F7872D9,32/S3063.DAT:0x47D88
32/S3063.DAT,A,4,85,17,9,3272297D9A7829C2B8F2FA9284AB08D42C30414215DB3706DDF3B959F70C1893,32/S3063.DAT:0x47D88
4/S4021.DAT,A,0,81,5,2,3323C7C93FFD4479470F290782F527E277AFA06692446B26F4C4C4F908EB76A8,4/S4021.DAT:0x47992
4/S4021.DAT,A,5,86,5,2,33B9DDE7659EB9713C1F25DE9A54F18E4EFD91038DA7AE9AF98FC1AA855D28B1,4/S4021.DAT:0x47AFA
4/S4021.DAT,A,6,87,9,6,FEE9AF436DC7F904993C790AFDB478E43DCAAD9DB4CAAA4B4DB453B61E4A3515,4/S4021.DAT:0x47AFA
4/S4021.DAT,A,7,88,23,6,281F30A3506910A5DF544E12B56C3DF56A48818E87E22EC532A01F1D0B9F7B40,4/S4021.DAT:0x47B8E
4/S4022.DAT,A,0,81,5,2,33B9DDE7659EB9713C1F25DE9A54F18E4EFD91038DA7AE9AF98FC1AA855D28B1,4/S4022.DAT:0x47A0C|4/S4022.DAT:0x47BF6
4/S4022.DAT,A,1,82,41,32,4C99E2D82E3CF34EB071BB308A00DA47EB4523BBC3E571E954A3F9426F5205A7,4/S4022.DAT:0x47A0C
4/S4022.DAT,A,2,83,15,5,F51A80F20F7EFA2D3FB91732055D667190AEA790505827DC0A9D362CE73FB688,4/S4022.DAT:0x47AFA
4/S4022.DAT,A,6,87,16,11,A5DE2DA67E0DCA5DC403848E8648614665848FFCE1AEF5BDED84919E65DDCD3F,4/S4022.DAT:0x47BF6
4/S4022.DAT,A,8,89,5,2,3323C7C93FFD4479470F290782F527E277AFA06692446B26F4C4C4F908EB76A8,4/S4022.DAT:0x47D34
4/S4022.DAT,A,9,8A,21,7,EAF3F781EF2E3FEDFC707BC282D86F6FE4F0B787DB140999843F60C4CE7CB1F8,4/S4022.DAT:0x47D34
4/S4031.DAT,A,11,8C,8,1,445C4F9F7C2CF5CA5C1D200ABD11924F271ACE37C776B29EC653FF20EAD120F9,4/S4031.DAT:0x48516
4/S4033.DAT,A,0,81,13,4,03474D942A2C68BF82E09C7533E7175CBC0A69A8F4192B52BEC147A3B6299C67,4/S4033.DAT:0x47CDC
4/S4033.DAT,A,2,83,4,0,07038170AE7B2B35D255E902F103159E3008EB73B058C653716565162E2B04EC,4/S4033.DAT:0x47CDC
4/S4033.DAT,A,17,92,7,2,36846FA3EC5ADD6C73F0A540BF518F7389459230CA8E84FD09D6FB1536240427,4/S4033.DAT:0x47CDC
4/S4034.DAT,A,0,81,9,4,BBD2602B475351EC712E76EB87561C2F10536DC43A232D297589C699EE90F721,4/S4034.DAT:0x47D30
4/S4034.DAT,A,1,82,4,0,07038170AE7B2B35D255E902F103159E3008EB73B058C653716565162E2B04EC,4/S4034.DAT:0x47D30
4/S4034.DAT,A,2,83,7,2,36846FA3EC5ADD6C73F0A540BF518F7389459230CA8E84FD09D6FB1536240427,4/S4034.DAT:0x47D30
4/S4035.DAT,A,0,81,19,4,CAF3183B98676B7E09D308B64FDDF9E18774F19BF5B6A8153D9DE0EFC1FB081E,4/S4035.DAT:0x47D30
4/S4035.DAT,A,1,82,4,0,07038170AE7B2B35D255E902F103159E3008EB73B058C653716565162E2B04EC,4/S4035.DAT:0x47D30
4/S4035.DAT,A,2,83,7,2,36846FA3EC5ADD6C73F0A540BF518F7389459230CA8E84FD09D6FB1536240427,4/S4035.DAT:0x47D30
4/S4035.DAT,A,10,8B,32,27,DDF724D4E0456383102A094704070CEFF87C916BDC7D4D816A4106F188D7D2CB,4/S4035.DAT:0x484C8
4/S4036.DAT,A,0,81,17,4,7952CA6C860ADD48527485B44A31B1DD23171513227CEBB2411565565CD2A7AD,4/S4036.DAT:0x47CDC
4/S4036.DAT,A,1,82,4,0,07038170AE7B2B35D255E902F103159E3008EB73B058C653716565162E2B04EC,4/S4036.DAT:0x47CDC
4/S4036.DAT,A,2,83,7,2,36846FA3EC5ADD6C73F0A540BF518F7389459230CA8E84FD09D6FB1536240427,4/S4036.DAT:0x47CDC
5/S5011.DAT,A,2,83,18,11,8C3CEA604E572E080331F78AAE7B1D377CDD054818259050BA04C1CECB037343,5/S5011.DAT:0x4815A
5/S5011.DAT,A,4,85,21,12,BD37DCB9994B67E1B052A36EA6829C97CF93707BB2A05026ADDF20AE64050724,5/S5011.DAT:0x4815A
5/S5013.DAT,A,0,81,9,5,58F9C12DFCAD878594BAE37439AA07698072BBDECF34B209268977E2992DED96,5/S5013.DAT:0x47D1E
5/S5013.DAT,A,2,83,7,4,8DC044200FF1ABBD02682253195D5EA77C867CD1198B0231EC7A116D42AE07DB,5/S5013.DAT:0x48336
5/S5013.DAT,A,3,84,20,14,46B4C385BE04C011228057AAAAFACCD3D5C729B2B675669667690DECEC129CE0,5/S5013.DAT:0x48912
5/S5013.DAT,A,5,86,21,16,6872F2647D7CD9A569FE739DE986E7880A19130F05A92601308339BC7993E870,5/S5013.DAT:0x489E2
5/S5013.DAT,A,6,87,13,10,EDA1E5827E5E59F7BD91319FE9674C041D58100F03396723486D252159A88965,5/S5013.DAT:0x48BAC
5/S5013.DAT,A,7,88,11,6,96C0E9C38FEB3BA3B741995E066289B9D060F2E5C8AB9A2033F2BC9F2136F550,5/S5013.DAT:0x48D5A
5/S5013.DAT,A,8,89,18,13,B22633613A298A08E1848BB33D45C227881498ABD294BFDB88937DBA7BDDC22B,5/S5013.DAT:0x48EAC
5/S5013.DAT,A,9,8A,9,5,CC8AB466F579E29C460000C5A3024237D0088B3F4C70B37AE59AE59B0BCF9782,5/S5013.DAT:0x48F80|5/S5013.DAT:0x4906A
5/S5013.DAT,A,14,8F,49,41,D3E999807A191B3C7148FDF9A2185A8CE35DEBACF582AB07ADF47F2252602BAE,5/S5013.DAT:0x49156
5/S5013.DAT,A,17,92,45,33,82E613FB24ED5C52EFBA0BCA5582CD9FBE493E6BCBE2683A445863467E2B46D5,5/S5013.DAT:0x491BA
5/S5021.DAT,A,10,8B,13,9,13054DFC00637D5B410381A6C0E239AF86111FD867AF74FAEAA8BF0CDDDE513C,5/S5021.DAT:0x47B70
5/S5021.DAT,A,20,95,13,6,2AF70C3D83B2E8D5FB194446BF7F2135262885F214BF4324FE2CC6E511E1A5F7,5/S5021.DAT:0x481D8
5/S5022.DAT,A,1,82,10,6,6C2A7D76E5B0656ADEFA9EC3C16705B39595FA359EAD2489B6BEC881E1F12735,5/S5022.DAT:0x478FC
5/S5023.DAT,A,0,81,19,8,EC98839A911ED53C7338508F5AEFC431BAA652A2E91ED6CF8F43F8CE3FA81D8C,5/S5023.DAT:0x4792E
5/S5023.DAT,A,2,83,20,13,C10D8175B4C406063A2C9E497EDB18A5AD73E9604D39971E3063E0ECFF825D8D,5/S5023.DAT:0x47A38
5/S5023.DAT,A,7,88,17,6,742E6AA7B1E364D93DCF649B60C78078D17CC0769D9BD2045D7D260B62131BDA,5/S5023.DAT:0x47A38
5/S5025.DAT,A,1,82,13,8,A00C821545F8EFCDA5872B157CE2F8CEB1473910AEC4FF6B13F5A14F302CF679,5/S5025.DAT:0x47DA4
6/S6013.DAT,A,0,81,40,26,59E8E841D8504FF7840D1B1FA411175C579EFAF226A00FD68E32721DB83B9D63,6/S6013.DAT:0x4834E
6/S6014.DAT,A,0,81,7,4,8DC044200FF1ABBD02682253195D5EA77C867CD1198B0231EC7A116D42AE07DB,6/S6014.DAT:0x482E2
6/S6014.DAT,A,2,83,13,10,EDA1E5827E5E59F7BD91319FE9674C041D58100F03396723486D252159A88965,6/S6014.DAT:0x48B58
6/S6014.DAT,A,3,84,11,6,96C0E9C38FEB3BA3B741995E066289B9D060F2E5C8AB9A2033F2BC9F2136F550,6/S6014.DAT:0x48D06
6/S6014.DAT,A,5,86,18,13,B22633613A298A08E1848BB33D45C227881498ABD294BFDB88937DBA7BDDC22B,6/S6014.DAT:0x48E58
6/S6014.DAT,A,14,8F,9,5,CC8AB466F579E29C460000C5A3024237D0088B3F4C70B37AE59AE59B0BCF9782,6/S6014.DAT:0x48F2C|6/S6014.DAT:0x49016
6/S6014.DAT,A,17,92,49,41,D3E999807A191B3C7148FDF9A2185A8CE35DEBACF582AB07ADF47F2252602BAE,6/S6014.DAT:0x49102
6/S6014.DAT,A,20,95,45,33,82E613FB24ED5C52EFBA0BCA5582CD9FBE493E6BCBE2683A445863467E2B46D5,6/S6014.DAT:0x49166
6/S6021.DAT,A,2,83,16,2,B41C379AE5AE9587A4D6EB3DE15137FD7823B31CDF756088457E9BB0A2ECB449,6/S6021.DAT:0x48498
6/S6054.DAT,B,0,D1,7,3,0509DD6F5807D8146BF45E892EA0939ED6424BB8C4BCADFC2BBD7F2AF795882F,6/S6054.DAT:0x4506E|6/S6054.DAT:0x45160|6/S6054.DAT:0x4525C|6/S6054.DAT:0x4535A|6/S6054.DAT:0x45398|6/S6054.DAT:0x4544A|6/S6054.DAT:0x45542|6/S6054.DAT:0x45648|6/S6054.DAT:0x4573A|6/S6054.DAT:0x45836|6/S6054.DAT:0x45940|6/S6054.DAT:0x45A38|6/S6054.DAT:0x45A80|6/S6054.DAT:0x45AC8
6/S6054.DAT,B,1,D2,8,3,407D441B4716D2BB94A9127C60542761AC89AA0DE0A8A4AA0D37BB2EE05EEAB4,6/S6054.DAT:0x450AC|6/S6054.DAT:0x4519E|6/S6054.DAT:0x4529A|6/S6054.DAT:0x4548E|6/S6054.DAT:0x45580|6/S6054.DAT:0x45686|6/S6054.DAT:0x45778|6/S6054.DAT:0x45874|6/S6054.DAT:0x4597E|6/S6054.DAT:0x45B2C|6/S6054.DAT:0x45D02|6/S6054.DAT:0x45D52|6/S6054.DAT:0x45DA0|6/S6054.DAT:0x45E2E|6/S6054.DAT:0x45F00|6/S6054.DAT:0x45FDC|6/S6054.DAT:0x460DE|6/S6054.DAT:0x461E2|6/S6054.DAT:0x4623C|6/S6054.DAT:0x462E4|6/S6054.DAT:0x46394|6/S6054.DAT:0x46440|6/S6054.DAT:0x464EC|6/S6054.DAT:0x46598|6/S6054.DAT:0x4663E|6/S6054.DAT:0x466E2|6/S6054.DAT:0x46778|6/S6054.DAT:0x46828|6/S6054.DAT:0x46980|6/S6054.DAT:0x46A2E
6/S6054.DAT,B,2,D3,15,8,F5FD4DCC88721F0FA3C0AFAE1B6115212C8892D66B3A6AC48D57F2E987F60EB7,6/S6054.DAT:0x450AC
6/S6054.DAT,B,3,D4,6,1,9E3AA1124DE28FC5294AE21C13651113A0E87F139B4DFBA77CCB894839B0C0D7,6/S6054.DAT:0x451F4
6/S6054.DAT,B,4,D5,33,23,59DEB0E6AA71C4A8995A223682DEE34E3DAA85FCE575BFD3209EB9141608F9EE,6/S6054.DAT:0x4529A
6/S6054.DAT,B,5,D6,17,13,0C6DD444DDC39DCCC55B75106E97096C0CFD9946C89DA6B891E4314437EED857,6/S6054.DAT:0x4548E
6/S6054.DAT,B,6,D7,34,30,E521E3DB906EC33267320DAEFCBC8FFB286511551856D997F4F10565DC61DB60,6/S6054.DAT:0x45580
6/S6054.DAT,B,7,D8,22,19,E63FD348A04A8B84059E55ADF842D2EEF210E9C6CD82BE2A2975C76B2C6C38F8,6/S6054.DAT:0x45686
6/S6054.DAT,B,8,D9,40,27,D9393DFDE896F12439FE9DCE804607F25AEBF6E862FD452D1B033D95CC075CED,6/S6054.DAT:0x45778
6/S6054.DAT,B,9,DA,6,2,331848E12BDBE61BA8E23C966410EDFCCD021B127B5DBF8401A58EA70676B58D,6/S6054.DAT:0x458CE
6/S6054.DAT,B,10,DB,18,11,89FC80ABE7007CA13080AA88295F65ED9FF7C1FF8190202AAE2CA52EA6217A66,6/S6054.DAT:0x4597E
6/S6054.DAT,B,11,DC,4,1,EF71358B2419E82AE22A077EE8972B8A4D29EA22914512E2577E1823AC18DCAB,6/S6054.DAT:0x459CA
6/S6054.DAT,B,12,DD,43,36,7D5D853567443641510D079DA63CF997AE5E08BADF0723402633EF00A3F474C6,6/S6054.DAT:0x45B2C
6/S6054.DAT,B,13,DE,27,17,4A4B2C85D1A3A64B5D94297DE70B5935AE186177184F51A52AEB7050BADCD2EF,6/S6054.DAT:0x45D02
6/S6054.DAT,B,14,DF,25,19,802C3EF8A2B2B8D6FF8EA0B5682A301377316BB76C1D9208112762EC0C9E6366,6/S6054.DAT:0x45D52
6/S6054.DAT,B,15,E0,19,11,C89219373F986CBEB1DEBBF08705AA5FE3EA1ABECCC9FE0AA447089793CFB23C,6/S6054.DAT:0x45E2E
6/S6054.DAT,B,16,E1,24,21,2B9C52446A393F56A7F47CAD488887E88FF65B50A8F3255371D6F4A0C5246D88,6/S6054.DAT:0x45F00
6/S6054.DAT,B,17,E2,16,5,C59065882FCCC1DBEE9216BE96325D17D5BE23B3569CE9A3F6AD1254935822C0,6/S6054.DAT:0x460DE
6/S6054.DAT,B,18,E3,14,5,D5F8847F1EF460F3DC13745C84ABE169131D6F513FE2CE3435CB99A827C1967A,6/S6054.DAT:0x4623C
6/S6054.DAT,B,19,E4,15,5,ED17F90FBA1D74A6F6CCCFDD7C99DFE1701444726DEC030FA19850A13A12416D,6/S6054.DAT:0x462E4
6/S6054.DAT,B,20,E5,34,25,548535DD2DC6951E638BE8C1FF5301B9A1D5397859C1CD2FB681157CE5EE9E38,6/S6054.DAT:0x4663E
6/S6054.DAT,B,21,E6,14,10,A2144BD809080848F4F97BDC0E04036BA33BE134B146DE033ED233477CD22C18,6/S6054.DAT:0x466E2
7/S7012.DAT,A,0,81,7,4,8DC044200FF1ABBD02682253195D5EA77C867CD1198B0231EC7A116D42AE07DB,7/S7012.DAT:0x47DDA
7/S7012.DAT,A,1,82,11,6,96C0E9C38FEB3BA3B741995E066289B9D060F2E5C8AB9A2033F2BC9F2136F550,7/S7012.DAT:0x487FE
7/S7012.DAT,A,2,83,18,13,B22633613A298A08E1848BB33D45C227881498ABD294BFDB88937DBA7BDDC22B,7/S7012.DAT:0x48950
7/S7012.DAT,A,6,87,9,5,CC8AB466F579E29C460000C5A3024237D0088B3F4C70B37AE59AE59B0BCF9782,7/S7012.DAT:0x48A24|7/S7012.DAT:0x48B0E
7/S7012.DAT,A,7,88,49,41,D3E999807A191B3C7148FDF9A2185A8CE35DEBACF582AB07ADF47F2252602BAE,7/S7012.DAT:0x48BFA
7/S7012.DAT,A,9,8A,45,33,82E613FB24ED5C52EFBA0BCA5582CD9FBE493E6BCBE2683A445863467E2B46D5,7/S7012.DAT:0x48C5E
7/S7021.DAT,A,0,81,7,4,9403A3ACEA838D6A453A99110B3FC8F1B39D6178B4C42EB60327C9EAB3E428E0,7/S7021.DAT:0x48D26
7/S7021.DAT,A,1,82,6,1,9E3AA1124DE28FC5294AE21C13651113A0E87F139B4DFBA77CCB894839B0C0D7,7/S7021.DAT:0x48EA4
7/S7021.DAT,A,2,83,4,0,9D9B05830B78DB4E07127381CC32B5433FE7A1714ED0A0F45862A48405FD7A9C,7/S7021.DAT:0x4908E
7/S7021.DAT,A,3,84,8,3,5F7C63F0DD587E7A320A4661961AF6DA77D766E33546FC62C7E1AC9996311DD9,7/S7021.DAT:0x4921C
7/S7022.DAT,A,0,81,7,4,9403A3ACEA838D6A453A99110B3FC8F1B39D6178B4C42EB60327C9EAB3E428E0,7/S7022.DAT:0x489B6
7/S7022.DAT,A,1,82,6,2,A059FECD5F41BF1637AAF7172F41C479B88AE73AD554B3C1831B6AF3F27224F4,7/S7022.DAT:0x489B6
7/S7023.DAT,A,1,82,7,4,9403A3ACEA838D6A453A99110B3FC8F1B39D6178B4C42EB60327C9EAB3E428E0,7/S7023.DAT:0x48A4E
7/S7023.DAT,A,2,83,6,2,A059FECD5F41BF1637AAF7172F41C479B88AE73AD554B3C1831B6AF3F27224F4,7/S7023.DAT:0x48A4E
7/S7024.DAT,A,0,81,7,4,9403A3ACEA838D6A453A99110B3FC8F1B39D6178B4C42EB60327C9EAB3E428E0,7/S7024.DAT:0x48AAE
7/S7024.DAT,A,1,82,16,13,A69D3854A20FE6A5DAA8A1147DE6DF4985EC558B869A12413FE0FFE989B1D42A,7/S7024.DAT:0x48AAE
7/S7024.DAT,A,2,83,6,2,A059FECD5F41BF1637AAF7172F41C479B88AE73AD554B3C1831B6AF3F27224F4,7/S7024.DAT:0x48AAE
7/S7025.DAT,A,0,81,3,0,4827E51676BD225FE37A34CFE2BFA99FA654326E5807CF281EADAC0A1BD66143,7/S7025.DAT:0x4851C
