source file,offset,japanese,korean
1/S1051.DAT,0x479F8, <CTRL:00>9<CTRL:00>し<CTRL:00>す<CTRL:00>.<CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00>5<CTRL:00>は<CTRL:00>3 に<CTRL:00>す<CTRL:00>/<CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00>2<CTRL:00>は<CTRL:00>3 に<CTRL:00> <CTRL:00>ー か<CTRL:00> ,
1/S1051.DAT,0x47A1C,は<CTRL:00>3 に<CTRL:00> <CTRL:00>ー か<CTRL:00> ,
1/S1051.DAT,0x47BF4, <CTRL:00>9<CTRL:00>し<CTRL:00>す<CTRL:00>.<CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00>5<CTRL:00>は<CTRL:00>1！に<CTRL:00>す<CTRL:00>/<CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00>2<CTRL:00>は<CTRL:00>1！に<CTRL:00> <CTRL:00>を！か<CTRL:00> ,
1/S1051.DAT,0x47C18,は<CTRL:00>1！に<CTRL:00> <CTRL:00>を！か<CTRL:00> ,
1/S1051.DAT,0x47E18," <CTRL:00>9<CTRL:00>し<CTRL:00>す<CTRL:00>*<CTRL:00>2<CTRL:00>す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
1/S1051.DAT,0x47E24,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
1/S1051.DAT,0x48090," <CTRL:00>9<CTRL:00>し<CTRL:00>す<CTRL:00>*<CTRL:00>2<CTRL:00>す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
1/S1051.DAT,0x4809C,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
1/S1051.DAT,0x482A8," <CTRL:00>9<CTRL:00>し<CTRL:00>す<CTRL:00>*<CTRL:00>2<CTRL:00>す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
1/S1051.DAT,0x482B4,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
1/S1051.DAT,0x48498," <CTRL:00>9<CTRL:00>し<CTRL:00>す<CTRL:00>*<CTRL:00>2<CTRL:00>す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
1/S1051.DAT,0x484A4,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
1/S1051.DAT,0x48598, <CTRL:00>9<CTRL:00>し<CTRL:00> ,
1/S1051.DAT,0x488F6,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
1/S1051.DAT,0x489AA,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
1/S1051.DAT,0x48AD8,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
1/S1051.DAT,0x48CEC,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
1/S1051.DAT,0x48D8C,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
1/S1051.DAT,0x48E02,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
1/S1051.DAT,0x48EFE,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
1/S1051.DAT,0x4922A,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
1/S1071.DAT,0x47A4A,0<CTRL:00>%<CTRL:00>今<CTRL:00>&<CTRL:00>！<CTRL:00>ジ て,
1/S1071.DAT,0x47AFA,<CTRL:FE><CTRL:FF>（<CTRL:00>/,
1/S1071.DAT,0x47B0C,"""<CTRL:00>6<CTRL:00>""<CTRL:00>/",
1/S1071.DAT,0x47B20,"""<CTRL:00>6<CTRL:00>！<CTRL:00>/",
1/S1071.DAT,0x47B3A,"""<CTRL:00>3",
21/S2013.DAT,0x47BDA,"兵士 
さつさとどけろ！！","병사 
어서 비켜라！！"
21/S2013.DAT,0x47C00,お、と・と・と・と<CTRL:E4>よ,
21/S2021.DAT,0x469EE, <CTRL:00>9<CTRL:00>し<CTRL:00>す<CTRL:00>.<CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00>5<CTRL:00>は<CTRL:00>. に<CTRL:00>す<CTRL:00>/<CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00>2<CTRL:00>は<CTRL:00>. に<CTRL:00> <CTRL:00>・ か<CTRL:00> ,
21/S2021.DAT,0x46A12,は<CTRL:00>. に<CTRL:00> <CTRL:00>・ か<CTRL:00> ,
21/S2021.DAT,0x46BEA," <CTRL:00>9<CTRL:00>し<CTRL:00>す<CTRL:00>.<CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00>5<CTRL:00>は<CTRL:00>,！に<CTRL:00>す<CTRL:00>/<CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00>2<CTRL:00>は<CTRL:00>,！に<CTRL:00> <CTRL:00>が！か<CTRL:00> ",
21/S2021.DAT,0x46C0E,"は<CTRL:00>,！に<CTRL:00> <CTRL:00>が！か<CTRL:00> ",
21/S2021.DAT,0x46E0E," <CTRL:00>9<CTRL:00>し<CTRL:00>す<CTRL:00>*<CTRL:00>2<CTRL:00>す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
21/S2021.DAT,0x46E1A,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
21/S2021.DAT,0x47086," <CTRL:00>9<CTRL:00>し<CTRL:00>す<CTRL:00>*<CTRL:00>2<CTRL:00>す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
21/S2021.DAT,0x47092,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
21/S2021.DAT,0x4729E," <CTRL:00>9<CTRL:00>し<CTRL:00>す<CTRL:00>*<CTRL:00>2<CTRL:00>す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
21/S2021.DAT,0x472AA,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
21/S2021.DAT,0x4748E," <CTRL:00>9<CTRL:00>し<CTRL:00>す<CTRL:00>*<CTRL:00>2<CTRL:00>す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
21/S2021.DAT,0x4749A,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
21/S2021.DAT,0x4758E, <CTRL:00>9<CTRL:00>し<CTRL:00> ,
21/S2021.DAT,0x478EC,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
21/S2021.DAT,0x479A0,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
21/S2021.DAT,0x47ACE,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
21/S2021.DAT,0x47CE2,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
21/S2021.DAT,0x47D82,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
21/S2021.DAT,0x47DF8,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
21/S2021.DAT,0x47EF4,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
21/S2021.DAT,0x48220,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",
21/S2031.DAT,0x47B92,<CTRL:00>'2<CTRL:00>2,
21/S2031.DAT,0x47B98,<CTRL:00>'1<CTRL:00>1,
21/S2031.DAT,0x47BC2,<CTRL:00>）2<CTRL:00>6,
21/S2031.DAT,0x47BC8,<CTRL:00>）1<CTRL:00>3<CTRL:00>グ*2<CTRL:00>3<CTRL:00>グ*1<CTRL:00>9<CTRL:00>グ*2<CTRL:00>9<CTRL:00>グ**<CTRL:00><CTRL:FF><CTRL:FF>/<CTRL:00>6<CTRL:00><CTRL:F7><CTRL:FF>う<CTRL:00>&<CTRL:00><CTRL:FF><CTRL:FF>/<CTRL:00>4<CTRL:00>！！&<CTRL:00><CTRL:FF><CTRL:FF>5<CTRL:00>9<CTRL:00>&！う<CTRL:00>-<CTRL:00>（<CTRL:00>-<CTRL:00>）<CTRL:00>（<CTRL:00>-<CTRL:00>（<CTRL:00>-<CTRL:00>）<CTRL:00>（,
21/S2031.DAT,0x47BEA,<CTRL:F7><CTRL:FF>う<CTRL:00>&<CTRL:00><CTRL:FF><CTRL:FF>/<CTRL:00>4<CTRL:00>！！&<CTRL:00><CTRL:FF><CTRL:FF>5<CTRL:00>9<CTRL:00>&！う<CTRL:00>-<CTRL:00>（<CTRL:00>-<CTRL:00>）<CTRL:00>（<CTRL:00>-<CTRL:00>（<CTRL:00>-<CTRL:00>）<CTRL:00>（,
21/S2032.DAT,0x47B6E,<CTRL:00>'2<CTRL:00>2,
21/S2032.DAT,0x47B74,<CTRL:00>'1<CTRL:00>1,
21/S2032.DAT,0x47B9E,<CTRL:00>）2<CTRL:00>6,
21/S2032.DAT,0x47BA4,<CTRL:00>）1<CTRL:00>3<CTRL:00>グ*2<CTRL:00>3<CTRL:00>グ*1<CTRL:00>9<CTRL:00>グ*2<CTRL:00>9<CTRL:00>グ**<CTRL:00><CTRL:FF><CTRL:FF>/<CTRL:00>6<CTRL:00><CTRL:F7><CTRL:FF>う<CTRL:00>&<CTRL:00><CTRL:FF><CTRL:FF>/<CTRL:00>4<CTRL:00><CTRL:F0> &<CTRL:00><CTRL:FF><CTRL:FF>5<CTRL:00>9<CTRL:00><CTRL:F5> う<CTRL:00>-<CTRL:00>（<CTRL:00>-<CTRL:00>）<CTRL:00>（<CTRL:00>-<CTRL:00>（<CTRL:00>-<CTRL:00>）<CTRL:00>（,
21/S2032.DAT,0x47BC6,<CTRL:F7><CTRL:FF>う<CTRL:00>&<CTRL:00><CTRL:FF><CTRL:FF>/<CTRL:00>4<CTRL:00><CTRL:F0> &<CTRL:00><CTRL:FF><CTRL:FF>5<CTRL:00>9<CTRL:00><CTRL:F5> う<CTRL:00>-<CTRL:00>（<CTRL:00>-<CTRL:00>）<CTRL:00>（<CTRL:00>-<CTRL:00>（<CTRL:00>-<CTRL:00>）<CTRL:00>（,
21/S2033.DAT,0x47D48,<CTRL:00>'2<CTRL:00>2,
21/S2033.DAT,0x47D4E,<CTRL:00>'1<CTRL:00>1,
21/S2033.DAT,0x47D78,<CTRL:00>）2<CTRL:00>6,
21/S2033.DAT,0x47D7E,<CTRL:00>）1<CTRL:00>3<CTRL:00>グ*2<CTRL:00>3<CTRL:00>グ*1<CTRL:00>9<CTRL:00>グ*2<CTRL:00>9<CTRL:00>グ**<CTRL:00><CTRL:FF><CTRL:FF>/<CTRL:00>6<CTRL:00><CTRL:F7><CTRL:FF>う<CTRL:00>&<CTRL:00><CTRL:FF><CTRL:FF>/<CTRL:00>4<CTRL:00>ガ&<CTRL:00><CTRL:FF><CTRL:FF>5<CTRL:00>9<CTRL:00><CTRL:E2>！う<CTRL:00>-<CTRL:00>（<CTRL:00>-<CTRL:00>）<CTRL:00>（<CTRL:00>-<CTRL:00>（<CTRL:00>-<CTRL:00>）<CTRL:00>（,
21/S2033.DAT,0x47DA0,<CTRL:F7><CTRL:FF>う<CTRL:00>&<CTRL:00><CTRL:FF><CTRL:FF>/<CTRL:00>4<CTRL:00>ガ&<CTRL:00><CTRL:FF><CTRL:FF>5<CTRL:00>9<CTRL:00><CTRL:E2>！う<CTRL:00>-<CTRL:00>（<CTRL:00>-<CTRL:00>）<CTRL:00>（<CTRL:00>-<CTRL:00>（<CTRL:00>-<CTRL:00>）<CTRL:00>（,
21/S2041.DAT,0x4782E,る<CTRL:00>し<CTRL:00>%,
21/S2041.DAT,0x47870,ふ！'<CTRL:00>4<CTRL:00>ふ！'<CTRL:00>の<CTRL:00>ふ！'<CTRL:00>な<CTRL:00>ふ！'<CTRL:00>し<CTRL:00>ふ！&<CTRL:00><CTRL:FF><CTRL:FF>の<CTRL:00>し<CTRL:00>ぞ！て,
21/S2041.DAT,0x478EC,一！&<CTRL:00>4<CTRL:00>一！&<CTRL:00>の<CTRL:00>一！&<CTRL:00>な<CTRL:00>一！&<CTRL:00>し<CTRL:00>一！て,
21/S2041.DAT,0x479A2,石<CTRL:00>え！攻'！<CTRL:00>#<CTRL:00>に<CTRL:00>先*<CTRL:00><CTRL:FF><CTRL:FF>4<CTRL:00>た<CTRL:00><CTRL:F7><CTRL:FF>う<CTRL:00>#<CTRL:00>9<CTRL:00>石,
21/S2041.DAT,0x479DC,"<CTRL:00><CTRL:FF>0<CTRL:00>9<CTRL:00>や<CTRL:00>0<CTRL:00>た<CTRL:00>や<CTRL:00>0<CTRL:00>4<CTRL:00>や<CTRL:00>う<CTRL:00>ら<CTRL:00>""<CTRL:00>で！て",
21/S2041.DAT,0x47A2C,"敵 &<CTRL:00>4<CTRL:00>敵 &<CTRL:00>の<CTRL:00>敵 &<CTRL:00>な<CTRL:00>敵 &<CTRL:00>し<CTRL:00>敵 う<CTRL:00>'<CTRL:00>6<CTRL:00>ど！'<CTRL:00>4<CTRL:00>じ！'<CTRL:00>の<CTRL:00>マ！'<CTRL:00>な<CTRL:00>タ！'<CTRL:00>し<CTRL:00>シ！う<CTRL:00>'<CTRL:00>6<CTRL:00>出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",
21/S2041.DAT,0x47A4C,"ど！'<CTRL:00>4<CTRL:00>じ！'<CTRL:00>の<CTRL:00>マ！'<CTRL:00>な<CTRL:00>タ！'<CTRL:00>し<CTRL:00>シ！う<CTRL:00>'<CTRL:00>6<CTRL:00>出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",
21/S2041.DAT,0x47A6C,"出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",
21/S2041.DAT,0x47AC0,z！'<CTRL:00>4<CTRL:00>霊！う<CTRL:00> <CTRL:00>！<CTRL:00><CTRL:FC>  <CTRL:00>#<CTRL:00><CTRL:FC> ,
21/S2041.DAT,0x47AE6,て！&<CTRL:00>4<CTRL:00>て！&<CTRL:00>の<CTRL:00>て！&<CTRL:00>な<CTRL:00>て！&<CTRL:00>し<CTRL:00>て！う,
21/S2041.DAT,0x47D3C,精。ンを？らわた,
21/S2041.DAT,0x47DB2,よとすをゃで王ン,
21/S2041.DAT,0x48160,"<CTRL:E5>#もちろん！
<CTRL:E5>#ちょつと自信がないな・・。
<CTRL:E5>#まだ戦い方がわからないや。","<CTRL:E5>#물론이야！
<CTRL:E5>#조금 자신이 없어··。
<CTRL:E5>#아직 싸우는 법을 몰라。"
21/S2041.DAT,0x483D4,"乗員 
いえ・・なにも。","승무원 
아뇨……아무것도 아닙니다。"
21/S2041.DAT,0x48488,"<CTRL:E5>#どうすれば強くなれるの？
<CTRL:E5>#何か戦いのニツはあるの？
<CTRL:E5>#やつっり、いいや。","<CTRL:E5>#강해지는 방법
<CTRL:E5>#전투 요령
<CTRL:E5>#그만"
21/S2042.DAT,0x4782E,る<CTRL:00>し<CTRL:00>%,
21/S2042.DAT,0x47870,ふ！'<CTRL:00>4<CTRL:00>ふ！'<CTRL:00>の<CTRL:00>ふ！'<CTRL:00>な<CTRL:00>ふ！'<CTRL:00>し<CTRL:00>ふ！&<CTRL:00><CTRL:FF><CTRL:FF>の<CTRL:00>し<CTRL:00>ぞ！て,
21/S2042.DAT,0x478EC,一！&<CTRL:00>4<CTRL:00>一！&<CTRL:00>の<CTRL:00>一！&<CTRL:00>な<CTRL:00>一！&<CTRL:00>し<CTRL:00>一！て,
21/S2042.DAT,0x479A2,石<CTRL:00>え！攻'！<CTRL:00>#<CTRL:00>に<CTRL:00>先*<CTRL:00><CTRL:FF><CTRL:FF>4<CTRL:00>た<CTRL:00><CTRL:F7><CTRL:FF>う<CTRL:00>#<CTRL:00>9<CTRL:00>石,
21/S2042.DAT,0x479DC,"<CTRL:00><CTRL:FF>0<CTRL:00>9<CTRL:00>や<CTRL:00>0<CTRL:00>た<CTRL:00>や<CTRL:00>0<CTRL:00>4<CTRL:00>や<CTRL:00>う<CTRL:00>ら<CTRL:00>""<CTRL:00>で！て",
21/S2042.DAT,0x47A2C,"敵 &<CTRL:00>4<CTRL:00>敵 &<CTRL:00>の<CTRL:00>敵 &<CTRL:00>な<CTRL:00>敵 &<CTRL:00>し<CTRL:00>敵 う<CTRL:00>'<CTRL:00>6<CTRL:00>ど！'<CTRL:00>4<CTRL:00>じ！'<CTRL:00>の<CTRL:00>マ！'<CTRL:00>な<CTRL:00>タ！'<CTRL:00>し<CTRL:00>シ！う<CTRL:00>'<CTRL:00>6<CTRL:00>出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",
21/S2042.DAT,0x47A4C,"ど！'<CTRL:00>4<CTRL:00>じ！'<CTRL:00>の<CTRL:00>マ！'<CTRL:00>な<CTRL:00>タ！'<CTRL:00>し<CTRL:00>シ！う<CTRL:00>'<CTRL:00>6<CTRL:00>出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",
21/S2042.DAT,0x47A6C,"出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",
21/S2042.DAT,0x47AC0,z！'<CTRL:00>4<CTRL:00>霊！う<CTRL:00> <CTRL:00>！<CTRL:00><CTRL:FC>  <CTRL:00>#<CTRL:00><CTRL:FC> ,
21/S2042.DAT,0x47AE6,て！&<CTRL:00>4<CTRL:00>て！&<CTRL:00>の<CTRL:00>て！&<CTRL:00>な<CTRL:00>て！&<CTRL:00>し<CTRL:00>て！う,
21/S2042.DAT,0x47D3C,精。ンを？らわた,
21/S2042.DAT,0x47DB2,よとすをゃで王ン,
21/S2043.DAT,0x4782E,る<CTRL:00>し<CTRL:00>%,
21/S2043.DAT,0x47870,ふ！'<CTRL:00>4<CTRL:00>ふ！'<CTRL:00>の<CTRL:00>ふ！'<CTRL:00>な<CTRL:00>ふ！'<CTRL:00>し<CTRL:00>ふ！&<CTRL:00><CTRL:FF><CTRL:FF>の<CTRL:00>し<CTRL:00>ぞ！て,
21/S2043.DAT,0x478EC,一！&<CTRL:00>4<CTRL:00>一！&<CTRL:00>の<CTRL:00>一！&<CTRL:00>な<CTRL:00>一！&<CTRL:00>し<CTRL:00>一！て,
21/S2043.DAT,0x479A2,石<CTRL:00>え！攻'！<CTRL:00>#<CTRL:00>に<CTRL:00>先*<CTRL:00><CTRL:FF><CTRL:FF>4<CTRL:00>た<CTRL:00><CTRL:F7><CTRL:FF>う<CTRL:00>#<CTRL:00>9<CTRL:00>石,
