manifest,row,file,offset,exact_corpus,nearest_offset,nearest_delta,confidence,conflicting_texts
story_house_to_throne_e2_translation.csv,41,1/S1041.DAT,0x48428,1,0x48428,0,high,0
story_house_to_throne_e2_translation.csv,42,1/S1041.DAT,0x48498,1,0x48498,0,high,0
story_house_to_throne_e2_translation.csv,43,D/SD012.DAT,0x478B8,1,0x478B8,0,high,0
story_house_to_throne_e2_translation.csv,44,D/SD012.DAT,0x4791A,1,0x4791A,0,high,0
story_house_to_throne_e2_translation.csv,45,D/SD012.DAT,0x47954,1,0x47954,0,high,0
story_house_to_throne_e2_translation.csv,46,D/SD013.DAT,0x4789C,1,0x4789C,0,high,0
story_house_to_throne_e2_translation.csv,47,D/SD013.DAT,0x47902,1,0x47902,0,high,0
story_house_to_throne_e2_translation.csv,48,D/SD013.DAT,0x4793A,1,0x4793A,0,high,0
story_house_to_throne_e2_translation.csv,49,D/SD013.DAT,0x47976,1,0x47976,0,high,0
story_house_to_throne_e2_translation.csv,50,D/SD013.DAT,0x47A0E,1,0x47A0E,0,high,0
story_house_to_throne_e2_translation.csv,51,D/SD013.DAT,0x47A2C,1,0x47A2C,0,high,0
story_house_to_throne_e2_translation.csv,52,1/S1061.DAT,0x478A4,1,0x478A4,0,high,0
story_house_to_throne_e2_translation.csv,53,1/S1061.DAT,0x47904,1,0x47904,0,high,0
story_house_to_throne_e2_translation.csv,54,1/S1061.DAT,0x47966,1,0x47966,0,high,0
story_house_to_throne_e2_translation.csv,55,1/S1061.DAT,0x479AA,1,0x479AA,0,high,0
story_house_to_throne_e2_translation.csv,56,1/S1061.DAT,0x47A12,1,0x47A12,0,high,0
story_house_to_throne_e2_translation.csv,57,1/S1061.DAT,0x47A80,1,0x47A80,0,high,0
story_house_to_throne_e2_translation.csv,58,1/S1061.DAT,0x47ACC,1,0x47ACC,0,high,0
story_house_to_throne_e2_translation.csv,59,1/S1061.DAT,0x47B40,1,0x47B40,0,high,0
story_house_to_throne_e2_translation.csv,60,1/S1061.DAT,0x47B94,1,0x47B94,0,high,0
story_house_to_throne_e2_translation.csv,61,1/S1061.DAT,0x47BF0,1,0x47BF0,0,high,0
story_house_to_throne_e2_translation.csv,62,1/S1061.DAT,0x47C3E,1,0x47C3E,0,high,0
story_house_to_throne_e2_translation.csv,63,1/S1061.DAT,0x47CC0,1,0x47CC0,0,high,0
story_house_to_throne_e2_translation.csv,64,1/S1061.DAT,0x47D04,1,0x47D04,0,high,0
story_house_to_throne_e2_translation.csv,65,1/S1061.DAT,0x47D52,1,0x47D52,0,high,0
story_house_to_throne_e2_translation.csv,66,1/S1061.DAT,0x47DA0,1,0x47DA0,0,high,0
story_house_to_throne_e2_translation.csv,67,1/S1061.DAT,0x47DEC,1,0x47DEC,0,high,0
story_house_to_throne_e2_translation.csv,68,1/S1061.DAT,0x47E44,1,0x47E44,0,high,0
story_house_to_throne_e2_translation.csv,69,1/S1061.DAT,0x47E7C,1,0x47E7C,0,high,0
story_house_to_throne_e2_translation.csv,70,1/S1061.DAT,0x47EB6,1,0x47EB6,0,high,0
story_house_to_throne_e2_translation.csv,71,1/S1061.DAT,0x47F02,1,0x47F02,0,high,0
story_house_to_throne_e2_translation.csv,72,1/S1061.DAT,0x47F56,1,0x47F56,0,high,0
story_house_to_throne_e2_translation.csv,73,1/S1061.DAT,0x47FA2,1,0x47FA2,0,high,0
story_house_to_throne_e2_translation.csv,74,1/S1061.DAT,0x48000,1,0x48000,0,high,0
story_house_to_throne_e2_translation.csv,75,1/S1061.DAT,0x48076,1,0x48076,0,high,0
story_house_to_throne_e2_translation.csv,76,1/S1061.DAT,0x480C8,1,0x480C8,0,high,0
story_house_to_throne_e2_translation.csv,77,23/S2061.DAT,0x4853A,1,0x4853A,0,high,0
story_house_to_throne_e2_translation.csv,78,23/S2061.DAT,0x48618,1,0x48618,0,high,0
story_house_to_throne_e2_translation.csv,79,23/S2061.DAT,0x48666,1,0x48666,0,high,0
story_house_to_throne_e2_translation.csv,80,23/S2061.DAT,0x48700,1,0x48700,0,high,0
story_house_to_throne_e2_translation.csv,81,23/S2061.DAT,0x4874C,1,0x4874C,0,high,0
story_house_to_throne_e2_translation.csv,82,23/S2061.DAT,0x4879C,1,0x4879C,0,high,0
story_house_to_throne_e2_translation.csv,83,23/S2061.DAT,0x487F8,1,0x487F8,0,high,0
story_house_to_throne_e2_translation.csv,84,23/S2061.DAT,0x4883E,1,0x4883E,0,high,0
story_house_to_throne_e2_translation.csv,85,23/S2061.DAT,0x4887A,1,0x4887A,0,high,0
story_house_to_throne_e2_translation.csv,86,23/S2061.DAT,0x488E4,1,0x488E4,0,high,0
story_house_to_throne_e2_translation.csv,87,23/S2061.DAT,0x48954,1,0x48954,0,high,0
story_house_to_throne_e2_translation.csv,88,23/S2061.DAT,0x489EE,1,0x489EE,0,high,0
story_house_to_throne_e2_translation.csv,89,23/S2061.DAT,0x48A44,1,0x48A44,0,high,0
story_house_to_throne_e2_translation.csv,90,23/S2061.DAT,0x48A8E,1,0x48A8E,0,high,0
story_house_to_throne_e2_translation.csv,91,23/S2061.DAT,0x48AD8,1,0x48AD8,0,high,0
story_house_to_throne_e2_translation.csv,92,23/S2061.DAT,0x48B2C,1,0x48B2C,0,high,0
story_house_to_throne_e2_translation.csv,93,23/S2061.DAT,0x48B6C,1,0x48B6C,0,high,0
story_house_to_throne_e2_translation.csv,94,21/S2011.DAT,0x4791A,1,0x4791A,0,high,0
story_house_to_throne_e2_translation.csv,95,21/S2011.DAT,0x47AAA,1,0x47AAA,0,high,0
story_house_to_throne_e2_translation.csv,96,21/S2011.DAT,0x47AF6,1,0x47AF6,0,high,0
story_house_to_throne_e2_translation.csv,97,21/S2011.DAT,0x47BAC,1,0x47BAC,0,high,0
story_house_to_throne_e2_translation.csv,98,21/S2011.DAT,0x47C0C,1,0x47C0C,0,high,0
story_house_to_throne_e2_translation.csv,99,21/S2011.DAT,0x47C68,1,0x47C68,0,high,0
story_house_to_throne_e2_translation.csv,100,21/S2011.DAT,0x47CC0,1,0x47CC0,0,high,0
story_house_to_throne_e2_translation.csv,101,21/S2021.DAT,0x4857C,1,0x4857C,0,high,0
story_house_to_throne_e2_translation.csv,102,21/S2021.DAT,0x4860E,1,0x4860E,0,high,0
story_house_to_throne_e2_translation.csv,103,21/S2021.DAT,0x48666,1,0x48666,0,high,0
story_house_to_throne_e2_translation.csv,104,21/S2021.DAT,0x486B0,1,0x486B0,0,high,0
story_house_to_throne_e2_translation.csv,105,21/S2021.DAT,0x486FC,1,0x486FC,0,high,0
story_house_to_throne_e2_translation.csv,106,21/S2021.DAT,0x48830,1,0x48830,0,high,0
story_house_to_throne_e2_translation.csv,107,21/S2021.DAT,0x48870,1,0x48870,0,high,0
story_house_to_throne_e2_translation.csv,108,21/S2021.DAT,0x488FE,1,0x488FE,0,high,0
story_house_to_throne_e2_translation.csv,109,21/S2021.DAT,0x4893A,1,0x4893A,0,high,0
story_house_to_throne_e2_translation.csv,110,21/S2021.DAT,0x4899E,1,0x4899E,0,high,0
story_house_to_throne_e2_translation.csv,111,21/S2021.DAT,0x489EA,1,0x489EA,0,high,0
story_house_to_throne_e2_translation.csv,112,21/S2021.DAT,0x48A26,1,0x48A26,0,high,0
story_house_to_throne_e2_translation.csv,113,21/S2031.DAT,0x47932,1,0x47932,0,high,0
story_house_to_throne_e2_translation.csv,114,21/S2033.DAT,0x47936,1,0x47936,0,high,0
story_house_to_throne_e2_translation.csv,115,21/S2033.DAT,0x47978,1,0x47978,0,high,0
story_house_to_throne_e2_translation.csv,116,21/S2033.DAT,0x479B0,1,0x479B0,0,high,0
story_house_to_throne_e2_translation.csv,117,21/S2033.DAT,0x479EC,1,0x479EC,0,high,0
story_house_to_throne_e2_translation.csv,118,21/S2033.DAT,0x47A24,1,0x47A24,0,high,0
story_house_to_throne_e2_translation.csv,119,21/S2033.DAT,0x47A68,1,0x47A68,0,high,0
story_house_to_throne_e2_translation.csv,120,21/S2033.DAT,0x47AAA,1,0x47AAA,0,high,0
story_house_to_throne_e2_translation.csv,121,21/S2033.DAT,0x47AEE,1,0x47AEE,0,high,0
story_house_to_throne_e2_translation.csv,122,21/S2033.DAT,0x47B34,1,0x47B34,0,high,0
story_house_to_throne_e2_translation.csv,123,21/S2033.DAT,0x47B6E,1,0x47B6E,0,high,0
story_house_to_throne_e2_translation.csv,124,21/S2033.DAT,0x47BAC,1,0x47BAC,0,high,0
story_house_to_throne_e2_translation.csv,125,22/S2051.DAT,0x478A6,1,0x478A6,0,high,0
story_house_to_throne_e2_translation.csv,126,22/S2051.DAT,0x478F0,1,0x478F0,0,high,0
story_house_to_throne_e2_translation.csv,127,22/S2051.DAT,0x4792C,1,0x4792C,0,high,0
story_house_to_throne_e2_translation.csv,128,22/S2051.DAT,0x4799C,1,0x4799C,0,high,0
story_house_to_throne_e2_translation.csv,129,22/S2051.DAT,0x479EC,1,0x479EC,0,high,0
story_house_to_throne_e2_translation.csv,130,22/S2051.DAT,0x47A28,1,0x47A28,0,high,0
story_house_to_throne_e2_translation.csv,131,22/S2051.DAT,0x47A7C,1,0x47A7C,0,high,0
story_house_to_throne_e2_translation.csv,132,22/S2051.DAT,0x47AD0,1,0x47AD0,0,high,0
story_house_to_throne_e2_translation.csv,133,22/S2051.DAT,0x47B22,1,0x47B22,0,high,1
story_house_to_throne_e2_translation.csv,134,22/S2051.DAT,0x47B7E,1,0x47B7E,0,high,1
story_house_to_throne_e2_translation.csv,135,22/S2051.DAT,0x47BD2,1,0x47BD2,0,high,0
story_house_to_throne_e2_translation.csv,136,22/S2051.DAT,0x47C38,1,0x47C38,0,high,0
story_house_to_throne_e2_translation.csv,137,22/S2051.DAT,0x47CA4,1,0x47CA4,0,high,1
story_house_to_throne_e2_translation.csv,138,22/S2051.DAT,0x47D0E,1,0x47D0E,0,high,0
story_house_to_throne_e2_translation.csv,139,22/S2051.DAT,0x47D50,1,0x47D50,0,high,1
story_house_to_throne_e2_translation.csv,140,22/S2051.DAT,0x47D9C,1,0x47D9C,0,high,1
story_house_to_throne_e2_translation.csv,141,22/S2051.DAT,0x47E00,1,0x47E00,0,high,1
story_house_to_throne_e2_translation.csv,142,22/S2051.DAT,0x47E54,1,0x47E54,0,high,1
story_house_to_throne_e2_translation.csv,143,22/S2051.DAT,0x47EA2,1,0x47EA2,0,high,1
story_house_to_throne_e2_translation.csv,144,22/S2051.DAT,0x47EF6,1,0x47EF6,0,high,1
story_house_to_throne_e2_translation.csv,145,22/S2051.DAT,0x47F4A,1,0x47F4A,0,high,0
story_house_to_throne_e2_translation.csv,146,22/S2051.DAT,0x47F86,1,0x47F86,0,high,0
story_house_to_throne_e2_translation.csv,147,22/S2052.DAT,0x47908,1,0x47908,0,high,0
story_house_to_throne_e2_translation.csv,148,22/S2052.DAT,0x47962,1,0x47962,0,high,1
story_house_to_throne_e2_translation.csv,149,22/S2052.DAT,0x479BC,1,0x479BC,0,high,0
story_house_to_throne_e2_translation.csv,150,22/S2052.DAT,0x47A16,1,0x47A16,0,high,1
story_house_to_throne_e2_translation.csv,151,22/S2052.DAT,0x47A5A,1,0x47A5A,0,high,0
story_house_to_throne_e2_translation.csv,152,22/S2052.DAT,0x47AA0,1,0x47AA0,0,high,1
story_house_to_throne_e2_translation.csv,153,22/S2052.DAT,0x47ADE,1,0x47ADE,0,high,0
story_house_to_throne_e2_translation.csv,154,22/S2052.DAT,0x47B42,1,0x47B42,0,high,0
story_house_to_throne_e2_translation.csv,155,22/S2052.DAT,0x47B8A,1,0x47B8A,0,high,1
story_house_to_throne_e2_translation.csv,156,22/S2052.DAT,0x47BEA,1,0x47BEA,0,high,1
story_house_to_throne_e2_translation.csv,157,22/S2052.DAT,0x47C40,1,0x47C40,0,high,0
story_house_to_throne_e2_translation.csv,158,22/S2052.DAT,0x47C8C,1,0x47C8C,0,high,0
story_house_to_throne_e2_translation.csv,159,22/S2052.DAT,0x47CE0,1,0x47CE0,0,high,0
story_house_to_throne_e2_translation.csv,160,22/S2052.DAT,0x47D26,1,0x47D26,0,high,1
story_house_to_throne_e2_translation.csv,161,22/S2052.DAT,0x47D9C,1,0x47D9C,0,high,0
story_house_to_throne_e2_translation.csv,162,22/S2052.DAT,0x47E0E,1,0x47E0E,0,high,0
story_house_to_throne_e2_translation.csv,163,22/S2052.DAT,0x47E52,1,0x47E52,0,high,1
story_house_to_throne_e2_translation.csv,164,22/S2052.DAT,0x47E94,1,0x47E94,0,high,0
story_house_to_throne_e2_translation.csv,165,22/S2052.DAT,0x47EE8,1,0x47EE8,0,high,0
story_house_to_throne_e2_translation.csv,166,22/S2052.DAT,0x47F40,1,0x47F40,0,high,0
story_house_to_throne_e2_translation.csv,167,22/S2052.DAT,0x47FA0,1,0x47FA0,0,high,0
story_house_to_throne_e2_translation.csv,168,22/S2053.DAT,0x478CE,1,0x478CE,0,high,0
story_house_to_throne_e2_translation.csv,169,22/S2053.DAT,0x47928,1,0x47928,0,high,0
story_house_to_throne_e2_translation.csv,170,22/S2053.DAT,0x4797A,1,0x4797A,0,high,1
story_house_to_throne_e2_translation.csv,171,22/S2053.DAT,0x479BA,1,0x479BA,0,high,1
story_house_to_throne_e2_translation.csv,172,22/S2053.DAT,0x47A1E,1,0x47A1E,0,high,0
story_house_to_throne_e2_translation.csv,173,22/S2053.DAT,0x47A60,1,0x47A60,0,high,0
story_house_to_throne_e2_translation.csv,174,22/S2053.DAT,0x47AC0,1,0x47AC0,0,high,0
story_house_to_throne_e2_translation.csv,175,22/S2053.DAT,0x47B0E,1,0x47B0E,0,high,0
story_house_to_throne_e2_translation.csv,176,22/S2053.DAT,0x47B80,1,0x47B80,0,high,0
story_house_to_throne_e2_translation.csv,177,22/S2057.DAT,0x478F0,1,0x478F0,0,high,0
story_house_to_throne_e2_translation.csv,178,22/S2057.DAT,0x4793C,1,0x4793C,0,high,0
story_house_to_throne_e2_translation.csv,179,22/S2057.DAT,0x4798E,1,0x4798E,0,high,0
story_house_to_throne_e2_translation.csv,180,22/S2057.DAT,0x479E2,1,0x479E2,0,high,0
story_house_to_throne_e2_translation.csv,181,22/S2057.DAT,0x47A30,1,0x47A30,0,high,0
story_house_to_throne_e2_translation.csv,182,22/S2057.DAT,0x47A7C,1,0x47A7C,0,high,0
story_house_to_throne_e2_translation.csv,183,22/S2057.DAT,0x47ABC,1,0x47ABC,0,high,0
story_house_to_throne_e2_translation.csv,184,22/S2057.DAT,0x47B28,1,0x47B28,0,high,0
story_house_to_throne_e2_translation.csv,185,22/S2057.DAT,0x47B6E,1,0x47B6E,0,high,0
story_house_to_throne_e2_translation.csv,186,22/S2057.DAT,0x47BC2,1,0x47BC2,0,high,0
story_intro_e2_expanded_translation.csv,2,1/S1071.DAT,0x478D6,1,0x478D6,0,high,1
story_intro_e2_expanded_translation.csv,3,1/S1071.DAT,0x47932,1,0x47932,0,high,1
story_intro_e2_expanded_translation.csv,4,1/S1071.DAT,0x4798E,1,0x4798E,0,high,1
story_intro_e2_expanded_translation.csv,5,1/S1071.DAT,0x479FA,1,0x479FA,0,high,1
story_intro_e2_expanded_translation.csv,6,1/S1011.DAT,0x478AA,1,0x478AA,0,high,1
story_intro_e2_expanded_translation.csv,7,1/S1011.DAT,0x47902,1,0x47902,0,high,1
story_intro_e2_expanded_translation.csv,8,1/S1011.DAT,0x47954,1,0x47954,0,high,1
story_intro_e2_expanded_translation.csv,9,1/S1011.DAT,0x4799E,1,0x4799E,0,high,1
story_intro_e2_expanded_translation.csv,10,1/S1011.DAT,0x479FC,1,0x479FC,0,high,1
story_intro_e2_expanded_translation.csv,11,1/S1011.DAT,0x47A54,1,0x47A54,0,high,1
story_intro_e2_expanded_translation.csv,12,1/S1011.DAT,0x47AD2,1,0x47AD2,0,high,1
story_intro_e2_expanded_translation.csv,13,1/S1011.DAT,0x47B3E,1,0x47B3E,0,high,1
story_intro_e2_expanded_translation.csv,14,1/S1011.DAT,0x47BB2,1,0x47BB2,0,high,1
story_intro_missing_e2_translation.csv,2,1/S1013.DAT,0x478EA,1,0x478EA,0,high,0
story_intro_missing_e2_translation.csv,3,1/S1013.DAT,0x47948,1,0x47948,0,high,0
story_intro_missing_e2_translation.csv,4,1/S1013.DAT,0x479AC,1,0x479AC,0,high,0
story_intro_missing_e2_translation.csv,5,1/S1013.DAT,0x47A1C,1,0x47A1C,0,high,0
story_intro_missing_e2_translation.csv,6,1/S1013.DAT,0x47A90,1,0x47A90,0,high,0
story_intro_missing_e2_translation.csv,7,1/S1013.DAT,0x47B2E,1,0x47B2E,0,high,0
story_intro_missing_e2_translation.csv,8,1/S1013.DAT,0x47B8E,1,0x47B8E,0,high,0
story_intro_missing_e2_translation.csv,9,1/S1013.DAT,0x47BF8,1,0x47BF8,0,high,0
story_intro_missing_e2_translation.csv,10,1/S1013.DAT,0x47C4C,1,0x47C4C,0,high,0
story_intro_missing_e2_translation.csv,11,1/S1021.DAT,0x4785C,1,0x4785C,0,high,0
story_intro_missing_e2_translation.csv,12,1/S1021.DAT,0x478AC,1,0x478AC,0,high,0
story_intro_missing_e2_translation.csv,13,1/S1021.DAT,0x47914,1,0x47914,0,high,0
story_intro_missing_e2_translation.csv,14,1/S1021.DAT,0x47962,1,0x47962,0,high,0
story_intro_missing_e2_translation.csv,15,1/S1021.DAT,0x479AA,1,0x479AA,0,high,0
story_intro_missing_e2_translation.csv,16,1/S1021.DAT,0x47A26,1,0x47A26,0,high,0
story_intro_missing_e2_translation.csv,17,1/S1021.DAT,0x47A82,1,0x47A82,0,high,0
story_intro_missing_e2_translation.csv,18,1/S1021.DAT,0x47AD6,1,0x47AD6,0,high,0
story_intro_missing_e2_translation.csv,19,1/S1021.DAT,0x47B34,1,0x47B34,0,high,0
story_intro_missing_e2_translation.csv,20,1/S1021.DAT,0x47B7E,1,0x47B7E,0,high,0
story_intro_missing_e2_translation.csv,21,1/S1021.DAT,0x47BD8,1,0x47BD8,0,high,0
story_intro_missing_e2_translation.csv,22,1/S1021.DAT,0x47C38,1,0x47C38,0,high,0
story_intro_missing_e2_translation.csv,23,1/S1021.DAT,0x47CDE,1,0x47CDE,0,high,0
story_intro_missing_e2_translation.csv,24,1/S1021.DAT,0x47D46,1,0x47D46,0,high,0
story_intro_missing_e2_translation.csv,25,1/S1021.DAT,0x47D8A,1,0x47D8A,0,high,0
story_intro_missing_e2_translation.csv,26,1/S1021.DAT,0x47DE4,1,0x47DE4,0,high,0
story_intro_missing_e2_translation.csv,27,1/S1021.DAT,0x47E30,1,0x47E30,0,high,0
story_intro_missing_e2_translation.csv,28,1/S1021.DAT,0x47E7A,1,0x47E7A,0,high,0
story_intro_missing_e2_translation.csv,29,1/S1021.DAT,0x47EC8,1,0x47EC8,0,high,0
story_intro_missing_e2_translation.csv,30,1/S1021.DAT,0x47F0E,1,0x47F0E,0,high,0
story_intro_missing_e2_translation.csv,31,1/S1021.DAT,0x4807A,1,0x4807A,0,high,0
story_intro_missing_e2_translation.csv,32,1/S1021.DAT,0x480D6,1,0x480D6,0,high,0
story_intro_missing_e2_translation.csv,33,1/S1021.DAT,0x48148,1,0x48148,0,high,0
story_intro_missing_e2_translation.csv,34,1/S1021.DAT,0x48196,1,0x48196,0,high,0
story_intro_missing_e2_translation.csv,35,1/S1021.DAT,0x481F0,1,0x481F0,0,high,0
story_intro_missing_e2_translation.csv,36,1/S1021.DAT,0x48250,1,0x48250,0,high,0
story_intro_missing_e2_translation.csv,37,1/S1021.DAT,0x482A8,1,0x482A8,0,high,0
story_intro_missing_e2_translation.csv,38,1/S1021.DAT,0x48308,1,0x48308,0,high,0
story_intro_missing_e2_translation.csv,39,1/S1021.DAT,0x48360,1,0x48360,0,high,0
story_intro_missing_e2_translation.csv,40,1/S1021.DAT,0x483C6,1,0x483C6,0,high,0
story_intro_missing_e2_translation.csv,41,1/S1021.DAT,0x48420,1,0x48420,0,high,0
story_intro_missing_e2_translation.csv,42,1/S1021.DAT,0x48496,1,0x48496,0,high,0
story_intro_missing_e2_translation.csv,43,1/S1021.DAT,0x48512,1,0x48512,0,high,0
story_intro_missing_e2_translation.csv,44,1/S1021.DAT,0x485E8,1,0x485E8,0,high,0
story_intro_missing_e2_translation.csv,45,1/S1021.DAT,0x4863C,1,0x4863C,0,high,0
story_intro_missing_e2_translation.csv,46,1/S1021.DAT,0x4869A,1,0x4869A,0,high,0
story_intro_missing_e2_translation.csv,47,1/S1021.DAT,0x486F8,1,0x486F8,0,high,0
story_intro_missing_e2_translation.csv,48,1/S1021.DAT,0x4874E,1,0x4874E,0,high,0
story_intro_missing_e2_translation.csv,49,1/S1021.DAT,0x487A2,1,0x487A2,0,high,0
story_intro_missing_e2_translation.csv,50,1/S1021.DAT,0x48818,1,0x48818,0,high,0
story_intro_missing_e2_translation.csv,51,1/S1021.DAT,0x4885A,1,0x4885A,0,high,0
story_intro_missing_e2_translation.csv,52,1/S1021.DAT,0x488B0,1,0x488B0,0,high,0
story_intro_missing_e2_translation.csv,53,1/S1021.DAT,0x48908,1,0x48908,0,high,0
story_intro_missing_e2_translation.csv,54,1/S1021.DAT,0x48A4E,1,0x48A4E,0,high,0
story_intro_missing_e2_translation.csv,55,1/S1021.DAT,0x48AC6,1,0x48AC6,0,high,0
story_intro_missing_e2_translation.csv,56,1/S1021.DAT,0x48B14,1,0x48B14,0,high,0
story_intro_missing_e2_translation.csv,57,1/S1021.DAT,0x48C34,1,0x48C34,0,high,0
story_intro_missing_e2_translation.csv,58,1/S1021.DAT,0x48C88,1,0x48C88,0,high,0
story_intro_missing_e2_translation.csv,59,1/S1021.DAT,0x48CF8,1,0x48CF8,0,high,0
story_intro_missing_e2_translation.csv,60,1/S1021.DAT,0x48DA6,1,0x48DA6,0,high,0
story_intro_missing_e2_translation.csv,61,1/S1022.DAT,0x4789A,1,0x4789A,0,high,0
story_intro_missing_e2_translation.csv,62,1/S1022.DAT,0x478DC,1,0x478DC,0,high,0
story_intro_missing_e2_translation.csv,63,1/S1022.DAT,0x47940,1,0x47940,0,high,0
story_intro_missing_e2_translation.csv,64,1/S1022.DAT,0x479A2,1,0x479A2,0,high,0
story_intro_missing_e2_translation.csv,65,1/S1022.DAT,0x47A06,1,0x47A06,0,high,0
story_intro_missing_e2_translation.csv,66,1/S1022.DAT,0x47A62,1,0x47A62,0,high,0
story_intro_missing_e2_translation.csv,67,1/S1022.DAT,0x47ACA,1,0x47ACA,0,high,0
story_intro_missing_e2_translation.csv,68,1/S1022.DAT,0x47B24,1,0x47B24,0,high,0
story_intro_missing_e2_translation.csv,69,1/S1022.DAT,0x47B70,1,0x47B70,0,high,0
story_intro_missing_e2_translation.csv,70,1/S1022.DAT,0x47BB8,1,0x47BB8,0,high,0
story_intro_missing_e2_translation.csv,71,1/S1022.DAT,0x47C0E,1,0x47C0E,0,high,0
story_intro_missing_e2_translation.csv,72,1/S1022.DAT,0x47C68,1,0x47C68,0,high,0
story_intro_missing_e2_translation.csv,73,1/S1023.DAT,0x478BC,1,0x478BC,0,high,0
story_intro_missing_e2_translation.csv,74,1/S1023.DAT,0x4790C,1,0x4790C,0,high,0
story_intro_missing_e2_translation.csv,75,1/S1023.DAT,0x47952,1,0x47952,0,high,0
story_intro_missing_e2_translation.csv,76,1/S1023.DAT,0x479C0,1,0x479C0,0,high,0
story_intro_missing_e2_translation.csv,77,1/S1023.DAT,0x47A40,1,0x47A40,0,high,0
story_intro_missing_e2_translation.csv,78,1/S1023.DAT,0x47AB0,1,0x47AB0,0,high,1
