file,offset,capacity,confidence,in_patch_zip,status,disk_id,slot,metadata,expected_metadata,external_has_terminator,decoded_jp
1/S1021.DAT,0x47962,19,high,1,e2_valid,0x84,3,17,17,1,ここにあつた<N:ｌ:5:5B>石へはもうひろいました。
1/S1021.DAT,0x479AA,37,high,1,e2_valid,0x85,4,35,35,1,これをぶつければ、 / 少しくらいの敵だつたら / 倒せるかもしれないな。
1/S1021.DAT,0x47A26,11,high,1,e2_valid,0x86,5,9,9,1,アークの母 / あ！
1/S1021.DAT,0x47A82,30,high,1,e2_valid,0x87,6,28,28,1,ア<N:｣:11:65>テムがあります。 / <N:ｌ:5:5B>魔法のカートへをみつけました。
1/S1021.DAT,0x47AD6,42,high,1,e2_valid,0x88,7,40,40,1,アークの母 / それをもつていつても、 / 何もいいことはないかも / しれないわよ。
1/S1021.DAT,0x47B34,24,high,1,e2_valid,0x89,8,22,22,1,そんなことないだろ。<CTRL:E4>つ / じゃ、もつていくよ。
1/S1021.DAT,0x47B7E,38,high,1,e2_valid,0x8A,9,36,36,1,アークの母 / せつかくあげたんだから、 / ちゃんとそうびしてつかうのよ。
1/S1021.DAT,0x47BD8,6,high,1,e2_valid,0x8B,10,4,4,1,わかつたよ。
1/S1021.DAT,0x47C38,20,high,1,e2_valid,0x8C,11,18,18,1,父のかたみのよろいと剣をみつけました。
1/S1021.DAT,0x47CDE,38,high,1,e2_valid,0x8D,12,36,36,1,アークの母 / お父さんのよろいと剣はおくの部屋の / はこの中よ。
1/S1021.DAT,0x47D46,18,high,1,e2_valid,0x8E,13,16,16,1,母さん、心配しないで・・。
1/S1021.DAT,0x47D8A,36,high,1,e2_valid,0x8F,14,34,34,1,アークの母 / ・・・アーク<CTRL:E4>よ / これをもつていきなさい。<CTRL:E4>よ
1/S1021.DAT,0x47DE4,21,high,1,e2_valid,0x90,15,19,19,1,<N:ｌ:5:5B>カ<N:｣:11:65><N:ザ:8:DDC8>ー<N:ク:12:80>ローフへをもらいました。
1/S1021.DAT,0x47E30,19,high,1,e2_valid,0x91,16,17,17,1,<N:ｌ:5:5B>復活の薬へをもらいました。
1/S1021.DAT,0x47E7A,19,high,1,e2_valid,0x92,17,17,17,1,<N:ｌ:5:5B>回復果物へをもらいました。
1/S1021.DAT,0x47EC8,14,high,1,e2_valid,0x93,18,12,12,1,<N:ｌ:5:5B>聖水へをもらいました。
1/S1021.DAT,0x47F0E,21,high,1,e2_valid,0x94,19,19,19,1,アークの母 / アーク<CTRL:E4>4・<CTRL:E4>4・<CTRL:E4>4・
1/S1021.DAT,0x4807A,40,high,1,e2_valid,0x95,20,38,38,1,父さんのかたみのよろいと剣 / この中にあるのは / 分かつているんだけど。
1/S1021.DAT,0x480D6,18,high,1,e2_valid,0x96,21,16,16,1,カ<N:午:19:DDB6>が かかつてるなんて・・。
1/S1021.DAT,0x48148,5,high,1,e2_valid,0x97,22,3,3,1,・・！
1/S1021.DAT,0x48196,38,high,1,e2_valid,0x98,23,36,36,1,母さん<CTRL:E4><N:*:7:0B>、 / あの日も、今<N:夜:9:DE25>みたいにすごい / ふぶきだつたんだよね？
1/S1021.DAT,0x481F0,45,high,1,e2_valid,0x99,24,43,43,1,俺、今<N:夜:9:DE25> 山へ行けば / 父さんが母さんと俺をおいて / 消えたわけが分かる気がするんだ
1/S1021.DAT,0x48250,35,high,1,e2_valid,0x9A,25,33,33,1,アークの母 / あなたのお父さんはね、 / <CTRL:E4>つ死んだのよ・・。
1/S1021.DAT,0x482A8,45,high,1,e2_valid,0x9B,26,43,43,1,父さんが死んだなんてうそだろ？<CTRL:E4>よあの強かつた父さんが / かんたんに死ぬはすない。
1/S1021.DAT,0x48308,35,high,1,e2_valid,0x9C,27,33,33,1,アークの母 / 山にはきつと / 恐ろしいモンスターがいて・・。
1/S1021.DAT,0x48360,50,high,1,e2_valid,0x9D,28,48,48,1,もしも、父さんが / モンスターに殺されたのなら / ・・俺が父さんの敵（かたき）を討つてやる！
1/S1021.DAT,0x483C6,32,high,1,e2_valid,0x9E,29,30,30,1,母さん・・ / 俺、自分自身の目で / 確かめたいんだよ。
1/S1021.DAT,0x48420,17,high,1,e2_valid,0x9F,30,15,15,1,アークの母 / アーク・・。
1/S1021.DAT,0x48496,9,high,1,e2_valid,0xA0,31,7,7,1,母さん・・。
1/S1021.DAT,0x48512,42,high,1,e2_valid,0xA1,32,40,40,1,アークの母 / あの人が旅にでて10年 / あの人の言葉通りになつてしまつた。
1/S1021.DAT,0x485E8,33,high,1,e2_valid,0xA2,33,31,31,1,アークの母 / あなた・・<CTRL:E4>4 / どうしても行つてしまうの。
1/S1021.DAT,0x4863C,43,high,1,e2_valid,0xA3,34,41,41,1,アークの父 / 分かつてくれ、ポルタ。 / この世界の運命に / かかわることなのだ。
1/S1021.DAT,0x4869A,44,high,1,e2_valid,0xA4,35,42,42,1,アークの母 / なんであなたが・・。<CTRL:E4>よ / 私とアークはどうすればいいの・・？
1/S1021.DAT,0x486F8,36,high,1,e2_valid,0xA5,36,34,34,1,アークの父 / ・・すまない。 / だが私がやらなければ・・。
1/S1021.DAT,0x4874E,34,high,1,e2_valid,0xA6,37,32,32,1,アークの母 / いやです！ / 私はごくふつうの幸せがあれば・。
1/S1021.DAT,0x487A2,67,high,1,e2_valid,0xA7,38,65,65,1,アークの父 / 10年後の今日、封印（ふういん）が / 解かれ、再び山が荒れる・・。 / その時アークは山へ向かう。
1/S1021.DAT,0x48818,16,high,1,e2_valid,0xA8,39,14,14,1,アークの母 / 山が荒れる？
1/S1021.DAT,0x4885A,36,high,1,e2_valid,0xAA,40,34,34,1,アークの父 / 封印（ふういん）されていた / モンスターが現れる。
1/S1021.DAT,0x488B0,38,high,1,e2_valid,0xAB,41,36,36,1,アークの母 / そんな所へ あの子が・・。 / やめて下さい！何もかも！
1/S1021.DAT,0x48908,41,high,1,e2_valid,0xAC,42,39,39,1,アークの父 / ポルタ・・ / その日まで我が子を / <CTRL:E4>4アークをたのんだぞ！
1/S1021.DAT,0x48A4E,21,high,1,e2_valid,0xAD,43,19,19,1,父さんのかたみを / 身に付けなくちゃ。
1/S1021.DAT,0x48AC6,26,high,1,e2_valid,0xAE,44,24,24,1,父さんのかたみは、おくの / はこの中にあるはすだ。
1/S1021.DAT,0x48B14,41,high,1,e2_valid,0xAF,45,39,39,1,話しかけるときも、 / ア<N:｣:11:65>テムをさがすときも、 / 近づいてから<CTRL:E7>！をおすんだ。
1/S1021.DAT,0x48C34,22,high,1,e2_valid,0xB0,46,20,20,1,どうしても、自分の力で / やつてみたいんだ。
1/S1021.DAT,0x48C88,14,high,1,e2_valid,0xB1,47,12,12,1,母さんに、一言いわなきゃ。
1/S1021.DAT,0x48CF8,41,high,1,e2_valid,0xB2,48,39,39,1,話しかけるときも、 / ア<N:｣:11:65>テムをさがすときも、 / 近づいてから<CTRL:E7>！をおすんだ。
1/S1021.DAT,0x48DA6,28,high,1,e2_valid,0xB3,49,26,26,1,アークの母 / ヨシュア、アークを守つて・・。
1/S1022.DAT,0x4789A,15,high,1,e2_valid,0x81,0,13,13,1,それじゃ母さん、行くからね。
1/S1022.DAT,0x478DC,16,high,1,e2_valid,0x82,1,14,14,1,アークの母 / ・・・。
1/S1022.DAT,0x47940,24,high,1,e2_valid,0x83,2,22,22,1,アークの母 / おまえも、いつてしまうのかい？
1/S1022.DAT,0x479A2,47,high,1,e2_valid,0x84,3,45,45,1,そんな、大したこじゃないよ。 / 王様に呼ばれて / パ<N:リ:12:6F>ンシアの都に行くだけ / じゃないか。
1/S1022.DAT,0x47A06,28,high,1,e2_valid,0x85,4,26,26,1,兵士にとりたてられれば / 母さんにも楽してもらえる。
1/S1022.DAT,0x47A62,46,high,1,e2_valid,0x86,5,44,44,1,アークの母 / ・・体を大切にね。<CTRL:E4>よ / つらくなつたら / いつでも戻つておいで。
1/S1022.DAT,0x47ACA,36,high,1,e2_valid,0x87,6,34,34,1,アークの母 / ・・・アーク<CTRL:E4>よ / これをもつていきなさい。<CTRL:E4>よ
1/S1022.DAT,0x47B24,22,high,1,e2_valid,0x88,7,20,20,1,<N:ｌ:5:5B>しつ<G:DEB5:655>うのバンダナへをもらいました。
1/S1022.DAT,0x47B70,17,high,1,e2_valid,0x89,8,15,15,1,<N:ｌ:5:5B>復活の薬へをもらいました。
1/S1022.DAT,0x47BB8,12,high,1,e2_valid,0x8A,9,10,10,1,<N:ｌ:5:5B>聖水へをもらいました。
1/S1022.DAT,0x47C0E,20,high,1,e2_valid,0x8B,10,18,18,1,ああ / そんなに心配するなつて。
1/S1022.DAT,0x47C68,17,high,1,e2_valid,0x8C,11,15,15,1,アークの母 / アーク・・。
1/S1023.DAT,0x478BC,25,high,1,e2_valid,0x81,0,23,23,1,アークの母 / つかれたらいつでも戻つておいで。
1/S1023.DAT,0x4790C,14,high,1,e2_valid,0x82,1,12,12,1,<N:ｌ:5:5B>薬草へをもらいました。
1/S1023.DAT,0x47952,47,high,1,inline_changed,,,,,,アークの母 / 父さんの置き手紙があるけどよむかい？ / <CTRL:E5>”ベつにいい。 / <CTRL:E5>”よむ。
1/S1023.DAT,0x479C0,22,high,1,e2_valid,0x83,2,20,20,1,アークの母 / 無理するんじゃないよ。
1/S1023.DAT,0x47A40,55,high,1,e2_valid,0x84,3,53,53,1,父の手紙 / おまえの旅の助けになればと思い / これを書いている。 / 命を大切に、戦いぬいてくれ。
1/S1023.DAT,0x47AB0,55,high,1,inline_changed,,,,,,<CTRL:E5>”強くなるためには / <CTRL:E5>”作戦をたてるには / <CTRL:E5>”敵からダメージを受けないためには1<CTRL:E5>”次の<N:へ:4:DDF7>ージ
1/S1023.DAT,0x47B30,40,high,1,inline_changed,,,,,,<CTRL:E5>”敵からダメージを受けないためには2<CTRL:E5>”うまく戦うには / <CTRL:E5>”よむのやめる。
1/S1023.DAT,0x47BA0,27,high,1,e2_valid,0x85,4,25,25,1,どこの国にも、いつ行つてもモンスターのいる場所がある。
1/S1023.DAT,0x47BEE,27,high,1,e2_valid,0x86,5,25,25,1,ここで何度も戦えば、 / どんどん強くなれるはすだ。
1/S1023.DAT,0x47C3C,61,high,1,e2_valid,0x87,6,59,59,1,この場所のモンスターはゲームが進んでも変わらないので、鍛えたい<N:リ:12:6F>ベルに / 合わせて場所を選ベばよいだろう。
1/S1023.DAT,0x47CB8,36,high,1,e2_valid,0x88,7,34,34,1,森や洞<N:窟:10:DF48>などでは、思わぬところから / 敵がきてやられるこがある。
1/S1023.DAT,0x47D0E,38,high,1,e2_valid,0x89,8,36,36,1,自分のターンの時に、<N:t:5:DF60><N:Β:7:DF03><N:卞:16:DDA1>タンを同時におしてフリーカーソルにして、
1/S1023.DAT,0x47D66,37,high,1,e2_valid,0x8A,9,35,35,1,これを使つて、モンスターの場所、マッ<N:フ:11:DD55>をよく見て作戦を立てるのだ。
1/S1023.DAT,0x47DCA,35,high,1,e2_valid,0x8B,10,33,33,1,敵に攻撃した場合に、反撃をされ、 / ダメージを受けることがある。
1/S1023.DAT,0x47E20,38,high,1,e2_valid,0x8C,11,36,36,1,これを避けるためには、 / 敵の後ろかよこに / 回り込んで攻撃することだ。
1/S1023.DAT,0x47E78,48,high,1,e2_valid,0x8D,12,46,46,1,逆に、自分が攻撃される時になるベく、 / 正面からになるようにすると / 敵に反撃しやすい。
1/S1023.DAT,0x47EDA,25,high,1,e2_valid,0x8E,13,23,23,1,戦いは、小さなこのつみかさねが / 大切なのだ。
1/S1023.DAT,0x47F32,39,high,1,e2_valid,0x8F,14,37,37,1,魔法攻撃とア<N:｣:11:65>テムを投げつける攻撃は、絶対に敵の反撃を受けない。
1/S1023.DAT,0x47F8C,33,high,1,e2_valid,0x90,15,31,31,1,ただし、敵にダメージを<N:与:3:DD3F>えられる / ア<N:｣:11:65>テムはかぎられている。
1/S1023.DAT,0x47FE0,23,high,1,e2_valid,0x91,16,21,21,1,とりあえすは、石を投げつけるのがいいだろう。
1/S1023.DAT,0x48036,51,high,1,e2_valid,0x92,17,49,49,1,分れつするモンスターは、 / <N:Π:10:DDFA><N:Ｐ:10:DD90>が半分になるが、倒した時にもらえる経験値は変わらない。
1/S1023.DAT,0x4809C,16,high,1,e2_valid,0x93,18,14,14,1,これを利用するといいだろう。
1/S1023.DAT,0x48142,13,high,1,e2_valid,0x94,19,11,11,1,母さん、薬草くれよ。
1/S1023.DAT,0x48182,40,high,1,e2_valid,0x95,20,38,38,1,アークの母 / アーク、よく聞くのよ / うちにはもう薬草はないの・・。
1/S1023.DAT,0x481DC,25,high,1,e2_valid,0x96,21,23,23,1,アークの母 / 自分の力で何とかしてちょうだい。
1/S1023.DAT,0x48232,5,high,1,e2_valid,0x97,22,3,3,1,・・・・・
1/S1023.DAT,0x48306,28,high,1,e2_valid,0x98,23,26,26,1,アークの母 / 母さん、あなたにはまけたわ・・。
1/S1023.DAT,0x48358,16,high,1,e2_valid,0x99,24,14,14,1,<N:ｌ:5:5B>ちからの実へをもらいました。
1/S1023.DAT,0x4839E,15,high,1,e2_valid,0x9A,25,13,13,1,<N:ｌ:5:5B>パロの実へをもらいました。
1/S1023.DAT,0x483E4,19,high,1,e2_valid,0x9B,26,17,17,1,<N:ｌ:5:5B>いのちの木の実へをもらいました。
1/S1023.DAT,0x484C6,25,high,1,e2_valid,0x9C,27,23,23,1,アークの母 / もう、何も無いのよ・・・
1/S1023.DAT,0x4853C,31,high,1,e2_valid,0x9D,28,29,29,1,アークの母 / （むかしはあんな子じゃなかつたのに・・）
1/S1031.DAT,0x4782A,5,medium,1,original,,,,,,る<CTRL:00>の<CTRL:00><N:X:20:06>
1/S1032.DAT,0x4782E,5,medium,0,original,,,,,,る<CTRL:00>し<CTRL:00><N:X:20:06>
1/S1041.DAT,0x4782E,5,medium,1,original,,,,,,る<CTRL:00>し<CTRL:00><N:X:20:06>
1/S1041.DAT,0x4794A,7,high,1,e2_valid,0x81,0,5,5,1,・・！
1/S1041.DAT,0x479BA,36,high,1,e2_valid,0x82,1,34,34,1,アークデーモン / おまえが封印（ふういん）を / 解いた勇者か？
1/S1041.DAT,0x47A12,18,high,1,e2_valid,0x83,2,16,16,1,・・父さんを殺したヤツだな！
1/S1041.DAT,0x47A56,53,high,1,e2_valid,0x84,3,51,51,1,アークデーモン / 何のこだかわからんな。 / 俺は封印（ふういん）を解いた / 勇者を殺し・・
1/S1041.DAT,0x47ABE,34,high,1,e2_valid,0x85,4,32,32,1,アークデーモン / 3000年の呪（のろ）いを / たち切るのだ！
1/S1041.DAT,0x47B12,19,high,1,e2_valid,0x86,5,17,17,1,アークデーモン / かくごするがいい！
1/S1041.DAT,0x47BB8,49,high,1,e2_valid,0x87,6,47,47,1,アークデーモン / 違う！こんなヤツじゃない！ / どこにいる？ / 俺を呼びさましたヤツは！
1/S1041.DAT,0x47C86,23,high,1,e2_valid,0x88,7,21,21,1,こんなところで / 死んでしまうのか・・。
1/S1041.DAT,0x47CD2,10,high,1,e2_valid,0x89,8,8,8,1,ちくしょう・・。
1/S1041.DAT,0x47DD2,6,high,1,e2_valid,0x8A,9,4,4,1,な、なんだ？
1/S1041.DAT,0x47E22,11,high,1,e2_valid,0x8B,10,9,9,1,力がみなぎつてくる！
1/S1041.DAT,0x47E68,7,high,1,e2_valid,0x8C,11,5,5,1,立ちなさい。
1/S1041.DAT,0x47EA4,3,high,1,e2_valid,0x8D,12,1,1,1,誰？
1/S1041.DAT,0x47EE2,26,high,1,e2_valid,0x8E,13,24,24,1,山の精霊 / 私はこの山の精霊（せいれい）・・。
1/S1041.DAT,0x47F2E,53,high,1,e2_valid,0x8F,14,51,51,1,山の精霊 / すつとここで<N:ｌ:5:5B>聖柩へ（せいひつ）を / 封印（ふういん）する / 炎を見守つて来ました。
1/S1041.DAT,0x47F9E,53,high,1,e2_valid,0x90,15,51,51,1,山の精霊 / 山頂へ向かいなさい。 / 山頂の社（やしろ）に炎をともすと / モンスターは消えます。
1/S1041.DAT,0x48008,21,high,1,e2_valid,0x91,16,19,19,1,わかつた。 / 火をつければ いいんだね？
1/S1041.DAT,0x48058,44,high,1,e2_valid,0x92,17,42,42,1,山の精霊 / ええ<CTRL:E4>よ / しかし、あなたはもう一度 / 炎を消しにくることになります。
1/S1041.DAT,0x480C0,3,high,1,e2_valid,0x93,18,1,1,1,なぜ？
1/S1041.DAT,0x480F6,23,high,1,e2_valid,0x94,19,21,21,1,山の精霊 / それが、あなたの運命なのです。
1/S1041.DAT,0x48142,4,high,1,e2_valid,0x95,20,2,2,1,運命？
1/S1041.DAT,0x48178,40,high,1,e2_valid,0x96,21,38,38,1,山の精霊 / 人類は滅亡（めつ<G:D2:209>う）に向かつて / <N:突:2:DE95>き進んでいます。
1/S1041.DAT,0x481D2,34,high,1,e2_valid,0x97,22,32,32,1,山の精霊 / あなたはそれを止める運命を / せおつているんです。
1/S1041.DAT,0x48226,32,high,1,e2_valid,0x98,23,30,30,1,山の精霊 / <N:ｌ:5:5B>聖柩への力を / 手に入れるこによつて・・。
1/S1041.DAT,0x4827A,7,high,1,e2_valid,0x99,24,5,5,1,人が滅びる？
1/S1041.DAT,0x482BC,55,high,1,e2_valid,0x9A,25,53,53,1,山の精霊 / あなたのお父さんが、われわれ精霊と / 約束をしました。<CTRL:E4>よ / 滅亡をくい止めるために。
1/S1041.DAT,0x48326,24,high,1,e2_valid,0x9B,26,22,22,1,山の精霊 / そして、あなたはやつてきたのです。
1/S1041.DAT,0x48378,38,high,1,e2_valid,0x9C,27,36,36,1,山の精霊 / 約束に従い、モンスターと戦う力を / あなたに<N:与:3:DD3F>えます。
1/S1041.DAT,0x483D2,28,high,1,e2_valid,0x9D,28,26,26,1,そんなこ言われたつて / 何のこだか分かんないよ・・。
1/S1041.DAT,0x48428,28,high,1,e2_valid,0x9E,29,26,26,1,山の精霊 / 今にきつと分かります。 / たのみましたよ。
1/S1041.DAT,0x48498,15,high,1,e2_valid,0x9F,30,13,13,1,アークは精霊の力を手に入れた。
1/S1041.DAT,0x485CC,225,medium,1,original,,,,,,<N:＄:1:05><CTRL:00><N:‐:2:0E><CTRL:00><N:７:11:18><CTRL:00><N:＄:1:05><CTRL:00> <CTRL:00>”<CTRL:00>’<CTRL:00>地<CTRL:FF>”<CTRL:00><N:X:20:06><CTRL:00>攻<CTRL:FF>”<CTRL:00><N:≠:16:04><CTRL:00><CTRL:FB><CTRL:FF>”<CTRL:00>”<CTRL:00>’<CTRL:00>”<CTRL:00><N:＄:1:05><CTRL:00><N:ﾉ:6:10><CTRL:00>”<CTRL:00><N:＆:4:07><CTRL:00>1<CTRL:00><N:‐:2:0E><CTRL:00><N:３:14:19><CTRL:00>”<CTRL:00>！<CTRL:00>大<CTRL:00><N:＄:1:05><CTRL:00> <CTRL:00><N:‐:2:0E><CTRL:00>”<CTRL:00><N:＄:1:05><CTRL:00><N:＄:1:05><CTRL:00><N:‐:2:0E><CTRL:00><N:ｃ:9:17><CTRL:00><N:＄:1:05><CTRL:00>！<CTRL:00><N:‐:2:0E><CTRL:00><N:７:11:18><CTRL:00><N:＄:1:05><CTRL:00> <CTRL:00>”<CTRL:00>（<CTRL:00>地<CTRL:FF>”<CTRL:00><N:＆:4:07><CTRL:00>攻<CTRL:FF>”<CTRL:00><N:≠:16:04><CTRL:00><CTRL:FB><CTRL:FF>”<CTRL:00>”<CTRL:00>’<CTRL:00>”<CTRL:00><N:＄:1:05><CTRL:00><N:ﾉ:6:10><CTRL:00>”<CTRL:00><N:＆:4:07><CTRL:00>1<CTRL:00><N:‐:2:0E><CTRL:00><N:３:14:19><CTRL:00>”<CTRL:00>！<CTRL:00>大<CTRL:00><N:＄:1:05><CTRL:00> <CTRL:00><N:‐:2:0E><CTRL:00>”<CTRL:00><N:＄:1:05><CTRL:00><N:＄:1:05><CTRL:00><N:‐:2:0E><CTRL:00><N:ｃ:9:17><CTRL:00><N:＄:1:05><CTRL:00>！<CTRL:00><N:‐:2:0E><CTRL:00><N:７:11:18><CTRL:00><N:＄:1:05><CTRL:00> <CTRL:00>”<CTRL:00>）<CTRL:00>地<CTRL:FF>”<CTRL:00>’<CTRL:00>攻<CTRL:FF>”<CTRL:00><N:＄:1:05><CTRL:00><CTRL:FB><CTRL:FF>”<CTRL:00>”<CTRL:00>’<CTRL:00>”<CTRL:00><N:＄:1:05><CTRL:00><N:ﾉ:6:10><CTRL:00>”<CTRL:00><N:＆:4:07><CTRL:00>1<CTRL:00><N:‐:2:0E><CTRL:00><N:３:14:19><CTRL:00>”<CTRL:00>！<CTRL:00>大<CTRL:00><N:＄:1:05><CTRL:00> <CTRL:00><N:‐:2:0E><CTRL:00>”<CTRL:00>”<CTRL:00>じ<CTRL:00><CTRL:F0><CTRL:FF><N:‐:2:0E><CTRL:00><N:≠:16:04><CTRL:00>（<CTRL:00>て
1/S1041.DAT,0x48600,173,medium,1,original,,,,,,！<CTRL:00>大<CTRL:00><N:＄:1:05><CTRL:00> <CTRL:00><N:‐:2:0E><CTRL:00>”<CTRL:00><N:＄:1:05><CTRL:00><N:＄:1:05><CTRL:00><N:‐:2:0E><CTRL:00><N:ｃ:9:17><CTRL:00><N:＄:1:05><CTRL:00>！<CTRL:00><N:‐:2:0E><CTRL:00><N:７:11:18><CTRL:00><N:＄:1:05><CTRL:00> <CTRL:00>”<CTRL:00>（<CTRL:00>地<CTRL:FF>”<CTRL:00><N:＆:4:07><CTRL:00>攻<CTRL:FF>”<CTRL:00><N:≠:16:04><CTRL:00><CTRL:FB><CTRL:FF>”<CTRL:00>”<CTRL:00>’<CTRL:00>”<CTRL:00><N:＄:1:05><CTRL:00><N:ﾉ:6:10><CTRL:00>”<CTRL:00><N:＆:4:07><CTRL:00>1<CTRL:00><N:‐:2:0E><CTRL:00><N:３:14:19><CTRL:00>”<CTRL:00>！<CTRL:00>大<CTRL:00><N:＄:1:05><CTRL:00> <CTRL:00><N:‐:2:0E><CTRL:00>”<CTRL:00><N:＄:1:05><CTRL:00><N:＄:1:05><CTRL:00><N:‐:2:0E><CTRL:00><N:ｃ:9:17><CTRL:00><N:＄:1:05><CTRL:00>！<CTRL:00><N:‐:2:0E><CTRL:00><N:７:11:18><CTRL:00><N:＄:1:05><CTRL:00> <CTRL:00>”<CTRL:00>）<CTRL:00>地<CTRL:FF>”<CTRL:00>’<CTRL:00>攻<CTRL:FF>”<CTRL:00><N:＄:1:05><CTRL:00><CTRL:FB><CTRL:FF>”<CTRL:00>”<CTRL:00>’<CTRL:00>”<CTRL:00><N:＄:1:05><CTRL:00><N:ﾉ:6:10><CTRL:00>”<CTRL:00><N:＆:4:07><CTRL:00>1<CTRL:00><N:‐:2:0E><CTRL:00><N:３:14:19><CTRL:00>”<CTRL:00>！<CTRL:00>大<CTRL:00><N:＄:1:05><CTRL:00> <CTRL:00><N:‐:2:0E><CTRL:00>”<CTRL:00>”<CTRL:00>じ<CTRL:00><CTRL:F0><CTRL:FF><N:‐:2:0E><CTRL:00><N:≠:16:04><CTRL:00>（<CTRL:00>て
