file,extension,size,is_analysis,is_game_candidate,in_patch_zip,patch_size,patch_equals_work
21/S2045.IMG,.IMG,323584,0,1,0,,
22/S2046.DAT,.DAT,305152,0,1,0,,
22/S2046.IMG,.IMG,323584,0,1,0,,
22/S2047.DAT,.DAT,305152,0,1,0,,
22/S2047.IMG,.IMG,323584,0,1,0,,
22/S2051.DAT,.DAT,305152,0,1,1,305152,0
22/S2051.IMG,.IMG,196608,0,1,0,,
22/S2052.DAT,.DAT,305152,0,1,1,305152,0
22/S2052.IMG,.IMG,323584,0,1,0,,
22/S2053.DAT,.DAT,305152,0,1,1,305152,0
22/S2053.IMG,.IMG,196608,0,1,0,,
22/S2054.DAT,.DAT,305152,0,1,0,,
22/S2054.IMG,.IMG,323584,0,1,0,,
22/S2055.DAT,.DAT,305152,0,1,0,,
22/S2055.IMG,.IMG,323584,0,1,0,,
22/S2056.DAT,.DAT,305152,0,1,0,,
22/S2056.IMG,.IMG,323584,0,1,0,,
22/S2057.DAT,.DAT,305152,0,1,1,305152,0
22/S2057.IMG,.IMG,323584,0,1,0,,
22/S2058.DAT,.DAT,305152,0,1,0,,
22/S2058.IMG,.IMG,323584,0,1,0,,
22/S2059.DAT,.DAT,305152,0,1,0,,
22/S2059.IMG,.IMG,323584,0,1,0,,
22/S205A.DAT,.DAT,305152,0,1,0,,
22/S205A.IMG,.IMG,323584,0,1,0,,
22/S205B.DAT,.DAT,305152,0,1,0,,
22/S205B.IMG,.IMG,323584,0,1,0,,
22/S205C.DAT,.DAT,305152,0,1,0,,
22/S205C.IMG,.IMG,196608,0,1,0,,
23/S2061.DAT,.DAT,305152,0,1,1,305152,0
23/S2061.IMG,.IMG,323584,0,1,0,,
23/S2071.DAT,.DAT,305152,0,1,0,,
23/S2071.IMG,.IMG,323584,0,1,0,,
23/S2081.DAT,.DAT,305152,0,1,1,305152,0
23/S2081.IMG,.IMG,323584,0,1,0,,
23/S2082.DAT,.DAT,305152,0,1,1,305152,0
23/S2082.IMG,.IMG,323584,0,1,0,,
31/S3011.DAT,.DAT,305152,0,1,1,305152,0
31/S3011.IMG,.IMG,323584,0,1,0,,
31/S3012.DAT,.DAT,305152,0,1,1,305152,0
31/S3012.IMG,.IMG,323584,0,1,0,,
31/S3013.DAT,.DAT,305152,0,1,0,,
31/S3013.IMG,.IMG,323584,0,1,0,,
31/S3014.DAT,.DAT,305152,0,1,0,,
31/S3014.IMG,.IMG,323584,0,1,0,,
31/S3021.DAT,.DAT,305152,0,1,0,,
31/S3021.IMG,.IMG,323584,0,1,0,,
31/S3022.DAT,.DAT,305152,0,1,1,305152,0
31/S3022.IMG,.IMG,323584,0,1,0,,
31/S3023.DAT,.DAT,305152,0,1,1,305152,0
31/S3023.IMG,.IMG,323584,0,1,0,,
31/S3024.DAT,.DAT,305152,0,1,1,305152,0
31/S3024.IMG,.IMG,323584,0,1,0,,
31/S3031.DAT,.DAT,305152,0,1,1,305152,0
31/S3031.IMG,.IMG,323584,0,1,0,,
31/S3032.DAT,.DAT,305152,0,1,0,,
31/S3032.IMG,.IMG,323584,0,1,0,,
31/S3041.DAT,.DAT,305152,0,1,0,,
31/S3041.IMG,.IMG,323584,0,1,0,,
32/S3051.DAT,.DAT,305152,0,1,0,,
32/S3051.IMG,.IMG,323584,0,1,0,,
32/S3061.DAT,.DAT,305152,0,1,0,,
32/S3061.IMG,.IMG,323584,0,1,0,,
32/S3062.DAT,.DAT,305152,0,1,0,,
32/S3062.IMG,.IMG,323584,0,1,0,,
32/S3063.DAT,.DAT,305152,0,1,0,,
32/S3063.IMG,.IMG,323584,0,1,0,,
32/S3064.DAT,.DAT,305152,0,1,0,,
32/S3064.IMG,.IMG,323584,0,1,0,,
32/S3065.DAT,.DAT,305152,0,1,0,,
32/S3065.IMG,.IMG,323584,0,1,0,,
32/S3066.DAT,.DAT,305152,0,1,0,,
32/S3066.IMG,.IMG,323584,0,1,0,,
32/S3067.DAT,.DAT,305152,0,1,0,,
32/S3067.IMG,.IMG,323584,0,1,0,,
32/S3068.DAT,.DAT,305152,0,1,0,,
32/S3068.IMG,.IMG,323584,0,1,0,,
4/S4011.DAT,.DAT,305152,0,1,0,,
4/S4011.IMG,.IMG,323584,0,1,0,,
4/S4012.DAT,.DAT,305152,0,1,0,,
4/S4012.IMG,.IMG,196608,0,1,0,,
4/S4013.DAT,.DAT,305152,0,1,0,,
4/S4013.IMG,.IMG,196608,0,1,0,,
4/S4021.DAT,.DAT,305152,0,1,0,,
4/S4021.IMG,.IMG,323584,0,1,0,,
4/S4022.DAT,.DAT,305152,0,1,0,,
4/S4022.IMG,.IMG,323584,0,1,0,,
4/S4031.DAT,.DAT,305152,0,1,0,,
4/S4031.IMG,.IMG,196608,0,1,0,,
4/S4032.DAT,.DAT,305152,0,1,0,,
4/S4032.IMG,.IMG,323584,0,1,0,,
4/S4033.DAT,.DAT,305152,0,1,0,,
4/S4033.IMG,.IMG,323584,0,1,0,,
4/S4034.DAT,.DAT,305152,0,1,0,,
4/S4034.IMG,.IMG,323584,0,1,0,,
4/S4035.DAT,.DAT,305152,0,1,0,,
4/S4035.IMG,.IMG,323584,0,1,0,,
4/S4036.DAT,.DAT,305152,0,1,0,,
4/S4036.IMG,.IMG,323584,0,1,0,,
4/S4041.DAT,.DAT,305152,0,1,1,305152,0
4/S4041.IMG,.IMG,323584,0,1,0,,
4/S4051.DAT,.DAT,305152,0,1,0,,
4/S4051.IMG,.IMG,323584,0,1,0,,
4/S4061.DAT,.DAT,305152,0,1,0,,
4/S4061.IMG,.IMG,323584,0,1,0,,
4/S4062.DAT,.DAT,305152,0,1,0,,
4/S4062.IMG,.IMG,323584,0,1,0,,
5/S5011.DAT,.DAT,305152,0,1,0,,
5/S5011.IMG,.IMG,323584,0,1,0,,
5/S5012.DAT,.DAT,305152,0,1,0,,
5/S5012.IMG,.IMG,323584,0,1,0,,
5/S5013.DAT,.DAT,305152,0,1,0,,
5/S5013.IMG,.IMG,323584,0,1,0,,
5/S5021.DAT,.DAT,305152,0,1,0,,
5/S5021.IMG,.IMG,323584,0,1,0,,
5/S5022.DAT,.DAT,305152,0,1,0,,
5/S5022.IMG,.IMG,323584,0,1,0,,
5/S5023.DAT,.DAT,305152,0,1,0,,
5/S5023.IMG,.IMG,323584,0,1,0,,
5/S5024.DAT,.DAT,305152,0,1,0,,
5/S5024.IMG,.IMG,323584,0,1,0,,
5/S5025.DAT,.DAT,305152,0,1,0,,
5/S5025.IMG,.IMG,323584,0,1,0,,
5/S5026.DAT,.DAT,305152,0,1,0,,
5/S5026.IMG,.IMG,323584,0,1,0,,
5/S5031.DAT,.DAT,305152,0,1,0,,
5/S5031.IMG,.IMG,323584,0,1,0,,
5/S5032.DAT,.DAT,305152,0,1,0,,
5/S5032.IMG,.IMG,323584,0,1,0,,
5/S5041.DAT,.DAT,305152,0,1,0,,
5/S5041.IMG,.IMG,323584,0,1,0,,
5/S5051.DAT,.DAT,305152,0,1,0,,
5/S5051.IMG,.IMG,323584,0,1,0,,
5/S5052.DAT,.DAT,305152,0,1,0,,
5/S5052.IMG,.IMG,323584,0,1,0,,
6/S6011.DAT,.DAT,305152,0,1,0,,
6/S6011.IMG,.IMG,323584,0,1,0,,
6/S6012.DAT,.DAT,305152,0,1,0,,
6/S6012.IMG,.IMG,323584,0,1,0,,
6/S6013.DAT,.DAT,305152,0,1,0,,
6/S6013.IMG,.IMG,323584,0,1,0,,
6/S6014.DAT,.DAT,305152,0,1,0,,
6/S6014.IMG,.IMG,323584,0,1,0,,
6/S6021.DAT,.DAT,305152,0,1,0,,
6/S6021.IMG,.IMG,323584,0,1,0,,
6/S6022.DAT,.DAT,305152,0,1,0,,
6/S6022.IMG,.IMG,323584,0,1,0,,
6/S6031.DAT,.DAT,305152,0,1,0,,
6/S6031.IMG,.IMG,323584,0,1,0,,
6/S6032.DAT,.DAT,305152,0,1,0,,
6/S6032.IMG,.IMG,323584,0,1,0,,
6/S6041.DAT,.DAT,305152,0,1,0,,
6/S6041.IMG,.IMG,323584,0,1,0,,
6/S6051.DAT,.DAT,305152,0,1,0,,
6/S6051.IMG,.IMG,323584,0,1,0,,
6/S6052.DAT,.DAT,305152,0,1,0,,
6/S6052.IMG,.IMG,323584,0,1,0,,
6/S6053.DAT,.DAT,305152,0,1,0,,
6/S6053.IMG,.IMG,323584,0,1,0,,
6/S6054.DAT,.DAT,305152,0,1,0,,
6/S6054.IMG,.IMG,323584,0,1,0,,
7/S7011.DAT,.DAT,305152,0,1,0,,
7/S7011.IMG,.IMG,323584,0,1,0,,
7/S7012.DAT,.DAT,305152,0,1,0,,
7/S7012.IMG,.IMG,323584,0,1,0,,
7/S7021.DAT,.DAT,305152,0,1,0,,
7/S7021.IMG,.IMG,323584,0,1,0,,
7/S7022.DAT,.DAT,305152,0,1,0,,
7/S7022.IMG,.IMG,323584,0,1,0,,
7/S7023.DAT,.DAT,305152,0,1,0,,
7/S7023.IMG,.IMG,323584,0,1,0,,
7/S7024.DAT,.DAT,305152,0,1,0,,
7/S7024.IMG,.IMG,323584,0,1,0,,
7/S7025.DAT,.DAT,305152,0,1,0,,
7/S7025.IMG,.IMG,323584,0,1,0,,
7/S7026.DAT,.DAT,305152,0,1,0,,
7/S7026.IMG,.IMG,323584,0,1,0,,
7/S7027.DAT,.DAT,305152,0,1,0,,
7/S7027.IMG,.IMG,323584,0,1,0,,
7/S7028.DAT,.DAT,305152,0,1,0,,
7/S7028.IMG,.IMG,323584,0,1,0,,
7/S7031.DAT,.DAT,305152,0,1,0,,
7/S7031.IMG,.IMG,323584,0,1,0,,
7/S7032.DAT,.DAT,305152,0,1,0,,
7/S7032.IMG,.IMG,323584,0,1,0,,
8/S8011.DAT,.DAT,305152,0,1,0,,
8/S8011.IMG,.IMG,323584,0,1,0,,
8/S8012.DAT,.DAT,305152,0,1,0,,
8/S8012.IMG,.IMG,323584,0,1,0,,
8/S8013.DAT,.DAT,305152,0,1,0,,
8/S8013.IMG,.IMG,323584,0,1,0,,
8/S8021.DAT,.DAT,305152,0,1,0,,
8/S8021.IMG,.IMG,323584,0,1,0,,
8/S8031.DAT,.DAT,305152,0,1,0,,
8/S8031.IMG,.IMG,323584,0,1,0,,
8/S8041.DAT,.DAT,305152,0,1,0,,
8/S8041.IMG,.IMG,323584,0,1,0,,
8/S8051.DAT,.DAT,305152,0,1,0,,
8/S8051.IMG,.IMG,323584,0,1,0,,
8/S8061.DAT,.DAT,305152,0,1,0,,
8/S8061.IMG,.IMG,323584,0,1,0,,
8/S8062.DAT,.DAT,305152,0,1,0,,
8/S8062.IMG,.IMG,323584,0,1,0,,
9/S9011.DAT,.DAT,305152,0,1,0,,
9/S9011.IMG,.IMG,323584,0,1,0,,
9/S9012.DAT,.DAT,305152,0,1,0,,
9/S9012.IMG,.IMG,323584,0,1,0,,
9/S9013.DAT,.DAT,305152,0,1,0,,
9/S9013.IMG,.IMG,323584,0,1,0,,
9/S9021.DAT,.DAT,305152,0,1,0,,
9/S9021.IMG,.IMG,323584,0,1,0,,
9/S9031.DAT,.DAT,305152,0,1,0,,
9/S9031.IMG,.IMG,323584,0,1,0,,
9/S9041.DAT,.DAT,305152,0,1,0,,
9/S9051.DAT,.DAT,305152,0,1,0,,
9/S9051.IMG,.IMG,323584,0,1,0,,
analysis/batch_slots_2026-07-12/slot1.state.bin,.BIN,3816869,1,0,0,,
analysis/batch_slots_2026-07-12/slot1.thumbnail.bin,.BIN,196608,1,0,0,,
analysis/batch_slots_2026-07-12/slot1.thumbnail.png,.PNG,37961,1,0,0,,
analysis/batch_slots_2026-07-12/slot10.state.bin,.BIN,3816869,1,0,0,,
analysis/batch_slots_2026-07-12/slot10.thumbnail.bin,.BIN,196608,1,0,0,,
analysis/batch_slots_2026-07-12/slot10.thumbnail.png,.PNG,58421,1,0,0,,
analysis/batch_slots_2026-07-12/slot2.state.bin,.BIN,3816869,1,0,0,,
analysis/batch_slots_2026-07-12/slot2.thumbnail.bin,.BIN,196608,1,0,0,,
analysis/batch_slots_2026-07-12/slot2.thumbnail.png,.PNG,53850,1,0,0,,
analysis/batch_slots_2026-07-12/slot3.state.bin,.BIN,3816869,1,0,0,,
analysis/batch_slots_2026-07-12/slot3.thumbnail.bin,.BIN,196608,1,0,0,,
analysis/batch_slots_2026-07-12/slot3.thumbnail.png,.PNG,107454,1,0,0,,
analysis/batch_slots_2026-07-12/slot4.state.bin,.BIN,3833253,1,0,0,,
analysis/batch_slots_2026-07-12/slot4.thumbnail.bin,.BIN,196608,1,0,0,,
analysis/batch_slots_2026-07-12/slot4.thumbnail.png,.PNG,108768,1,0,0,,
analysis/batch_slots_2026-07-12/slot5.state.bin,.BIN,3833253,1,0,0,,
analysis/batch_slots_2026-07-12/slot5.thumbnail.bin,.BIN,196608,1,0,0,,
analysis/batch_slots_2026-07-12/slot5.thumbnail.png,.PNG,108202,1,0,0,,
analysis/batch_slots_2026-07-12/slot6.state.bin,.BIN,3816869,1,0,0,,
analysis/batch_slots_2026-07-12/slot6.thumbnail.bin,.BIN,196608,1,0,0,,
analysis/batch_slots_2026-07-12/slot6.thumbnail.png,.PNG,105817,1,0,0,,
analysis/batch_slots_2026-07-12/slot7.state.bin,.BIN,3816869,1,0,0,,
analysis/batch_slots_2026-07-12/slot7.thumbnail.bin,.BIN,196608,1,0,0,,
analysis/batch_slots_2026-07-12/slot7.thumbnail.png,.PNG,107457,1,0,0,,
analysis/batch_slots_2026-07-12/slot8.state.bin,.BIN,3816869,1,0,0,,
analysis/batch_slots_2026-07-12/slot8.thumbnail.bin,.BIN,196608,1,0,0,,
analysis/batch_slots_2026-07-12/slot8.thumbnail.png,.PNG,58045,1,0,0,,
analysis/batch_slots_2026-07-12/slot9.state.bin,.BIN,3816869,1,0,0,,
analysis/batch_slots_2026-07-12/slot9.thumbnail.bin,.BIN,196608,1,0,0,,
analysis/batch_slots_2026-07-12/slot9.thumbnail.png,.PNG,55294,1,0,0,,
analysis/city_slots_2026-07-12/slot1.state.bin,.BIN,3833253,1,0,0,,
analysis/city_slots_2026-07-12/slot1.thumbnail.bin,.BIN,196608,1,0,0,,
analysis/city_slots_2026-07-12/slot1.thumbnail.png,.PNG,63508,1,0,0,,
analysis/city_slots_2026-07-12/slot2.state.bin,.BIN,3833253,1,0,0,,
analysis/city_slots_2026-07-12/slot2.thumbnail.bin,.BIN,196608,1,0,0,,
analysis/city_slots_2026-07-12/slot2.thumbnail.png,.PNG,59505,1,0,0,,
analysis/city_slots_2026-07-12/slot3.state.bin,.BIN,3833253,1,0,0,,
analysis/city_slots_2026-07-12/slot3.thumbnail.bin,.BIN,196608,1,0,0,,
analysis/city_slots_2026-07-12/slot3.thumbnail.png,.PNG,59367,1,0,0,,
analysis/city_slots_2026-07-12/slot4.state.bin,.BIN,3833253,1,0,0,,
analysis/city_slots_2026-07-12/slot4.thumbnail.bin,.BIN,196608,1,0,0,,
analysis/city_slots_2026-07-12/slot4.thumbnail.png,.PNG,61549,1,0,0,,
analysis/city_slots_2026-07-12/slot5.state.bin,.BIN,3833253,1,0,0,,
analysis/city_slots_2026-07-12/slot5.thumbnail.bin,.BIN,196608,1,0,0,,
analysis/city_slots_2026-07-12/slot5.thumbnail.png,.PNG,58518,1,0,0,,
analysis/city_slots_2026-07-12/slot6.state.bin,.BIN,3833253,1,0,0,,
analysis/city_slots_2026-07-12/slot6.thumbnail.bin,.BIN,196608,1,0,0,,
analysis/city_slots_2026-07-12/slot6.thumbnail.png,.PNG,58201,1,0,0,,
analysis/city_slots_2026-07-12/slot7.state.bin,.BIN,3816869,1,0,0,,
analysis/city_slots_2026-07-12/slot7.thumbnail.bin,.BIN,196608,1,0,0,,
analysis/city_slots_2026-07-12/slot7.thumbnail.png,.PNG,37964,1,0,0,,
analysis/city_slots_2026-07-12/slot8.state.bin,.BIN,3816869,1,0,0,,
analysis/city_slots_2026-07-12/slot8.thumbnail.bin,.BIN,196608,1,0,0,,
analysis/city_slots_2026-07-12/slot8.thumbnail.png,.PNG,53852,1,0,0,,
analysis/city_slots_2026-07-12/slot9.state.bin,.BIN,3816869,1,0,0,,
analysis/city_slots_2026-07-12/slot9.thumbnail.bin,.BIN,196608,1,0,0,,
analysis/city_slots_2026-07-12/slot9.thumbnail.png,.PNG,55021,1,0,0,,
analysis/comm_page0.png,.PNG,28708,1,0,0,,
analysis/current_live_2026-07-16_2055/ram.bin,.BIN,2097152,1,0,0,,
analysis/current_live_2026-07-16_2055/savestate_dialogues.csv,.CSV,138,1,0,0,,
analysis/current_live_2026-07-16_2055/savestate_script_map.json,.JSON,961,1,0,0,,
analysis/current_live_2026-07-16_2055_wide/savestate_dialogues.csv,.CSV,138,1,0,0,,
analysis/current_live_2026-07-16_2055_wide/savestate_script_map.json,.JSON,1914,1,0,0,,
analysis/current_live_2026-07-16_2150/map_original_a/savestate_dialogues.csv,.CSV,2513,1,0,0,,
analysis/current_live_2026-07-16_2150/map_original_a/savestate_script_map.json,.JSON,7191,1,0,0,,
analysis/current_live_2026-07-16_2150/map_original_b/savestate_dialogues.csv,.CSV,2513,1,0,0,,
analysis/current_live_2026-07-16_2150/map_original_b/savestate_script_map.json,.JSON,7191,1,0,0,,
analysis/current_live_2026-07-16_2150/map_original_c/savestate_dialogues.csv,.CSV,138,1,0,0,,
analysis/current_live_2026-07-16_2150/map_original_c/savestate_script_map.json,.JSON,1079,1,0,0,,
analysis/current_live_2026-07-16_2150/map_out_a/savestate_dialogues.csv,.CSV,2513,1,0,0,,
analysis/current_live_2026-07-16_2150/map_out_a/savestate_script_map.json,.JSON,7154,1,0,0,,
analysis/current_live_2026-07-16_2150/map_out_b/savestate_dialogues.csv,.CSV,2513,1,0,0,,
analysis/current_live_2026-07-16_2150/map_out_b/savestate_script_map.json,.JSON,7154,1,0,0,,
analysis/current_live_2026-07-16_2150/map_out_c/savestate_dialogues.csv,.CSV,138,1,0,0,,
analysis/current_live_2026-07-16_2150/map_out_c/savestate_script_map.json,.JSON,1008,1,0,0,,
analysis/current_live_2026-07-16_2150/ram_a.bin,.BIN,2097152,1,0,0,,
analysis/current_live_2026-07-16_2150/ram_b.bin,.BIN,2097152,1,0,0,,
analysis/current_live_2026-07-16_2150/ram_c.bin,.BIN,2097152,1,0,0,,
analysis/current_resume_map_2026-07-13/savestate_dialogues.csv,.CSV,2633,1,0,0,,
analysis/current_resume_map_2026-07-13/savestate_script_map.json,.JSON,7150,1,0,0,,
analysis/current_slot1_2026-07-16_evening/savestate_dialogues.csv,.CSV,396,1,0,0,,
analysis/current_slot1_2026-07-16_evening/savestate_script_map.json,.JSON,1794,1,0,0,,
analysis/current_slot4_2026-07-16/savestate_dialogues.csv,.CSV,138,1,0,0,,
analysis/current_slot4_2026-07-16/savestate_script_map.json,.JSON,1872,1,0,0,,
analysis/current_slots_1_to_4_2026-07-16/savestate_dialogues.csv,.CSV,2964,1,0,0,,
analysis/current_slots_1_to_4_2026-07-16/savestate_script_map.json,.JSON,11144,1,0,0,,
analysis/current_slots_3_4_wide_2026-07-16/savestate_dialogues.csv,.CSV,989,1,0,0,,
analysis/current_slots_3_4_wide_2026-07-16/savestate_script_map.json,.JSON,4704,1,0,0,,
analysis/cursor_slots_2026-07-13/slot1.png,.PNG,56435,1,0,0,,
analysis/cursor_slots_2026-07-13/slot1.state.bin,.BIN,3833253,1,0,0,,
analysis/cursor_slots_2026-07-13/slot1.thumb.bgra,.BGRA,196608,1,0,0,,
analysis/cursor_slots_2026-07-13/slot1.vram.png,.PNG,335227,1,0,0,,
analysis/cursor_slots_2026-07-13/slot2.png,.PNG,53859,1,0,0,,
analysis/cursor_slots_2026-07-13/slot2.state.bin,.BIN,3833253,1,0,0,,
analysis/cursor_slots_2026-07-13/slot2.thumb.bgra,.BGRA,196608,1,0,0,,
analysis/cursor_slots_2026-07-13/slot3.png,.PNG,57969,1,0,0,,
analysis/cursor_slots_2026-07-13/slot3.state.bin,.BIN,3833253,1,0,0,,
analysis/cursor_slots_2026-07-13/slot3.thumb.bgra,.BGRA,196608,1,0,0,,
analysis/cursor_slots_2026-07-13/slot4.png,.PNG,58858,1,0,0,,
analysis/cursor_slots_2026-07-13/slot4.state.bin,.BIN,3833253,1,0,0,,
analysis/cursor_slots_2026-07-13/slot4.thumb.bgra,.BGRA,196608,1,0,0,,
analysis/cursor_slots_retry_2026-07-13/cursor_native_crops.png,.PNG,6660,1,0,0,,
analysis/cursor_slots_retry_2026-07-13/slot1.fb0.png,.PNG,30207,1,0,0,,
analysis/cursor_slots_retry_2026-07-13/slot1.fb256.png,.PNG,26875,1,0,0,,
analysis/cursor_slots_retry_2026-07-13/slot1.native.png,.PNG,30795,1,0,0,,
analysis/cursor_slots_retry_2026-07-13/slot1.png,.PNG,59380,1,0,0,,
analysis/cursor_slots_retry_2026-07-13/slot1.state.bin,.BIN,3820965,1,0,0,,
analysis/cursor_slots_retry_2026-07-13/slot1.thumb.bgra,.BGRA,196608,1,0,0,,
analysis/cursor_slots_retry_2026-07-13/slot2.native.png,.PNG,28989,1,0,0,,
analysis/cursor_slots_retry_2026-07-13/slot2.png,.PNG,58335,1,0,0,,
analysis/cursor_slots_retry_2026-07-13/slot2.state.bin,.BIN,3820965,1,0,0,,
analysis/cursor_slots_retry_2026-07-13/slot2.thumb.bgra,.BGRA,196608,1,0,0,,
analysis/cursor_slots_retry_2026-07-13/slot3.native.png,.PNG,28656,1,0,0,,
analysis/cursor_slots_retry_2026-07-13/slot3.png,.PNG,57986,1,0,0,,
analysis/cursor_slots_retry_2026-07-13/slot3.state.bin,.BIN,3820965,1,0,0,,
analysis/cursor_slots_retry_2026-07-13/slot3.thumb.bgra,.BGRA,196608,1,0,0,,
analysis/cursor_slots_retry_2026-07-13/slot4.native.png,.PNG,29801,1,0,0,,
analysis/cursor_slots_retry_2026-07-13/slot4.png,.PNG,59114,1,0,0,,
analysis/cursor_slots_retry_2026-07-13/slot4.state.bin,.BIN,3829157,1,0,0,,
analysis/cursor_slots_retry_2026-07-13/slot4.thumb.bgra,.BGRA,196608,1,0,0,,
analysis/d_sd011_extended_current_target.csv,.CSV,443,1,0,0,,
analysis/d_sd011_live_slot1_target.csv,.CSV,373,1,0,0,,
analysis/d_sd031_snow_targets.csv,.CSV,1089,1,0,0,,
analysis/dialog_block_candidates.csv,.CSV,1746621,1,0,0,,
analysis/dialog_block_candidates_summary.md,.MD,4753,1,0,0,,
analysis/duckstation_after_load.png,.PNG,134202,1,0,0,,
analysis/duckstation_detached.png,.PNG,173346,1,0,0,,
analysis/duckstation_gdb_boot.png,.PNG,133916,1,0,0,,
analysis/duckstation_normal_restart.png,.PNG,89367,1,0,0,,
analysis/duckstation_restored.png,.PNG,166191,1,0,0,,
analysis/duckstation_system_menu.png,.PNG,676265,1,0,0,,
analysis/event_return_abc_2026-07-13/live_1.bin,.BIN,2097152,1,0,0,,
analysis/event_return_abc_2026-07-13/live_2.bin,.BIN,2097152,1,0,0,,
analysis/event_return_abc_2026-07-13/live_3.bin,.BIN,2097152,1,0,0,,
analysis/event_return_abc_2026-07-13/mapped/savestate_dialogues.csv,.CSV,11148,1,0,0,,
analysis/event_return_abc_2026-07-13/mapped/savestate_script_map.json,.JSON,27677,1,0,0,,
analysis/event_return_abc_2026-07-13/mapped_live/savestate_dialogues.csv,.CSV,3021,1,0,0,,
analysis/event_return_abc_2026-07-13/mapped_live/savestate_script_map.json,.JSON,7490,1,0,0,,
analysis/event_return_abc_2026-07-13/slot1.png,.PNG,56023,1,0,0,,
analysis/event_return_abc_2026-07-13/slot1.state.bin,.BIN,3816869,1,0,0,,
analysis/event_return_abc_2026-07-13/slot1.thumb.bgra,.BGRA,196608,1,0,0,,
analysis/event_return_abc_2026-07-13/slot2.png,.PNG,21436,1,0,0,,
analysis/event_return_abc_2026-07-13/slot2.state.bin,.BIN,3816869,1,0,0,,
analysis/event_return_abc_2026-07-13/slot2.thumb.bgra,.BGRA,196608,1,0,0,,
analysis/event_return_abc_2026-07-13/slot3.png,.PNG,20952,1,0,0,,
analysis/event_return_abc_2026-07-13/slot3.state.bin,.BIN,3816869,1,0,0,,
analysis/event_return_abc_2026-07-13/slot3.thumb.bgra,.BGRA,196608,1,0,0,,
analysis/event_return_abc_2026-07-13/slot4.png,.PNG,24263,1,0,0,,
analysis/event_return_abc_2026-07-13/slot4.state.bin,.BIN,3816869,1,0,0,,
analysis/event_return_abc_2026-07-13/slot4.thumb.bgra,.BGRA,196608,1,0,0,,
analysis/event_return_abc_2026-07-13/slot5.png,.PNG,57575,1,0,0,,
analysis/event_return_abc_2026-07-13/slot5.state.bin,.BIN,3816869,1,0,0,,
analysis/event_return_abc_2026-07-13/slot5.thumb.bgra,.BGRA,196608,1,0,0,,
