source_id,char,kind,old_physical_index,old_source_id
149,찮,existing_restored_static_conflict,966,
150,쯤,existing_restored_static_conflict,967,
151,줘,ui_asset_displaced_static,968,
152,죠,ui_asset_displaced_static,969,
153,졌,ui_asset_displaced_static,970,
154,적,ui_asset_displaced_static,971,
155,쟁,ui_asset_displaced_static,972,
156,잡,ui_asset_displaced_static,973,
157,잖,ui_asset_displaced_static,974,
158,응,existing_restored_static_conflict,976,
159,뭐,existing_restored_static_conflict,977,
160,울,existing_restored_static_conflict,978,
161,찾,existing_restored_static_conflict,979,
162,역,existing_restored_static_conflict,980,
163,엔,existing_restored_static_conflict,981,
164,템,existing_restored_static_conflict,982,
165,애,existing_restored_static_conflict,983,
166,감,existing_restored_static_conflict,985,
167,쓰,existing_restored_static_conflict,986,
168,생,existing_restored_static_conflict,988,
169,망,existing_restored_static_conflict,989,
170,살,existing_restored_static_conflict,990,
171,빼,existing_restored_static_conflict,993,
172,불,existing_restored_static_conflict,994,
173,난,ui_asset_displaced_static,996,
174,봐,ui_asset_displaced_static,997,
175,각,ui_asset_displaced_static,998,
176,받,ui_asset_displaced_static,1000,
177,류,ui_asset_displaced_static,1001,
178,륭,ui_asset_displaced_static,1002,
179,환,ui_asset_displaced_static,1004,
180,괴,ui_asset_displaced_static,1005,
181,겨,ui_asset_displaced_static,1006,
182,족,existing_restored_static_conflict,1008,
183,타,existing_restored_static_conflict,1010,
184,편,existing_restored_static_conflict,1011,
185,씩,existing_restored_static_conflict,1017,
186,못,existing_restored_static_conflict,1018,
187,품,existing_restored_static_conflict,1019,
188,남,existing_restored_static_conflict,1028,
189,냐,existing_restored_static_conflict,1030,
190,누,existing_restored_static_conflict,1036,
191,열,existing_restored_static_conflict,1037,
192,형,existing_restored_static_conflict,1038,
193,준,existing_restored_static_conflict,1092,
194,슈,existing_restored_static_conflict,1094,
195,표,existing_restored_static_conflict,1095,
196,석,existing_restored_static_conflict,1097,
197,걸,existing_restored_static_conflict,1098,
198,체,existing_restored_static_conflict,1099,
199,숲,existing_restored_static_conflict,1100,
200,느,existing_restored_static_conflict,1101,
201,톤,existing_restored_static_conflict,1102,
202,활,existing_restored_static_conflict,1112,
203,같,existing_restored_static_conflict,1113,
204,트,existing_restored_static_conflict,1114,
205,폐,existing_restored_static_conflict,1115,
206,얻,ui_asset_displaced_static,1429,
207,궤,ui_asset_displaced_static,1430,
208,슨,ui_asset_displaced_static,1431,
209,더,ui_asset_displaced_static,1432,
210,개,ui_asset_displaced_static,1433,
211,갈,ui_asset_displaced_static,1434,
212,빌,ui_asset_displaced_static,1435,
213,겐,ui_asset_displaced_static,1436,
214,앗,ui_asset_displaced_static,1437,
215,론,ui_asset_displaced_static,1438,
216,맞,ui_asset_displaced_static,1440,
217,돼,ui_asset_displaced_static,1441,
218,른,ui_asset_displaced_static,1442,
219,차,ui_asset_displaced_static,1443,
220,맡,ui_asset_displaced_static,1444,
221,임,ui_asset_displaced_static,1445,
222,빛,ui_asset_displaced_static,1447,
223,련,ui_asset_displaced_static,1448,
224,함,ui_asset_displaced_static,1449,
225,켜,ui_asset_displaced_static,1450,
226,몰,ui_asset_displaced_static,1451,
227,릴,ui_asset_displaced_static,1452,
228,뿐,ui_asset_displaced_static,1453,
229,린,ui_asset_displaced_static,1454,
230,디,ui_asset_displaced_static,1455,
231,탄,ui_asset_displaced_static,1457,
232,절,ui_asset_displaced_static,1458,
233,멸,ui_asset_displaced_static,1459,
234,관,ui_asset_displaced_static,1460,
235,떠,ui_asset_displaced_static,1461,
236,집,ui_asset_displaced_static,1462,
237,능,ui_asset_displaced_static,1463,
238,욕,ui_asset_displaced_static,1464,
239,술,ui_asset_displaced_static,1465,
240,꾸,ui_asset_displaced_static,1466,
241,쳐,ui_asset_displaced_static,1467,
242,셋,ui_asset_displaced_static,1468,
243,항,ui_asset_displaced_static,1469,
244,겁,ui_asset_displaced_static,1470,
245,케,ui_asset_displaced_static,1471,
246,뭔,ui_asset_displaced_static,1472,
247,벨,ui_asset_displaced_static,1473,
248,톨,ui_asset_displaced_static,1474,
249,클,ui_asset_displaced_static,1475,
250,별,ui_asset_displaced_static,1476,
251,됐,ui_asset_displaced_static,1477,
252,넘,ui_asset_displaced_static,1478,
253,커,ui_asset_displaced_static,1479,
254,튼,existing_dynamic,,162
255,영,existing_dynamic,,163
256,베,existing_dynamic,,164
257,축,existing_dynamic,,165
258,맨,existing_dynamic,,166
259,증,existing_dynamic,,167
260,긴,existing_dynamic,,168
261,견,existing_dynamic,,169
262,뜨,existing_dynamic,,170
263,갑,existing_dynamic,,171
264,볼,existing_dynamic,,172
265,잊,existing_dynamic,,173
266,료,existing_dynamic,,174
267,듣,existing_dynamic,,175
268,탈,existing_dynamic,,176
269,놓,existing_dynamic,,177
270,효,existing_dynamic,,178
271,싱,existing_dynamic,,179
272,설,existing_dynamic,,180
273,엄,existing_dynamic,,181
274,통,existing_dynamic,,182
275,밀,existing_dynamic,,183
276,립,existing_dynamic,,184
277,잎,existing_dynamic,,185
278,또,existing_dynamic,,186
279,름,existing_dynamic,,187
280,특,existing_dynamic,,188
281,빠,existing_dynamic,,189
282,란,existing_dynamic,,190
283,끈,existing_dynamic,,191
284,큼,existing_dynamic,,192
285,턴,existing_dynamic,,193
286,찬,existing_dynamic,,194
287,책,existing_dynamic,,195
288,허,existing_dynamic,,196
289,필,existing_dynamic,,197
290,착,existing_dynamic,,198
291,혀,existing_dynamic,,199
292,층,existing_dynamic,,200
293,먹,existing_dynamic,,201
294,광,existing_dynamic,,202
295,귀,existing_dynamic,,203
296,땅,existing_dynamic,,204
297,극,existing_dynamic,,205
298,렴,existing_dynamic,,206
299,낙,existing_dynamic,,207
300,억,existing_dynamic,,208
301,듯,existing_dynamic,,209
302,샤,existing_dynamic,,210
303,달,existing_dynamic,,211
304,훗,existing_dynamic,,212
305,암,existing_dynamic,,213
306,택,existing_dynamic,,214
307,범,existing_dynamic,,215
308,굴,existing_dynamic,,216
309,햣,existing_dynamic,,217
310,셈,existing_dynamic,,218
311,횟,existing_dynamic,,219
312,낳,existing_dynamic,,220
313,례,existing_dynamic,,221
314,깐,existing_dynamic,,222
315,락,existing_dynamic,,223
316,겸,existing_dynamic,,224
317,근,existing_dynamic,,225
318,랑,existing_dynamic,,226
319,쨌,existing_dynamic,,227
320,링,existing_dynamic,,228
321,재,existing_dynamic,,229
322,획,existing_dynamic,,230
323,띠,existing_dynamic,,231
324,므,existing_dynamic,,232
325,콘,existing_dynamic,,233
326,끼,existing_dynamic,,234
327,익,existing_dynamic,,235
328,칭,existing_dynamic,,236
329,뭘,existing_dynamic,,237
330,죄,existing_dynamic,,238
331,창,existing_dynamic,,239
332,끔,existing_dynamic,,240
333,껏,existing_dynamic,,241
334,훌,existing_dynamic,,242
335,쁜,existing_dynamic,,243
336,딘,existing_dynamic,,244
337,벽,existing_dynamic,,245
338,얼,existing_dynamic,,246
339,딸,existing_dynamic,,247
340,캐,existing_dynamic,,248
341,독,existing_dynamic,,249
342,텐,existing_dynamic,,250
343,곤,existing_dynamic,,251
344,쩌,existing_dynamic,,252
345,업,existing_dynamic,,253
346,박,existing_dynamic,,254
347,답,existing_dynamic,,255
348,킨,existing_dynamic,,256
349,철,existing_dynamic,,257
350,티,existing_dynamic,,258
351,쁘,existing_dynamic,,259
352,률,existing_dynamic,,260
353,밤,existing_dynamic,,261
354,춰,existing_dynamic,,262
355,옆,existing_dynamic,,263
356,쳤,existing_dynamic,,264
357,콜,existing_dynamic,,265
358,쓴,existing_dynamic,,266
359,퇴,existing_dynamic,,267
360,청,existing_dynamic,,268
361,떨,existing_dynamic,,269
362,늪,existing_dynamic,,270
363,짜,existing_dynamic,,271
364,취,existing_dynamic,,272
365,액,existing_dynamic,,273
366,릭,existing_dynamic,,274
367,슷,existing_dynamic,,275
368,급,existing_dynamic,,276
369,션,existing_dynamic,,277
370,염,existing_dynamic,,278
371,벗,existing_dynamic,,279
372,잔,existing_dynamic,,280
373,럽,existing_dynamic,,281
374,껴,existing_dynamic,,282
375,힌,existing_dynamic,,283
376,권,existing_dynamic,,284
377,썩,existing_dynamic,,285
378,맙,existing_dynamic,,286
379,백,existing_dynamic,,287
380,샘,existing_dynamic,,288
381,츠,existing_dynamic,,289
382,순,existing_dynamic,,290
383,즉,existing_dynamic,,291
384,교,existing_dynamic,,292
385,켈,existing_dynamic,,293
386,패,existing_dynamic,,294
387,묵,existing_dynamic,,295
388,맵,existing_dynamic,,296
389,꾀,existing_dynamic,,297
390,엽,existing_dynamic,,298
391,엑,existing_dynamic,,299
392,긋,existing_dynamic,,300
393,챔,existing_dynamic,,301
394,탐,existing_dynamic,,302
395,둬,existing_dynamic,,303
396,뿔,existing_dynamic,,304
397,랜,existing_dynamic,,305
398,덴,existing_dynamic,,306
399,탱,existing_dynamic,,307
400,옮,existing_dynamic,,308
401,월,existing_dynamic,,309
402,냈,existing_dynamic,,310
403,흘,existing_dynamic,,311
404,존,existing_dynamic,,312
405,붕,existing_dynamic,,313
406,값,existing_dynamic,,314
407,겼,existing_dynamic,,315
408,척,existing_dynamic,,316
409,앵,existing_dynamic,,317
410,뇌,existing_dynamic,,318
411,즌,existing_dynamic,,319
412,뢰,existing_dynamic,,320
413,빙,existing_dynamic,,321
414,샬,existing_dynamic,,322
415,골,existing_dynamic,,323
416,렘,existing_dynamic,,324
417,큭,existing_dynamic,,325
418,뛸,existing_dynamic,,326
419,덤,existing_dynamic,,327
420,몇,existing_dynamic,,328
421,등,existing_dynamic,,329
422,념,existing_dynamic,,330
423,끓,existing_dynamic,,331
424,앙,existing_dynamic,,332
425,똑,existing_dynamic,,333
426,왠,existing_dynamic,,334
427,렛,existing_dynamic,,335
428,닷,existing_dynamic,,336
429,껍,existing_dynamic,,337
430,팡,existing_dynamic,,338
431,압,existing_dynamic,,339
432,냉,existing_dynamic,,340
433,흑,existing_dynamic,,341
434,추,existing_dynamic,,342
435,젤,existing_dynamic,,343
436,힐,existing_dynamic,,344
437,폴,existing_dynamic,,345
438,렉,existing_dynamic,,346
439,윈,existing_dynamic,,347
440,썬,existing_dynamic,,348
441,톰,existing_dynamic,,349
442,텔,existing_dynamic,,350
443,렬,existing_dynamic,,351
444,룬,existing_dynamic,,352
445,흡,existing_dynamic,,353
446,칸,existing_dynamic,,354
447,띄,existing_dynamic,,355
448,찍,existing_dynamic,,356
449,낫,existing_dynamic,,357
450,갯,existing_dynamic,,358
451,듦,existing_dynamic,,359
452,팬,existing_dynamic,,360
453,텀,existing_dynamic,,361
454,블,existing_dynamic,,362
455,랙,existing_dynamic,,363
456,컬,existing_dynamic,,364
457,뷰,existing_dynamic,,365
458,랩,existing_dynamic,,366
459,펀,existing_dynamic,,367
460,현,existing_dynamic,,368
461,<VIRTUAL:405>,protected_virtual,114,369
