member,offset,before,after,purpose
5/S5021.DAT,0x45A17,CA,A1,naturalize_not_here_for_livelihood_story
5/S5021.DAT,0x45A18,E0,09,naturalize_not_here_for_livelihood_story
5/S5021.DAT,0x45A19,C2,07,naturalize_not_here_for_livelihood_story
5/S5021.DAT,0x45A1A,9C,49,naturalize_not_here_for_livelihood_story
5/S5021.DAT,0x45A1B,E0,0F,naturalize_not_here_for_livelihood_story
5/S5021.DAT,0x45A1C,14,00,naturalize_not_here_for_livelihood_story
5/S5021.DAT,0x45A1D,9C,00,naturalize_not_here_for_livelihood_story
5/S5021.DAT,0x45A1E,E0,00,naturalize_not_here_for_livelihood_story
5/S5021.DAT,0x45A1F,9C,00,naturalize_not_here_for_livelihood_story
5/S5021.DAT,0x45A20,E0,00,naturalize_not_here_for_livelihood_story
5/S5021.DAT,0x45A21,35,00,naturalize_not_here_for_livelihood_story
5/S5021.DAT,0x45A22,E0,00,naturalize_not_here_for_livelihood_story
5/S5021.DAT,0x45A23,DA,00,naturalize_not_here_for_livelihood_story
5/S5021.DAT,0x45A24,0F,00,naturalize_not_here_for_livelihood_story
5/S5021.DAT,0x45A80,DD,03,business_to_transaction_context
5/S5021.DAT,0x45A81,01,66,business_to_transaction_context
5/S5021.DAT,0x45A82,66,6C,business_to_transaction_context
5/S5021.DAT,0x45A83,6C,02,business_to_transaction_context
5/S5021.DAT,0x45A84,02,0C,business_to_transaction_context
5/S5021.DAT,0x45A85,0C,A1,business_to_transaction_context
5/S5021.DAT,0x45A86,A1,32,business_to_transaction_context
5/S5021.DAT,0x45A87,56,DD,business_to_transaction_context
5/S5021.DAT,0x45A88,34,12,business_to_transaction_context
5/S5021.DAT,0x45A8A,DD,03,business_to_transaction_context
5/S5021.DAT,0x45A8B,01,49,business_to_transaction_context
5/S5021.DAT,0x45A8C,49,24,business_to_transaction_context
5/S5021.DAT,0x45A8D,24,DE,business_to_transaction_context
5/S5021.DAT,0x45A8E,DD,3E,business_to_transaction_context
5/S5021.DAT,0x45A8F,05,A1,business_to_transaction_context
5/S5021.DAT,0x45A90,06,32,business_to_transaction_context
5/S5021.DAT,0x45A91,A1,04,business_to_transaction_context
5/S5021.DAT,0x45A92,32,D1,business_to_transaction_context
5/S5021.DAT,0x45A93,04,00,business_to_transaction_context
5/S5021.DAT,0x45A94,DD,00,business_to_transaction_context
5/S5021.DAT,0x45A95,03,00,business_to_transaction_context
5/S5021.DAT,0x45B00,E0,1E,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B01,99,06,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B02,E0,A1,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B03,C2,8A,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B04,9C,DD,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B05,E9,09,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B06,07,0E,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B07,E0,25,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B08,AC,A1,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B09,E0,60,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B0A,57,6D,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B0B,9C,0D,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B0C,E0,A1,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B0D,93,DD,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B0E,E0,56,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B0F,4F,09,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B10,E0,A1,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B11,A3,DD,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B12,9C,7B,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B13,E0,06,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B14,E2,A1,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B15,E0,55,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B16,9C,DD,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B17,DF,54,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B18,97,0C,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B19,E0,04,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B1A,A0,0F,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B1B,9C,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B1C,E0,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B1D,E1,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B1E,E0,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B1F,A5,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B20,E0,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B21,D6,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B22,9C,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B23,DF,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B24,2E,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B25,E0,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B26,C2,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B27,9C,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B28,E0,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B29,11,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B2A,E0,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B2B,E8,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B2C,E9,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B2D,01,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B2E,EA,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B2F,AF,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B30,9C,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B31,E0,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B32,BE,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B33,E0,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B34,BD,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B35,E0,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B36,A2,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x45B37,0F,00,naturalize_ruin_treasure_adventurer
5/S5021.DAT,0x47B0E,1E,E2,restore_E2_slot_22_call
5/S5021.DAT,0x47B0F,06,97,restore_E2_slot_22_call
5/S5021.DAT,0x47B70,7E,E2,restore_E2_slot_20_call
5/S5021.DAT,0x47B71,A1,95,restore_E2_slot_20_call
PSX.EXE,0x7EF3C,E1,E0,restore_latent_indirect_dispatch_id2
PSX.EXE,0x7EF3D,8D,2C,restore_latent_indirect_dispatch_id2
PSX.EXE,0x809F4,00,04,floor_prefix_지하_space
PSX.EXE,0x809F5,00,19,floor_prefix_지하_space
PSX.EXE,0x809F6,00,A1,floor_prefix_지하_space
PSX.EXE,0x8215C,DD,DE,floor_suffix_층
PSX.EXE,0x8215D,B2,50,floor_suffix_층
PSX.EXE,0x8D789,04,E2,restore_skill_use_action_callback
