file,offset,capacity,in_patch_zip,current_changed,original_marker_count,current_marker_count,original_marker_types,current_marker_types,original_linebreaks,current_linebreaks,prompt_bytes,option_segment_bytes,decoded_jp
21/S2045.DAT,0x47C32,32,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,6|7|13,<CTRL:E5>”出発する / <CTRL:E5>”出発しない / <CTRL:E5>”いろいろ教えて！ その2
21/S2045.DAT,0x47CDA,31,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,6|7|12,<CTRL:E5>”出発する / <CTRL:E5>”出発しない / <CTRL:E5>”耳よりな話を聞きたい！
21/S2045.DAT,0x47F1C,48,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,20|13|9,<CTRL:E5>”ア<N:｣:11:65>テム・アクセサリーの効果。 / <CTRL:E5>”戦闘の方向と反撃。 / <CTRL:E5>”やつっり、いいや。
21/S2045.DAT,0x4834A,37,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,14|8|9,<CTRL:E5>”バトルの心得 その2 / <CTRL:E5>”耳よりな話 / <CTRL:E5>”やつっり、いいや。
21/S2045.DAT,0x483B6,54,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,14|12|11|9,<CTRL:E5>”モンスターとの相しょう / <CTRL:E5>”経験値について / <CTRL:E5>”成長のアトバ<N:｣:11:65>ス / <CTRL:E5>”やつっり、いいや。
21/S2045.DAT,0x48972,58,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,17|12|12|9,<CTRL:E5>”アララトスの遺跡ダンジョン / <CTRL:E5>”ミルマーナのその後 / <CTRL:E5>”ラマダ寺での修行 / <CTRL:E5>”やつっり、いいや。
21/S2045.DAT,0x48F18,51,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,10|14|12|7,<CTRL:E5>”ストーンサークル / <CTRL:E5>”リン<N:ク:12:80>の位置設定 / <CTRL:E5>”召喚獣について / <CTRL:E5>”次の<N:へ:4:DDF7>ージ
21/S2045.DAT,0x48F94,42,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,9|6|11|8,<CTRL:E5>”ポニの楽器 / <CTRL:E5>”闘技場 / <CTRL:E5>”<N:ヒ:5:DDB5>ートウ<N:｣:13:DEB4>ール / <CTRL:E5>”やつっりいいや。
21/S2045.DAT,0x49006,47,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,10|14|8|7,<CTRL:E5>”ストーンサークル / <CTRL:E5>”リン<N:ク:12:80>の位置設定 / <CTRL:E5>”召喚獣 / <CTRL:E5>”次の<N:へ:4:DDF7>ージ
21/S2045.DAT,0x4907E,41,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,9|6|11|7,<CTRL:E5>”ポニの楽器 / <CTRL:E5>”闘技場 / <CTRL:E5>”<N:ヒ:5:DDB5>ートウ<N:｣:13:DEB4>ール / <CTRL:E5>”次の<N:へ:4:DDF7>ージ
21/S2045.DAT,0x490F0,56,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,11|12|17|8,<CTRL:E5>”ラマダ寺の修行 / <CTRL:E5>”ロマンシン<N:ク:12:80>ストーン / <CTRL:E5>”アクセサリー<N:ｌ:5:5B>きぬのおびへ / <CTRL:E5>”やつっりいいや。
22/S2046.DAT,0x49102,15,0,0,2,2,E5_03|E5_03,E5_03|E5_03,1,1,0,6|5,<CTRL:E5>”出発する / <CTRL:E5>”出発しない
31/S3012.DAT,0x47FF0,53,1,1,2,2,E5_03|E5_03,E5_03|E5_03,3,3,27,9|13,チョピン / 何か私でお力になれるこはありますか？ / <CTRL:E5>”ベつにない。 / <CTRL:E5>”ちょつと教えてほしい。
31/S3012.DAT,0x4811E,45,1,1,3,3,E5_04|E5_04|E5_04,E5_04|E5_04|E5_04,2,2,0,15|15|9,<CTRL:E5><N:≠:16:04>どうすれば強くなれるの？ / <CTRL:E5><N:≠:16:04>何か戦いのニツはあるの？ / <CTRL:E5><N:≠:16:04>やつっり、いいや。
31/S3013.DAT,0x47FF6,47,0,0,3,3,E5_04|E5_04|E5_04,E5_04|E5_04|E5_04,2,2,0,7|17|17,<CTRL:E5><N:≠:16:04>もちろん！ / <CTRL:E5><N:≠:16:04>もうちょつといたいな・・。 / <CTRL:E5><N:≠:16:04>いろいろ教えて欲しいんだけど。
31/S3013.DAT,0x48236,57,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,15|15|10|9,<CTRL:E5>”どうすれば強くなれるの？ / <CTRL:E5>”何か戦いのニツはあるの？ / <CTRL:E5>”他に何かある？ / <CTRL:E5>”やつっり、いいや。
31/S3014.DAT,0x4658E,28,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,6|7|9,<CTRL:E5>”出発する / <CTRL:E5>”出発しない / <CTRL:E5>”いろいろ教えて！
31/S3014.DAT,0x4691A,28,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,6|7|9,<CTRL:E5>”出発する / <CTRL:E5>”出発しない / <CTRL:E5>”いろいろ教えて！
31/S3014.DAT,0x46C48,32,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,6|7|13,<CTRL:E5>”出発する / <CTRL:E5>”出発しない / <CTRL:E5>”いろいろ教えて！ その2
31/S3014.DAT,0x46CF0,31,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,6|7|12,<CTRL:E5>”出発する / <CTRL:E5>”出発しない / <CTRL:E5>”耳よりな話を聞きたい！
31/S3014.DAT,0x46F3C,48,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,20|13|9,<CTRL:E5>”ア<N:｣:11:65>テム・アクセサリーの効果。 / <CTRL:E5>”戦闘の方向と反撃。 / <CTRL:E5>”やつっり、いいや。
31/S3014.DAT,0x4736E,37,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,14|8|9,<CTRL:E5>”バトルの心得 その2 / <CTRL:E5>”耳よりな話 / <CTRL:E5>”やつっり、いいや。
31/S3014.DAT,0x473DA,54,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,14|12|11|9,<CTRL:E5>”モンスターとの相しょう / <CTRL:E5>”経験値について / <CTRL:E5>”成長のアトバ<N:｣:11:65>ス / <CTRL:E5>”やつっり、いいや。
31/S3014.DAT,0x47996,58,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,17|12|12|9,<CTRL:E5>”アララトスの遺跡ダンジョン / <CTRL:E5>”ミルマーナのその後 / <CTRL:E5>”ラマダ寺での修行 / <CTRL:E5>”やつっり、いいや。
31/S3014.DAT,0x47F3C,51,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,10|14|12|7,<CTRL:E5>”ストーンサークル / <CTRL:E5>”リン<N:ク:12:80>の位置設定 / <CTRL:E5>”召喚獣について / <CTRL:E5>”次の<N:へ:4:DDF7>ージ
31/S3014.DAT,0x47FB8,42,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,9|6|11|8,<CTRL:E5>”ポニの楽器 / <CTRL:E5>”闘技場 / <CTRL:E5>”<N:ヒ:5:DDB5>ートウ<N:｣:13:DEB4>ール / <CTRL:E5>”やつっりいいや。
31/S3014.DAT,0x4802A,47,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,10|14|8|7,<CTRL:E5>”ストーンサークル / <CTRL:E5>”リン<N:ク:12:80>の位置設定 / <CTRL:E5>”召喚獣 / <CTRL:E5>”次の<N:へ:4:DDF7>ージ
31/S3014.DAT,0x480A2,41,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,9|6|11|7,<CTRL:E5>”ポニの楽器 / <CTRL:E5>”闘技場 / <CTRL:E5>”<N:ヒ:5:DDB5>ートウ<N:｣:13:DEB4>ール / <CTRL:E5>”次の<N:へ:4:DDF7>ージ
31/S3014.DAT,0x48114,56,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,11|12|17|8,<CTRL:E5>”ラマダ寺の修行 / <CTRL:E5>”ロマンシン<N:ク:12:80>ストーン / <CTRL:E5>”アクセサリー<N:ｌ:5:5B>きぬのおびへ / <CTRL:E5>”やつっりいいや。
31/S3022.DAT,0x48822,33,1,1,2,2,E5_03|E5_03,E5_04|E5_04,3,3,16,6|7,兵士 / 出発なさいますか？ / <CTRL:E5>”出発する / <CTRL:E5>”やつっりやめる
31/S3023.DAT,0x4870A,18,1,0,2,2,E5_03|E5_03,E5_03|E5_03,1,1,0,7|7,<CTRL:E5>”外に出る / <CTRL:E5>”やつっりやめる
31/S3024.DAT,0x47802,19,1,0,2,2,E5_03|E5_03,E5_03|E5_03,1,1,0,7|8,<CTRL:E5>”外に出る / <CTRL:E5>”やつっりやめるか
31/S3024.DAT,0x47F68,25,1,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,3,3,5,5|5|4,攻撃 / <CTRL:E5>”アーク / <CTRL:E5>”ククル / <CTRL:E5>”トッシュ
31/S3024.DAT,0x47FD2,31,1,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,3,3,7,6|7|5,防御 / <CTRL:E5>”がいこつ / <CTRL:E5>”よつっらい / <CTRL:E5>”あるまじろ
31/S3024.DAT,0x48052,42,1,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,4,4,7,11|9|9,どうする？ / <CTRL:E5>”さいきょうこうげき / <CTRL:E5>”ふつうこうげき / <CTRL:E5>”よわいこうげき
4/S4033.DAT,0x47CDC,38,0,0,2,2,E5_03|E5_03,E5_03|E5_03,3,3,26,4|4,<N:ｌ:5:5B>次の精霊は<N:ク:12:80><N:リ:12:6F><N:｣:11:65>シーヌにへ / よみますか？ / <CTRL:E5>”よむ / <CTRL:E5>”よまない
4/S4033.DAT,0x485C8,19,0,0,2,2,E5_03|E5_03,E5_03|E5_03,1,1,0,8|7,<CTRL:E5>”とうぜんだよ / <CTRL:E5>”はじめて聞いた
4/S4034.DAT,0x47D30,36,0,0,2,2,E5_03|E5_03,E5_03|E5_03,3,3,24,4|4,<N:ｌ:5:5B>次の精霊はカーデルにへ / よみますか？ / <CTRL:E5>”よむ / <CTRL:E5>”よまない
4/S4035.DAT,0x47D30,37,0,0,2,2,E5_03|E5_03,E5_03|E5_03,3,3,25,4|4,<N:ｌ:5:5B>次の精霊はアリバーシャにへ / よみますか？ / <CTRL:E5>”よむ / <CTRL:E5>”よまない
4/S4036.DAT,0x47CDC,36,0,0,2,2,E5_03|E5_03,E5_03|E5_03,3,3,24,4|4,<N:ｌ:5:5B>最後の精霊はスメリアにへ / よみますか？ / <CTRL:E5>”よむ / <CTRL:E5>”よまない
5/S5012.DAT,0x4800C,15,0,0,2,2,E5_03|E5_03,E5_03|E5_03,1,1,0,6|5,<CTRL:E5>”出発する / <CTRL:E5>”出発しない
5/S5013.DAT,0x47580,28,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,6|7|9,<CTRL:E5>”出発する / <CTRL:E5>”出発しない / <CTRL:E5>”いろいろ教えて！
5/S5013.DAT,0x478FE,28,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,6|7|9,<CTRL:E5>”出発する / <CTRL:E5>”出発しない / <CTRL:E5>”いろいろ教えて！
5/S5013.DAT,0x47C16,32,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,6|7|13,<CTRL:E5>”出発する / <CTRL:E5>”出発しない / <CTRL:E5>”いろいろ教えて！ その2
5/S5013.DAT,0x47CBE,31,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,6|7|12,<CTRL:E5>”出発する / <CTRL:E5>”出発しない / <CTRL:E5>”耳よりな話を聞きたい！
5/S5013.DAT,0x47F08,48,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,20|13|9,<CTRL:E5>”ア<N:｣:11:65>テム・アクセサリーの効果。 / <CTRL:E5>”戦闘の方向と反撃。 / <CTRL:E5>”やつっり、いいや。
5/S5013.DAT,0x48336,37,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,14|8|9,<CTRL:E5>”バトルの心得 その2 / <CTRL:E5>”耳よりな話 / <CTRL:E5>”やつっり、いいや。
5/S5013.DAT,0x483A2,54,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,14|12|11|9,<CTRL:E5>”モンスターとの相しょう / <CTRL:E5>”経験値について / <CTRL:E5>”成長のアトバ<N:｣:11:65>ス / <CTRL:E5>”やつっり、いいや。
5/S5013.DAT,0x4895E,58,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,17|12|12|9,<CTRL:E5>”アララトスの遺跡ダンジョン / <CTRL:E5>”ミルマーナのその後 / <CTRL:E5>”ラマダ寺での修行 / <CTRL:E5>”やつっり、いいや。
5/S5013.DAT,0x48F04,51,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,10|14|12|7,<CTRL:E5>”ストーンサークル / <CTRL:E5>”リン<N:ク:12:80>の位置設定 / <CTRL:E5>”召喚獣について / <CTRL:E5>”次の<N:へ:4:DDF7>ージ
5/S5013.DAT,0x48F80,42,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,9|6|11|8,<CTRL:E5>”ポニの楽器 / <CTRL:E5>”闘技場 / <CTRL:E5>”<N:ヒ:5:DDB5>ートウ<N:｣:13:DEB4>ール / <CTRL:E5>”やつっりいいや。
5/S5013.DAT,0x48FF2,47,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,10|14|8|7,<CTRL:E5>”ストーンサークル / <CTRL:E5>”リン<N:ク:12:80>の位置設定 / <CTRL:E5>”召喚獣 / <CTRL:E5>”次の<N:へ:4:DDF7>ージ
5/S5013.DAT,0x4906A,41,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,9|6|11|7,<CTRL:E5>”ポニの楽器 / <CTRL:E5>”闘技場 / <CTRL:E5>”<N:ヒ:5:DDB5>ートウ<N:｣:13:DEB4>ール / <CTRL:E5>”次の<N:へ:4:DDF7>ージ
5/S5013.DAT,0x490DC,56,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,11|12|17|8,<CTRL:E5>”ラマダ寺の修行 / <CTRL:E5>”ロマンシン<N:ク:12:80>ストーン / <CTRL:E5>”アクセサリー<N:ｌ:5:5B>きぬのおびへ / <CTRL:E5>”やつっりいいや。
6/S6013.DAT,0x48030,15,0,0,2,2,E5_03|E5_03,E5_03|E5_03,1,1,0,6|5,<CTRL:E5>”出発する / <CTRL:E5>”出発しない
6/S6014.DAT,0x47638,15,0,0,2,2,E5_03|E5_03,E5_03|E5_03,1,1,0,6|5,<CTRL:E5>”出発する / <CTRL:E5>”出発しない
6/S6014.DAT,0x4794A,32,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,6|7|13,<CTRL:E5>”出発する / <CTRL:E5>”出発しない / <CTRL:E5>”いろいろ教えて！ その2
6/S6014.DAT,0x479F2,31,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,6|7|12,<CTRL:E5>”出発する / <CTRL:E5>”出発しない / <CTRL:E5>”耳よりな話を聞きたい！
6/S6014.DAT,0x47EEA,15,0,0,2,2,E5_03|E5_03,E5_03|E5_03,1,1,0,6|5,<CTRL:E5>”出発する / <CTRL:E5>”出発しない
6/S6014.DAT,0x482E2,37,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,14|8|9,<CTRL:E5>”バトルの心得 その2 / <CTRL:E5>”耳よりな話 / <CTRL:E5>”やつっり、いいや。
6/S6014.DAT,0x4834E,54,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,14|12|11|9,<CTRL:E5>”モンスターとの相しょう / <CTRL:E5>”経験値について / <CTRL:E5>”成長のアトバ<N:｣:11:65>ス / <CTRL:E5>”やつっり、いいや。
6/S6014.DAT,0x4890A,58,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,17|12|12|9,<CTRL:E5>”アララトスの遺跡ダンジョン / <CTRL:E5>”ミルマーナのその後 / <CTRL:E5>”ラマダ寺での修行 / <CTRL:E5>”やつっり、いいや。
6/S6014.DAT,0x48EB0,51,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,10|14|12|7,<CTRL:E5>”ストーンサークル / <CTRL:E5>”リン<N:ク:12:80>の位置設定 / <CTRL:E5>”召喚獣について / <CTRL:E5>”次の<N:へ:4:DDF7>ージ
6/S6014.DAT,0x48F2C,42,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,9|6|11|8,<CTRL:E5>”ポニの楽器 / <CTRL:E5>”闘技場 / <CTRL:E5>”<N:ヒ:5:DDB5>ートウ<N:｣:13:DEB4>ール / <CTRL:E5>”やつっりいいや。
6/S6014.DAT,0x48F9E,47,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,10|14|8|7,<CTRL:E5>”ストーンサークル / <CTRL:E5>”リン<N:ク:12:80>の位置設定 / <CTRL:E5>”召喚獣 / <CTRL:E5>”次の<N:へ:4:DDF7>ージ
6/S6014.DAT,0x49016,41,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,9|6|11|7,<CTRL:E5>”ポニの楽器 / <CTRL:E5>”闘技場 / <CTRL:E5>”<N:ヒ:5:DDB5>ートウ<N:｣:13:DEB4>ール / <CTRL:E5>”次の<N:へ:4:DDF7>ージ
6/S6014.DAT,0x49088,56,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,11|12|17|8,<CTRL:E5>”ラマダ寺の修行 / <CTRL:E5>”ロマンシン<N:ク:12:80>ストーン / <CTRL:E5>”アクセサリー<N:ｌ:5:5B>きぬのおびへ / <CTRL:E5>”やつっりいいや。
6/S6054.DAT,0x45002,35,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,6|7|8|6,<CTRL:E5>”チョピン / <CTRL:E5>”チョ<N:ビ:5:DE1E>ン / <CTRL:E5>”チョース<N:ゲ:16:DD6D> / <CTRL:E5>”チョン<N:力:5:DD02>ラ
6/S6054.DAT,0x450F6,34,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,8|6|7|5,<CTRL:E5>”ミルマーナ / <CTRL:E5>”スメリア / <CTRL:E5>”アララトス / <CTRL:E5>”カーデル
6/S6054.DAT,0x451F4,32,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,5|5|9|5,<CTRL:E5>”アーク / <CTRL:E5>”ククル / <CTRL:E5>”タ<N:｣:11:65>トルロ<N:ニ:13:DD3C> / <CTRL:E5>”へモジー
6/S6054.DAT,0x452F2,31,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,6|6|7|4,<CTRL:E5>”オカモト / <CTRL:E5>”ヤマモト / <CTRL:E5>”ヤマオ<N:午:15:DD4E> / <CTRL:E5>”ヤマシタ
6/S6054.DAT,0x453E6,28,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,4|6|7|3,<CTRL:E5>”でる / <CTRL:E5>”でるかも / <CTRL:E5>”でるのでは / <CTRL:E5>”なやむ
6/S6054.DAT,0x454DC,29,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,6|6|6|3,<CTRL:E5>”1<N:ｃ:12:16>0人 / <CTRL:E5>”200人 / <CTRL:E5>”2<N:ｃ:12:16>0人 / <CTRL:E5>”なやむ
6/S6054.DAT,0x455E0,31,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,4|4|9|6,<CTRL:E5>”ある / <CTRL:E5>”ない / <CTRL:E5>”作りたかつた / <CTRL:E5>”行きたかつた
6/S6054.DAT,0x456DA,24,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,4|4|4|4,<CTRL:E5>”あれ / <CTRL:E5>”それ / <CTRL:E5>”どれ / <CTRL:E5>”ないしょ
6/S6054.DAT,0x457D4,26,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,5|5|5|3,<CTRL:E5>”20人 / <CTRL:E5>”21人 / <CTRL:E5>”22人 / <CTRL:E5>”23人
6/S6054.DAT,0x458CE,41,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,9|10|10|4,<CTRL:E5>”すごいア<N:｣:11:65>テム / <CTRL:E5>”こわれたア<N:｣:11:65>テム / <CTRL:E5>”つぶれたア<N:｣:11:65>テム / <CTRL:E5>”ねばねば
6/S6054.DAT,0x459CA,38,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,5|11|8|6,<CTRL:E5>”きいろ / <CTRL:E5>”わけあつてちゃいろ / <CTRL:E5>”本当はあか / <CTRL:E5>”それはだれ？
7/S7011.DAT,0x48036,15,0,0,2,2,E5_03|E5_03,E5_03|E5_03,1,1,0,6|5,<CTRL:E5>”出発する / <CTRL:E5>”出発しない
7/S7012.DAT,0x47A74,32,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,6|7|13,<CTRL:E5>”出発する / <CTRL:E5>”出発しない / <CTRL:E5>”いろいろ教えて！ その2
7/S7012.DAT,0x47B1C,31,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,6|7|12,<CTRL:E5>”出発する / <CTRL:E5>”出発しない / <CTRL:E5>”耳よりな話を聞きたい！
7/S7012.DAT,0x47DDA,37,0,0,3,3,E5_03|E5_03|E5_03,E5_03|E5_03|E5_03,2,2,0,14|8|9,<CTRL:E5>”バトルの心得 その2 / <CTRL:E5>”耳よりな話 / <CTRL:E5>”やつっり、いいや。
7/S7012.DAT,0x47E46,54,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,14|12|11|9,<CTRL:E5>”モンスターとの相しょう / <CTRL:E5>”経験値について / <CTRL:E5>”成長のアトバ<N:｣:11:65>ス / <CTRL:E5>”やつっり、いいや。
7/S7012.DAT,0x48402,58,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,17|12|12|9,<CTRL:E5>”アララトスの遺跡ダンジョン / <CTRL:E5>”ミルマーナのその後 / <CTRL:E5>”ラマダ寺での修行 / <CTRL:E5>”やつっり、いいや。
7/S7012.DAT,0x489A8,51,0,0,4,4,E5_03|E5_03|E5_03|E5_03,E5_03|E5_03|E5_03|E5_03,3,3,0,10|14|12|7,<CTRL:E5>”ストーンサークル / <CTRL:E5>”リン<N:ク:12:80>の位置設定 / <CTRL:E5>”召喚獣について / <CTRL:E5>”次の<N:へ:4:DDF7>ージ
