state,header,base,limit,count,x,y,D,E,F,line_extra,source_pointer,visible,framebuffer_ratio,expected_ink,text
4,0x801F9D44,0x801BE9BC,128,48,92,210,14,16,2,0,0x80115E02,0,0.302956,2030,아크 /  하다다어 / 다어여8다어여 / 다어어8다어어 /   다여 / 다여다그 / 다다 여어8다다여째째 / 다 다  / 다 다
4,0x801F9D88,0x801BF6BC,64,0,94,166,14,16,2,0,0x80116BC5,0,0.000000,0,
5,0x801F031C,0x801EFC9C,32,8,234,116,14,16,2,0,0x8019AAB3,0,0.095930,344,던지기 레벨 1
5,0x801F0E18,0x801F0798,32,0,0,0,14,16,2,0,0x8019B5A0,0,0.000000,0,
5,0x801F1DB4,0x801F1A74,16,7,200,65,14,16,2,0,0x8019AAEF,0,0.044872,312,카이저 글러브
5,0x801F9D44,0x801BE9BC,128,50,282,146,14,16,2,0,0x80115E02,1,1.000000,2447,사운드 출력스테레오모노 / 대각선 입력일반사용 / 돌아가기 확인사용 안 함권토함 / 도움말 보기유승 )유승
5,0x801F9D88,0x801BF6BC,64,0,94,166,14,16,2,0,0x80116BC5,0,0.000000,0,
6,0x801F031C,0x801EFC9C,32,5,100,116,14,16,2,0,0x8019BBC2,1,1.000000,259,침묵 회복
6,0x801F0E18,0x801F0798,32,0,0,0,14,16,2,0,0x8019B5A0,0,0.000000,0,
6,0x801F1DB4,0x801F1A74,16,9,202,169,14,16,2,0,0x8019C20B,1,0.779167,480,침묵 해제침다째
6,0x801F9D44,0x801BE9BC,128,50,282,146,14,16,2,0,0x80115E02,0,0.030241,2447,사운드 출력스테레오모노 / 대각선 입력일반사용 / 돌아가기 확인사용 안 함권토함 / 도움말 보기유승 )유승
6,0x801F9D88,0x801BF6BC,64,0,94,166,14,16,2,0,0x80116BC5,0,0.000000,0,
7,0x801F031C,0x801EFC9C,32,11,226,109,14,16,2,0,0x8019B863,1,1.000000,567,용암으로 적에게 피해
7,0x801F0E18,0x801F0798,32,12,170,214,14,16,2,0,0x8019B711,1,1.000000,600,다음 대상을 선택합니다
7,0x801F1DB4,0x801F1A74,16,6,274,41,14,16,2,0,0x8019ADF0,1,1.000000,243,번 그라운드
7,0x801F9D44,0x801BE9BC,128,15,234,137,14,16,2,0,0x80115E02,0,0.453571,840,다변 다또체째하째어어8째어어
7,0x801F9D88,0x801BF6BC,64,0,94,166,14,16,2,0,0x80116BC5,0,0.000000,0,
8,0x801F031C,0x801EFC9C,32,11,226,109,14,16,2,0,0x8019B863,0,0.003527,567,용암으로 적에게 피해
8,0x801F0E18,0x801F0798,32,5,80,214,14,16,2,0,0x8019AEAD,1,1.000000,255,대상 변경
8,0x801F1DB4,0x801F1A74,16,6,274,41,14,16,2,0,0x8019ADF0,0,0.020576,243,번 그라운드
8,0x801F9D44,0x801BE9BC,128,28,294,30,14,16,2,0,0x80115E02,0,0.382931,1324,아크 하다다다다다다어여8다어여다다다다다다어어8다어어
8,0x801F9D88,0x801BF6BC,64,0,94,166,14,16,2,0,0x80116BC5,0,0.000000,0,
9,0x80118AEC,0x801189B4,6,0,2,144,137,17,128,0,0x00000014,0,0.000000,0,
9,0x801F031C,0x801EFC9C,32,0,0,0,14,16,2,0,0x8019B863,0,0.000000,0,
9,0x801F0E18,0x801F0798,32,9,128,214,14,16,2,0,0x8019B8CE,1,1.000000,370,"공격, 연결 열기"
9,0x801F1DB4,0x801F1A74,16,0,0,0,14,16,2,0,0x8019ADF0,0,0.000000,0,
9,0x801F9D44,0x801BE9BC,128,14,150,79,14,16,2,0,0x80115E02,0,0.353693,704,다어여8다어여 / 다어어8다어어
9,0x801F9D88,0x801BF6BC,64,0,94,166,14,16,2,0,0x80116BC5,0,0.000000,0,
10,0x801F031C,0x801EFC9C,32,0,0,0,14,16,2,0,0x8019B863,0,0.000000,0,
10,0x801F0E18,0x801F0798,32,11,148,214,14,16,2,0,0x8019B6BD,1,1.000000,485,"행동 끝, 상태 확인"
10,0x801F1DB4,0x801F1A74,16,0,0,0,14,16,2,0,0x8019ADF0,0,0.000000,0,
10,0x801F9D44,0x801BE9BC,128,14,150,79,14,16,2,0,0x80115E02,0,0.353693,704,다어여8다어여 / 다어어8다어어
10,0x801F9D88,0x801BF6BC,64,0,94,166,14,16,2,0,0x80116BC5,0,0.000000,0,
