state,header,ordinal,packet_address,x,y,u,v,w,h,clut,plane,physical_index,char,coordinate_mode
1,0x801F9D44,9,0x801BEB90,152,48,68,0,6,16,0x7FC3,3,19,어,halfwidth_u_plus_4
1,0x801F9D44,10,0x801BEBC4,158,48,68,0,6,16,0x7FC0,0,16,째,halfwidth_u_plus_4
1,0x801F9D44,11,0x801BEBF8,188,48,176,0,16,16,0x7FC3,3,47,스,
1,0x801F9D44,12,0x801BEC2C,202,48,80,64,16,16,0x7FC3,3,263,메,
1,0x801F9D44,13,0x801BEC60,216,48,176,0,16,16,0x7FC1,1,45,리,
1,0x801F9D44,14,0x801BEC94,230,48,32,0,16,16,0x7FC0,0,8,아,
1,0x801F9D44,15,0x801BECC8,56,64,64,0,16,16,0x7FC2,2,18, ,
1,0x801F9D44,16,0x801BECFC,80,64,176,112,16,16,0x7FC2,2,466,튼,
1,0x801F9D44,17,0x801BED30,92,64,68,0,6,16,0x7FC1,1,17, ,halfwidth_u_plus_4
1,0x801F9D44,18,0x801BED64,98,64,84,0,6,16,0x7FC0,0,20,그,halfwidth_u_plus_4
1,0x801F9D44,19,0x801BED98,116,64,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
1,0x801F9D44,20,0x801BEDCC,122,64,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
1,0x801F9D44,21,0x801BEE00,128,64,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
1,0x801F9D44,22,0x801BEE34,134,64,68,0,6,16,0x7FC1,1,17, ,halfwidth_u_plus_4
1,0x801F9D44,23,0x801BEE68,140,64,144,0,16,16,0x7FC0,0,36,서,
1,0x801F9D44,24,0x801BEE9C,152,64,68,0,6,16,0x7FC2,2,18, ,halfwidth_u_plus_4
1,0x801F9D44,25,0x801BEED0,158,64,100,0,6,16,0x7FC1,1,25,여,halfwidth_u_plus_4
1,0x801F9D44,26,0x801BEF04,188,64,176,0,16,16,0x7FC3,3,47,스,
1,0x801F9D44,27,0x801BEF38,202,64,80,64,16,16,0x7FC3,3,263,메,
1,0x801F9D44,28,0x801BEF6C,216,64,176,0,16,16,0x7FC1,1,45,리,
1,0x801F9D44,29,0x801BEFA0,230,64,32,0,16,16,0x7FC0,0,8,아,
1,0x801F9D44,30,0x801BEFD4,56,80,64,0,16,16,0x7FC3,3,19,어,
1,0x801F9D44,31,0x801BF008,80,80,176,112,16,16,0x7FC2,2,466,튼,
1,0x801F9D44,32,0x801BF03C,92,80,68,0,6,16,0x7FC1,1,17, ,halfwidth_u_plus_4
1,0x801F9D44,33,0x801BF070,98,80,100,0,6,16,0x7FC0,0,24,하,halfwidth_u_plus_4
1,0x801F9D44,34,0x801BF0A4,116,80,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
1,0x801F9D44,35,0x801BF0D8,122,80,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
1,0x801F9D44,36,0x801BF10C,128,80,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
1,0x801F9D44,37,0x801BF140,134,80,68,0,6,16,0x7FC2,2,18, ,halfwidth_u_plus_4
1,0x801F9D44,38,0x801BF174,140,80,144,0,16,16,0x7FC0,0,36,서,
1,0x801F9D44,39,0x801BF1A8,152,80,68,0,6,16,0x7FC1,1,17, ,halfwidth_u_plus_4
1,0x801F9D44,40,0x801BF1DC,158,80,68,0,6,16,0x7FC0,0,16,째,halfwidth_u_plus_4
1,0x801F9D44,41,0x801BF210,188,80,176,0,16,16,0x7FC3,3,47,스,
1,0x801F9D44,42,0x801BF244,202,80,80,64,16,16,0x7FC3,3,263,메,
1,0x801F9D44,43,0x801BF278,216,80,176,0,16,16,0x7FC1,1,45,리,
1,0x801F9D44,44,0x801BF2AC,230,80,32,0,16,16,0x7FC0,0,8,아,
1,0x801F9D44,45,0x801BF2E0,56,96,0,96,16,16,0x7FC2,2,362,처,
1,0x801F9D44,46,0x801BF314,70,96,80,32,16,16,0x7FC0,0,140,음,
1,0x801F9D44,47,0x801BF348,84,96,176,16,16,16,0x7FC3,3,107,부,
1,0x801F9D44,48,0x801BF37C,98,96,0,0,16,16,0x7FC1,1,1,터,
2,0x801F031C,0,0x801EFC9C,130,122,0,32,16,16,0x7FC2,2,122,원,
2,0x801F0E18,0,0x801F0798,106,104,48,64,16,16,0x7FC3,3,255,저,
2,0x801F0E18,1,0x801F07CC,120,104,96,16,16,16,0x7FC1,1,85,장,
2,0x801F0E18,2,0x801F0800,134,104,96,0,16,16,0x7FC0,0,24,하,
2,0x801F0E18,3,0x801F0834,148,104,160,0,16,16,0x7FC0,0,40,시,
2,0x801F0E18,4,0x801F0868,162,104,80,16,16,16,0x7FC3,3,83,겠,
2,0x801F0E18,5,0x801F089C,176,104,176,0,16,16,0x7FC0,0,44,습,
2,0x801F0E18,6,0x801F08D0,190,104,16,0,16,16,0x7FC2,2,6,니,
2,0x801F0E18,7,0x801F0904,204,104,224,0,16,16,0x7FC2,2,58,까,
2,0x801F0E18,8,0x801F0938,218,104,112,48,16,16,0x7FC0,0,208,?,
2,0x801F0E18,9,0x801F096C,102,122,112,32,16,16,0x7FC2,2,150,예,
2,0x801F0E18,10,0x801F09A0,116,122,160,32,16,16,0x7FC0,0,160, ,
2,0x801F0E18,11,0x801F09D4,122,122,160,32,16,16,0x7FC0,0,160, ,
2,0x801F0E18,12,0x801F0A08,128,122,160,32,16,16,0x7FC0,0,160, ,
2,0x801F0E18,13,0x801F0A3C,134,122,160,32,16,16,0x7FC0,0,160, ,
2,0x801F0E18,14,0x801F0A70,140,122,160,32,16,16,0x7FC0,0,160, ,
2,0x801F0E18,15,0x801F0AA4,146,122,160,32,16,16,0x7FC0,0,160, ,
2,0x801F0E18,16,0x801F0AD8,152,122,32,0,16,16,0x7FC0,0,8,아,
2,0x801F0E18,17,0x801F0B0C,166,122,16,0,16,16,0x7FC2,2,6,니,
2,0x801F0E18,18,0x801F0B40,180,122,160,0,16,16,0x7FC3,3,43,요,
2,0x801F9D44,0,0x801BE9BC,94,36,224,48,16,16,0x7FC3,3,239,싸,
2,0x801F9D44,1,0x801BE9F0,108,36,0,16,16,16,0x7FC0,0,60,우,
2,0x801F9D44,2,0x801BEA24,122,36,16,16,16,16,0x7FC0,0,64,게,
2,0x801F9D44,3,0x801BEA58,136,36,160,32,16,16,0x7FC0,0,160, ,
2,0x801F9D44,4,0x801BEA8C,142,36,224,96,16,16,0x7FC1,1,417,된,
2,0x801F9D44,5,0x801BEAC0,156,36,0,0,16,16,0x7FC0,0,0,다,
2,0x801F9D44,6,0x801BEAF4,170,36,128,0,16,16,0x7FC0,0,32,.,
2,0x801F9D44,7,0x801BEB28,184,36,160,32,16,16,0x7FC0,0,160, ,
2,0x801F9D44,8,0x801BEB5C,190,36,144,64,16,16,0x7FC2,2,278,괜,
2,0x801F9D44,9,0x801BEB90,204,36,144,64,16,16,0x7FC1,1,277,찮,
2,0x801F9D44,10,0x801BEBC4,218,36,112,0,16,16,0x7FC1,1,29,나,
2,0x801F9D44,11,0x801BEBF8,232,36,160,48,16,16,0x7FC2,2,222,?,
2,0x801F9D44,12,0x801BEC2C,94,52,0,0,16,16,0x7FC0,0,0,다,
2,0x801F9D44,13,0x801BEC60,108,52,0,0,16,16,0x7FC0,0,0,다,
2,0x801F9D44,14,0x801BEC94,122,52,112,32,16,16,0x7FC2,2,150,예,
2,0x801F9D44,15,0x801BECC8,136,52,160,32,16,16,0x7FC0,0,160, ,
2,0x801F9D44,16,0x801BECFC,94,68,0,0,16,16,0x7FC0,0,0,다,
2,0x801F9D44,17,0x801BED30,108,68,0,0,16,16,0x7FC0,0,0,다,
2,0x801F9D44,18,0x801BED64,122,68,80,0,16,16,0x7FC0,0,20,그,
2,0x801F9D44,19,0x801BED98,136,68,208,0,16,16,0x7FC3,3,55,만,
2,0x801F9D44,20,0x801BEDCC,150,68,176,192,16,16,0x7FC0,0,764,둔,
2,0x801F9D44,21,0x801BEE00,164,68,0,0,16,16,0x7FC0,0,0,다,
2,0x801F9D44,22,0x801BEE34,178,68,160,32,16,16,0x7FC0,0,160, ,
2,0x801F9D44,23,0x801BEE68,184,68,160,32,16,16,0x7FC0,0,160, ,
3,0x801F031C,0,0x801EFC9C,88,116,112,64,16,16,0x7FC3,3,271,명,
3,0x801F031C,1,0x801EFCD0,102,116,128,80,16,16,0x7FC2,2,334,중,
3,0x801F031C,2,0x801EFD04,116,116,160,208,16,16,0x7FC0,0,820,률,
3,0x801F031C,3,0x801EFD38,130,116,160,32,16,16,0x7FC0,0,160, ,
3,0x801F031C,4,0x801EFD6C,136,116,64,32,16,16,0x7FC2,2,138,상,
3,0x801F031C,5,0x801EFDA0,150,116,176,16,16,16,0x7FC0,0,104,승,
3,0x801F0E18,0,0x801F0798,82,115,208,0,16,16,0x7FC0,0,52,인,
3,0x801F0E18,1,0x801F07CC,96,115,192,16,16,16,0x7FC0,0,108,물,
3,0x801F0E18,2,0x801F0800,110,115,48,0,16,16,0x7FC0,0,12,을,
3,0x801F0E18,3,0x801F0834,124,115,160,32,16,16,0x7FC0,0,160, ,
3,0x801F0E18,4,0x801F0868,130,115,0,80,16,16,0x7FC2,2,302,선,
3,0x801F0E18,5,0x801F089C,144,115,160,224,16,16,0x7FC3,3,883,택,
3,0x801F0E18,6,0x801F08D0,158,115,96,0,16,16,0x7FC0,0,24,하,
3,0x801F0E18,7,0x801F0904,172,115,64,32,16,16,0x7FC3,3,139,세,
3,0x801F0E18,8,0x801F0938,186,115,160,0,16,16,0x7FC3,3,43,요,
3,0x801F0E18,9,0x801F096C,82,129,192,64,16,16,0x7FC2,2,290,결,
3,0x801F0E18,10,0x801F09A0,96,129,192,0,16,16,0x7FC0,0,48,정,
3,0x801F0E18,11,0x801F09D4,110,129,96,0,16,16,0x7FC0,0,24,하,
3,0x801F0E18,12,0x801F0A08,124,129,224,0,16,16,0x7FC1,1,57,면,
3,0x801F0E18,13,0x801F0A3C,138,129,160,32,16,16,0x7FC0,0,160, ,
3,0x801F0E18,14,0x801F0A70,144,129,64,16,16,16,0x7FC2,2,78,전,
3,0x801F0E18,15,0x801F0AA4,158,129,144,64,16,16,0x7FC0,0,276,투,
3,0x801F0E18,16,0x801F0AD8,172,129,208,0,16,16,0x7FC1,1,53,를,
3,0x801F0E18,17,0x801F0B0C,186,129,160,32,16,16,0x7FC0,0,160, ,
3,0x801F0E18,18,0x801F0B40,192,129,160,0,16,16,0x7FC0,0,40,시,
3,0x801F0E18,19,0x801F0B74,206,129,64,80,16,16,0x7FC3,3,319,작,
3,0x801F0E18,20,0x801F0BA8,220,129,32,64,16,16,0x7FC0,0,248,합,
3,0x801F0E18,21,0x801F0BDC,234,129,16,0,16,16,0x7FC2,2,6,니,
3,0x801F0E18,22,0x801F0C10,248,129,0,0,16,16,0x7FC0,0,0,다,
3,0x801F1DB4,0,0x801F1A74,102,49,96,16,16,16,0x7FC1,1,85,장,
3,0x801F1DB4,1,0x801F1AA8,116,49,128,48,16,16,0x7FC0,0,212,로,
3,0x801F1DB4,2,0x801F1ADC,130,49,48,0,16,16,0x7FC2,2,14,의,
3,0x801F1DB4,3,0x801F1B10,144,49,160,32,16,16,0x7FC0,0,160, ,
3,0x801F1DB4,4,0x801F1B44,150,49,48,80,16,16,0x7FC0,0,312,머,
3,0x801F1DB4,5,0x801F1B78,164,49,176,0,16,16,0x7FC1,1,45,리,
3,0x801F1DB4,6,0x801F1BAC,178,49,224,144,16,16,0x7FC0,0,596,띠,
3,0x801F9D44,0,0x801BE9BC,20,82,32,0,16,16,0x7FC0,0,8,아,
3,0x801F9D44,1,0x801BE9F0,34,82,96,16,16,16,0x7FC3,3,87,크,
3,0x801F9D44,2,0x801BEA24,36,98,68,0,6,16,0x7FC1,1,17, ,halfwidth_u_plus_4
3,0x801F9D44,3,0x801BEA58,42,98,100,0,6,16,0x7FC0,0,24,하,halfwidth_u_plus_4
3,0x801F9D44,4,0x801BEA8C,48,98,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
3,0x801F9D44,5,0x801BEAC0,36,114,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
3,0x801F9D44,6,0x801BEAF4,42,114,84,0,6,16,0x7FC1,1,21,어,halfwidth_u_plus_4
3,0x801F9D44,7,0x801BEB28,48,114,100,0,6,16,0x7FC1,1,25,여,halfwidth_u_plus_4
3,0x801F9D44,8,0x801BEB5C,54,114,52,0,6,16,0x7FC3,3,15,8,halfwidth_u_plus_4
3,0x801F9D44,9,0x801BEB90,60,114,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
3,0x801F9D44,10,0x801BEBC4,66,114,84,0,6,16,0x7FC1,1,21,어,halfwidth_u_plus_4
3,0x801F9D44,11,0x801BEBF8,72,114,100,0,6,16,0x7FC1,1,25,여,halfwidth_u_plus_4
3,0x801F9D44,12,0x801BEC2C,36,130,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
3,0x801F9D44,13,0x801BEC60,42,130,68,0,6,16,0x7FC3,3,19,어,halfwidth_u_plus_4
3,0x801F9D44,14,0x801BEC94,48,130,68,0,6,16,0x7FC3,3,19,어,halfwidth_u_plus_4
3,0x801F9D44,15,0x801BECC8,54,130,52,0,6,16,0x7FC3,3,15,8,halfwidth_u_plus_4
3,0x801F9D44,16,0x801BECFC,60,130,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
3,0x801F9D44,17,0x801BED30,66,130,68,0,6,16,0x7FC3,3,19,어,halfwidth_u_plus_4
3,0x801F9D44,18,0x801BED64,72,130,68,0,6,16,0x7FC3,3,19,어,halfwidth_u_plus_4
3,0x801F9D44,19,0x801BED98,36,146,68,0,6,16,0x7FC1,1,17, ,halfwidth_u_plus_4
3,0x801F9D44,20,0x801BEDCC,42,146,68,0,6,16,0x7FC1,1,17, ,halfwidth_u_plus_4
3,0x801F9D44,21,0x801BEE00,80,146,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
3,0x801F9D44,22,0x801BEE34,86,146,100,0,6,16,0x7FC1,1,25,여,halfwidth_u_plus_4
3,0x801F9D44,23,0x801BEE68,36,162,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
3,0x801F9D44,24,0x801BEE9C,42,162,100,0,6,16,0x7FC1,1,25,여,halfwidth_u_plus_4
3,0x801F9D44,25,0x801BEED0,80,162,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
3,0x801F9D44,26,0x801BEF04,86,162,84,0,6,16,0x7FC0,0,20,그,halfwidth_u_plus_4
3,0x801F9D44,27,0x801BEF38,80,98,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
3,0x801F9D44,28,0x801BEF6C,86,98,68,0,6,16,0x7FC3,3,19,어,halfwidth_u_plus_4
3,0x801F9D44,29,0x801BEFA0,36,178,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
3,0x801F9D44,30,0x801BEFD4,42,178,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
3,0x801F9D44,31,0x801BF008,48,178,68,0,6,16,0x7FC1,1,17, ,halfwidth_u_plus_4
3,0x801F9D44,32,0x801BF03C,54,178,100,0,6,16,0x7FC1,1,25,여,halfwidth_u_plus_4
3,0x801F9D44,33,0x801BF070,60,178,68,0,6,16,0x7FC3,3,19,어,halfwidth_u_plus_4
3,0x801F9D44,34,0x801BF0A4,66,178,52,0,6,16,0x7FC3,3,15,8,halfwidth_u_plus_4
3,0x801F9D44,35,0x801BF0D8,72,178,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
3,0x801F9D44,36,0x801BF10C,78,178,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
3,0x801F9D44,37,0x801BF140,84,178,100,0,6,16,0x7FC1,1,25,여,halfwidth_u_plus_4
3,0x801F9D44,38,0x801BF174,90,178,68,0,6,16,0x7FC0,0,16,째,halfwidth_u_plus_4
3,0x801F9D44,39,0x801BF1A8,96,178,68,0,6,16,0x7FC0,0,16,째,halfwidth_u_plus_4
3,0x801F9D44,40,0x801BF1DC,36,194,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
3,0x801F9D44,41,0x801BF210,42,194,68,0,6,16,0x7FC2,2,18, ,halfwidth_u_plus_4
3,0x801F9D44,42,0x801BF244,80,194,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
3,0x801F9D44,43,0x801BF278,86,194,68,0,6,16,0x7FC2,2,18, ,halfwidth_u_plus_4
3,0x801F9D44,44,0x801BF2AC,36,210,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
3,0x801F9D44,45,0x801BF2E0,42,210,68,0,6,16,0x7FC1,1,17, ,halfwidth_u_plus_4
3,0x801F9D44,46,0x801BF314,80,210,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
3,0x801F9D44,47,0x801BF348,86,210,68,0,6,16,0x7FC2,2,18, ,halfwidth_u_plus_4
4,0x801F031C,0,0x801EFC9C,138,116,112,128,16,16,0x7FC2,2,510,효,
4,0x801F031C,1,0x801EFCD0,152,116,0,64,16,16,0x7FC3,3,243,과,
4,0x801F031C,2,0x801EFD04,166,116,160,32,16,16,0x7FC0,0,160, ,
4,0x801F031C,3,0x801EFD38,172,116,224,48,16,16,0x7FC2,2,238,불,
4,0x801F031C,4,0x801EFD6C,186,116,112,64,16,16,0x7FC3,3,271,명,
4,0x801F0E18,0,0x801F0798,82,115,208,0,16,16,0x7FC0,0,52,인,
4,0x801F0E18,1,0x801F07CC,96,115,192,16,16,16,0x7FC0,0,108,물,
4,0x801F0E18,2,0x801F0800,110,115,48,0,16,16,0x7FC0,0,12,을,
4,0x801F0E18,3,0x801F0834,124,115,160,32,16,16,0x7FC0,0,160, ,
4,0x801F0E18,4,0x801F0868,130,115,0,80,16,16,0x7FC2,2,302,선,
4,0x801F0E18,5,0x801F089C,144,115,160,224,16,16,0x7FC3,3,883,택,
4,0x801F0E18,6,0x801F08D0,158,115,96,0,16,16,0x7FC0,0,24,하,
4,0x801F0E18,7,0x801F0904,172,115,64,32,16,16,0x7FC3,3,139,세,
4,0x801F0E18,8,0x801F0938,186,115,160,0,16,16,0x7FC3,3,43,요,
4,0x801F0E18,9,0x801F096C,82,129,192,64,16,16,0x7FC2,2,290,결,
4,0x801F0E18,10,0x801F09A0,96,129,192,0,16,16,0x7FC0,0,48,정,
4,0x801F0E18,11,0x801F09D4,110,129,96,0,16,16,0x7FC0,0,24,하,
4,0x801F0E18,12,0x801F0A08,124,129,224,0,16,16,0x7FC1,1,57,면,
4,0x801F0E18,13,0x801F0A3C,138,129,160,32,16,16,0x7FC0,0,160, ,
4,0x801F0E18,14,0x801F0A70,144,129,64,16,16,16,0x7FC2,2,78,전,
4,0x801F0E18,15,0x801F0AA4,158,129,144,64,16,16,0x7FC0,0,276,투,
4,0x801F0E18,16,0x801F0AD8,172,129,208,0,16,16,0x7FC1,1,53,를,
4,0x801F0E18,17,0x801F0B0C,186,129,160,32,16,16,0x7FC0,0,160, ,
4,0x801F0E18,18,0x801F0B40,192,129,160,0,16,16,0x7FC0,0,40,시,
4,0x801F0E18,19,0x801F0B74,206,129,64,80,16,16,0x7FC3,3,319,작,
4,0x801F0E18,20,0x801F0BA8,220,129,32,64,16,16,0x7FC0,0,248,합,
4,0x801F0E18,21,0x801F0BDC,234,129,16,0,16,16,0x7FC2,2,6,니,
4,0x801F0E18,22,0x801F0C10,248,129,0,0,16,16,0x7FC0,0,0,다,
4,0x801F1DB4,0,0x801F1A74,136,171,128,48,16,16,0x7FC0,0,212,로,
4,0x801F1DB4,1,0x801F1AA8,150,171,0,128,16,16,0x7FC2,2,482,맨,
4,0x801F1DB4,2,0x801F1ADC,164,171,128,128,16,16,0x7FC0,0,512,싱,
4,0x801F1DB4,3,0x801F1B10,178,171,160,32,16,16,0x7FC0,0,160, ,
4,0x801F1DB4,4,0x801F1B44,184,171,176,0,16,16,0x7FC3,3,47,스,
4,0x801F1DB4,5,0x801F1B78,198,171,48,96,16,16,0x7FC1,1,373,톤,
4,0x801F1DB4,6,0x801F1BAC,212,171,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
4,0x801F1DB4,7,0x801F1BE0,218,171,68,0,6,16,0x7FC0,0,16,째,halfwidth_u_plus_4
4,0x801F1DB4,8,0x801F1C14,224,171,68,0,6,16,0x7FC1,1,17, ,halfwidth_u_plus_4
4,0x801F9D44,0,0x801BE9BC,20,82,32,0,16,16,0x7FC0,0,8,아,
4,0x801F9D44,1,0x801BE9F0,34,82,96,16,16,16,0x7FC3,3,87,크,
4,0x801F9D44,2,0x801BEA24,36,98,68,0,6,16,0x7FC1,1,17, ,halfwidth_u_plus_4
4,0x801F9D44,3,0x801BEA58,42,98,100,0,6,16,0x7FC0,0,24,하,halfwidth_u_plus_4
4,0x801F9D44,4,0x801BEA8C,48,98,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
4,0x801F9D44,5,0x801BEAC0,36,114,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
4,0x801F9D44,6,0x801BEAF4,42,114,84,0,6,16,0x7FC1,1,21,어,halfwidth_u_plus_4
4,0x801F9D44,7,0x801BEB28,48,114,100,0,6,16,0x7FC1,1,25,여,halfwidth_u_plus_4
4,0x801F9D44,8,0x801BEB5C,54,114,52,0,6,16,0x7FC3,3,15,8,halfwidth_u_plus_4
4,0x801F9D44,9,0x801BEB90,60,114,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
4,0x801F9D44,10,0x801BEBC4,66,114,84,0,6,16,0x7FC1,1,21,어,halfwidth_u_plus_4
4,0x801F9D44,11,0x801BEBF8,72,114,100,0,6,16,0x7FC1,1,25,여,halfwidth_u_plus_4
4,0x801F9D44,12,0x801BEC2C,36,130,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
4,0x801F9D44,13,0x801BEC60,42,130,68,0,6,16,0x7FC3,3,19,어,halfwidth_u_plus_4
4,0x801F9D44,14,0x801BEC94,48,130,68,0,6,16,0x7FC3,3,19,어,halfwidth_u_plus_4
4,0x801F9D44,15,0x801BECC8,54,130,52,0,6,16,0x7FC3,3,15,8,halfwidth_u_plus_4
4,0x801F9D44,16,0x801BECFC,60,130,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
4,0x801F9D44,17,0x801BED30,66,130,68,0,6,16,0x7FC3,3,19,어,halfwidth_u_plus_4
4,0x801F9D44,18,0x801BED64,72,130,68,0,6,16,0x7FC3,3,19,어,halfwidth_u_plus_4
4,0x801F9D44,19,0x801BED98,36,146,68,0,6,16,0x7FC1,1,17, ,halfwidth_u_plus_4
4,0x801F9D44,20,0x801BEDCC,42,146,68,0,6,16,0x7FC1,1,17, ,halfwidth_u_plus_4
4,0x801F9D44,21,0x801BEE00,80,146,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
4,0x801F9D44,22,0x801BEE34,86,146,100,0,6,16,0x7FC1,1,25,여,halfwidth_u_plus_4
4,0x801F9D44,23,0x801BEE68,36,162,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
4,0x801F9D44,24,0x801BEE9C,42,162,100,0,6,16,0x7FC1,1,25,여,halfwidth_u_plus_4
4,0x801F9D44,25,0x801BEED0,80,162,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
4,0x801F9D44,26,0x801BEF04,86,162,84,0,6,16,0x7FC0,0,20,그,halfwidth_u_plus_4
4,0x801F9D44,27,0x801BEF38,80,98,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
4,0x801F9D44,28,0x801BEF6C,86,98,68,0,6,16,0x7FC3,3,19,어,halfwidth_u_plus_4
4,0x801F9D44,29,0x801BEFA0,36,178,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
4,0x801F9D44,30,0x801BEFD4,42,178,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
4,0x801F9D44,31,0x801BF008,48,178,68,0,6,16,0x7FC1,1,17, ,halfwidth_u_plus_4
4,0x801F9D44,32,0x801BF03C,54,178,100,0,6,16,0x7FC1,1,25,여,halfwidth_u_plus_4
4,0x801F9D44,33,0x801BF070,60,178,68,0,6,16,0x7FC3,3,19,어,halfwidth_u_plus_4
4,0x801F9D44,34,0x801BF0A4,66,178,52,0,6,16,0x7FC3,3,15,8,halfwidth_u_plus_4
4,0x801F9D44,35,0x801BF0D8,72,178,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
4,0x801F9D44,36,0x801BF10C,78,178,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
4,0x801F9D44,37,0x801BF140,84,178,100,0,6,16,0x7FC1,1,25,여,halfwidth_u_plus_4
4,0x801F9D44,38,0x801BF174,90,178,68,0,6,16,0x7FC0,0,16,째,halfwidth_u_plus_4
4,0x801F9D44,39,0x801BF1A8,96,178,68,0,6,16,0x7FC0,0,16,째,halfwidth_u_plus_4
4,0x801F9D44,40,0x801BF1DC,36,194,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
4,0x801F9D44,41,0x801BF210,42,194,68,0,6,16,0x7FC2,2,18, ,halfwidth_u_plus_4
4,0x801F9D44,42,0x801BF244,80,194,4,0,6,16,0x7FC0,0,0,다,halfwidth_u_plus_4
