source_file,offset,classification,japanese,canonical_korean,v192_prompt,slot,row_widths_px,e5_positions,e6_positions,marker_geometry_matches_v190
21/S2043.DAT,0x47E2C,other_choice_unchanged,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
21/S2043.DAT,0x47E86,other_choice_unchanged,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
21/S2044.DAT,0x47D5A,other_choice_unchanged,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,,,,,,,1
21/S2044.DAT,0x47DD4,other_choice_unchanged,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
21/S2044.DAT,0x47E2C,other_choice_unchanged,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
21/S2044.DAT,0x47E86,other_choice_unchanged,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
21/S2045.DAT,0x46D5A,other_choice_unchanged,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,,,,,,,1
21/S2045.DAT,0x46DD4,other_choice_unchanged,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
21/S2045.DAT,0x46E2C,other_choice_unchanged,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
21/S2045.DAT,0x46E86,other_choice_unchanged,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
21/S2045.DAT,0x4758E,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>いろいろ教えて!,|출발|그만|정보,,,,,,1
21/S2045.DAT,0x47914,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>いろいろ教えて!,|출발|그만|정보,,,,,,1
21/S2045.DAT,0x47C32,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>いろいろ教えて! その2,|출발|그만|정보 2,,,,,,1
21/S2045.DAT,0x47CDA,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>耳よりな話を聞きたい!,|출발|그만|유용한 정보,,,,,,1
21/S2045.DAT,0x47F1C,other_choice_unchanged,<CTRL:E5:03>アイテム・アクセサリーの効果。 / <CTRL:E5:03>戦闘の方向と反撃。 / <CTRL:E5:03>やつっり、いいや。,|아이템 정보|방향과 반격|그만,,,,,,1
21/S2045.DAT,0x4834A,other_choice_unchanged,<CTRL:E5:03>バトルの心得 その2 / <CTRL:E5:03>耳よりな話 / <CTRL:E5:03>やつっり、いいや。,|전투 요령 2|유용한 정보|그만,,,,,,1
21/S2045.DAT,0x483B6,other_choice_unchanged,<CTRL:E5:03>モンスターとの相しょう / <CTRL:E5:03>経験値について / <CTRL:E5:03>成長のアトバイス / <CTRL:E5:03>やつっり、いいや。,|몬스터 상성|경험치|성장 조언|그만,,,,,,1
21/S2045.DAT,0x48972,other_choice_unchanged,<CTRL:E5:03>アララトスの遺跡ダンジョン / <CTRL:E5:03>ミルマーナのその後 / <CTRL:E5:03>ラマダ寺での修行 / <CTRL:E5:03>やつっり、いいや。,|아라라토스 유적|미르마나의 이후|라마다 수행|그만,,,,,,1
21/S2045.DAT,0x48F18,other_choice_unchanged,<CTRL:E5:03>ストーンサークル / <CTRL:E5:03>リングの位置設定 / <CTRL:E5:03>召喚獣について / <CTRL:E5:03>次のページ,|스톤 서클|링 위치 설정|소환수에 대해|다음 페이지,,,,,,1
21/S2045.DAT,0x48F94,other_choice_unchanged,<CTRL:E5:03>ポコの楽器 / <CTRL:E5:03>闘技場 / <CTRL:E5:03>キートウオール / <CTRL:E5:03>やつっりいいや。,|포코의 악기|투기장|키토우올|그만,,,,,,1
21/S2045.DAT,0x49006,other_choice_unchanged,<CTRL:E5:03>ストーンサークル / <CTRL:E5:03>リングの位置設定 / <CTRL:E5:03>召喚獣 / <CTRL:E5:03>次のページ,|스톤 서클|링 위치 설정|소환수|다음 페이지,,,,,,1
21/S2045.DAT,0x4907E,other_choice_unchanged,<CTRL:E5:03>ポコの楽器 / <CTRL:E5:03>闘技場 / <CTRL:E5:03>キートウオール / <CTRL:E5:03>次のページ,|포코의 악기|투기장|키토우올|다음 페이지,,,,,,1
21/S2045.DAT,0x490F0,other_choice_unchanged,<CTRL:E5:03>ラマダ寺の修行 / <CTRL:E5:03>ロマンシングストーン / <CTRL:E5:03>アクセサリー<G:90>きぬのおび<G:89> / <CTRL:E5:03>やつっりいいや。,|라마다사의 수행|로맨싱 스톤|장신구 비단 띠|그만,,,,,,1
22/S2046.DAT,0x47D5A,other_choice_unchanged,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,,,,,,,1
22/S2046.DAT,0x47DD4,other_choice_unchanged,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
22/S2046.DAT,0x47E2C,other_choice_unchanged,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
22/S2046.DAT,0x47E86,other_choice_unchanged,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
22/S2046.DAT,0x49102,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない,|출발|그만,,,,,,1
22/S2047.DAT,0x47D5A,other_choice_unchanged,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,,,,,,,1
22/S2047.DAT,0x47DD4,other_choice_unchanged,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
22/S2047.DAT,0x47E2C,other_choice_unchanged,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
22/S2047.DAT,0x47E86,other_choice_unchanged,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
31/S3011.DAT,0x47D5A,other_choice_unchanged,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,,,,,,,1
31/S3011.DAT,0x47DD4,other_choice_unchanged,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
31/S3011.DAT,0x47E2C,other_choice_unchanged,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
31/S3011.DAT,0x47E86,other_choice_unchanged,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
31/S3012.DAT,0x47D5A,other_choice_unchanged,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,,,,,,,1
31/S3012.DAT,0x47DD4,other_choice_unchanged,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
31/S3012.DAT,0x47E2C,other_choice_unchanged,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
31/S3012.DAT,0x47E86,other_choice_unchanged,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
31/S3012.DAT,0x47FF0,speaker_prompt_merged,チョピン  / 何か私でお力になれるこはありますか？ / <CTRL:E5:03>ベつにない。 / <CTRL:E5:03>ちょつと教えてほしい。,초핀: 제가 도와드릴 일이 있습니까?|없어|좀 물어보고 싶어,초핀: 제가 도와드릴 일이 있습니까?,0,216|0|36|108,27|38,5|25|36,1
31/S3012.DAT,0x4811E,other_choice_unchanged,<CTRL:E5:04>どうすれば強くなれるの？ / <CTRL:E5:04>何か戦いのコツはあるの？ / <CTRL:E5:04>やつっり、いいや。,|어떻게 하면 강해져?|무슨 싸움 요령이 있어?|그만,,,,,,1
31/S3013.DAT,0x47D5A,other_choice_unchanged,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,,,,,,,1
31/S3013.DAT,0x47DD4,other_choice_unchanged,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
31/S3013.DAT,0x47E2C,other_choice_unchanged,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
31/S3013.DAT,0x47E86,other_choice_unchanged,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
31/S3013.DAT,0x47FF6,other_choice_unchanged,<CTRL:E5:04>もちろん! / <CTRL:E5:04>もうちょつといたいな・・。 / <CTRL:E5:04>いろいろ教えて欲しいんだけど。,|물론이야|조금 더 있을래|더 알려 줘,,,,,,1
31/S3013.DAT,0x48236,other_choice_unchanged,<CTRL:E5:03>どうすれば強くなれるの？ / <CTRL:E5:03>何か戦いのコツはあるの？ / <CTRL:E5:03>他に何かある？ / <CTRL:E5:03>やつっり、いいや。,|강해지는 법|전투 요령|다른 정보|그만,,,,,,1
31/S3014.DAT,0x45D5A,other_choice_unchanged,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,,,,,,,1
31/S3014.DAT,0x45DD4,other_choice_unchanged,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
31/S3014.DAT,0x45E2C,other_choice_unchanged,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
31/S3014.DAT,0x45E86,other_choice_unchanged,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
31/S3014.DAT,0x4658E,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>いろいろ教えて!,|출발|그만|정보,,,,,,1
31/S3014.DAT,0x4691A,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>いろいろ教えて!,|출발|그만|정보,,,,,,1
31/S3014.DAT,0x46C48,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>いろいろ教えて! その2,|출발|그만|정보 2,,,,,,1
31/S3014.DAT,0x46CF0,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>耳よりな話を聞きたい!,|출발|그만|유용한 정보,,,,,,1
31/S3014.DAT,0x46F3C,other_choice_unchanged,<CTRL:E5:03>アイテム・アクセサリーの効果。 / <CTRL:E5:03>戦闘の方向と反撃。 / <CTRL:E5:03>やつっり、いいや。,|아이템 정보|방향과 반격|그만,,,,,,1
31/S3014.DAT,0x4736E,other_choice_unchanged,<CTRL:E5:03>バトルの心得 その2 / <CTRL:E5:03>耳よりな話 / <CTRL:E5:03>やつっり、いいや。,|전투 요령 2|유용한 정보|그만,,,,,,1
31/S3014.DAT,0x473DA,other_choice_unchanged,<CTRL:E5:03>モンスターとの相しょう / <CTRL:E5:03>経験値について / <CTRL:E5:03>成長のアトバイス / <CTRL:E5:03>やつっり、いいや。,|몬스터 상성|경험치|성장 조언|그만,,,,,,1
31/S3014.DAT,0x47996,other_choice_unchanged,<CTRL:E5:03>アララトスの遺跡ダンジョン / <CTRL:E5:03>ミルマーナのその後 / <CTRL:E5:03>ラマダ寺での修行 / <CTRL:E5:03>やつっり、いいや。,|아라라토스 유적|미르마나의 이후|라마다 수행|그만,,,,,,1
31/S3014.DAT,0x47F3C,other_choice_unchanged,<CTRL:E5:03>ストーンサークル / <CTRL:E5:03>リングの位置設定 / <CTRL:E5:03>召喚獣について / <CTRL:E5:03>次のページ,|스톤 서클|링 위치 설정|소환수에 대해|다음 페이지,,,,,,1
31/S3014.DAT,0x47FB8,other_choice_unchanged,<CTRL:E5:03>ポコの楽器 / <CTRL:E5:03>闘技場 / <CTRL:E5:03>キートウオール / <CTRL:E5:03>やつっりいいや。,|포코의 악기|투기장|키토우올|그만,,,,,,1
31/S3014.DAT,0x4802A,other_choice_unchanged,<CTRL:E5:03>ストーンサークル / <CTRL:E5:03>リングの位置設定 / <CTRL:E5:03>召喚獣 / <CTRL:E5:03>次のページ,|스톤 서클|링 위치 설정|소환수|다음 페이지,,,,,,1
31/S3014.DAT,0x480A2,other_choice_unchanged,<CTRL:E5:03>ポコの楽器 / <CTRL:E5:03>闘技場 / <CTRL:E5:03>キートウオール / <CTRL:E5:03>次のページ,|포코의 악기|투기장|키토우올|다음 페이지,,,,,,1
31/S3014.DAT,0x48114,other_choice_unchanged,<CTRL:E5:03>ラマダ寺の修行 / <CTRL:E5:03>ロマンシングストーン / <CTRL:E5:03>アクセサリー<G:90>きぬのおび<G:89> / <CTRL:E5:03>やつっりいいや。,|라마다사의 수행|로맨싱 스톤|장신구 비단 띠|그만,,,,,,1
31/S3022.DAT,0x48822,speaker_prompt_merged,兵士  / 出発なさいますか？ / <CTRL:E5:03>出発する / <CTRL:E5:03>やつっりやめる,병사: 출발하시겠습니까?|출발한다|그만둔다,병사: 출발하시겠습니까?,35,150|0|60|60,16|24,3|14|22,1
31/S3023.DAT,0x4870A,other_choice_unchanged,<CTRL:E5:03>外に出る / <CTRL:E5:03>やつっりやめる,|나간다|그만,,,,,,1
31/S3024.DAT,0x47802,other_choice_unchanged,<CTRL:E5:03>外に出る / <CTRL:E5:03>やつっりやめるか,|나간다|그만,,,,,,1
31/S3024.DAT,0x47F68,other_choice_unchanged,攻撃  / <CTRL:E5:03>アーク / <CTRL:E5:03>ククル / <CTRL:E5:03>トッシュ,|아크|쿠쿠루|토슈,,,,,,1
31/S3024.DAT,0x47FD2,other_choice_unchanged,防ご  / <CTRL:E5:03>がいこつ / <CTRL:E5:03>よつっらい / <CTRL:E5:03>あるまじろ,|망자|갑옷|아르마,,,,,,1
31/S3024.DAT,0x48052,other_choice_unchanged,どうする？ / <CTRL:E5:03>さいきょうこうげき / <CTRL:E5:03>ふつうこうげき / <CTRL:E5:03>よわいこうげき / ,|강공격|일반|약공격,,,,,,1
4/S4033.DAT,0x47CDC,sentence_wrap_preserved,<G:90>次の精霊はグレイシーヌに<G:89> / よみますか？ / <CTRL:E5:03>よむ / <CTRL:E5:03>よまない,다음 정령은 그레이시누에 있다. 읽으시겠습니까?|읽는다|읽지 않는다,,,,,,1
4/S4033.DAT,0x485C8,other_choice_unchanged,<CTRL:E5:03>とうぜんだよ / <CTRL:E5:03>はじめて聞いた,|당연|처음,,,,,,1
4/S4034.DAT,0x47D30,sentence_wrap_preserved,<G:90>次の精霊はカーデルに<G:89> / よみますか？ / <CTRL:E5:03>よむ / <CTRL:E5:03>よまない,다음 정령은 카데르에게. 읽으시겠습니까?|읽는다|읽지 않는다,,,,,,1
4/S4035.DAT,0x47D30,sentence_wrap_preserved,<G:90>次の精霊はアリバーシャに<G:89> / よみますか？ / <CTRL:E5:03>よむ / <CTRL:E5:03>よまない,다음 정령은 아리바샤에게. 읽으시겠습니까?|읽는다|읽지 않는다,,,,,,1
4/S4036.DAT,0x47CDC,sentence_wrap_preserved,<G:90>最後の精霊はスメリアに<G:89> / よみますか？ / <CTRL:E5:03>よむ / <CTRL:E5:03>よまない,마지막 정령은 스메리아에. 읽으시겠습니까?|읽는다|읽지 않는다,,,,,,1
5/S5011.DAT,0x47D5A,other_choice_unchanged,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,,,,,,,1
5/S5011.DAT,0x47DD4,other_choice_unchanged,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
5/S5011.DAT,0x47E2C,other_choice_unchanged,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
5/S5011.DAT,0x47E86,other_choice_unchanged,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
5/S5012.DAT,0x47D5A,other_choice_unchanged,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,,,,,,,1
5/S5012.DAT,0x47DD4,other_choice_unchanged,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
5/S5012.DAT,0x47E2C,other_choice_unchanged,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
5/S5012.DAT,0x47E86,other_choice_unchanged,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
5/S5012.DAT,0x4800C,other_choice_unchanged,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない,|출발|그만,,,,,,1
5/S5013.DAT,0x46D5A,other_choice_unchanged,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,,,,,,,1
5/S5013.DAT,0x46DD4,other_choice_unchanged,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,,,,,,,1
