member,offset,before,after,region
PSX.EXE,0x80905,00,AC,verified_free_pool_helpers_and_strings
PSX.EXE,0x80906,00,05,verified_free_pool_helpers_and_strings
PSX.EXE,0x80907,00,08,verified_free_pool_helpers_and_strings
PSX.EXE,0x80910,00,29,verified_free_pool_helpers_and_strings
PSX.EXE,0x80912,00,A2,verified_free_pool_helpers_and_strings
PSX.EXE,0x80913,00,A0,verified_free_pool_helpers_and_strings
PSX.EXE,0x80914,00,40,verified_free_pool_helpers_and_strings
PSX.EXE,0x80915,00,FC,verified_free_pool_helpers_and_strings
PSX.EXE,0x80916,00,88,verified_free_pool_helpers_and_strings
PSX.EXE,0x80917,00,24,verified_free_pool_helpers_and_strings
PSX.EXE,0x80918,00,0D,verified_free_pool_helpers_and_strings
PSX.EXE,0x8091A,00,09,verified_free_pool_helpers_and_strings
PSX.EXE,0x8091B,00,2D,verified_free_pool_helpers_and_strings
PSX.EXE,0x8091C,00,07,verified_free_pool_helpers_and_strings
PSX.EXE,0x8091E,00,20,verified_free_pool_helpers_and_strings
PSX.EXE,0x8091F,00,11,verified_free_pool_helpers_and_strings
PSX.EXE,0x80924,00,F0,verified_free_pool_helpers_and_strings
PSX.EXE,0x80926,00,09,verified_free_pool_helpers_and_strings
PSX.EXE,0x80927,00,34,verified_free_pool_helpers_and_strings
PSX.EXE,0x80928,00,28,verified_free_pool_helpers_and_strings
PSX.EXE,0x8092A,00,A9,verified_free_pool_helpers_and_strings
PSX.EXE,0x8092B,00,A0,verified_free_pool_helpers_and_strings
PSX.EXE,0x8092C,00,82,verified_free_pool_helpers_and_strings
PSX.EXE,0x8092D,00,40,verified_free_pool_helpers_and_strings
PSX.EXE,0x8092E,00,08,verified_free_pool_helpers_and_strings
PSX.EXE,0x80931,00,41,verified_free_pool_helpers_and_strings
PSX.EXE,0x80932,00,08,verified_free_pool_helpers_and_strings
PSX.EXE,0x80934,00,B0,verified_free_pool_helpers_and_strings
PSX.EXE,0x80936,00,08,verified_free_pool_helpers_and_strings
PSX.EXE,0x80937,00,25,verified_free_pool_helpers_and_strings
PSX.EXE,0x80938,00,29,verified_free_pool_helpers_and_strings
PSX.EXE,0x8093A,00,A8,verified_free_pool_helpers_and_strings
PSX.EXE,0x8093B,00,A0,verified_free_pool_helpers_and_strings
PSX.EXE,0x8093C,00,6C,verified_free_pool_helpers_and_strings
PSX.EXE,0x8093D,00,AD,verified_free_pool_helpers_and_strings
PSX.EXE,0x8093E,00,05,verified_free_pool_helpers_and_strings
PSX.EXE,0x8093F,00,08,verified_free_pool_helpers_and_strings
PSX.EXE,0x80950,00,E7,verified_free_pool_helpers_and_strings
PSX.EXE,0x80951,00,02,verified_free_pool_helpers_and_strings
PSX.EXE,0x80952,00,DD,verified_free_pool_helpers_and_strings
PSX.EXE,0x80953,00,10,verified_free_pool_helpers_and_strings
PSX.EXE,0x80954,00,DD,verified_free_pool_helpers_and_strings
PSX.EXE,0x80955,00,0A,verified_free_pool_helpers_and_strings
PSX.EXE,0x80956,00,E7,verified_free_pool_helpers_and_strings
PSX.EXE,0x80957,00,05,verified_free_pool_helpers_and_strings
PSX.EXE,0x80958,00,DD,verified_free_pool_helpers_and_strings
PSX.EXE,0x80959,00,AD,verified_free_pool_helpers_and_strings
PSX.EXE,0x8095A,00,DD,verified_free_pool_helpers_and_strings
PSX.EXE,0x8095B,00,47,verified_free_pool_helpers_and_strings
PSX.EXE,0x8095C,00,A1,verified_free_pool_helpers_and_strings
PSX.EXE,0x8095D,00,DD,verified_free_pool_helpers_and_strings
PSX.EXE,0x8095E,00,89,verified_free_pool_helpers_and_strings
PSX.EXE,0x8095F,00,24,verified_free_pool_helpers_and_strings
PSX.EXE,0x80961,00,E7,verified_free_pool_helpers_and_strings
PSX.EXE,0x80962,00,03,verified_free_pool_helpers_and_strings
PSX.EXE,0x80963,00,DD,verified_free_pool_helpers_and_strings
PSX.EXE,0x80964,00,31,verified_free_pool_helpers_and_strings
PSX.EXE,0x80965,00,DD,verified_free_pool_helpers_and_strings
PSX.EXE,0x80966,00,32,verified_free_pool_helpers_and_strings
PSX.EXE,0x80967,00,A1,verified_free_pool_helpers_and_strings
PSX.EXE,0x80968,00,DD,verified_free_pool_helpers_and_strings
PSX.EXE,0x80969,00,A3,verified_free_pool_helpers_and_strings
PSX.EXE,0x8096A,00,E7,verified_free_pool_helpers_and_strings
PSX.EXE,0x8096B,00,08,verified_free_pool_helpers_and_strings
PSX.EXE,0x8096C,00,8B,verified_free_pool_helpers_and_strings
PSX.EXE,0x8096D,00,DD,verified_free_pool_helpers_and_strings
PSX.EXE,0x8096E,00,D2,verified_free_pool_helpers_and_strings
PSX.EXE,0x8096F,00,A1,verified_free_pool_helpers_and_strings
PSX.EXE,0x80970,00,DE,verified_free_pool_helpers_and_strings
PSX.EXE,0x80971,00,2B,verified_free_pool_helpers_and_strings
PSX.EXE,0x80972,00,35,verified_free_pool_helpers_and_strings
PSX.EXE,0x80974,00,DE,verified_free_pool_helpers_and_strings
PSX.EXE,0x80975,00,2B,verified_free_pool_helpers_and_strings
PSX.EXE,0x80976,00,35,verified_free_pool_helpers_and_strings
PSX.EXE,0x80977,00,DD,verified_free_pool_helpers_and_strings
PSX.EXE,0x80978,00,CF,verified_free_pool_helpers_and_strings
PSX.EXE,0x8097A,00,60,verified_free_pool_helpers_and_strings
PSX.EXE,0x8097B,00,24,verified_free_pool_helpers_and_strings
PSX.EXE,0x8097D,00,94,verified_free_pool_helpers_and_strings
PSX.EXE,0x8097E,00,A1,verified_free_pool_helpers_and_strings
PSX.EXE,0x8097F,00,60,verified_free_pool_helpers_and_strings
PSX.EXE,0x80980,00,24,verified_free_pool_helpers_and_strings
PSX.EXE,0x8234C,C0,50,manual_ui_pointer
PSX.EXE,0x8234D,B8,B1,manual_ui_pointer
PSX.EXE,0x82350,AD,61,manual_ui_pointer
PSX.EXE,0x82351,B6,B1,manual_ui_pointer
PSX.EXE,0x825F0,B0,74,manual_ui_pointer
PSX.EXE,0x825F1,FC,B1,manual_ui_pointer
PSX.EXE,0x825F4,B8,7A,manual_ui_pointer
PSX.EXE,0x825F5,FC,B1,manual_ui_pointer
PSX.EXE,0x825F8,BC,7D,manual_ui_pointer
PSX.EXE,0x825F9,FC,B1,manual_ui_pointer
PSX.EXE,0x8EF44,F8,2C,resident_direct_decoder_source_trampoline
PSX.EXE,0x8EF45,AC,6C,resident_direct_decoder_source_trampoline
PSX.EXE,0x8EF46,05,06,resident_direct_decoder_source_trampoline
COMM.IMG,0x26BFA,00,40,compact_stock_glyph_strip
COMM.IMG,0x26BFB,00,4C,compact_stock_glyph_strip
COMM.IMG,0x26BFC,00,02,compact_stock_glyph_strip
COMM.IMG,0x26F7A,00,8C,compact_stock_glyph_strip
COMM.IMG,0x26F7B,00,08,compact_stock_glyph_strip
COMM.IMG,0x26F7C,00,06,compact_stock_glyph_strip
COMM.IMG,0x272FA,00,04,compact_stock_glyph_strip
COMM.IMG,0x272FB,00,28,compact_stock_glyph_strip
COMM.IMG,0x272FC,00,04,compact_stock_glyph_strip
COMM.IMG,0x2767A,00,04,compact_stock_glyph_strip
COMM.IMG,0x2767B,00,28,compact_stock_glyph_strip
COMM.IMG,0x2767C,00,04,compact_stock_glyph_strip
COMM.IMG,0x279FA,00,04,compact_stock_glyph_strip
COMM.IMG,0x279FB,00,0A,compact_stock_glyph_strip
COMM.IMG,0x279FC,00,04,compact_stock_glyph_strip
COMM.IMG,0x27D7A,00,04,compact_stock_glyph_strip
COMM.IMG,0x27D7B,00,0A,compact_stock_glyph_strip
COMM.IMG,0x27D7C,00,04,compact_stock_glyph_strip
COMM.IMG,0x280FA,00,24,compact_stock_glyph_strip
COMM.IMG,0x280FB,00,08,compact_stock_glyph_strip
COMM.IMG,0x280FC,00,04,compact_stock_glyph_strip
COMM.IMG,0x2847A,00,24,compact_stock_glyph_strip
COMM.IMG,0x2847B,00,08,compact_stock_glyph_strip
COMM.IMG,0x2847C,00,04,compact_stock_glyph_strip
COMM.IMG,0x287FA,00,42,compact_stock_glyph_strip
COMM.IMG,0x287FB,00,4C,compact_stock_glyph_strip
COMM.IMG,0x28B7A,00,02,compact_stock_glyph_strip
COMM.IMG,0x2A3FA,00,B8,compact_stock_glyph_strip
COMM.IMG,0x2A3FB,00,FF,compact_stock_glyph_strip
COMM.IMG,0x2A3FC,00,08,compact_stock_glyph_strip
COMM.IMG,0x2A77A,00,0B,compact_stock_glyph_strip
COMM.IMG,0x2A77B,00,44,compact_stock_glyph_strip
COMM.IMG,0x2A77C,00,03,compact_stock_glyph_strip
COMM.IMG,0x2AAFA,00,49,compact_stock_glyph_strip
COMM.IMG,0x2AAFB,00,40,compact_stock_glyph_strip
COMM.IMG,0x2AAFC,00,03,compact_stock_glyph_strip
COMM.IMG,0x2AE7A,00,C8,compact_stock_glyph_strip
COMM.IMG,0x2AE7B,00,C8,compact_stock_glyph_strip
COMM.IMG,0x2AE7C,00,03,compact_stock_glyph_strip
COMM.IMG,0x2B1FA,00,0C,compact_stock_glyph_strip
COMM.IMG,0x2B1FB,00,72,compact_stock_glyph_strip
COMM.IMG,0x2B1FC,00,08,compact_stock_glyph_strip
COMM.IMG,0x2B57A,00,04,compact_stock_glyph_strip
COMM.IMG,0x2B57B,00,41,compact_stock_glyph_strip
COMM.IMG,0x2B57C,00,0A,compact_stock_glyph_strip
COMM.IMG,0x2B8FA,00,56,compact_stock_glyph_strip
COMM.IMG,0x2B8FB,00,44,compact_stock_glyph_strip
COMM.IMG,0x2B8FC,00,0E,compact_stock_glyph_strip
COMM.IMG,0x2BC7A,00,0B,compact_stock_glyph_strip
COMM.IMG,0x2BC7B,00,40,compact_stock_glyph_strip
COMM.IMG,0x2BC7C,00,0A,compact_stock_glyph_strip
COMM.IMG,0x2BFFA,00,B1,compact_stock_glyph_strip
COMM.IMG,0x2BFFB,00,FB,compact_stock_glyph_strip
COMM.IMG,0x2BFFC,00,01,compact_stock_glyph_strip
COMM.IMG,0x2DBFA,00,F2,compact_stock_glyph_strip
COMM.IMG,0x2DBFB,00,FF,compact_stock_glyph_strip
COMM.IMG,0x2DBFC,00,02,compact_stock_glyph_strip
COMM.IMG,0x2DF7A,00,0F,compact_stock_glyph_strip
COMM.IMG,0x2DF7C,00,0F,compact_stock_glyph_strip
COMM.IMG,0x2E2FA,00,0F,compact_stock_glyph_strip
COMM.IMG,0x2E2FC,00,0E,compact_stock_glyph_strip
COMM.IMG,0x2E67A,00,1D,compact_stock_glyph_strip
COMM.IMG,0x2E67B,00,11,compact_stock_glyph_strip
COMM.IMG,0x2E67C,00,0E,compact_stock_glyph_strip
COMM.IMG,0x2E9FA,00,49,compact_stock_glyph_strip
COMM.IMG,0x2E9FB,00,64,compact_stock_glyph_strip
COMM.IMG,0x2E9FC,00,09,compact_stock_glyph_strip
COMM.IMG,0x2ED7A,00,85,compact_stock_glyph_strip
COMM.IMG,0x2ED7B,00,A8,compact_stock_glyph_strip
COMM.IMG,0x2ED7C,00,0D,compact_stock_glyph_strip
COMM.IMG,0x2F0FA,00,05,compact_stock_glyph_strip
COMM.IMG,0x2F0FB,00,02,compact_stock_glyph_strip
COMM.IMG,0x2F0FC,00,0D,compact_stock_glyph_strip
COMM.IMG,0x2F47A,00,0D,compact_stock_glyph_strip
COMM.IMG,0x2F47B,00,02,compact_stock_glyph_strip
COMM.IMG,0x2F47C,00,0D,compact_stock_glyph_strip
COMM.IMG,0x2F7FA,00,D0,compact_stock_glyph_strip
COMM.IMG,0x2F7FB,00,DF,compact_stock_glyph_strip
COMM.IMG,0x3107A,00,01,compact_stock_glyph_strip
COMM.IMG,0x3107C,00,01,compact_stock_glyph_strip
COMM.IMG,0x3107D,00,01,compact_stock_glyph_strip
COMM.IMG,0x313FA,00,01,compact_stock_glyph_strip
COMM.IMG,0x313FC,00,01,compact_stock_glyph_strip
COMM.IMG,0x313FD,00,01,compact_stock_glyph_strip
COMM.IMG,0x31779,00,10,compact_stock_glyph_strip
COMM.IMG,0x3177A,00,11,compact_stock_glyph_strip
COMM.IMG,0x3177B,00,11,compact_stock_glyph_strip
COMM.IMG,0x3177C,00,11,compact_stock_glyph_strip
COMM.IMG,0x31AF9,00,01,compact_stock_glyph_strip
COMM.IMG,0x31AFC,00,10,compact_stock_glyph_strip
COMM.IMG,0x31E78,00,10,compact_stock_glyph_strip
COMM.IMG,0x31E7C,00,10,compact_stock_glyph_strip
COMM.IMG,0x321FC,00,01,compact_stock_glyph_strip
COMM.IMG,0x3257C,00,01,compact_stock_glyph_strip
COMM.IMG,0x328FB,00,10,compact_stock_glyph_strip
COMM.IMG,0x32C7B,00,01,compact_stock_glyph_strip
COMM.IMG,0x32FFA,00,10,compact_stock_glyph_strip
COMM.IMG,0x33379,00,11,compact_stock_glyph_strip
COMM.IMG,0x3337A,00,01,compact_stock_glyph_strip
