state,header,ordinal,packet_address,x,y,u,v,w,h,clut,plane,physical_index,char,coordinate_mode
2,0x801F0E18,9,0x801F096C,102,122,112,32,16,16,0x7FC2,2,150,예,
2,0x801F0E18,10,0x801F09A0,116,122,160,32,16,16,0x7FC0,0,160, ,
2,0x801F0E18,11,0x801F09D4,122,122,160,32,16,16,0x7FC0,0,160, ,
2,0x801F0E18,12,0x801F0A08,128,122,160,32,16,16,0x7FC0,0,160, ,
2,0x801F0E18,13,0x801F0A3C,134,122,160,32,16,16,0x7FC0,0,160, ,
2,0x801F0E18,14,0x801F0A70,140,122,160,32,16,16,0x7FC0,0,160, ,
2,0x801F0E18,15,0x801F0AA4,146,122,160,32,16,16,0x7FC0,0,160, ,
2,0x801F0E18,16,0x801F0AD8,152,122,32,0,16,16,0x7FC0,0,8,아,
2,0x801F0E18,17,0x801F0B0C,166,122,16,0,16,16,0x7FC2,2,6,니,
2,0x801F0E18,18,0x801F0B40,180,122,160,0,16,16,0x7FC3,3,43,요,
2,0x801F1DB4,0,0x801F1A74,75,178,32,64,16,16,0x7FC2,2,250,치,
2,0x801F1DB4,1,0x801F1AA8,89,178,64,32,16,16,0x7FC1,1,137,유,
2,0x801F1DB4,2,0x801F1ADC,103,178,48,0,16,16,0x7FC2,2,14,의,
2,0x801F1DB4,3,0x801F1B10,117,178,160,32,16,16,0x7FC0,0,160, ,
2,0x801F1DB4,4,0x801F1B44,123,178,96,0,16,16,0x7FC0,0,24,하,
2,0x801F1DB4,5,0x801F1B78,137,178,64,96,16,16,0x7FC0,0,376,프,
2,0x801F9D44,0,0x801BE9BC,94,32,160,48,16,16,0x7FC0,0,220,이,
2,0x801F9D44,1,0x801BE9F0,108,32,96,80,16,16,0x7FC0,0,324,쪽,
2,0x801F9D44,2,0x801BEA24,122,32,192,0,16,16,0x7FC2,2,50,도,
2,0x801F9D44,3,0x801BEA58,136,32,160,32,16,16,0x7FC0,0,160, ,
2,0x801F9D44,4,0x801BEA8C,142,32,96,16,16,16,0x7FC1,1,85,장,
2,0x801F9D44,5,0x801BEAC0,156,32,192,0,16,16,0x7FC3,3,51,사,
2,0x801F9D44,6,0x801BEAF4,170,32,16,0,16,16,0x7FC2,2,6,니,
2,0x801F9D44,7,0x801BEB28,184,32,224,0,16,16,0x7FC2,2,58,까,
2,0x801F9D44,8,0x801BEB5C,198,32,160,32,16,16,0x7FC0,0,160, ,
2,0x801F9D44,9,0x801BEB90,204,32,96,0,16,16,0x7FC2,2,26,말,
2,0x801F9D44,10,0x801BEBC4,218,32,160,48,16,16,0x7FC0,0,220,이,
2,0x801F9D44,11,0x801BEBF8,232,32,48,16,16,16,0x7FC0,0,72,야,
2,0x801F9D44,12,0x801BEC2C,246,32,128,0,16,16,0x7FC0,0,32,.,
3,0x801F031C,0,0x801EFC9C,104,120,32,0,16,16,0x7FC0,0,8,아,
3,0x801F031C,1,0x801EFCD0,118,120,80,32,16,16,0x7FC2,2,142,라,
3,0x801F031C,2,0x801EFD04,132,120,80,32,16,16,0x7FC2,2,142,라,
3,0x801F031C,3,0x801EFD38,146,120,32,32,16,16,0x7FC2,2,130,토,
3,0x801F031C,4,0x801EFD6C,160,120,176,0,16,16,0x7FC3,3,47,스,
3,0x801F031C,5,0x801EFDA0,174,120,160,32,16,16,0x7FC0,0,160, ,
3,0x801F031C,6,0x801EFDD4,180,120,208,48,16,16,0x7FC3,3,235,공,
3,0x801F031C,7,0x801EFE08,194,120,160,112,16,16,0x7FC1,1,461,항,
3,0x801F0E18,0,0x801F0798,106,104,48,64,16,16,0x7FC3,3,255,저,
3,0x801F0E18,1,0x801F07CC,120,104,96,16,16,16,0x7FC1,1,85,장,
3,0x801F0E18,2,0x801F0800,134,104,96,0,16,16,0x7FC0,0,24,하,
3,0x801F0E18,3,0x801F0834,148,104,160,0,16,16,0x7FC0,0,40,시,
3,0x801F0E18,4,0x801F0868,162,104,80,16,16,16,0x7FC3,3,83,겠,
3,0x801F0E18,5,0x801F089C,176,104,176,0,16,16,0x7FC0,0,44,습,
3,0x801F0E18,6,0x801F08D0,190,104,16,0,16,16,0x7FC2,2,6,니,
3,0x801F0E18,7,0x801F0904,204,104,224,0,16,16,0x7FC2,2,58,까,
3,0x801F0E18,8,0x801F0938,218,104,112,48,16,16,0x7FC0,0,208,?,
3,0x801F0E18,9,0x801F096C,102,122,112,32,16,16,0x7FC2,2,150,예,
3,0x801F0E18,10,0x801F09A0,116,122,160,32,16,16,0x7FC0,0,160, ,
3,0x801F0E18,11,0x801F09D4,122,122,160,32,16,16,0x7FC0,0,160, ,
3,0x801F0E18,12,0x801F0A08,128,122,160,32,16,16,0x7FC0,0,160, ,
3,0x801F0E18,13,0x801F0A3C,134,122,160,32,16,16,0x7FC0,0,160, ,
3,0x801F0E18,14,0x801F0A70,140,122,160,32,16,16,0x7FC0,0,160, ,
3,0x801F0E18,15,0x801F0AA4,146,122,160,32,16,16,0x7FC0,0,160, ,
3,0x801F0E18,16,0x801F0AD8,152,122,32,0,16,16,0x7FC0,0,8,아,
3,0x801F0E18,17,0x801F0B0C,166,122,16,0,16,16,0x7FC2,2,6,니,
3,0x801F0E18,18,0x801F0B40,180,122,160,0,16,16,0x7FC3,3,43,요,
3,0x801F1DB4,0,0x801F1A74,75,178,32,64,16,16,0x7FC2,2,250,치,
3,0x801F1DB4,1,0x801F1AA8,89,178,64,32,16,16,0x7FC1,1,137,유,
3,0x801F1DB4,2,0x801F1ADC,103,178,48,0,16,16,0x7FC2,2,14,의,
3,0x801F1DB4,3,0x801F1B10,117,178,160,32,16,16,0x7FC0,0,160, ,
3,0x801F1DB4,4,0x801F1B44,123,178,96,0,16,16,0x7FC0,0,24,하,
3,0x801F1DB4,5,0x801F1B78,137,178,64,96,16,16,0x7FC0,0,376,프,
3,0x801F9D44,0,0x801BE9BC,94,32,96,16,16,16,0x7FC1,1,85,장,
3,0x801F9D44,1,0x801BE9F0,108,32,192,0,16,16,0x7FC3,3,51,사,
3,0x801F9D44,2,0x801BEA24,122,32,32,0,16,16,0x7FC3,3,11,가,
3,0x801F9D44,3,0x801BEA58,136,32,160,32,16,16,0x7FC0,0,160, ,
3,0x801F9D44,4,0x801BEA8C,142,32,48,80,16,16,0x7FC3,3,315,뭐,
3,0x801F9D44,5,0x801BEAC0,156,32,0,80,16,16,0x7FC0,0,300,냐,
3,0x801F9D44,6,0x801BEAF4,170,32,96,0,16,16,0x7FC3,3,27,고,
3,0x801F9D44,7,0x801BEB28,184,32,224,32,16,16,0x7FC2,2,178,",",
3,0x801F9D44,8,0x801BEB5C,198,32,160,32,16,16,0x7FC0,0,160, ,
3,0x801F9D44,9,0x801BEB90,204,32,160,48,16,16,0x7FC0,0,220,이,
3,0x801F9D44,10,0x801BEBC4,218,32,160,32,16,16,0x7FC0,0,160, ,
3,0x801F9D44,11,0x801BEBF8,224,32,144,0,16,16,0x7FC3,3,39,자,
3,0x801F9D44,12,0x801BEC2C,238,32,160,96,16,16,0x7FC0,0,400,식,
3,0x801F9D44,13,0x801BEC60,252,32,32,0,16,16,0x7FC0,0,8,아,
3,0x801F9D44,14,0x801BEC94,94,48,80,192,16,16,0x7FC1,1,741,!,
3,0x801F9D44,15,0x801BECC8,108,48,160,32,16,16,0x7FC0,0,160, ,
3,0x801F9D44,16,0x801BECFC,114,48,80,16,16,16,0x7FC2,2,82,한,
3,0x801F9D44,17,0x801BED30,128,48,160,32,16,16,0x7FC0,0,160, ,
3,0x801F9D44,18,0x801BED64,134,48,208,0,16,16,0x7FC2,2,54,대,
3,0x801F9D44,19,0x801BED98,148,48,160,32,16,16,0x7FC0,0,160, ,
3,0x801F9D44,20,0x801BEDCC,154,48,144,96,16,16,0x7FC0,0,396,맞,
3,0x801F9D44,21,0x801BEE00,168,48,32,0,16,16,0x7FC0,0,8,아,
3,0x801F9D44,22,0x801BEE34,182,48,160,32,16,16,0x7FC0,0,160, ,
3,0x801F9D44,23,0x801BEE68,188,48,224,64,16,16,0x7FC3,3,299,볼,
3,0x801F9D44,24,0x801BEE9C,202,48,224,48,16,16,0x7FC1,1,237,래,
3,0x801F9D44,25,0x801BEED0,216,48,224,32,16,16,0x7FC2,2,178,",",
3,0x801F9D44,26,0x801BEF04,230,48,160,32,16,16,0x7FC0,0,160, ,
3,0x801F9D44,27,0x801BEF38,236,48,160,48,16,16,0x7FC0,0,220,이,
3,0x801F9D44,28,0x801BEF6C,250,48,160,32,16,16,0x7FC0,0,160, ,
3,0x801F9D44,29,0x801BEFA0,256,48,144,0,16,16,0x7FC3,3,39,자,
3,0x801F9D44,30,0x801BEFD4,94,64,160,96,16,16,0x7FC0,0,400,식,
3,0x801F9D44,31,0x801BF008,108,64,32,0,16,16,0x7FC0,0,8,아,
3,0x801F9D44,32,0x801BF03C,122,64,80,192,16,16,0x7FC1,1,741,!,
4,0x801F031C,0,0x801EFC9C,111,120,112,32,16,16,0x7FC1,1,149,촌,
4,0x801F031C,1,0x801EFCD0,125,120,32,0,16,16,0x7FC3,3,11,가,
4,0x801F031C,2,0x801EFD04,139,120,80,32,16,16,0x7FC2,2,142,라,
4,0x801F031C,3,0x801EFD38,153,120,48,0,16,16,0x7FC2,2,14,의,
4,0x801F031C,4,0x801EFD6C,167,120,160,32,16,16,0x7FC0,0,160, ,
4,0x801F031C,5,0x801EFDA0,173,120,32,0,16,16,0x7FC3,3,11,가,
4,0x801F031C,6,0x801EFDD4,187,120,16,16,16,16,0x7FC0,0,64,게,
4,0x801F0E18,0,0x801F0798,106,104,48,64,16,16,0x7FC3,3,255,저,
4,0x801F0E18,1,0x801F07CC,120,104,96,16,16,16,0x7FC1,1,85,장,
4,0x801F0E18,2,0x801F0800,134,104,96,0,16,16,0x7FC0,0,24,하,
4,0x801F0E18,3,0x801F0834,148,104,160,0,16,16,0x7FC0,0,40,시,
4,0x801F0E18,4,0x801F0868,162,104,80,16,16,16,0x7FC3,3,83,겠,
4,0x801F0E18,5,0x801F089C,176,104,176,0,16,16,0x7FC0,0,44,습,
4,0x801F0E18,6,0x801F08D0,190,104,16,0,16,16,0x7FC2,2,6,니,
4,0x801F0E18,7,0x801F0904,204,104,224,0,16,16,0x7FC2,2,58,까,
4,0x801F0E18,8,0x801F0938,218,104,112,48,16,16,0x7FC0,0,208,?,
4,0x801F0E18,9,0x801F096C,102,122,112,32,16,16,0x7FC2,2,150,예,
4,0x801F0E18,10,0x801F09A0,116,122,160,32,16,16,0x7FC0,0,160, ,
4,0x801F0E18,11,0x801F09D4,122,122,160,32,16,16,0x7FC0,0,160, ,
4,0x801F0E18,12,0x801F0A08,128,122,160,32,16,16,0x7FC0,0,160, ,
4,0x801F0E18,13,0x801F0A3C,134,122,160,32,16,16,0x7FC0,0,160, ,
4,0x801F0E18,14,0x801F0A70,140,122,160,32,16,16,0x7FC0,0,160, ,
4,0x801F0E18,15,0x801F0AA4,146,122,160,32,16,16,0x7FC0,0,160, ,
4,0x801F0E18,16,0x801F0AD8,152,122,32,0,16,16,0x7FC0,0,8,아,
4,0x801F0E18,17,0x801F0B0C,166,122,16,0,16,16,0x7FC2,2,6,니,
4,0x801F0E18,18,0x801F0B40,180,122,160,0,16,16,0x7FC3,3,43,요,
4,0x801F1DB4,0,0x801F1A74,75,178,32,64,16,16,0x7FC2,2,250,치,
4,0x801F1DB4,1,0x801F1AA8,89,178,64,32,16,16,0x7FC1,1,137,유,
4,0x801F1DB4,2,0x801F1ADC,103,178,48,0,16,16,0x7FC2,2,14,의,
4,0x801F1DB4,3,0x801F1B10,117,178,160,32,16,16,0x7FC0,0,160, ,
4,0x801F1DB4,4,0x801F1B44,123,178,96,0,16,16,0x7FC0,0,24,하,
4,0x801F1DB4,5,0x801F1B78,137,178,64,96,16,16,0x7FC0,0,376,프,
4,0x801F9D44,0,0x801BE9BC,94,32,128,0,16,16,0x7FC3,3,35,기,
4,0x801F9D44,1,0x801BE9F0,108,32,0,0,16,16,0x7FC0,0,0,다,
4,0x801F9D44,2,0x801BEA24,122,32,48,96,16,16,0x7FC2,2,374,렸,
4,0x801F9D44,3,0x801BEA58,136,32,0,0,16,16,0x7FC3,3,3,지,
4,0x801F9D44,4,0x801BEA8C,150,32,224,32,16,16,0x7FC2,2,178,",",
4,0x801F9D44,5,0x801BEAC0,164,32,160,32,16,16,0x7FC0,0,160, ,
4,0x801F9D44,6,0x801BEAF4,170,32,128,0,16,16,0x7FC3,3,35,기,
4,0x801F9D44,7,0x801BEB28,184,32,0,0,16,16,0x7FC0,0,0,다,
4,0x801F9D44,8,0x801BEB5C,198,32,48,96,16,16,0x7FC2,2,374,렸,
4,0x801F9D44,9,0x801BEB90,212,32,0,0,16,16,0x7FC3,3,3,지,
4,0x801F9D44,10,0x801BEBC4,226,32,128,0,16,16,0x7FC0,0,32,.,
4,0x801F9D44,11,0x801BEBF8,240,32,160,32,16,16,0x7FC0,0,160, ,
4,0x801F9D44,12,0x801BEC2C,246,32,128,16,16,16,0x7FC2,2,94,무,
4,0x801F9D44,13,0x801BEC60,260,32,96,96,16,16,0x7FC3,3,387,엇,
4,0x801F9D44,14,0x801BEC94,94,48,176,16,16,16,0x7FC3,3,107,부,
4,0x801F9D44,15,0x801BECC8,108,48,0,0,16,16,0x7FC1,1,1,터,
4,0x801F9D44,16,0x801BECFC,122,48,160,32,16,16,0x7FC0,0,160, ,
4,0x801F9D44,17,0x801BED30,128,48,160,48,16,16,0x7FC0,0,220,이,
4,0x801F9D44,18,0x801BED64,142,48,48,16,16,16,0x7FC0,0,72,야,
4,0x801F9D44,19,0x801BED98,156,48,128,0,16,16,0x7FC3,3,35,기,
4,0x801F9D44,20,0x801BEDCC,170,48,16,32,16,16,0x7FC0,0,124,할,
4,0x801F9D44,21,0x801BEE00,184,48,224,0,16,16,0x7FC2,2,58,까,
4,0x801F9D44,22,0x801BEE34,198,48,160,48,16,16,0x7FC2,2,222,<222>,
5,0x801F031C,0,0x801EFC9C,111,120,112,32,16,16,0x7FC1,1,149,촌,
5,0x801F031C,1,0x801EFCD0,125,120,32,0,16,16,0x7FC3,3,11,가,
5,0x801F031C,2,0x801EFD04,139,120,80,32,16,16,0x7FC2,2,142,라,
5,0x801F031C,3,0x801EFD38,153,120,48,0,16,16,0x7FC2,2,14,의,
5,0x801F031C,4,0x801EFD6C,167,120,160,32,16,16,0x7FC0,0,160, ,
5,0x801F031C,5,0x801EFDA0,173,120,32,0,16,16,0x7FC3,3,11,가,
5,0x801F031C,6,0x801EFDD4,187,120,16,16,16,16,0x7FC0,0,64,게,
5,0x801F0E18,0,0x801F0798,106,104,48,64,16,16,0x7FC3,3,255,저,
5,0x801F0E18,1,0x801F07CC,120,104,96,16,16,16,0x7FC1,1,85,장,
5,0x801F0E18,2,0x801F0800,134,104,96,0,16,16,0x7FC0,0,24,하,
5,0x801F0E18,3,0x801F0834,148,104,160,0,16,16,0x7FC0,0,40,시,
5,0x801F0E18,4,0x801F0868,162,104,80,16,16,16,0x7FC3,3,83,겠,
5,0x801F0E18,5,0x801F089C,176,104,176,0,16,16,0x7FC0,0,44,습,
5,0x801F0E18,6,0x801F08D0,190,104,16,0,16,16,0x7FC2,2,6,니,
5,0x801F0E18,7,0x801F0904,204,104,224,0,16,16,0x7FC2,2,58,까,
5,0x801F0E18,8,0x801F0938,218,104,112,48,16,16,0x7FC0,0,208,?,
5,0x801F0E18,9,0x801F096C,102,122,112,32,16,16,0x7FC2,2,150,예,
5,0x801F0E18,10,0x801F09A0,116,122,160,32,16,16,0x7FC0,0,160, ,
5,0x801F0E18,11,0x801F09D4,122,122,160,32,16,16,0x7FC0,0,160, ,
5,0x801F0E18,12,0x801F0A08,128,122,160,32,16,16,0x7FC0,0,160, ,
5,0x801F0E18,13,0x801F0A3C,134,122,160,32,16,16,0x7FC0,0,160, ,
5,0x801F0E18,14,0x801F0A70,140,122,160,32,16,16,0x7FC0,0,160, ,
5,0x801F0E18,15,0x801F0AA4,146,122,160,32,16,16,0x7FC0,0,160, ,
5,0x801F0E18,16,0x801F0AD8,152,122,32,0,16,16,0x7FC0,0,8,아,
5,0x801F0E18,17,0x801F0B0C,166,122,16,0,16,16,0x7FC2,2,6,니,
5,0x801F0E18,18,0x801F0B40,180,122,160,0,16,16,0x7FC3,3,43,요,
5,0x801F1DB4,0,0x801F1A74,75,178,32,64,16,16,0x7FC2,2,250,치,
5,0x801F1DB4,1,0x801F1AA8,89,178,64,32,16,16,0x7FC1,1,137,유,
5,0x801F1DB4,2,0x801F1ADC,103,178,48,0,16,16,0x7FC2,2,14,의,
5,0x801F1DB4,3,0x801F1B10,117,178,160,32,16,16,0x7FC0,0,160, ,
5,0x801F1DB4,4,0x801F1B44,123,178,96,0,16,16,0x7FC0,0,24,하,
5,0x801F1DB4,5,0x801F1B78,137,178,64,96,16,16,0x7FC0,0,376,프,
5,0x801F9D44,0,0x801BE9BC,94,32,160,48,16,16,0x7FC0,0,220,이,
5,0x801F9D44,1,0x801BE9F0,108,32,160,16,16,16,0x7FC1,1,101,제,
5,0x801F9D44,2,0x801BEA24,122,32,176,16,16,16,0x7FC3,3,107,부,
5,0x801F9D44,3,0x801BEA58,136,32,0,0,16,16,0x7FC1,1,1,터,
5,0x801F9D44,4,0x801BEA8C,150,32,32,0,16,16,0x7FC3,3,11,가,
5,0x801F9D44,5,0x801BEAC0,164,32,160,32,16,16,0x7FC0,0,160, ,
5,0x801F9D44,6,0x801BEAF4,170,32,96,16,16,16,0x7FC1,1,85,장,
5,0x801F9D44,7,0x801BEB28,184,32,192,0,16,16,0x7FC3,3,51,사,
5,0x801F9D44,8,0x801BEB5C,198,32,160,32,16,16,0x7FC0,0,160, ,
5,0x801F9D44,9,0x801BEB90,204,32,160,48,16,16,0x7FC0,0,220,이,
5,0x801F9D44,10,0x801BEBC4,218,32,48,16,16,16,0x7FC0,0,72,야,
5,0x801F9D44,11,0x801BEBF8,232,32,128,0,16,16,0x7FC3,3,35,기,
5,0x801F9D44,12,0x801BEC2C,246,32,176,48,16,16,0x7FC0,0,224,라,
5,0x801F9D44,13,0x801BEC60,260,32,16,0,16,16,0x7FC1,1,5,는,
5,0x801F9D44,14,0x801BEC94,94,48,160,32,16,16,0x7FC0,0,160, ,
5,0x801F9D44,15,0x801BECC8,100,48,192,0,16,16,0x7FC1,1,49,거,
5,0x801F9D44,16,0x801BECFC,114,48,0,0,16,16,0x7FC3,3,3,지,
5,0x801F9D44,17,0x801BED30,128,48,160,48,16,16,0x7FC2,2,222,<222>,
6,0x801F031C,0,0x801EFC9C,146,120,64,0,16,16,0x7FC1,1,17, ,
6,0x801F031C,1,0x801EFCD0,160,120,144,96,16,16,0x7FC1,1,397,향,
6,0x801F0E18,0,0x801F0798,106,104,48,64,16,16,0x7FC3,3,255,저,
6,0x801F0E18,1,0x801F07CC,120,104,96,16,16,16,0x7FC1,1,85,장,
6,0x801F0E18,2,0x801F0800,134,104,96,0,16,16,0x7FC0,0,24,하,
6,0x801F0E18,3,0x801F0834,148,104,160,0,16,16,0x7FC0,0,40,시,
6,0x801F0E18,4,0x801F0868,162,104,80,16,16,16,0x7FC3,3,83,겠,
6,0x801F0E18,5,0x801F089C,176,104,176,0,16,16,0x7FC0,0,44,습,
6,0x801F0E18,6,0x801F08D0,190,104,16,0,16,16,0x7FC2,2,6,니,
6,0x801F0E18,7,0x801F0904,204,104,224,0,16,16,0x7FC2,2,58,까,
6,0x801F0E18,8,0x801F0938,218,104,112,48,16,16,0x7FC0,0,208,?,
6,0x801F0E18,9,0x801F096C,102,122,112,32,16,16,0x7FC2,2,150,예,
6,0x801F0E18,10,0x801F09A0,116,122,160,32,16,16,0x7FC0,0,160, ,
6,0x801F0E18,11,0x801F09D4,122,122,160,32,16,16,0x7FC0,0,160, ,
6,0x801F0E18,12,0x801F0A08,128,122,160,32,16,16,0x7FC0,0,160, ,
6,0x801F0E18,13,0x801F0A3C,134,122,160,32,16,16,0x7FC0,0,160, ,
6,0x801F0E18,14,0x801F0A70,140,122,160,32,16,16,0x7FC0,0,160, ,
6,0x801F0E18,15,0x801F0AA4,146,122,160,32,16,16,0x7FC0,0,160, ,
6,0x801F0E18,16,0x801F0AD8,152,122,32,0,16,16,0x7FC0,0,8,아,
6,0x801F0E18,17,0x801F0B0C,166,122,16,0,16,16,0x7FC2,2,6,니,
6,0x801F0E18,18,0x801F0B40,180,122,160,0,16,16,0x7FC3,3,43,요,
7,0x801F031C,0,0x801EFC9C,146,120,64,0,16,16,0x7FC3,3,19,어,
7,0x801F031C,1,0x801EFCD0,160,120,144,96,16,16,0x7FC1,1,397,향,
7,0x801F1DB4,0,0x801F1A74,75,146,32,64,16,16,0x7FC2,2,250,치,
7,0x801F1DB4,1,0x801F1AA8,89,146,64,32,16,16,0x7FC1,1,137,유,
7,0x801F1DB4,2,0x801F1ADC,103,146,48,0,16,16,0x7FC2,2,14,의,
